latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature,MQ9 gas average,people,cumulative people
51.5014648437,0.0045583004,12:9:39,29/7/2016,14,21,35.44,260,25.2,504.5,0,0
51.5014572143,0.0045616002,12:9:40,29/7/2016,6,26,38.07,335,25.68,511.6,0,0
51.5014572143,0.004565,12:9:41,29/7/2016,15,18,32.84,344,24.71,513.95,0,0
51.5014648437,0.0045666003,12:9:42,29/7/2016,15,25,38.91,377,25.2,514.51,0,0
51.5014724731,0.0045683002,12:9:43,29/7/2016,16,46,35.52,341,25.2,510.85,0,0
51.5014801025,0.0045733003,12:9:44,29/7/2016,16,35,37.26,355,25.2,510.71,0,0
51.5014877319,0.0045816001,12:9:45,29/7/2016,16,24,31.61,356,24.71,515.05,0,0
51.5014877319,0.0045882997,12:9:46,29/7/2016,16,31,46.37,355,24.71,513.02,0,0
51.501499176,0.0045915994,12:9:47,29/7/2016,16,33,36.82,343,24.71,510.95,0,0
51.5015068054,0.0045982999,12:9:48,29/7/2016,14,35,30.15,340,25.2,511.24,0,0
51.5015296936,0.0046050004,12:9:49,29/7/2016,15,12,17.15,333,24.22,513.33,0,0
51.5015449523,0.0046032996,12:9:50,29/7/2016,15,4,11.87,261,23.73,509.95,0,0
51.5015525817,0.0046100001,12:9:51,29/7/2016,14,2,8.15,239,23.73,509.47,0,0
51.5015792846,0.0046166,12:9:52,29/7/2016,12,7,9.91,239,24.22,509.61,0,0
51.5016021728,0.004625,12:9:53,29/7/2016,12,20,19.34,269,24.22,509.44,0,0
51.5016365051,0.0046350002,12:9:54,29/7/2016,12,6,16.47,305,24.22,511.51,0,0
51.5016517639,0.0046316003,12:9:55,29/7/2016,9,18,21.48,290,23.73,510.58,0,0
51.5016593933,0.0046350002,12:9:56,29/7/2016,10,24,18.69,245,23.73,509.3,0,0
51.5016860961,0.0046465997,12:9:57,29/7/2016,5,11,17.09,263,24.22,509.02,0,0
51.5017166137,0.0046833004,12:9:58,29/7/2016,11,16,21.13,301,24.22,510.7,0,0
51.5017318725,0.0046916003,12:9:59,29/7/2016,11,16,20.12,294,24.22,511.74,0,0
51.5017814636,0.0047433004,12:10:0,29/7/2016,11,12,19.91,271,24.22,509.78,0,0
51.5017967224,0.0047600002,12:10:1,29/7/2016,11,31,22.64,256,24.71,509.28,0,0
51.5018310546,0.0047900004,12:10:2,29/7/2016,11,17,30.41,293,24.22,511.49,0,0
51.5018653869,0.0048165998,12:10:3,29/7/2016,11,11,21.28,287,24.22,511.16,0,0
51.5018806457,0.0048316001,12:10:4,29/7/2016,6,13,17.08,261,24.71,508.79,0,0
51.5018959045,0.0048416004,12:10:5,29/7/2016,11,22,16.99,255,24.71,509.46,0,0
51.5019111633,0.0048583002,12:10:6,29/7/2016,12,16,16.59,265,24.71,509.16,0,0
51.5019378662,0.004875,12:10:7,29/7/2016,5,27,18.34,303,24.71,511.8,0,0
51.501953125,0.0049050002,12:10:8,29/7/2016,5,11,15.91,253,24.71,509.65,0,0
51.5019607543,0.0049516005,12:10:9,29/7/2016,5,10,21.89,259,24.71,510.48,0,0
51.5019607543,0.0049666004,12:10:10,29/7/2016,5,13,16.58,256,24.71,509.74,0,0
51.5019683837,0.0049865999,12:10:11,29/7/2016,16,15,23.53,296,24.71,512.03,0,0
51.5019760131,0.0050132999,12:10:12,29/7/2016,16,35,54.51,276,24.22,510.99,0,0
51.5019874572,0.0050466003,12:10:13,29/7/2016,16,40,39.85,299,23.73,510.13,0,0
51.5019874572,0.0050700001,12:10:14,29/7/2016,16,43,71.23,281,23.73,509.61,0,0
51.5019874572,0.0050933003,12:10:15,29/7/2016,16,38,31.67,333,23.73,511.45,0,0
51.5019950866,0.0051100006,12:10:16,29/7/2016,13,11,16.13,361,23.73,510.6,0,0
51.502002716,0.0051283001,12:10:17,29/7/2016,14,2,15.62,295,24.22,510.01,0,0
51.5020103454,0.0051533002,12:10:18,29/7/2016,12,0,15.92,294,23.73,512.12,0,0
51.5020179748,0.0051683001,12:10:19,29/7/2016,13,16,15.71,248,23.24,506.98,0,0
51.5020256042,0.0052250003,12:10:20,29/7/2016,12,4,12.76,291,23.73,509,0,0
51.5020256042,0.0052733001,12:10:21,29/7/2016,12,9,14.88,225,23.73,509.1,0,0
51.5020332336,0.0052982997,12:10:22,29/7/2016,11,1,17.98,211,24.22,507.68,0,0
51.5020179748,0.0053150005,12:10:23,29/7/2016,12,7,16.71,265,23.73,509.78,0,0
51.5020179748,0.0053383007,12:10:24,29/7/2016,5,3,12.7,288,24.22,511.66,0,0
51.5020179748,0.0053600001,12:10:25,29/7/2016,5,9,13.04,260,24.22,510.01,0,0
51.5020256042,0.0053766002,12:10:26,29/7/2016,5,18,34.62,268,24.22,509.26,0,0
51.5020332336,0.0053965997,12:10:27,29/7/2016,5,18,34.55,181,24.22,508.18,0,0
51.502040863,0.0054083003,12:10:28,29/7/2016,5,42,39.21,209,24.22,508.26,0,0
51.5020523071,0.0054133005,12:10:29,29/7/2016,5,14,29.8,259,24.22,508.73,0,0
51.5020599365,0.0054282999,12:10:30,29/7/2016,12,9,43.42,286,23.73,509.31,0,0
51.5020675659,0.0054433002,12:10:31,29/7/2016,7,6,21.39,296,23.73,511.12,0,0
51.5020980834,0.0054816002,12:10:32,29/7/2016,5,23,18.56,281,24.22,509.1,0,0
51.5021247863,0.0055166001,12:10:33,29/7/2016,5,20,15.1,256,23.73,509.52,0,0
51.5021476745,0.0055432996,12:10:34,29/7/2016,5,13,16.73,259,23.73,508.19,0,0
51.5021820068,0.0055733003,12:10:35,29/7/2016,4,10,13.32,273,23.73,508.18,0,0
51.502204895,0.0056033,12:10:36,29/7/2016,4,23,14.1,313,24.22,510.15,0,0
51.5022315979,0.0056166,12:10:37,29/7/2016,15,6,22.19,262,23.73,500.98,0,0
51.5022392272,0.0056265997,12:10:38,29/7/2016,4,7,11.5,255,23.73,513.42,0,0
51.502254486,0.0056332998,12:10:39,29/7/2016,12,3,11.13,301,24.22,511.98,0,0
51.5022697448,0.0056500005,12:10:40,29/7/2016,4,51,21.34,315,23.73,510.85,0,0
51.5022964477,0.0056649999,12:10:41,29/7/2016,4,8,17.13,241,24.22,507.19,0,0
51.5023193359,0.0056883001,12:10:42,29/7/2016,5,3,9.75,272,24.22,508.86,0,0
51.5023536682,0.0057250003,12:10:43,29/7/2016,5,16,13.27,324,23.73,509.14,0,0
51.502368927,0.0057350006,12:10:44,29/7/2016,5,4,17.25,277,24.22,509.47,0,0
51.5023765563,0.0057416005,12:10:45,29/7/2016,13,10,15.77,274,24.22,509.3,0,0
51.5023918151,0.00575,12:10:46,29/7/2016,13,4,16.44,343,24.22,508.44,0,0
51.5023994445,0.0057599997,12:10:47,29/7/2016,5,12,13.23,321,23.73,510.51,0,0
51.5024070739,0.0057783002,12:10:48,29/7/2016,18,6,13.4,274,24.22,506.16,0,0
51.502418518,0.0057850003,12:10:49,29/7/2016,20,9,11.27,261,24.22,509.29,0,0
51.502418518,0.0057933001,12:10:50,29/7/2016,7,9,12.4,367,24.22,509.42,0,0
51.502418518,0.0058000001,12:10:51,29/7/2016,18,7,16.9,277,23.73,508.67,0,0
51.502418518,0.0058050003,12:10:52,29/7/2016,13,0,12.63,231,23.73,508.5,0,0
51.5024261474,0.0058032999,12:10:53,29/7/2016,13,36,14.06,277,24.22,510.29,0,0
51.5024261474,0.0057983007,12:10:54,29/7/2016,13,9,11.33,311,24.22,510.08,1,1
51.5024414062,0.0058032999,12:10:55,29/7/2016,17,6,11.98,353,24.22,504.49,0,1
51.502456665,0.0058099994,12:10:56,29/7/2016,20,3,11.8,260,24.22,511.8,0,1
51.502456665,0.0057983007,12:10:57,29/7/2016,20,6,10.59,278,24.22,510.33,0,1
51.502456665,0.0057983007,12:10:58,29/7/2016,17,5,11.59,267,24.22,503.06,0,1
51.5024642944,0.0058032999,12:10:59,29/7/2016,9,8,13.49,278,24.22,513.14,0,1
51.5024757385,0.0058032999,12:11:0,29/7/2016,17,6,15.52,289,24.22,506.98,0,1
51.5024833679,0.0058116006,12:11:1,29/7/2016,16,7,12.19,297,24.22,509.81,0,1
51.5024909973,0.0058183002,12:11:2,29/7/2016,14,3,10.32,292,24.22,510.5,0,1
51.5025062561,0.0058232998,12:11:3,29/7/2016,15,1,10.49,267,24.22,508.76,0,1
51.5025138854,0.0058249998,12:11:4,29/7/2016,15,9,12.49,336,24.22,509.98,0,1
51.5025482177,0.005835,12:11:5,29/7/2016,15,14,13.13,343,24.22,512.86,0,1
51.5025634765,0.005835,12:11:6,29/7/2016,15,5,15.71,279,24.22,510.58,0,1
51.5025787353,0.0058400001,12:11:7,29/7/2016,13,5,19.02,300,24.22,509.25,0,1
51.5025978088,0.0058450007,12:11:8,29/7/2016,15,2,14.47,345,24.22,512.85,2,3
51.5026130676,0.0058516001,12:11:9,29/7/2016,15,8,16.71,339,24.22,511.96,0,3
51.5026283264,0.0058583002,12:11:10,29/7/2016,6,4,14.47,269,24.71,509.77,0,3
51.5026359558,0.0058632998,12:11:11,29/7/2016,5,10,19.97,445,24.22,510.28,0,3
51.5026512145,0.0058716006,12:11:12,29/7/2016,6,1,12.5,347,24.22,509.3,0,3
51.5026626586,0.0058766002,12:11:13,29/7/2016,6,2,13.98,290,23.73,508.04,0,3
51.5026779174,0.0058833003,12:11:14,29/7/2016,16,0,13.75,284,24.22,507.5,0,3
51.5026855468,0.0058916001,12:11:15,29/7/2016,17,1,10.84,349,24.22,509.41,0,3
51.5027008056,0.0059015998,12:11:16,29/7/2016,14,1,12.49,344,24.71,512.5,0,3
51.5027198791,0.0059166007,12:11:17,29/7/2016,5,9,12.4,297,24.71,508.18,0,3
51.5027351379,0.0059316005,12:11:18,29/7/2016,12,9,10.74,310,24.71,510.12,0,3
51.5027503967,0.0059416003,12:11:19,29/7/2016,14,8,13.39,349,24.71,510.63,0,3
51.5027580261,0.0059466004,12:11:20,29/7/2016,15,13,17.33,277,24.22,508.15,0,3
51.5027656555,0.0059466004,12:11:21,29/7/2016,19,2,13.39,308,23.73,508.63,0,3
51.5027732849,0.0059516,12:11:22,29/7/2016,14,2,12.48,311,24.22,509.78,0,3
51.502784729,0.0059583001,12:11:23,29/7/2016,4,9,12.77,271,24.71,511.64,0,3
51.5027999877,0.0059633007,12:11:24,29/7/2016,13,14,13.15,311,25.2,509.28,0,3
51.5028152465,0.0059715995,12:11:25,29/7/2016,31,13,16.28,359,24.71,503.94,0,3
51.5028305053,0.0059866003,12:11:26,29/7/2016,18,26,17.85,353,25.2,505.6,0,3
51.5028495788,0.0059949998,12:11:27,29/7/2016,24,33,45.93,440,26.17,511.56,0,3
51.5028953552,0.0060199999,12:11:28,29/7/2016,11,53,45.47,383,26.17,512.61,0,3
51.5029220581,0.0060400004,12:11:29,29/7/2016,12,53,41.23,360,26.17,512.71,0,3
51.5029220581,0.0060466003,12:11:30,29/7/2016,11,62,34.96,302,26.17,512.8,0,3
51.5029296875,0.0060566,12:11:31,29/7/2016,4,35,45.62,371,26.17,512.38,0,3
51.5029373168,0.0060583,12:11:32,29/7/2016,13,39,40.82,352,26.17,512.33,0,3
51.5029449462,0.0060583,12:11:33,29/7/2016,5,36,35.93,358,26.17,513.31,0,3
51.5029449462,0.0060616006,12:11:34,29/7/2016,5,55,39.93,343,26.17,512.98,0,3
51.5029525756,0.0060583,12:11:35,29/7/2016,14,38,39.58,355,26.66,510.18,0,3
51.5029640197,0.0060599999,12:11:36,29/7/2016,17,53,37.82,328,26.17,511.56,0,3
51.5029716491,0.0060650005,12:11:37,29/7/2016,12,49,39.53,346,26.17,513.46,0,3
51.5029716491,0.0060665998,12:11:38,29/7/2016,13,50,33.73,368,26.17,512.97,1,4
51.5029869079,0.0060733003,12:11:39,29/7/2016,13,61,42.24,355,26.17,513.16,1,5
51.5029945373,0.0060800004,12:11:40,29/7/2016,13,36,38.21,360,25.68,512.75,0,5
51.5029945373,0.0060816001,12:11:41,29/7/2016,13,64,33.75,305,25.68,513.2,1,6
51.5030021667,0.0060833001,12:11:42,29/7/2016,14,37,39.63,347,26.17,513.11,2,8
51.5030097961,0.0060850005,12:11:43,29/7/2016,14,29,40,353,26.17,512.04,2,10
51.5030288696,0.0060833001,12:11:44,29/7/2016,13,34,39.92,328,26.17,511.28,0,10
51.5030441284,0.0060816001,12:11:45,29/7/2016,13,39,54.01,369,26.17,516.31,0,10
51.5030593872,0.0060766,12:11:46,29/7/2016,4,32,37.1,386,25.68,513.08,0,10
51.5030670166,0.0060733003,12:11:47,29/7/2016,4,42,39.08,356,26.17,512.38,0,10
51.5030746459,0.0060683002,12:11:48,29/7/2016,4,87,38.9,316,25.68,513.31,0,10
51.50308609,0.0060683002,12:11:49,29/7/2016,14,52,37.29,381,26.17,512.73,0,10
51.5031013488,0.0060683002,12:11:50,29/7/2016,5,50,38.04,380,25.68,512.49,0,10
51.5031013488,0.0060700006,12:11:51,29/7/2016,5,38,36.89,300,26.17,512.98,0,10
51.5031013488,0.0060766,12:11:52,29/7/2016,5,57,38.41,362,26.17,512.71,0,10
51.5031013488,0.0060766,12:11:53,29/7/2016,6,48,39.33,358,26.66,512.67,0,10
51.5031013488,0.0060750002,12:11:54,29/7/2016,5,41,38.76,309,27.15,513.49,0,10
51.5031089782,0.0060766,12:11:55,29/7/2016,6,37,35.91,343,27.15,512.42,0,10
51.5031166076,0.0060850005,12:11:56,29/7/2016,5,47,36.95,357,27.15,512.61,0,10
51.5031166076,0.0060966005,12:11:57,29/7/2016,5,46,37.33,363,27.15,512.57,0,10
51.5031166076,0.0061066002,12:11:58,29/7/2016,5,37,37.3,297,27.64,512.99,0,10
51.503124237,0.0061200003,12:11:59,29/7/2016,5,34,36.79,359,27.64,512.46,0,10
51.5031318664,0.0061316003,12:12:0,29/7/2016,5,63,36.45,372,27.15,512.65,0,10
51.5031394958,0.0061416001,12:12:1,29/7/2016,6,41,39.12,323,27.64,512.93,0,10
51.5031394958,0.0061483001,12:12:2,29/7/2016,5,61,37.68,367,27.15,514.14,0,10
51.5031509399,0.0061582999,12:12:3,29/7/2016,6,34,38.66,376,27.15,512.69,0,10
51.5031394958,0.0061733002,12:12:4,29/7/2016,6,44,37.48,348,27.64,512.7,0,10
51.5031318664,0.0061883001,12:12:5,29/7/2016,5,50,39.88,319,28.13,516.52,0,10
51.5031318664,0.0062016005,12:12:6,29/7/2016,5,46,38.95,374,28.13,643.79,0,10
51.5031318664,0.0062116003,12:12:7,29/7/2016,5,45,39.55,414,27.64,543.66,0,10
51.5031318664,0.0062216,12:12:8,29/7/2016,5,36,39.26,371,27.64,513.14,0,10
51.5031318664,0.0062333002,12:12:9,29/7/2016,5,66,45.41,355,28.13,512.86,0,10
51.5031318664,0.0062466001,12:12:10,29/7/2016,5,61,50.03,339,28.61,526.2,0,10
51.503124237,0.0062616004,12:12:11,29/7/2016,5,56,42.47,345,28.61,821.11,0,10
51.503124237,0.0062650003,12:12:12,29/7/2016,4,53,44.91,338,28.61,511.61,0,10
51.5031166076,0.0062716002,12:12:13,29/7/2016,4,53,39.71,333,28.61,506.62,0,10
51.5031166076,0.0062783002,12:12:14,29/7/2016,5,79,40.65,331,28.61,507.48,0,10
51.5031089782,0.0062900009,12:12:15,29/7/2016,16,54,39.38,373,29.1,517.91,0,10
51.5031013488,0.0063116006,12:12:16,29/7/2016,4,40,40.84,358,29.1,512.94,0,10
51.5030937194,0.0063299999,12:12:17,29/7/2016,5,26,37.5,367,29.1,512.35,0,10
51.50308609,0.0063432998,12:12:18,29/7/2016,5,37,41.5,346,29.1,509.13,0,10
51.50308609,0.0063565998,12:12:19,29/7/2016,5,41,45.05,396,29.1,511.02,0,10
51.5030746459,0.0063650007,12:12:20,29/7/2016,7,32,31.56,329,29.1,512.06,0,10
51.5030670166,0.0063716006,12:12:21,29/7/2016,4,33,45.16,362,29.59,512.81,0,10
51.5030593872,0.0063782997,12:12:22,29/7/2016,5,44,41.85,336,29.1,513.07,2,12
51.5030517578,0.0063916006,12:12:23,29/7/2016,5,49,31.52,346,29.1,511.51,0,12
51.5030441284,0.0064100003,12:12:24,29/7/2016,5,41,40.89,332,29.1,513.14,0,12
51.5030441284,0.0064216003,12:12:25,29/7/2016,5,38,40.88,339,29.59,512.98,0,12
51.503036499,0.0064333,12:12:26,29/7/2016,5,40,39.5,348,29.1,511.77,0,12
51.503036499,0.0064466004,12:12:27,29/7/2016,5,47,41.82,359,29.1,512.91,0,12
51.5030288696,0.0064616003,12:12:28,29/7/2016,10,51,45.09,376,29.1,509.21,0,12
51.5030097961,0.0064816002,12:12:29,29/7/2016,9,34,43.9,339,29.59,515.55,0,12
51.5030097961,0.0065,12:12:30,29/7/2016,7,44,40.2,360,29.59,513.01,0,12
51.5030097961,0.0065132999,12:12:31,29/7/2016,5,38,43.41,369,29.59,512.16,0,12
51.5030288696,0.0065265998,12:12:32,29/7/2016,5,35,42.39,338,29.59,511.02,0,12
51.503036499,0.0065299997,12:12:33,29/7/2016,9,33,41.2,351,29.59,510.88,0,12
51.5030517578,0.0065333008,12:12:34,29/7/2016,5,36,48.22,373,29.59,511.52,1,13
51.5030593872,0.0065265998,12:12:35,29/7/2016,3,42,39.85,352,29.59,513.5,1,14
51.5030746459,0.0065182995,12:12:36,29/7/2016,6,39,36.51,337,29.1,513.22,0,14
51.50308609,0.0065082998,12:12:37,29/7/2016,10,41,40.45,348,29.1,512.61,0,14
51.5031013488,0.0065050001,12:12:38,29/7/2016,10,47,39.48,366,29.1,509.49,0,14
51.5031166076,0.0065016002,12:12:39,29/7/2016,11,30,42.18,310,29.1,504.45,0,14
51.5031318664,0.0065033006,12:12:40,29/7/2016,12,42,40.35,354,29.1,508.34,0,14
51.5031509399,0.0065033006,12:12:41,29/7/2016,9,34,40.36,334,28.61,512.52,0,14
51.5031585693,0.0065,12:12:42,29/7/2016,6,35,41.04,343,28.61,512.75,0,14
51.5031661987,0.0064900007,12:12:43,29/7/2016,5,39,44.04,359,28.61,510.47,0,14
51.5031738281,0.0064816002,12:12:44,29/7/2016,6,42,40.49,345,28.61,513.16,0,14
51.5031814575,0.0064750003,12:12:45,29/7/2016,7,48,41.11,353,28.61,513.1,0,14
51.5031890869,0.0064650006,12:12:46,29/7/2016,5,39,37.97,321,28.61,511.35,1,15
51.5031967163,0.0064516,12:12:47,29/7/2016,4,55,40.9,326,28.13,511.65,0,15
51.5032157897,0.0064400005,12:12:48,29/7/2016,4,39,41.17,373,28.61,512.19,0,15
51.5032234191,0.0064249997,12:12:49,29/7/2016,4,47,41.25,322,28.13,512.76,0,15
51.5032386779,0.0064082994,12:12:50,29/7/2016,4,50,38.87,350,28.61,512.02,0,15
51.5032539367,0.0063950004,12:12:51,29/7/2016,4,87,39.42,354,29.1,513.81,0,15
51.5032615661,0.0063816003,12:12:52,29/7/2016,4,59,40.4,351,29.1,512.2,0,15
51.5032730102,0.0063716006,12:12:53,29/7/2016,4,50,37.55,340,29.1,513,0,15
51.5032806396,0.0063616008,12:12:54,29/7/2016,4,40,41.71,353,29.59,512.73,0,15
51.5032958984,0.006353301,12:12:55,29/7/2016,4,47,40.29,336,29.1,512.33,0,15
51.5033035278,0.0063466,12:12:56,29/7/2016,4,24,38.8,347,29.59,512.97,0,15
51.5033111572,0.006335,12:12:57,29/7/2016,4,40,40.5,350,29.59,512.58,0,15
51.5033187866,0.0063215999,12:12:58,29/7/2016,4,89,37.99,372,29.1,512.52,0,15
51.5033378601,0.0063116006,12:12:59,29/7/2016,4,53,41.09,323,29.59,513.28,0,15
51.5033454895,0.0063000011,12:13:0,29/7/2016,4,42,41.62,355,29.59,512.56,0,15
51.5033531188,0.0062832999,12:13:1,29/7/2016,4,88,39.35,365,29.1,513.61,0,15
51.5033607482,0.0062733001,12:13:2,29/7/2016,4,40,40.33,336,29.59,512.6,0,15
51.5033683776,0.0062632999,12:13:3,29/7/2016,5,41,41.18,362,29.59,514.9,0,15
51.503376007,0.0062483005,12:13:4,29/7/2016,5,44,43.98,349,30.08,511.95,0,15
51.5033836364,0.0062400007,12:13:5,29/7/2016,4,98,40.29,332,29.59,511.19,0,15
51.5033950805,0.0062300004,12:13:6,29/7/2016,4,29,41.33,340,29.59,511.59,0,15
51.5034103393,0.0062232999,12:13:7,29/7/2016,6,41,53.7,330,29.59,512.58,0,15
51.5034179687,0.0062066006,12:13:8,29/7/2016,10,92,74.27,349,29.1,511.71,0,15
51.5034255981,0.0061933002,12:13:9,29/7/2016,9,34,67.85,345,29.1,513.27,0,15
51.5034408569,0.0061833004,12:13:10,29/7/2016,6,37,44.85,327,28.61,512.4,0,15
51.503452301,0.0061750001,12:13:11,29/7/2016,4,71,39.36,353,28.13,513.63,0,15
51.5034599304,0.0061649999,12:13:12,29/7/2016,9,86,42.23,347,28.61,512.39,1,16
51.5034751892,0.0061582999,12:13:13,29/7/2016,4,32,39.37,349,28.61,511.73,0,16
51.5034828186,0.0061483001,12:13:14,29/7/2016,4,45,40.59,379,28.61,511.19,0,16
51.5034904479,0.0061383004,12:13:15,29/7/2016,4,42,45.56,396,28.61,512.71,0,16
51.5034980773,0.0061283006,12:13:16,29/7/2016,4,49,37.65,356,29.1,512.36,0,16
51.5035171508,0.0061166,12:13:17,29/7/2016,4,40,41.09,358,29.1,514.01,0,16
51.5035247802,0.0061033,12:13:18,29/7/2016,4,41,39.5,356,29.1,512.74,0,16
51.5035324096,0.0060900001,12:13:19,29/7/2016,4,35,41.71,364,29.59,512.71,0,16
51.5035476684,0.0060716004,12:13:20,29/7/2016,6,36,39.1,361,29.1,513.24,0,16
51.5035552978,0.0060599999,12:13:21,29/7/2016,4,41,39.08,346,29.59,512.71,0,16
51.5035629272,0.0060500001,12:13:22,29/7/2016,5,30,41,348,29.1,511.98,1,17
51.5035743713,0.0060383005,12:13:23,29/7/2016,4,29,43.59,332,29.1,511.98,0,17
51.5035820007,0.0060266008,12:13:24,29/7/2016,5,83,40.14,375,29.59,513.03,0,17
51.5035972595,0.0060166001,12:13:25,29/7/2016,4,44,40.5,353,29.1,512.23,0,17
51.5036048889,0.0060066003,12:13:26,29/7/2016,4,44,39.55,341,29.59,512.79,0,17
51.5036125183,0.0059949998,12:13:27,29/7/2016,4,33,39.71,338,29.59,512.75,0,17
51.5036201477,0.0059816002,12:13:28,29/7/2016,4,39,37.85,351,29.59,512.34,1,18
51.503627777,0.0059682998,12:13:29,29/7/2016,4,42,44.58,389,29.59,513.64,0,18
51.5036392211,0.0059549999,12:13:30,29/7/2016,4,81,39.2,337,29.59,512.82,0,18
51.5036544799,0.0059433002,12:13:31,29/7/2016,4,36,33.57,332,30.08,512.69,0,18
51.5036621093,0.0059299998,12:13:32,29/7/2016,4,51,44.66,349,29.59,512.8,0,18
51.5036697387,0.00592,12:13:33,29/7/2016,4,44,40.91,357,30.08,512.38,0,18
51.5036773681,0.0059050006,12:13:34,29/7/2016,4,32,36.97,319,30.08,513.4,0,18
51.5036964416,0.0058932995,12:13:35,29/7/2016,5,78,39.73,346,30.08,512.72,0,18
51.503704071,0.0058816003,12:13:36,29/7/2016,4,45,38.67,333,30.08,513.09,0,18
51.5037193298,0.0058683004,12:13:37,29/7/2016,5,50,40.92,331,30.08,513.1,0,18
51.5037269592,0.0058533005,12:13:38,29/7/2016,4,66,40.27,358,30.57,512.71,0,18
51.5037345886,0.0058433003,12:13:39,29/7/2016,4,28,35.65,321,30.08,512.63,0,18
51.503742218,0.0058333005,12:13:40,29/7/2016,4,45,42.93,317,30.08,512.64,0,18
51.5037612915,0.0058266,12:13:41,29/7/2016,4,51,38.5,361,30.08,512.61,0,18
51.5037689208,0.0058183002,12:13:42,29/7/2016,4,42,31.65,357,30.08,513.23,0,18
51.5037765502,0.0058066005,12:13:43,29/7/2016,4,16,13,349,29.59,510.49,0,18
51.503791809,0.0057966003,12:13:44,29/7/2016,4,21,15.64,323,29.59,511.32,0,18
51.5037994384,0.0057749996,12:13:45,29/7/2016,4,14,15.52,348,29.59,511.25,0,18
51.5038185119,0.0057616,12:13:46,29/7/2016,4,7,14.41,341,29.59,511.6,0,18
51.5038261413,0.0057533001,12:13:47,29/7/2016,4,22,13.8,318,29.1,512.34,0,18
51.5038337707,0.0057399997,12:13:48,29/7/2016,4,9,15.39,262,29.1,510.4,0,18
51.5038414001,0.00573,12:13:49,29/7/2016,4,0,6.26,252,29.1,510.2,0,18
51.5038566589,0.0057183003,12:13:50,29/7/2016,4,20,16.56,260,29.59,508.82,0,18
51.5038642883,0.0057049994,12:13:51,29/7/2016,4,12,13.32,307,29.59,511,0,18
51.5038719177,0.0056965999,12:13:52,29/7/2016,4,9,11.62,346,29.59,510.75,0,18
51.5038833618,0.0056883001,12:13:53,29/7/2016,4,7,12.89,332,29.59,511.35,0,18
51.5038909912,0.0056833004,12:13:54,29/7/2016,4,13,12.25,309,29.59,511.33,0,18
51.5038986206,0.0056750006,12:13:55,29/7/2016,4,6,12.53,339,29.59,510.81,0,18
51.50390625,0.0056649999,12:13:56,29/7/2016,3,8,14.72,330,29.59,511.48,0,18
51.5039138793,0.0056550002,12:13:57,29/7/2016,4,6,12.16,302,29.59,510.13,0,18
51.5039291381,0.0056466007,12:13:58,29/7/2016,4,3,14.28,462,29.59,513.85,0,18
51.5039405822,0.0056366004,12:13:59,29/7/2016,4,8,12.37,391,29.59,512.41,0,18
51.5039482116,0.0056233,12:14:0,29/7/2016,4,5,11.5,350,29.59,511.18,0,18
51.503955841,0.0056133003,12:14:1,29/7/2016,4,9,11.94,285,30.08,511.28,0,18
51.5039710998,0.0056016006,12:14:2,29/7/2016,4,7,14.15,338,30.08,510.8,0,18
51.5039787292,0.0055933003,12:14:3,29/7/2016,4,7,11.82,321,30.08,510.96,0,18
51.5039863586,0.0055850005,12:14:4,29/7/2016,4,4,8.88,315,29.59,513.16,0,18
51.503993988,0.0055700006,12:14:5,29/7/2016,5,8,11.37,258,29.59,508.7,0,18
51.5040054321,0.0055550003,12:14:6,29/7/2016,4,5,7.39,256,29.59,510.74,0,18
51.5040130615,0.005545,12:14:7,29/7/2016,4,5,11.1,247,30.08,508.93,0,18
51.5040206909,0.0055333003,12:14:8,29/7/2016,4,0,7.61,295,29.59,512.09,0,18
51.5040283203,0.0055200004,12:14:9,29/7/2016,4,2,10.02,248,30.08,509.03,0,18
51.5040435791,0.0055066003,12:14:10,29/7/2016,4,0,8.28,334,29.59,511.9,0,18
51.5040512084,0.0054916,12:14:11,29/7/2016,4,9,8.76,261,30.08,509.32,0,18
51.5040702819,0.0054750003,12:14:12,29/7/2016,4,0,7.28,322,29.59,511.98,0,18
51.5040779113,0.00546,12:14:13,29/7/2016,4,2,8.41,242,30.08,508.8,0,18
51.5040855407,0.0054449996,12:14:14,29/7/2016,5,0,7.07,312,30.08,512.07,0,18
51.5041007995,0.0054282999,12:14:15,29/7/2016,5,7,8.91,248,30.08,508.66,1,19
51.5041084289,0.0054166007,12:14:16,29/7/2016,4,0,7.46,328,30.08,511.99,1,20
51.5041275024,0.0054016008,12:14:17,29/7/2016,4,9,10.16,250,30.08,509.25,0,20
51.5041351318,0.0053850002,12:14:18,29/7/2016,5,0,5.66,289,30.08,510.98,0,20
51.5041503906,0.0053699998,12:14:19,29/7/2016,5,2,8.8,244,30.57,508.7,0,20
51.50415802,0.0053533005,12:14:20,29/7/2016,5,0,5.02,247,30.08,510.31,0,20
51.5041656494,0.0053365998,12:14:21,29/7/2016,5,6,9.44,251,30.08,508.68,0,20
51.5041847229,0.0053200001,12:14:22,29/7/2016,5,0,5.05,250,30.08,510.27,0,20
51.5041923522,0.0053033008,12:14:23,29/7/2016,5,1,10.29,232,30.08,509.45,1,21
51.504207611,0.0052850003,12:14:24,29/7/2016,4,0,5.1,242,30.08,509.94,1,22
