SourceFile,FileName,GPSLatitude,GPSLongitude
./IMG_2248.JPG,IMG_2248.JPG,51.5044638888889,0.00129166666666667
./IMG_2249.JPG,IMG_2249.JPG,51.5042194444444,0.000244444444444444
./IMG_2250.JPG,IMG_2250.JPG,51.5040166666667,-0.000175
./IMG_2251.JPG,IMG_2251.JPG,51.5034611111111,-0.000969444444444445
./IMG_2252.JPG,IMG_2252.JPG,51.5029,-0.00152222222222222
./IMG_2253.JPG,IMG_2253.JPG,51.5022138888889,-0.00196388888888889
./IMG_2254.JPG,IMG_2254.JPG,51.502,-0.000916666666666667
./IMG_2255.JPG,IMG_2255.JPG,51.501675,-0.00165555555555556
./IMG_2256.JPG,IMG_2256.JPG,51.5010555555556,-0.00216388888888889
./IMG_2257.JPG,IMG_2257.JPG,51.5004805555556,-0.00214444444444444
./IMG_2258.JPG,IMG_2258.JPG,51.4997333333333,-0.00210277777777778
./IMG_2259.JPG,IMG_2259.JPG,51.4989916666667,-0.00189722222222222
./IMG_2260.JPG,IMG_2260.JPG,51.498425,-0.00130555555555556
./IMG_2261.JPG,IMG_2261.JPG,51.4977222222222,-0.00117777777777778
./IMG_2262.JPG,IMG_2262.JPG,51.4970972222222,-0.00118611111111111
./IMG_2263.JPG,IMG_2263.JPG,51.4963388888889,-0.000927777777777778
./IMG_2264.JPG,IMG_2264.JPG,51.4956861111111,-0.000433333333333333
./IMG_2265.JPG,IMG_2265.JPG,51.4956027777778,0.000161111111111111
./IMG_2266.JPG,IMG_2266.JPG,51.4958277777778,0.00126111111111111
./IMG_2267.JPG,IMG_2267.JPG,51.4951861111111,0.00183611111111111
./IMG_2268.JPG,IMG_2268.JPG,51.4946833333333,0.00128888888888889
./IMG_2269.JPG,IMG_2269.JPG,51.4941,0.00153055555555556
./IMG_2270.JPG,IMG_2270.JPG,51.4934916666667,0.00176666666666667
./IMG_2271.JPG,IMG_2271.JPG,51.4929694444444,0.002275
./IMG_2272.JPG,IMG_2272.JPG,51.4924361111111,0.00266666666666667
./IMG_2273.JPG,IMG_2273.JPG,51.491725,0.00280277777777778
./IMG_2274.JPG,IMG_2274.JPG,51.4910055555556,0.00260555555555556
./IMG_2275.JPG,IMG_2275.JPG,51.4902694444444,0.00268611111111111
./IMG_2276.JPG,IMG_2276.JPG,51.4895888888889,0.002775
./IMG_2277.JPG,IMG_2277.JPG,51.4887361111111,0.00229166666666667
./IMG_2278.JPG,IMG_2278.JPG,51.4882277777778,0.00173333333333333
./IMG_2279.JPG,IMG_2279.JPG,51.4879083333333,0.00214444444444444
./IMG_2280.JPG,IMG_2280.JPG,51.4876222222222,0.00314166666666667
./IMG_2281.JPG,IMG_2281.JPG,51.4876361111111,0.00428333333333333
./IMG_2282.JPG,IMG_2282.JPG,51.4883222222222,0.00443888888888889
./IMG_2283.JPG,IMG_2283.JPG,51.4891472222222,0.00468055555555556
./IMG_2284.JPG,IMG_2284.JPG,51.4893,0.00557777777777778
./IMG_2285.JPG,IMG_2285.JPG,51.4893027777778,0.00674444444444444
./IMG_2286.JPG,IMG_2286.JPG,51.4893388888889,0.00808333333333333
./IMG_2287.JPG,IMG_2287.JPG,51.4897194444444,0.00862222222222222
./IMG_2288.JPG,IMG_2288.JPG,51.4905305555556,0.00859722222222222
./IMG_2289.JPG,IMG_2289.JPG,51.4912916666667,0.00861111111111111
./IMG_2290.JPG,IMG_2290.JPG,51.49195,0.00869444444444445
./IMG_2291.JPG,IMG_2291.JPG,51.4926444444444,0.00870555555555555
./IMG_2292.JPG,IMG_2292.JPG,51.4932472222222,0.00909444444444444
./IMG_2293.JPG,IMG_2293.JPG,51.4939888888889,0.00886944444444445
./IMG_2294.JPG,IMG_2294.JPG,51.4946888888889,0.008225
./IMG_2295.JPG,IMG_2295.JPG,51.4952805555556,0.00765555555555556
./IMG_2296.JPG,IMG_2296.JPG,51.4958222222222,0.00676944444444444
./IMG_2297.JPG,IMG_2297.JPG,51.4962611111111,0.00673611111111111
./IMG_2298.JPG,IMG_2298.JPG,51.4967527777778,0.00564166666666667
./IMG_2299.JPG,IMG_2299.JPG,51.4971583333333,0.00470833333333333
./IMG_2300.JPG,IMG_2300.JPG,51.4976166666667,0.00360833333333333
./IMG_2301.JPG,IMG_2301.JPG,51.4981777777778,0.004275
./IMG_2302.JPG,IMG_2302.JPG,51.4985916666667,0.00528888888888889
./IMG_2303.JPG,IMG_2303.JPG,51.4990166666667,0.00622222222222222
./IMG_2304.JPG,IMG_2304.JPG,51.4997111111111,0.00678611111111111
./IMG_2305.JPG,IMG_2305.JPG,51.5003,0.00627222222222222
./IMG_2306.JPG,IMG_2306.JPG,51.5009472222222,0.005425
