latitude,longitude,time,date,sound val,sound avg,sound pek
51.4982566833,0.0037599997,15:11:32,21/9/2017,22,25.54,356
51.4982681274,0.0037750003,15:11:32,21/9/2017,14,24.79,361
51.4982757568,0.0037916002,15:11:34,21/9/2017,18,27.16,372
51.4982833862,0.0038100002,15:11:35,21/9/2017,16,28.14,353
51.4982910156,0.0038282995,15:11:36,21/9/2017,12,23.32,373
51.4982986450,0.0038466003,15:11:36,21/9/2017,23,24.21,423
51.4983062744,0.0038650002,15:11:38,21/9/2017,17,23.32,355
51.4983139038,0.0038832998,15:11:39,21/9/2017,27,26.59,471
51.4983253479,0.0039016003,15:11:40,21/9/2017,17,24.15,435
51.4983329772,0.0039215998,15:11:40,21/9/2017,20,27.65,339
51.4983329772,0.0039400005,15:11:42,21/9/2017,17,26.25,374
51.4983406066,0.0039566003,15:11:43,21/9/2017,8,24.07,353
51.4983482360,0.0039716000,15:11:44,21/9/2017,23,23.27,385
51.4983558654,0.0039900002,15:11:44,21/9/2017,20,24.54,344
51.4983558654,0.0040083003,15:11:46,21/9/2017,13,26.26,422
51.4983711242,0.0040265998,15:11:47,21/9/2017,30,31.90,351
51.4983787536,0.0040433001,15:11:48,21/9/2017,60,30.75,378
51.4983901977,0.0040583000,15:11:48,21/9/2017,14,22.13,376
51.4983978271,0.0040749998,15:11:50,21/9/2017,25,22.51,342
51.4984054565,0.0040915999,15:11:51,21/9/2017,18,21.57,414
51.4984130859,0.0041050000,15:11:52,21/9/2017,21,21.27,383
51.4984207153,0.0041216001,15:11:52,21/9/2017,11,20.85,375
51.4984283447,0.0041382999,15:11:54,21/9/2017,19,20.99,397
51.4984474182,0.0041483001,15:11:55,21/9/2017,23,20.86,384
51.4984550476,0.0041565999,15:11:56,21/9/2017,23,22.80,379
51.4984703063,0.0041650004,15:11:56,21/9/2017,22,22.59,381
51.4984779357,0.0041716003,15:11:58,21/9/2017,18,21.71,434
51.4984855651,0.0041799998,15:11:59,21/9/2017,16,22.72,368
51.4984931945,0.0041915998,15:12:0,21/9/2017,26,23.96,357
51.4985008239,0.0042100005,15:12:0,21/9/2017,35,29.37,363
51.4985122680,0.0042266006,15:12:2,21/9/2017,32,48.03,379
51.4985198974,0.0042449998,15:12:3,21/9/2017,47,51.34,390
51.4985275268,0.0042632999,15:12:4,21/9/2017,39,43.92,402
51.4985351562,0.0042783002,15:12:4,21/9/2017,37,40.82,412
51.4985427856,0.0042899999,15:12:6,21/9/2017,46,40.41,335
51.4985504150,0.0043049998,15:12:7,21/9/2017,45,47.66,356
51.4985504150,0.0043215994,15:12:8,21/9/2017,38,46.93,407
51.4985580444,0.0043416004,15:12:8,21/9/2017,37,40.77,346
51.4985694885,0.0043599996,15:12:10,21/9/2017,43,45.28,325
51.4985771179,0.0043750004,15:12:11,21/9/2017,40,46.47,434
51.4985847473,0.0043900008,15:12:12,21/9/2017,50,39.18,384
51.4985847473,0.0044082999,15:12:12,21/9/2017,45,46.46,400
51.4985923767,0.0044265999,15:12:14,21/9/2017,37,46.58,373
51.4986000061,0.0044433002,15:12:15,21/9/2017,41,39.05,380
51.4986076354,0.0044600000,15:12:16,21/9/2017,53,49.73,323
51.4986076354,0.0044783000,15:12:16,21/9/2017,48,46.49,411
51.4986076354,0.0044950003,15:12:18,21/9/2017,48,38.76,360
51.4986076354,0.0045166001,15:12:19,21/9/2017,42,44.19,369
51.4986076354,0.0045349998,15:12:20,21/9/2017,24,44.75,375
51.4986076354,0.0045532999,15:12:20,21/9/2017,47,38.29,377
51.4986152648,0.0045733003,15:12:22,21/9/2017,9,19.21,336
51.4986152648,0.0045982999,15:12:23,21/9/2017,17,20.52,428
51.4986228942,0.0046133003,15:12:24,21/9/2017,11,20.34,355
51.4986228942,0.0046266002,15:12:24,21/9/2017,18,20.08,413
51.4986419677,0.0046433000,15:12:26,21/9/2017,20,21.25,369
51.4986495971,0.0046600008,15:12:27,21/9/2017,18,20.58,392
51.4986572265,0.0046782999,15:12:28,21/9/2017,21,24.49,435
51.4986648559,0.0046983003,15:12:28,21/9/2017,17,24.95,344
51.4986724853,0.0047165994,15:12:30,21/9/2017,13,29.61,351
51.4986801147,0.0047350001,15:12:31,21/9/2017,13,24.15,414
51.4986915588,0.0047532997,15:12:32,21/9/2017,28,24.91,427
51.4986991882,0.0047700004,15:12:32,21/9/2017,27,26.42,428
51.4987068176,0.0047900004,15:12:34,21/9/2017,24,34.65,364
51.4987144470,0.0048066000,15:12:35,21/9/2017,14,29.23,404
51.4987220764,0.0048215999,15:12:36,21/9/2017,24,25.16,424
51.4987297058,0.0048365998,15:12:36,21/9/2017,19,28.05,411
51.4987373352,0.0048516001,15:12:38,21/9/2017,17,28.94,381
51.4987449645,0.0048699998,15:12:39,21/9/2017,42,26.38,378
51.4987564086,0.0048850002,15:12:40,21/9/2017,22,27.02,382
51.4987640380,0.0049000000,15:12:40,21/9/2017,25,27.29,387
51.4987716674,0.0049182996,15:12:42,21/9/2017,16,25.66,392
51.4987792968,0.0049383001,15:12:43,21/9/2017,22,25.65,352
51.4987869262,0.0049566001,15:12:44,21/9/2017,11,24.92,377
51.4987945556,0.0049749999,15:12:44,21/9/2017,36,25.46,381
51.4987945556,0.0049932999,15:12:46,21/9/2017,14,26.00,378
51.4988021850,0.0050116004,15:12:47,21/9/2017,18,23.82,372
51.4988021850,0.0050315999,15:12:48,21/9/2017,17,24.69,414
51.4988136291,0.0050515995,15:12:48,21/9/2017,25,25.02,402
51.4988212585,0.0050700001,15:12:50,21/9/2017,35,29.54,385
51.4988288879,0.0050866003,15:12:51,21/9/2017,13,27.51,397
51.4988288879,0.0051032996,15:12:52,21/9/2017,12,28.76,398
51.4988365173,0.0051216001,15:12:52,21/9/2017,21,35.66,394
51.4988441467,0.0051383008,15:12:54,21/9/2017,14,30.76,431
51.4988517761,0.0051550002,15:12:55,21/9/2017,15,25.16,420
51.4988594055,0.0051700000,15:12:56,21/9/2017,25,29.60,394
51.4988594055,0.0051850004,15:12:56,21/9/2017,13,27.54,420
51.4988594055,0.0052016000,15:12:58,21/9/2017,22,29.88,408
51.4988594055,0.0052200002,15:12:59,21/9/2017,16,28.56,319
51.4988670349,0.0052400007,15:13:0,21/9/2017,33,41.15,417
51.4988784790,0.0052600002,15:13:0,21/9/2017,39,31.36,376
51.4988861083,0.0052783002,15:13:2,21/9/2017,32,37.78,434
51.4988937377,0.0052950000,15:13:3,21/9/2017,78,63.12,379
51.4988937377,0.0053133001,15:13:4,21/9/2017,36,66.66,383
51.4989013671,0.0053333001,15:13:4,21/9/2017,33,38.30,446
51.4989089965,0.0053483004,15:13:6,21/9/2017,25,27.59,363
51.4989166259,0.0053666000,15:13:7,21/9/2017,15,24.71,385
51.4989356994,0.0053782997,15:13:8,21/9/2017,25,24.38,434
51.4989433288,0.0053866004,15:13:8,21/9/2017,11,25.57,371
51.4989509582,0.0053950004,15:13:10,21/9/2017,15,24.81,423
51.4989662170,0.0054016008,15:13:11,21/9/2017,18,24.50,376
51.4989738464,0.0054083003,15:13:12,21/9/2017,17,23.87,406
51.4989814758,0.0054166007,15:13:12,21/9/2017,6,25.52,393
51.4990005493,0.0054265999,15:13:14,21/9/2017,25,25.61,419
51.4990081787,0.0054299998,15:13:15,21/9/2017,14,25.04,389
51.4990234375,0.0054350004,15:13:16,21/9/2017,16,23.19,392
51.4990310668,0.0054382996,15:13:16,21/9/2017,16,24.96,353
51.4990463256,0.0054415998,15:13:18,21/9/2017,31,24.57,359
51.4990577697,0.0054433002,15:13:19,21/9/2017,31,24.24,384
51.4990653991,0.0054466004,15:13:20,21/9/2017,50,46.34,356
51.4990806579,0.0054483003,15:13:20,21/9/2017,56,48.15,383
51.4990882873,0.0054516005,15:13:22,21/9/2017,59,52.35,413
51.4991035461,0.0054532999,15:13:23,21/9/2017,43,45.31,422
51.4991111755,0.0054516005,15:13:24,21/9/2017,52,51.79,433
51.4991226196,0.0054466004,15:13:24,21/9/2017,129,77.70,448
51.4991378784,0.0054415998,15:13:26,21/9/2017,82,104.42,397
51.4991455078,0.0054333000,15:13:27,21/9/2017,35,61.05,366
51.4991607666,0.0054265999,15:13:28,21/9/2017,56,53.00,400
51.4991683959,0.0054149999,15:13:28,21/9/2017,21,53.99,361
51.4991798400,0.0054065999,15:13:30,21/9/2017,39,54.64,309
51.4991874694,0.0054000000,15:13:31,21/9/2017,59,53.55,349
51.4991950988,0.0053916001,15:13:32,21/9/2017,45,51.40,381
51.4992103576,0.0053866004,15:13:32,21/9/2017,43,56.79,388
51.4992179870,0.0053815994,15:13:34,21/9/2017,51,53.98,391
51.4992256164,0.0053716001,15:13:35,21/9/2017,92,83.30,358
51.4992332458,0.0053666000,15:13:36,21/9/2017,122,115.99,409
51.4992446899,0.0053632998,15:13:36,21/9/2017,107,98.54,374
51.4992523193,0.0053600001,15:13:38,21/9/2017,54,68.79,417
51.4992599487,0.0053550000,15:13:39,21/9/2017,44,55.95,432
51.4992675781,0.0053500003,15:13:40,21/9/2017,24,45.82,371
51.4992752075,0.0053516001,15:13:40,21/9/2017,34,29.29,397
51.4992828369,0.0053583002,15:13:42,21/9/2017,30,28.48,405
51.4992904663,0.0053732995,15:13:43,21/9/2017,9,27.43,378
51.4993019104,0.0053883004,15:13:44,21/9/2017,28,25.60,419
51.4993095397,0.0054065999,15:13:44,21/9/2017,31,27.30,416
51.4993171691,0.0054216003,15:13:46,21/9/2017,21,27.54,414
51.4993171691,0.0054382996,15:13:47,21/9/2017,18,26.22,405
51.4993171691,0.0054566001,15:13:48,21/9/2017,21,25.82,425
51.4993171691,0.0054766006,15:13:48,21/9/2017,20,26.08,399
51.4993171691,0.0054950003,15:13:50,21/9/2017,25,32.68,403
51.4993095397,0.0055116004,15:13:51,21/9/2017,24,30.65,400
51.4993095397,0.0055315999,15:13:52,21/9/2017,28,49.31,494
51.4993019104,0.0055483002,15:13:52,21/9/2017,21,40.16,485
51.4992904663,0.0055650000,15:13:54,21/9/2017,23,25.98,430
51.4992828369,0.0055800004,15:13:55,21/9/2017,25,24.75,417
51.4992752075,0.0055966000,15:13:56,21/9/2017,45,26.72,352
51.4992599487,0.0056099996,15:13:56,21/9/2017,20,27.67,357
51.4992523193,0.0056233000,15:13:58,21/9/2017,21,27.63,424
51.4992446899,0.0056366004,15:13:59,21/9/2017,21,33.78,418
51.4992332458,0.0056483001,15:14:0,21/9/2017,24,25.68,406
51.4992256164,0.0056582999,15:14:0,21/9/2017,28,25.31,395
51.4992179870,0.0056716003,15:14:2,21/9/2017,24,28.55,356
51.4992103576,0.0056833004,15:14:3,21/9/2017,32,35.25,424
51.4991950988,0.0056965999,15:14:4,21/9/2017,24,38.72,427
51.4991874694,0.0057100005,15:14:4,21/9/2017,21,28.09,428
51.4991798400,0.0057232999,15:14:6,21/9/2017,17,32.45,421
51.4991683959,0.0057365999,15:14:7,21/9/2017,62,31.21,434
51.4991607666,0.0057500000,15:14:8,21/9/2017,35,59.63,350
51.4991531372,0.0057599997,15:14:8,21/9/2017,17,44.10,389
51.4991455078,0.0057700004,15:14:10,21/9/2017,20,60.95,439
51.4991378784,0.0057816004,15:14:11,21/9/2017,30,64.64,457
51.4991378784,0.0057966003,15:14:12,21/9/2017,68,54.46,444
51.4991302490,0.0058150000,15:14:12,21/9/2017,36,60.06,405
51.4991226196,0.0058366003,15:14:14,21/9/2017,32,36.33,437
51.4991226196,0.0058550000,15:14:15,21/9/2017,28,33.26,335
51.4991226196,0.0058732995,15:14:16,21/9/2017,26,30.75,389
51.4991226196,0.0058916001,15:14:16,21/9/2017,37,29.37,442
51.4991226196,0.0059116001,15:14:18,21/9/2017,32,36.18,392
51.4991226196,0.0059299998,15:14:19,21/9/2017,32,34.47,329
51.4991226196,0.0059482998,15:14:20,21/9/2017,29,45.04,357
51.4991302490,0.0059666004,15:14:20,21/9/2017,32,47.11,452
51.4991302490,0.0059833002,15:14:22,21/9/2017,40,45.42,446
51.4991378784,0.0060000000,15:14:23,21/9/2017,20,45.25,357
51.4991455078,0.0060215997,15:14:24,21/9/2017,22,36.49,361
51.4991531372,0.0060366001,15:14:24,21/9/2017,23,33.20,424
51.4991607666,0.0060532999,15:14:26,21/9/2017,25,32.54,438
51.4991683959,0.0060750002,15:14:27,21/9/2017,24,32.40,448
51.4991798400,0.0060933008,15:14:28,21/9/2017,12,32.13,390
51.4991874694,0.0061115999,15:14:28,21/9/2017,16,25.91,408
51.4991874694,0.0061316003,15:14:30,21/9/2017,15,28.48,438
51.4991950988,0.0061515998,15:14:31,21/9/2017,14,26.01,409
51.4992027282,0.0061733002,15:14:32,21/9/2017,16,27.33,359
51.4992103576,0.0061883001,15:14:32,21/9/2017,26,24.71,428
51.4992179870,0.0062033004,15:14:34,21/9/2017,17,26.35,376
51.4992179870,0.0062165999,15:14:35,21/9/2017,15,24.97,360
51.4992256164,0.0062333002,15:14:36,21/9/2017,0,25.81,372
51.4992332458,0.0062483005,15:14:36,21/9/2017,13,27.05,408
51.4992446899,0.0062632999,15:14:38,21/9/2017,14,27.81,435
51.4992523193,0.0062783002,15:14:39,21/9/2017,25,29.11,369
51.4992523193,0.0062932996,15:14:40,21/9/2017,11,24.99,410
51.4992599487,0.0063100004,15:14:40,21/9/2017,14,25.50,392
51.4992675781,0.0063266000,15:14:42,21/9/2017,18,24.01,383
51.4992752075,0.0063416004,15:14:43,21/9/2017,12,25.44,362
51.4992828369,0.0063600006,15:14:44,21/9/2017,29,30.16,425
51.4992904663,0.0063733005,15:14:44,21/9/2017,30,30.09,422
51.4993019104,0.0063899998,15:14:46,21/9/2017,21,33.11,384
51.4993019104,0.0064050006,15:14:47,21/9/2017,28,33.43,367
51.4993095397,0.0064233007,15:14:48,21/9/2017,27,37.15,362
51.4993171691,0.0064433002,15:14:48,21/9/2017,31,30.30,427
51.4993171691,0.0064600000,15:14:50,21/9/2017,22,29.10,410
51.4993247985,0.0064783005,15:14:51,21/9/2017,50,37.95,396
51.4993247985,0.0065066003,15:14:52,21/9/2017,101,44.34,359
51.4993324279,0.0065316009,15:14:52,21/9/2017,46,65.09,372
51.4993400573,0.0065499997,15:14:54,21/9/2017,52,56.76,396
51.4993476867,0.0065665998,15:14:55,21/9/2017,85,73.85,397
51.4993553161,0.0065815997,15:14:56,21/9/2017,68,86.92,459
51.4993667602,0.0066000008,15:14:56,21/9/2017,42,47.71,398
51.4993743896,0.0066166009,15:14:58,21/9/2017,46,42.40,348
51.4993820190,0.0066332998,15:14:59,21/9/2017,17,42.16,480
51.4993972778,0.0066516008,15:15:0,21/9/2017,18,53.10,393
51.4994049072,0.0066666002,15:15:0,21/9/2017,10,30.90,443
51.4994125366,0.0066816000,15:15:2,21/9/2017,34,28.25,427
51.4994239807,0.0066983008,15:15:3,21/9/2017,19,27.34,431
51.4994316101,0.0067165999,15:15:4,21/9/2017,27,25.95,397
51.4994392395,0.0067350001,15:15:4,21/9/2017,9,26.52,403
51.4994468688,0.0067515997,15:15:6,21/9/2017,19,25.92,433
51.4994544982,0.0067666006,15:15:7,21/9/2017,15,26.62,368
51.4994621276,0.0067816009,15:15:8,21/9/2017,17,26.01,405
51.4994697570,0.0067950000,15:15:8,21/9/2017,16,24.71,391
51.4994773864,0.0068133001,15:15:10,21/9/2017,28,26.61,381
51.4994888305,0.0068266005,15:15:11,21/9/2017,12,24.97,372
51.4994964599,0.0068399996,15:15:12,21/9/2017,10,26.21,418
51.4995040893,0.0068550004,15:15:12,21/9/2017,22,25.06,411
51.4995117187,0.0068700003,15:15:14,21/9/2017,20,25.55,409
51.4995269775,0.0068816003,15:15:15,21/9/2017,9,27.13,435
51.4995346069,0.0068933005,15:15:16,21/9/2017,14,24.76,415
51.4995460510,0.0069032998,15:15:16,21/9/2017,16,25.63,362
51.4995613098,0.0069166002,15:15:18,21/9/2017,17,25.11,428
51.4995689392,0.0069300003,15:15:19,21/9/2017,15,25.80,417
51.4995765686,0.0069415998,15:15:20,21/9/2017,25,26.25,427
51.4995841979,0.0069499998,15:15:20,21/9/2017,15,25.23,384
51.4995994567,0.0069532995,15:15:22,21/9/2017,25,24.00,377
51.4996109008,0.0069516000,15:15:23,21/9/2017,25,26.58,406
51.4996261596,0.0069449996,15:15:24,21/9/2017,31,39.46,438
51.4996337890,0.0069366006,15:15:24,21/9/2017,29,35.09,385
51.4996414184,0.0069250001,15:15:26,21/9/2017,15,29.91,392
51.4996566772,0.0069132995,15:15:27,21/9/2017,40,45.16,424
51.4996681213,0.0069032998,15:15:28,21/9/2017,13,25.20,354
51.4996757507,0.0068915996,15:15:28,21/9/2017,18,23.90,420
51.4996757507,0.0068800001,15:15:30,21/9/2017,16,22.54,354
51.4996833801,0.0068683004,15:15:31,21/9/2017,16,23.89,411
51.4996910095,0.0068550004,15:15:32,21/9/2017,23,23.43,419
51.4996986389,0.0068432998,15:15:32,21/9/2017,29,22.36,416
51.4997062683,0.0068300004,15:15:34,21/9/2017,31,23.42,425
51.4997138977,0.0068133001,15:15:35,21/9/2017,24,24.97,437
51.4997138977,0.0068015999,15:15:36,21/9/2017,22,22.72,432
51.4997215270,0.0067849998,15:15:36,21/9/2017,21,22.40,410
51.4997215270,0.0067683005,15:15:38,21/9/2017,20,23.40,429
51.4997329711,0.0067533006,15:15:39,21/9/2017,15,25.35,305
51.4997482299,0.0067382998,15:15:40,21/9/2017,22,28.76,400
51.4997558593,0.0067265996,15:15:40,21/9/2017,25,29.79,431
51.4997634887,0.0067165999,15:15:42,21/9/2017,13,30.31,442
51.4997711181,0.0067116012,15:15:43,21/9/2017,14,28.88,373
51.4997901916,0.0067050004,15:15:44,21/9/2017,16,26.46,441
51.4998054504,0.0066965999,15:15:44,21/9/2017,27,24.88,419
51.4998130798,0.0066882996,15:15:46,21/9/2017,20,24.08,399
51.4998283386,0.0066782999,15:15:47,21/9/2017,22,24.62,351
51.4998435974,0.0066699991,15:15:48,21/9/2017,32,24.25,392
51.4998626708,0.0066583003,15:15:48,21/9/2017,23,24.35,383
51.4998703002,0.0066433005,15:15:50,21/9/2017,16,23.82,425
51.4998855590,0.0066316003,15:15:51,21/9/2017,23,23.95,408
51.4998931884,0.0066166009,15:15:52,21/9/2017,13,25.95,421
51.4999122619,0.0066033000,15:15:52,21/9/2017,18,26.62,422
51.4999198913,0.0065900001,15:15:54,21/9/2017,14,25.94,404
51.4999275207,0.0065783014,15:15:55,21/9/2017,18,26.39,401
51.4999427795,0.0065649995,15:15:56,21/9/2017,36,30.96,418
51.4999580383,0.0065515999,15:15:56,21/9/2017,49,30.58,349
51.4999771118,0.0065366001,15:15:58,21/9/2017,30,34.71,427
51.4999923706,0.0065215997,15:15:59,21/9/2017,25,28.22,410
51.5000000000,0.0065082998,15:16:0,21/9/2017,29,28.58,405
51.5000152587,0.0064916009,15:16:0,21/9/2017,28,27.34,430
51.5000343322,0.0064766001,15:16:2,21/9/2017,23,41.39,420
51.5000419616,0.0064632997,15:16:3,21/9/2017,22,33.11,450
51.5000495910,0.0064516000,15:16:4,21/9/2017,29,42.18,438
51.5000648498,0.0064400005,15:16:4,21/9/2017,28,34.90,343
51.5000724792,0.0064283008,15:16:6,21/9/2017,14,24.89,446
51.5000801086,0.0064166011,15:16:7,21/9/2017,14,25.63,398
51.5000877380,0.0064050006,15:16:8,21/9/2017,22,26.41,405
51.5000991821,0.0063916006,15:16:8,21/9/2017,14,27.82,385
51.5001068115,0.0063816003,15:16:10,21/9/2017,32,28.61,429
51.5001220703,0.0063666000,15:16:11,21/9/2017,24,26.67,415
51.5001296997,0.0063515996,15:16:12,21/9/2017,33,40.91,407
51.5001449584,0.0063382997,15:16:12,21/9/2017,17,30.16,445
51.5001564025,0.0063249998,15:16:14,21/9/2017,29,35.67,411
51.5001716613,0.0063116006,15:16:15,21/9/2017,29,49.65,410
51.5001869201,0.0062983007,15:16:16,21/9/2017,31,23.39,447
51.5001945495,0.0062900009,15:16:16,21/9/2017,21,24.99,409
51.5002098083,0.0062783002,15:16:18,21/9/2017,35,24.27,345
51.5002288818,0.0062666006,15:16:19,21/9/2017,16,22.89,361
51.5002365112,0.0062550001,15:16:20,21/9/2017,17,22.63,365
51.5002517700,0.0062433004,15:16:20,21/9/2017,19,24.55,346
51.5002593994,0.0062315998,15:16:22,21/9/2017,7,24.90,365
51.5002670288,0.0062182998,15:16:23,21/9/2017,20,26.23,428
51.5002861022,0.0062083001,15:16:24,21/9/2017,14,24.84,388
51.5002937316,0.0062016005,15:16:24,21/9/2017,5,24.91,419
51.5003089904,0.0061916007,15:16:26,21/9/2017,14,23.62,376
51.5003166198,0.0061833004,15:16:27,21/9/2017,21,23.21,394
51.5003318786,0.0061750001,15:16:28,21/9/2017,16,23.09,378
51.5003509521,0.0061683006,15:16:28,21/9/2017,11,22.25,390
51.5003585815,0.0061600008,15:16:30,21/9/2017,19,23.96,397
51.5003738403,0.0061515998,15:16:31,21/9/2017,20,24.19,446
51.5003814697,0.0061416001,15:16:32,21/9/2017,21,22.66,332
51.5003890991,0.0061350002,15:16:32,21/9/2017,12,23.23,446
51.5004081726,0.0061316003,15:16:34,21/9/2017,15,24.03,438
51.5004158020,0.0061200003,15:16:35,21/9/2017,28,23.39,419
51.5004234313,0.0061066002,15:16:36,21/9/2017,15,23.34,421
51.5004310607,0.0060966005,15:16:36,21/9/2017,13,23.81,434
51.5004310607,0.0060882997,15:16:38,21/9/2017,24,23.83,443
51.5004310607,0.0060800004,15:16:39,21/9/2017,18,22.95,353
51.5004386901,0.0060733003,15:16:40,21/9/2017,16,22.12,412
51.5004386901,0.0060599999,15:16:40,21/9/2017,25,22.42,399
51.5004386901,0.0060483002,15:16:42,21/9/2017,13,23.61,360
51.5004463195,0.0060349998,15:16:43,21/9/2017,20,25.68,404
51.5004463195,0.0060166001,15:16:44,21/9/2017,11,24.55,425
51.5004539489,0.0059983005,15:16:44,21/9/2017,25,24.00,438
51.5004730224,0.0059816002,15:16:46,21/9/2017,17,23.38,399
51.5004730224,0.0059715995,15:16:47,21/9/2017,16,25.01,386
51.5004806518,0.0059666004,15:16:48,21/9/2017,36,29.91,437
51.5004806518,0.0059633007,15:16:48,21/9/2017,25,27.90,431
51.5004882812,0.0059650001,15:16:50,21/9/2017,37,26.04,413
51.5004882812,0.0059715995,15:16:51,21/9/2017,32,32.72,366
51.5004959106,0.0059750003,15:16:52,21/9/2017,55,31.20,438
51.5005111694,0.0059850001,15:16:52,21/9/2017,11,30.07,404
51.5005226135,0.0059916009,15:16:54,21/9/2017,10,24.62,425
51.5005302429,0.0059932999,15:16:55,21/9/2017,17,24.62,405
51.5005378723,0.0059932999,15:16:56,21/9/2017,28,26.67,371
51.5005531311,0.0060050001,15:16:56,21/9/2017,14,26.05,416
51.5005683898,0.0060166001,15:16:58,21/9/2017,17,26.40,405
51.5005874633,0.0060266008,15:16:59,21/9/2017,16,24.58,448
51.5005950927,0.0060349998,15:17:0,21/9/2017,34,33.87,401
51.5006103515,0.0060500001,15:17:0,21/9/2017,25,24.22,396
51.5006179809,0.0060616006,15:17:2,21/9/2017,14,23.15,371
51.5006332397,0.0060665998,15:17:3,21/9/2017,19,28.57,477
51.5006523132,0.0060733003,15:17:4,21/9/2017,32,27.89,403
51.5006675720,0.0060766000,15:17:4,21/9/2017,22,26.80,438
51.5006828308,0.0060949997,15:17:6,21/9/2017,11,30.19,373
51.5006980895,0.0060982999,15:17:7,21/9/2017,21,35.01,429
51.5007095336,0.0061182999,15:17:8,21/9/2017,37,38.34,419
51.5007247924,0.0061316003,15:17:8,21/9/2017,28,35.09,317
51.5007400512,0.0061500000,15:17:10,21/9/2017,17,32.61,396
51.5007553100,0.0061733002,15:17:11,21/9/2017,23,29.76,421
51.5007667541,0.0061916007,15:17:12,21/9/2017,27,31.09,420
51.5007743835,0.0062232999,15:17:12,21/9/2017,31,30.72,402
51.5007896423,0.0062500000,15:17:14,21/9/2017,31,26.13,390
51.5007972717,0.0062915992,15:17:15,21/9/2017,30,31.84,333
51.5008125305,0.0063066005,15:17:16,21/9/2017,33,32.99,437
51.5008201599,0.0063215999,15:17:16,21/9/2017,25,24.90,353
51.5008316040,0.0063400001,15:17:18,21/9/2017,21,24.92,376
51.5008468627,0.0063650007,15:17:19,21/9/2017,28,24.81,370
51.5008544921,0.0063916006,15:17:20,21/9/2017,7,25.73,374
51.5008621215,0.0064300003,15:17:20,21/9/2017,38,34.83,408
51.5008697509,0.0064549994,15:17:22,21/9/2017,68,76.20,424
51.5008888244,0.0064800000,15:17:23,21/9/2017,33,65.94,417
51.5008964538,0.0065033006,15:17:24,21/9/2017,64,88.72,461
51.5009193420,0.0065265998,15:17:24,21/9/2017,46,50.40,419
51.5009269714,0.0065416007,15:17:26,21/9/2017,61,37.76,423
51.5009536743,0.0065633001,15:17:27,21/9/2017,31,45.89,382
51.5009613037,0.0065833001,15:17:28,21/9/2017,42,31.86,426
51.5009689331,0.0066132998,15:17:28,21/9/2017,30,42.77,458
51.5009841918,0.0066316003,15:17:30,21/9/2017,43,47.38,368
51.5009918212,0.0066500000,15:17:31,21/9/2017,15,44.42,420
51.5009994506,0.0066749997,15:17:32,21/9/2017,15,42.03,421
51.5010185241,0.0066983008,15:17:32,21/9/2017,22,28.79,400
51.5010337829,0.0067216005,15:17:34,21/9/2017,68,36.38,385
51.5010490417,0.0067432999,15:17:35,21/9/2017,35,36.24,287
51.5010566711,0.0067700004,15:17:36,21/9/2017,31,25.73,377
51.5010566711,0.0067950000,15:17:36,21/9/2017,37,40.84,401
51.5010566711,0.0068083000,15:17:38,21/9/2017,38,31.53,360
51.5010490417,0.0068266005,15:17:39,21/9/2017,32,30.74,351
51.5010414123,0.0068450002,15:17:40,21/9/2017,44,24.83,398
51.5010566711,0.0068716001,15:17:40,21/9/2017,82,33.16,420
51.5010643005,0.0068882999,15:17:42,21/9/2017,51,42.40,409
51.5010643005,0.0069082999,15:17:43,21/9/2017,30,39.65,382
51.5010643005,0.0069383001,15:17:44,21/9/2017,32,32.50,412
51.5010757446,0.0069566006,15:17:44,21/9/2017,62,49.63,370
51.5010910034,0.0069750003,15:17:46,21/9/2017,31,38.45,413
51.5010910034,0.0069950008,15:17:47,21/9/2017,24,28.14,364
51.5011062622,0.0070116004,15:17:48,21/9/2017,20,32.72,419
51.5011138916,0.0070165996,15:17:48,21/9/2017,32,28.64,412
51.5011062622,0.0070333003,15:17:50,21/9/2017,10,30.50,378
51.5011215209,0.0070500001,15:17:51,21/9/2017,44,29.11,351
51.5011329650,0.0070649995,15:17:52,21/9/2017,18,32.52,382
51.5011329650,0.0070749998,15:17:52,21/9/2017,11,31.67,430
51.5011405944,0.0070915994,15:17:54,21/9/2017,21,34.17,398
51.5011634826,0.0070966005,15:17:55,21/9/2017,27,34.43,439
51.5011787414,0.0071016006,15:17:56,21/9/2017,21,36.40,437
51.5011978149,0.0071000003,15:17:56,21/9/2017,27,35.83,428
51.5012054443,0.0071033000,15:17:58,21/9/2017,35,33.03,425
51.5012130737,0.0071150007,15:17:59,21/9/2017,38,31.49,363
51.5012207031,0.0071233005,15:18:0,21/9/2017,39,40.49,420
51.5012359619,0.0071382999,15:18:0,21/9/2017,19,34.30,413
51.5012550354,0.0071533012,15:18:2,21/9/2017,28,27.67,436
51.5012702941,0.0071700000,15:18:3,21/9/2017,27,25.72,371
51.5012779235,0.0071816005,15:18:4,21/9/2017,25,29.28,425
51.5012855529,0.0071833000,15:18:4,21/9/2017,28,34.25,435
51.5012931823,0.0071915998,15:18:6,21/9/2017,35,37.22,433
51.5013008117,0.0071933002,15:18:7,21/9/2017,22,31.02,326
51.5013084411,0.0071965999,15:18:8,21/9/2017,33,31.29,378
51.5013198852,0.0072000002,15:18:8,21/9/2017,23,32.00,431
51.5013198852,0.0072016000,15:18:10,21/9/2017,15,27.69,457
