latitude,longitude,time,date,light,temperature,people,people cumulative
51.4976005554,0.0091750011,10:17:22,25/9/2017,24,32.03,0,70
51.4976005554,0.0091750011,10:17:22,25/9/2017,26,34.47,0,70
51.4975814819,0.0091899995,10:17:23,25/9/2017,25,32.03,0,70
51.4975814819,0.0091899995,10:17:23,25/9/2017,26,34.47,0,70
51.4975738525,0.0092065992,10:17:24,25/9/2017,25,32.03,0,70
51.4975738525,0.0092065992,10:17:24,25/9/2017,26,34.47,0,70
51.4975585937,0.0092266006,10:17:25,25/9/2017,25,31.54,0,70
51.4975585937,0.0092266006,10:17:25,25/9/2017,25,34.47,0,70
51.4975509643,0.0092415990,10:17:26,25/9/2017,24,32.03,0,70
51.4975509643,0.0092415990,10:17:26,25/9/2017,26,34.96,0,70
51.4975357055,0.0092582998,10:17:27,25/9/2017,23,32.03,0,70
51.4975357055,0.0092582998,10:17:27,25/9/2017,25,34.47,0,70
51.4975242614,0.0092750005,10:17:28,25/9/2017,23,32.03,0,70
51.4975242614,0.0092750005,10:17:28,25/9/2017,25,34.47,0,70
51.4975166320,0.0092932996,10:17:29,25/9/2017,23,31.54,0,70
51.4975166320,0.0092932996,10:17:29,25/9/2017,24,34.47,0,70
51.4975090026,0.0093100004,10:17:30,25/9/2017,22,32.03,0,70
51.4975090026,0.0093100004,10:17:30,25/9/2017,23,34.47,0,70
51.4974937438,0.0093232994,10:17:31,25/9/2017,22,32.03,0,70
51.4974937438,0.0093232994,10:17:31,25/9/2017,23,34.47,0,70
51.4974861145,0.0093383007,10:17:32,25/9/2017,22,32.03,0,70
51.4974861145,0.0093383007,10:17:32,25/9/2017,23,34.47,0,70
51.4974708557,0.0093532991,10:17:33,25/9/2017,22,32.03,0,70
51.4974708557,0.0093532991,10:17:33,25/9/2017,23,34.47,0,70
51.4974594116,0.0093683004,10:17:34,25/9/2017,22,32.03,0,70
51.4974594116,0.0093683004,10:17:34,25/9/2017,23,34.47,0,70
51.4974441528,0.0093816003,10:17:35,25/9/2017,22,32.03,0,70
51.4974441528,0.0093816003,10:17:35,25/9/2017,23,34.47,0,70
51.4974365234,0.0093950004,10:17:36,25/9/2017,24,32.03,0,70
51.4974365234,0.0093950004,10:17:36,25/9/2017,25,34.47,0,70
51.4974212646,0.0094099998,10:17:37,25/9/2017,25,32.03,0,70
51.4974212646,0.0094099998,10:17:37,25/9/2017,26,34.47,0,70
51.4974136352,0.0094250001,10:17:38,25/9/2017,26,32.03,0,70
51.4974136352,0.0094250001,10:17:38,25/9/2017,27,34.47,0,70
51.4973945617,0.0094400005,10:17:39,25/9/2017,26,32.03,0,70
51.4973945617,0.0094400005,10:17:39,25/9/2017,27,34.47,0,70
51.4973793029,0.0094566011,10:17:40,25/9/2017,24,32.03,1,71
51.4973793029,0.0094566011,10:17:40,25/9/2017,25,34.96,0,71
51.4973716735,0.0094750013,10:17:41,25/9/2017,23,32.03,0,71
51.4973716735,0.0094750013,10:17:41,25/9/2017,24,34.47,0,71
51.4973564147,0.0094899997,10:17:42,25/9/2017,22,32.03,0,71
51.4973564147,0.0094899997,10:17:42,25/9/2017,23,34.47,0,71
51.4973487854,0.0095016002,10:17:43,25/9/2017,21,31.54,0,71
51.4973487854,0.0095016002,10:17:43,25/9/2017,22,34.47,0,71
51.4973373413,0.0095200004,10:17:44,25/9/2017,22,31.54,0,71
51.4973373413,0.0095200004,10:17:44,25/9/2017,23,34.47,0,71
51.4973220825,0.0095433006,10:17:45,25/9/2017,21,32.03,0,71
51.4973220825,0.0095433006,10:17:45,25/9/2017,22,34.47,0,71
51.4973144531,0.0095600004,10:17:46,25/9/2017,22,32.03,0,71
51.4973144531,0.0095600004,10:17:46,25/9/2017,23,34.47,0,71
51.4973068237,0.0095783004,10:17:47,25/9/2017,23,32.03,0,71
51.4973068237,0.0095783004,10:17:47,25/9/2017,24,34.47,0,71
51.4972915649,0.0095982999,10:17:48,25/9/2017,27,31.54,0,71
51.4972915649,0.0095982999,10:17:48,25/9/2017,29,34.47,0,71
51.4972801208,0.0096166000,10:17:49,25/9/2017,34,32.03,0,71
51.4972801208,0.0096166000,10:17:49,25/9/2017,37,34.96,0,71
51.4972724914,0.0096316003,10:17:50,25/9/2017,47,32.03,0,71
51.4972724914,0.0096316003,10:17:50,25/9/2017,49,34.96,0,71
51.4972572326,0.0096450004,10:17:51,25/9/2017,52,32.03,0,71
51.4972572326,0.0096450004,10:17:51,25/9/2017,55,34.47,0,71
51.4972419738,0.0096583003,10:17:52,25/9/2017,54,32.03,0,71
51.4972419738,0.0096583003,10:17:52,25/9/2017,54,34.47,0,71
51.4972343444,0.0096700010,10:17:53,25/9/2017,44,32.03,0,71
51.4972343444,0.0096700010,10:17:53,25/9/2017,45,34.47,0,71
51.4972152709,0.0096833000,10:17:54,25/9/2017,56,32.03,0,71
51.4972152709,0.0096833000,10:17:54,25/9/2017,59,34.47,0,71
51.4972152709,0.0096966018,10:17:55,25/9/2017,50,32.03,0,71
51.4972152709,0.0096966018,10:17:55,25/9/2017,51,34.96,0,71
51.4972000122,0.0097083005,10:17:56,25/9/2017,43,32.03,0,71
51.4972000122,0.0097083005,10:17:56,25/9/2017,44,34.96,0,71
51.4971847534,0.0097216005,10:17:57,25/9/2017,45,32.03,0,71
51.4971847534,0.0097216005,10:17:57,25/9/2017,47,34.96,0,71
51.4971771240,0.0097366008,10:17:58,25/9/2017,51,32.03,0,71
51.4971771240,0.0097366008,10:17:58,25/9/2017,50,34.96,0,71
51.4971694946,0.0097500000,10:17:59,25/9/2017,41,32.03,0,71
51.4971694946,0.0097500000,10:17:59,25/9/2017,42,34.96,0,71
51.4971580505,0.0097616014,10:18:0,25/9/2017,39,32.03,0,71
51.4971580505,0.0097616014,10:18:0,25/9/2017,41,34.96,0,71
51.4971427917,0.0097766008,10:18:1,25/9/2017,43,32.03,0,71
51.4971427917,0.0097766008,10:18:1,25/9/2017,44,34.47,0,71
51.4971275329,0.0097883014,10:18:2,25/9/2017,47,32.03,0,71
51.4971275329,0.0097883014,10:18:2,25/9/2017,47,34.96,0,71
51.4971199035,0.0098032999,10:18:3,25/9/2017,40,32.03,1,72
51.4971199035,0.0098032999,10:18:3,25/9/2017,41,34.47,0,72
51.4971046447,0.0098199996,10:18:4,25/9/2017,32,32.03,0,72
51.4971046447,0.0098199996,10:18:4,25/9/2017,33,34.47,0,72
51.4970855712,0.0098365993,10:18:5,25/9/2017,28,32.03,0,72
51.4970855712,0.0098365993,10:18:5,25/9/2017,29,34.96,0,72
51.4970703125,0.0098565998,10:18:6,25/9/2017,26,32.03,0,72
51.4970703125,0.0098565998,10:18:6,25/9/2017,27,34.96,0,72
51.4970626831,0.0098716011,10:18:7,25/9/2017,25,32.03,0,72
51.4970626831,0.0098716011,10:18:7,25/9/2017,26,34.96,0,72
51.4970474243,0.0098832998,10:18:8,25/9/2017,27,32.03,0,72
51.4970474243,0.0098832998,10:18:8,25/9/2017,27,34.96,0,72
51.4970283508,0.0099000005,10:18:9,25/9/2017,31,32.03,0,72
51.4970283508,0.0099000005,10:18:9,25/9/2017,33,34.96,0,72
51.4970207214,0.0099166002,10:18:10,25/9/2017,43,32.03,0,72
51.4970207214,0.0099166002,10:18:10,25/9/2017,43,34.96,0,72
51.4970054626,0.0099333009,10:18:11,25/9/2017,40,32.03,0,72
51.4970054626,0.0099333009,10:18:11,25/9/2017,41,34.96,0,72
51.4969978332,0.0099465999,10:18:12,25/9/2017,40,32.03,0,72
51.4969978332,0.0099465999,10:18:12,25/9/2017,41,34.96,0,72
51.4969825744,0.0099600009,10:18:13,25/9/2017,45,32.03,0,72
51.4969825744,0.0099600009,10:18:13,25/9/2017,46,34.96,0,72
51.4969635009,0.0099733009,10:18:14,25/9/2017,42,32.03,0,72
51.4969635009,0.0099733009,10:18:14,25/9/2017,43,34.47,0,72
51.4969558715,0.0099916000,10:18:15,25/9/2017,39,32.03,0,72
51.4969558715,0.0099916000,10:18:15,25/9/2017,39,34.96,0,72
51.4969482421,0.0100116002,10:18:16,25/9/2017,31,32.03,0,72
51.4969482421,0.0100116002,10:18:16,25/9/2017,31,34.96,0,72
51.4969329833,0.0100283014,10:18:17,25/9/2017,27,32.03,0,72
51.4969329833,0.0100283014,10:18:17,25/9/2017,27,34.47,0,72
51.4969253540,0.0100433003,10:18:18,25/9/2017,26,32.03,0,72
51.4969253540,0.0100433003,10:18:18,25/9/2017,27,34.96,0,72
51.4969062805,0.0100600004,10:18:19,25/9/2017,27,32.03,0,72
51.4969062805,0.0100600004,10:18:19,25/9/2017,27,34.96,0,72
51.4968910217,0.0100783002,10:18:20,25/9/2017,28,32.52,0,72
51.4968910217,0.0100783002,10:18:20,25/9/2017,28,34.96,0,72
51.4968757629,0.0100966000,10:18:21,25/9/2017,27,32.03,0,72
51.4968757629,0.0100966000,10:18:21,25/9/2017,29,34.96,0,72
51.4968681335,0.0101100015,10:18:22,25/9/2017,28,32.03,0,72
51.4968681335,0.0101100015,10:18:22,25/9/2017,29,35.94,0,72
51.4968605041,0.0101250004,10:18:23,25/9/2017,28,32.52,0,72
51.4968605041,0.0101250004,10:18:23,25/9/2017,29,34.96,0,72
51.4968490600,0.0101450002,10:18:24,25/9/2017,26,32.03,0,72
51.4968490600,0.0101450002,10:18:24,25/9/2017,27,34.96,0,72
51.4968338012,0.0101633000,10:18:25,25/9/2017,26,32.03,0,72
51.4968338012,0.0101633000,10:18:25,25/9/2017,27,34.96,0,72
51.4968261718,0.0101800000,10:18:26,25/9/2017,28,32.03,1,73
51.4968261718,0.0101800000,10:18:26,25/9/2017,29,35.45,1,74
51.4968109130,0.0101982998,10:18:27,25/9/2017,28,32.52,0,74
51.4968109130,0.0101982998,10:18:27,25/9/2017,28,34.96,0,74
51.4968032836,0.0102149999,10:18:28,25/9/2017,26,32.52,0,74
51.4968032836,0.0102149999,10:18:28,25/9/2017,26,34.96,0,74
51.4967918395,0.0102350008,10:18:29,25/9/2017,25,32.52,0,74
51.4967918395,0.0102350008,10:18:29,25/9/2017,25,34.96,0,74
51.4967765808,0.0102516007,10:18:30,25/9/2017,24,32.52,0,74
51.4967765808,0.0102516007,10:18:30,25/9/2017,25,34.96,1,75
51.4967689514,0.0102766013,10:18:31,25/9/2017,23,32.52,0,75
51.4967689514,0.0102766013,10:18:31,25/9/2017,23,34.96,0,75
51.4967689514,0.0103033006,10:18:32,25/9/2017,22,32.52,0,75
51.4967689514,0.0103033006,10:18:32,25/9/2017,23,34.96,0,75
51.4967613220,0.0103299999,10:18:33,25/9/2017,23,32.52,0,75
51.4967613220,0.0103299999,10:18:33,25/9/2017,24,34.96,0,75
51.4967536926,0.0103550004,10:18:34,25/9/2017,23,32.52,0,75
51.4967536926,0.0103550004,10:18:34,25/9/2017,24,35.45,0,75
51.4967460632,0.0103782999,10:18:35,25/9/2017,24,32.52,0,75
51.4967460632,0.0103782999,10:18:35,25/9/2017,25,35.45,0,75
51.4967384338,0.0104016005,10:18:36,25/9/2017,27,32.52,0,75
51.4967384338,0.0104016005,10:18:36,25/9/2017,27,34.96,0,75
51.4967384338,0.0104216003,10:18:37,25/9/2017,30,32.52,0,75
51.4967384338,0.0104216003,10:18:37,25/9/2017,31,35.45,0,75
51.4967269897,0.0104400002,10:18:38,25/9/2017,36,32.52,0,75
51.4967269897,0.0104400002,10:18:38,25/9/2017,36,35.45,0,75
51.4967193603,0.0104600000,10:18:39,25/9/2017,31,32.52,0,75
51.4967193603,0.0104600000,10:18:39,25/9/2017,31,35.45,0,75
51.4967117309,0.0104783010,10:18:40,25/9/2017,28,32.52,0,75
51.4967117309,0.0104783010,10:18:40,25/9/2017,29,35.45,0,75
51.4967041015,0.0105033004,10:18:41,25/9/2017,28,32.52,0,75
51.4967041015,0.0105033004,10:18:41,25/9/2017,29,34.96,0,75
51.4966964721,0.0105282998,10:18:42,25/9/2017,30,33.01,0,75
51.4966964721,0.0105282998,10:18:42,25/9/2017,31,35.45,0,75
51.4966812133,0.0105433011,10:18:43,25/9/2017,30,33.98,1,76
51.4966812133,0.0105433011,10:18:43,25/9/2017,28,36.43,0,76
51.4966621398,0.0105500006,10:18:44,25/9/2017,26,33.01,0,76
51.4966621398,0.0105500006,10:18:44,25/9/2017,27,35.45,0,76
51.4966468811,0.0105700004,10:18:45,25/9/2017,26,33.01,0,76
51.4966468811,0.0105700004,10:18:45,25/9/2017,27,35.45,0,76
51.4966316223,0.0105883002,10:18:46,25/9/2017,28,32.52,0,76
51.4966316223,0.0105883002,10:18:46,25/9/2017,29,35.45,0,76
51.4966163635,0.0106066012,10:18:47,25/9/2017,30,32.52,0,76
51.4966163635,0.0106066012,10:18:47,25/9/2017,31,35.45,0,76
51.4965972900,0.0106199991,10:18:48,25/9/2017,28,32.52,0,76
51.4965972900,0.0106199991,10:18:48,25/9/2017,29,35.45,0,76
51.4965820312,0.0106366014,10:18:49,25/9/2017,28,32.52,0,76
51.4965820312,0.0106366014,10:18:49,25/9/2017,29,35.45,0,76
51.4965744018,0.0106550002,10:18:50,25/9/2017,33,32.52,0,76
51.4965744018,0.0106550002,10:18:50,25/9/2017,34,35.45,0,76
51.4965591430,0.0106733000,10:18:51,25/9/2017,33,32.52,0,76
51.4965591430,0.0106733000,10:18:51,25/9/2017,33,35.45,0,76
51.4965476989,0.0106933009,10:18:52,25/9/2017,28,33.01,0,76
51.4965476989,0.0106933009,10:18:52,25/9/2017,28,35.45,0,76
51.4965476989,0.0107115995,10:18:53,25/9/2017,25,33.01,0,76
51.4965476989,0.0107115995,10:18:53,25/9/2017,25,35.45,0,76
51.4965400695,0.0107283008,10:18:54,25/9/2017,25,33.01,0,76
51.4965400695,0.0107283008,10:18:54,25/9/2017,26,35.45,0,76
51.4965400695,0.0107465994,10:18:55,25/9/2017,25,32.52,0,76
51.4965400695,0.0107465994,10:18:55,25/9/2017,26,35.45,0,76
51.4965324401,0.0107666003,10:18:56,25/9/2017,26,33.01,0,76
51.4965324401,0.0107666003,10:18:56,25/9/2017,27,35.45,0,76
51.4965248107,0.0107866001,10:18:57,25/9/2017,28,33.01,0,76
51.4965248107,0.0107866001,10:18:57,25/9/2017,29,35.45,0,76
51.4965171813,0.0108016002,10:18:58,25/9/2017,33,32.52,1,77
51.4965171813,0.0108016002,10:18:58,25/9/2017,35,35.45,0,77
51.4965095520,0.0108066010,10:18:59,25/9/2017,41,33.01,1,78
51.4965095520,0.0108066010,10:18:59,25/9/2017,41,35.45,0,78
51.4965095520,0.0108100008,10:19:0,25/9/2017,33,33.01,0,78
51.4965095520,0.0108100008,10:19:0,25/9/2017,33,35.45,0,78
51.4965095520,0.0108183013,10:19:1,25/9/2017,29,33.01,0,78
51.4965095520,0.0108183013,10:19:1,25/9/2017,30,35.45,0,78
51.4964942932,0.0108283006,10:19:2,25/9/2017,33,33.01,0,78
51.4964942932,0.0108283006,10:19:2,25/9/2017,34,35.45,0,78
51.4964942932,0.0108450007,10:19:3,25/9/2017,36,32.52,0,78
51.4964942932,0.0108450007,10:19:3,25/9/2017,36,35.45,0,78
51.4964942932,0.0108649992,10:19:4,25/9/2017,35,33.01,0,78
51.4964942932,0.0108649992,10:19:4,25/9/2017,35,35.45,0,78
51.4964828491,0.0108833003,10:19:5,25/9/2017,33,32.52,0,78
51.4964828491,0.0108833003,10:19:5,25/9/2017,34,35.45,0,78
51.4964942932,0.0109016000,10:19:6,25/9/2017,36,33.01,0,78
51.4964942932,0.0109016000,10:19:6,25/9/2017,37,35.45,0,78
51.4964828491,0.0109183001,10:19:7,25/9/2017,52,33.01,1,79
51.4964828491,0.0109183001,10:19:7,25/9/2017,53,35.45,0,79
51.4964752197,0.0109416007,10:19:8,25/9/2017,49,33.01,0,79
51.4964752197,0.0109416007,10:19:8,25/9/2017,47,35.45,0,79
51.4964752197,0.0109600008,10:19:9,25/9/2017,42,33.01,0,79
51.4964752197,0.0109600008,10:19:9,25/9/2017,42,35.45,0,79
51.4964752197,0.0109783005,10:19:10,25/9/2017,45,33.01,0,79
51.4964752197,0.0109783005,10:19:10,25/9/2017,45,35.45,0,79
51.4964752197,0.0109983003,10:19:11,25/9/2017,47,33.01,0,79
51.4964752197,0.0109983003,10:19:11,25/9/2017,46,35.45,0,79
51.4964256286,0.0109950006,10:19:12,25/9/2017,41,33.01,0,79
51.4964256286,0.0109950006,10:19:12,25/9/2017,41,35.45,0,79
51.4964027404,0.0110033011,10:19:13,25/9/2017,36,32.52,0,79
51.4964027404,0.0110033011,10:19:13,25/9/2017,35,35.45,0,79
51.4963798522,0.0110100007,10:19:14,25/9/2017,30,33.01,0,79
51.4963798522,0.0110100007,10:19:14,25/9/2017,31,35.45,0,79
51.4963531494,0.0110215997,10:19:15,25/9/2017,30,33.01,0,79
51.4963531494,0.0110215997,10:19:15,25/9/2017,31,35.45,0,79
51.4963378906,0.0110416007,10:19:16,25/9/2017,28,32.52,0,79
51.4963378906,0.0110416007,10:19:16,25/9/2017,29,35.45,0,79
51.4963302612,0.0110616004,10:19:17,25/9/2017,27,33.01,0,79
51.4963302612,0.0110616004,10:19:17,25/9/2017,28,35.45,0,79
51.4963150024,0.0110883009,10:19:18,25/9/2017,28,33.01,0,79
51.4963150024,0.0110883009,10:19:18,25/9/2017,29,35.45,0,79
51.4962959289,0.0111083006,10:19:19,25/9/2017,25,32.52,0,79
51.4962959289,0.0111083006,10:19:19,25/9/2017,27,35.45,0,79
51.4962882995,0.0111300003,10:19:20,25/9/2017,25,33.01,0,79
51.4962882995,0.0111300003,10:19:20,25/9/2017,26,35.45,0,79
51.4962730407,0.0111466002,10:19:21,25/9/2017,25,33.01,0,79
51.4962730407,0.0111466002,10:19:21,25/9/2017,26,35.45,0,79
51.4962654113,0.0111616003,10:19:22,25/9/2017,25,33.01,0,79
51.4962654113,0.0111616003,10:19:22,25/9/2017,27,35.45,0,79
51.4962577819,0.0111783003,10:19:23,25/9/2017,27,33.01,0,79
51.4962577819,0.0111783003,10:19:23,25/9/2017,28,35.45,0,79
51.4962501525,0.0111983001,10:19:24,25/9/2017,28,32.52,0,79
51.4962501525,0.0111983001,10:19:24,25/9/2017,29,35.45,0,79
51.4962387084,0.0112199997,10:19:25,25/9/2017,27,33.01,0,79
51.4962387084,0.0112199997,10:19:25,25/9/2017,28,35.45,0,79
51.4962310791,0.0112383008,10:19:26,25/9/2017,27,33.01,0,79
51.4962310791,0.0112383008,10:19:26,25/9/2017,27,35.45,0,79
51.4962234497,0.0112583005,10:19:27,25/9/2017,27,33.01,0,79
51.4962234497,0.0112583005,10:19:27,25/9/2017,27,35.94,0,79
51.4962081909,0.0112832999,10:19:28,25/9/2017,27,33.01,1,80
51.4962081909,0.0112832999,10:19:28,25/9/2017,28,35.45,0,80
51.4962005615,0.0113050007,10:19:29,25/9/2017,26,33.01,3,83
51.4962005615,0.0113050007,10:19:29,25/9/2017,27,35.45,0,83
51.4961929321,0.0113283014,10:19:30,25/9/2017,26,33.01,0,83
51.4961929321,0.0113283014,10:19:30,25/9/2017,27,35.45,0,83
51.4961738586,0.0113416004,10:19:31,25/9/2017,26,33.01,0,83
51.4961738586,0.0113416004,10:19:31,25/9/2017,27,35.94,0,83
51.4961509704,0.0113515996,10:19:32,25/9/2017,27,33.01,0,83
51.4961509704,0.0113515996,10:19:32,25/9/2017,28,35.45,0,83
51.4961357116,0.0113683009,10:19:33,25/9/2017,26,33.01,0,83
51.4961357116,0.0113683009,10:19:33,25/9/2017,27,35.45,0,83
51.4961166381,0.0113865995,10:19:34,25/9/2017,24,33.01,0,83
51.4961166381,0.0113865995,10:19:34,25/9/2017,25,35.45,0,83
51.4961013793,0.0114066004,10:19:35,25/9/2017,24,33.01,0,83
51.4961013793,0.0114066004,10:19:35,25/9/2017,25,35.45,0,83
51.4960937500,0.0114250004,10:19:36,25/9/2017,24,33.01,0,83
51.4960937500,0.0114250004,10:19:36,25/9/2017,25,35.45,0,83
51.4960784912,0.0114400005,10:19:37,25/9/2017,25,33.01,0,83
51.4960784912,0.0114400005,10:19:37,25/9/2017,26,35.94,0,83
51.4960594177,0.0114550006,10:19:38,25/9/2017,25,33.01,0,83
51.4960594177,0.0114550006,10:19:38,25/9/2017,26,35.94,0,83
51.4960441589,0.0114766001,10:19:39,25/9/2017,28,33.01,0,83
51.4960441589,0.0114766001,10:19:39,25/9/2017,29,35.94,0,83
51.4960365295,0.0114933001,10:19:40,25/9/2017,31,33.01,0,83
51.4960365295,0.0114933001,10:19:40,25/9/2017,31,35.94,0,83
51.4960289001,0.0115149998,10:19:41,25/9/2017,28,33.01,0,83
51.4960289001,0.0115149998,10:19:41,25/9/2017,29,35.94,0,83
51.4960212707,0.0115316009,10:19:42,25/9/2017,26,33.01,0,83
51.4960212707,0.0115316009,10:19:42,25/9/2017,27,35.94,0,83
51.4960136413,0.0115482997,10:19:43,25/9/2017,28,33.50,0,83
51.4960136413,0.0115482997,10:19:43,25/9/2017,29,36.43,0,83
51.4959945678,0.0115650010,10:19:44,25/9/2017,31,33.50,0,83
51.4959945678,0.0115650010,10:19:44,25/9/2017,32,35.94,0,83
51.4959869384,0.0115849995,10:19:45,25/9/2017,30,33.01,1,84
51.4959869384,0.0115849995,10:19:45,25/9/2017,30,35.94,0,84
51.4959793090,0.0116066002,10:19:46,25/9/2017,25,33.01,0,84
51.4959793090,0.0116066002,10:19:46,25/9/2017,26,35.94,0,84
51.4959716796,0.0116315996,10:19:47,25/9/2017,26,33.01,0,84
51.4959716796,0.0116315996,10:19:47,25/9/2017,27,35.94,0,84
51.4959640502,0.0116550016,10:19:48,25/9/2017,27,33.01,0,84
51.4959640502,0.0116550016,10:19:48,25/9/2017,28,35.94,0,84
51.4959564208,0.0116683006,10:19:49,25/9/2017,26,33.01,0,84
51.4959564208,0.0116683006,10:19:49,25/9/2017,27,35.94,0,84
51.4959487915,0.0116850006,10:19:50,25/9/2017,24,33.50,0,84
51.4959487915,0.0116850006,10:19:50,25/9/2017,24,35.94,0,84
51.4959297180,0.0117016005,10:19:51,25/9/2017,23,33.50,0,84
51.4959297180,0.0117016005,10:19:51,25/9/2017,24,35.94,0,84
51.4959220886,0.0117166006,10:19:52,25/9/2017,23,33.01,0,84
51.4959220886,0.0117166006,10:19:52,25/9/2017,24,35.94,0,84
51.4959068298,0.0117366003,10:19:53,25/9/2017,23,33.50,0,84
51.4959068298,0.0117366003,10:19:53,25/9/2017,24,35.94,0,84
51.4958992004,0.0117516005,10:19:54,25/9/2017,24,33.50,0,84
51.4958992004,0.0117516005,10:19:54,25/9/2017,24,35.94,0,84
51.4958915710,0.0117666006,10:19:55,25/9/2017,24,33.50,0,84
51.4958915710,0.0117666006,10:19:55,25/9/2017,24,36.43,0,84
51.4958724975,0.0117815995,10:19:56,25/9/2017,24,33.50,0,84
51.4958724975,0.0117815995,10:19:56,25/9/2017,25,35.94,0,84
51.4958648681,0.0117983007,10:19:57,25/9/2017,24,33.50,0,84
51.4958648681,0.0117983007,10:19:57,25/9/2017,25,35.94,0,84
51.4958496093,0.0118150007,10:19:58,25/9/2017,24,33.50,0,84
51.4958496093,0.0118150007,10:19:58,25/9/2017,25,36.43,0,84
51.4958419799,0.0118316006,10:19:59,25/9/2017,25,33.50,0,84
51.4958419799,0.0118316006,10:19:59,25/9/2017,25,35.94,0,84
51.4958267211,0.0118500005,10:20:0,25/9/2017,26,33.50,0,84
51.4958267211,0.0118500005,10:20:0,25/9/2017,27,36.43,0,84
51.4958152770,0.0118616008,10:20:1,25/9/2017,29,33.50,0,84
51.4958152770,0.0118616008,10:20:1,25/9/2017,29,36.43,0,84
51.4958000183,0.0118716001,10:20:2,25/9/2017,26,33.50,0,84
51.4958000183,0.0118716001,10:20:2,25/9/2017,27,35.94,0,84
51.4957847595,0.0118900001,10:20:3,25/9/2017,25,33.50,0,84
51.4957847595,0.0118900001,10:20:3,25/9/2017,26,35.94,0,84
51.4957771301,0.0119050002,10:20:4,25/9/2017,26,33.50,0,84
51.4957771301,0.0119050002,10:20:4,25/9/2017,27,36.43,0,84
51.4957618713,0.0119200002,10:20:5,25/9/2017,31,33.50,0,84
51.4957618713,0.0119200002,10:20:5,25/9/2017,31,36.43,0,84
51.4957427978,0.0119333004,10:20:6,25/9/2017,31,33.50,0,84
51.4957427978,0.0119333004,10:20:6,25/9/2017,31,35.94,0,84
51.4957351684,0.0119516002,10:20:7,25/9/2017,29,33.50,0,84
51.4957351684,0.0119516002,10:20:7,25/9/2017,30,35.94,0,84
51.4957275390,0.0119633007,10:20:8,25/9/2017,33,33.50,1,85
51.4957275390,0.0119633007,10:20:8,25/9/2017,34,35.94,0,85
51.4957199096,0.0119766008,10:20:9,25/9/2017,39,33.50,0,85
51.4957199096,0.0119766008,10:20:9,25/9/2017,40,35.94,0,85
51.4957122802,0.0119933009,10:20:10,25/9/2017,35,33.50,0,85
51.4957122802,0.0119933009,10:20:10,25/9/2017,35,36.43,0,85
51.4957122802,0.0120099997,10:20:11,25/9/2017,31,33.50,0,85
51.4957122802,0.0120099997,10:20:11,25/9/2017,32,36.43,0,85
51.4957046508,0.0120216000,10:20:12,25/9/2017,34,33.50,0,85
51.4957046508,0.0120216000,10:20:12,25/9/2017,35,36.43,0,85
51.4956932067,0.0120333003,10:20:13,25/9/2017,39,33.50,0,85
51.4956932067,0.0120333003,10:20:13,25/9/2017,40,35.94,0,85
51.4956932067,0.0120516002,10:20:14,25/9/2017,32,33.50,0,85
51.4956932067,0.0120516002,10:20:14,25/9/2017,32,35.94,0,85
51.4956855773,0.0120683002,10:20:15,25/9/2017,27,33.50,0,85
51.4956855773,0.0120683002,10:20:15,25/9/2017,28,35.94,0,85
51.4956703186,0.0120850014,10:20:16,25/9/2017,28,33.50,0,85
51.4956703186,0.0120850014,10:20:16,25/9/2017,29,36.43,0,85
51.4956626892,0.0121033000,10:20:17,25/9/2017,32,33.50,0,85
51.4956626892,0.0121033000,10:20:17,25/9/2017,33,35.94,0,85
51.4956550598,0.0121200001,10:20:18,25/9/2017,30,33.50,0,85
51.4956550598,0.0121200001,10:20:18,25/9/2017,30,35.94,0,85
51.4956398010,0.0121283006,10:20:19,25/9/2017,24,33.50,0,85
51.4956398010,0.0121283006,10:20:19,25/9/2017,25,35.94,0,85
51.4956207275,0.0121432995,10:20:20,25/9/2017,22,33.50,0,85
51.4956207275,0.0121432995,10:20:20,25/9/2017,23,35.94,0,85
51.4956054687,0.0121549999,10:20:21,25/9/2017,22,33.50,0,85
51.4956054687,0.0121549999,10:20:21,25/9/2017,23,35.94,0,85
51.4955902099,0.0121683001,10:20:22,25/9/2017,22,33.50,0,85
51.4955902099,0.0121683001,10:20:22,25/9/2017,23,35.94,0,85
51.4955711364,0.0121800005,10:20:23,25/9/2017,22,33.50,0,85
51.4955711364,0.0121800005,10:20:23,25/9/2017,23,35.94,0,85
51.4955635070,0.0121950006,10:20:24,25/9/2017,22,33.50,0,85
51.4955635070,0.0121950006,10:20:24,25/9/2017,23,35.94,0,85
51.4955482482,0.0122183001,10:20:25,25/9/2017,22,33.50,0,85
51.4955482482,0.0122183001,10:20:25,25/9/2017,23,35.94,0,85
51.4955406188,0.0122416007,10:20:26,25/9/2017,22,33.50,1,86
51.4955406188,0.0122416007,10:20:26,25/9/2017,23,36.43,0,86
51.4955253601,0.0122632992,10:20:27,25/9/2017,22,33.98,1,87
51.4955253601,0.0122632992,10:20:27,25/9/2017,23,36.43,0,87
51.4955177307,0.0122850000,10:20:28,25/9/2017,22,33.50,0,87
51.4955177307,0.0122850000,10:20:28,25/9/2017,23,36.43,0,87
51.4955062866,0.0123066008,10:20:29,25/9/2017,24,33.50,0,87
51.4955062866,0.0123066008,10:20:29,25/9/2017,25,36.43,0,87
51.4954986572,0.0123265993,10:20:30,25/9/2017,25,33.50,0,87
