,,,,,,,,,,,,,,,,,,,normX,normY
38.249158,21.737207,15.30539,Point,212.34375,0.8500000238418579,0.08580559492111206,1.1667673587799072,2.17346453666687,0.43449902534484863,8.028488159179688,34.99777603149414,1560675674990.3516,0.18361417949199677,28.027986526489258,5,3.458935260772705,4,19.119735717773438,0.203125,-0.4475
38.246472,21.734666,11.764271,Point,240.46875,1.1299999952316284,0.06081143394112587,0.8148728013038635,1.257551670074463,0.3084571063518524,4.493134498596191,27.219873428344727,1560676183991.2554,0.12340904027223587,24.7853946685791,5,2.317661762237549,4,10.311504364013672,0.01875,-0.0475
38.243782,21.739099,42.586748,Point,26.015625,1.659999966621399,0.026075856760144234,0.17354510724544525,0.2914239466190338,0.08090676367282867,0.6931138038635254,5.658308029174805,1560680476998.3096,0.043897807598114014,4.796698093414307,5,0.3893792927265167,4,2.0402169227600098,0.340625,0.35
38.244263,21.741481,63.473772,Point,127.6171875,1.3700000047683716,0.04140225797891617,0.2608131170272827,0.541191577911377,0.1299484670162201,4.457170486450195,26.194650650024414,1560680698991.8079,0.06892281025648117,21.706798553466797,10,1.3198163509368896,4,12.02191162109375,0.515625,0.28
38.250973,21.732462,0.558,Point,91.40625,1.4600000381469727,0.08678632229566574,0.6557839512825012,2.166729211807251,0.3226698338985443,14.537144660949707,50.62509536743164,1560699432997.936,0.1598847508430481,39.47758483886719,5,5.686880588531494,3,29.251815795898438,-0.1421875,-0.7175
38.244487,21.733276,14.578386,Point,165.9375,1.1200000047683716,0.04365658015012741,2.323833703994751,4.19282341003418,0.6050735116004944,7.030513763427734,23.73568344116211,1560677805999.346,0.14788128435611725,21.815811157226562,5,5.60905122756958,4,8.291229248046875,-0.0828125,0.245
38.242943,21.728269,8.595293,Point,313.2421875,1.2799999713897705,0.016048194840550423,0.12544496357440948,0.2537129819393158,0.05049553140997887,0.9352640509605408,4.110957622528076,1560683146995.9946,0.026202764362096786,4.03075647354126,5,0.553795576095581,6,1.8039225339889526,-0.446875,0.475
38.241581,21.737031,37.672441,Point,292.1484375,0.2800000011920929,0.08655104041099548,0.6325071454048157,1.219446063041687,0.2854514420032501,5.900496482849121,35.1004753112793,1560682425997.5696,0.13780167698860168,29.01905059814453,10,2.1980061531066895,6,15.969751358032227,0.190625,0.6775
38.244385,21.726153,1.063191,Point,283.359375,1.1699999570846558,0.05608881637454033,0.28473836183547974,0.5784246325492859,0.16467484831809998,3.9597997665405273,29.709280014038086,1560683470995.601,0.08823425322771072,20.05628776550293,5,1.1635098457336426,4,15.339743614196777,-0.6015625,0.26
38.245027,21.732931,15.70284,Point,215.15625,1.3200000524520874,0.01667720265686512,0.17545633018016815,0.32685592770576477,0.06528972834348679,0.9139180779457092,4.490934371948242,1560676476995.3242,0.030123185366392136,4.361417293548584,5,0.4341447651386261,4,1.8707422018051147,-0.1078125,0.165
38.242737,21.735001,25.341203,Point,228.1640625,1.3899999856948853,0.0190501157194376,0.20436495542526245,0.4026118814945221,0.07685070484876633,1.6591029167175293,12.999908447265625,1560677997994.6167,0.032705944031476974,12.289093971252441,10,0.8233613967895508,6,4.437478065490723,0.0421875,0.505
38.243545,21.739003,43.222185,Point,73.828125,0,0.017436236143112183,0.14918839931488037,0.25912192463874817,0.15171010792255402,0.6938425302505493,6.3400678634643555,1560680463998.6682,0.04149337112903595,6.031863212585449,5,0.44973742961883545,4,1.8668949604034424,0.334375,0.385
38.249304,21.73444,4.468706,Point,319.5703125,0.2800000011920929,0.12706559896469116,1.7661162614822388,3.4369871616363525,0.7973945140838623,19.946218490600586,42.1735954284668,1560699184991.243,0.31765806674957275,28.0469970703125,10,13.536198616027832,4,25.387983322143555,0.0015625,-0.47
