51.5071029663,-0.1153700113,16:36:4,0/0/200,28,25.59,177
51.5071029663,-0.1153682947,16:36:4,0/0/200,20,17.82,93
51.5071029663,-0.1153700113,16:36:6,0/0/200,30,14.13,70
51.5071029663,-0.1153666019,16:36:7,0/0/200,10,14.80,63
51.5071029663,-0.1153615951,16:36:8,0/0/200,20,13.56,73
51.5071029663,-0.1153583049,16:36:8,0/0/200,8,14.20,57
51.5071029663,-0.1153566002,16:36:10,0/0/200,7,14.10,66
51.5071029663,-0.1153550028,16:36:11,0/0/200,54,16.18,219
51.5070953369,-0.1153516054,16:36:12,0/0/200,10,11.59,85
51.5070953369,-0.1153416156,16:36:12,0/0/200,18,11.04,49
51.5070877075,-0.1153333067,16:36:14,0/0/200,19,16.20,70
51.5070800781,-0.1153233051,16:36:15,0/0/200,6,12.17,67
51.5070724487,-0.1153166055,16:36:16,0/0/200,21,31.16,170
51.5070648193,-0.1153066039,16:36:16,0/0/200,72,44.26,221
51.5070571899,-0.1152982950,16:36:18,0/0/200,23,15.77,129
51.5070571899,-0.1152950048,16:36:19,0/0/200,63,63.10,353
51.5070457458,-0.1152850151,16:36:20,0/0/200,53,95.65,445
51.5070381164,-0.1152716040,16:36:20,0/0/200,61,112.75,479
51.5070304870,-0.1152633070,16:36:22,0/0/200,25,90.80,407
51.5070304870,-0.1152483105,16:36:23,0/0/200,65,70.50,457
51.5070228576,-0.1152382969,16:36:24,0/0/200,253,140.53,483
51.5070152282,-0.1152250051,16:36:24,0/0/200,335,136.49,469
51.5070228576,-0.1152166008,16:36:26,0/0/200,72,205.54,494
51.5070228576,-0.1152050018,16:36:27,0/0/200,282,237.22,488
51.5070228576,-0.1151900053,16:36:28,0/0/200,111,163.09,486
51.5070304870,-0.1151800036,16:36:28,0/0/200,112,58.97,353
51.5070381164,-0.1151749968,16:36:30,0/0/200,42,23.67,144
51.5070457458,-0.1151715993,16:36:31,0/0/200,16,26.38,126
51.5070457458,-0.1151683092,16:36:32,0/0/200,11,19.36,191
51.5070571899,-0.1151633024,16:36:32,0/0/200,87,48.09,276
51.5070571899,-0.1151566028,16:36:34,0/0/200,39,24.36,215
51.5070648193,-0.1151566028,16:36:35,0/0/200,15,58.60,222
51.5070648193,-0.1151566028,16:36:36,0/0/200,33,28.94,175
51.5070648193,-0.1151600003,16:36:36,0/0/200,6,31.02,186
51.5070724487,-0.1151700019,16:36:38,0/0/200,1,36.15,199
51.5070724487,-0.1151700019,16:36:39,0/0/200,24,11.90,109
51.5070724487,-0.1151700019,16:36:40,0/0/200,96,69.50,285
51.5070800781,-0.1151783108,16:36:40,0/0/200,17,69.34,419
51.5070800781,-0.1151766061,16:36:42,0/0/200,12,14.38,89
51.5070800781,-0.1151715993,16:36:43,0/0/200,5,15.80,99
51.5070800781,-0.1151766061,16:36:44,0/0/200,15,10.93,119
51.5070877075,-0.1151816010,16:36:44,0/0/200,9,10.22,80
51.5071029663,-0.1151900053,16:36:46,0/0/200,32,15.81,155
51.5071029663,-0.1151965975,16:36:47,0/0/200,20,19.00,189
51.5071144104,-0.1151983022,16:36:48,0/0/200,33,13.38,127
51.5071372985,-0.1151965975,16:36:48,0/0/200,15,25.92,229
51.5071678161,-0.1151932954,16:36:50,0/0/200,10,26.98,206
51.5071678161,-0.1151833057,16:36:51,0/0/200,2,26.36,201
51.5071945190,-0.1151833057,16:36:52,0/0/200,12,46.50,379
51.5072097778,-0.1151865959,16:36:52,0/0/200,0,14.20,112
51.5072174072,-0.1151850104,16:36:54,0/0/200,4,13.60,155
51.5072364807,-0.1151916027,16:36:55,0/0/200,6,26.99,333
51.5072441101,-0.1151965975,16:36:56,0/0/200,10,17.09,214
51.5072517395,-0.1152032971,16:36:56,0/0/200,14,45.66,292
51.5072669982,-0.1152150154,16:36:58,0/0/200,172,36.12,256
51.5072746276,-0.1152250051,16:36:59,0/0/200,32,14.06,150
51.5072822570,-0.1152382969,16:37:0,0/0/200,13,18.12,210
