latitude,longitude,time,date,number people
51.5022850036,0.0058833003,13:47:0,24/2/2016,0
51.5022964477,0.0058800001,13:47:2,24/2/2016,0
51.5023040771,0.0058882999,13:47:3,24/2/2016,0
51.5023117065,0.0058932995,13:47:4,24/2/2016,0
51.5023269653,0.0058983001,13:47:4,24/2/2016,0
51.5023422241,0.0059015998,13:47:6,24/2/2016,0
51.5023536682,0.0059015998,13:47:7,24/2/2016,0
51.502368927,0.0058983001,13:47:8,24/2/2016,0
51.5023841857,0.0058983001,13:47:8,24/2/2016,0
51.5023994445,0.0059000005,13:47:10,24/2/2016,0
51.502418518,0.0059000005,13:47:11,24/2/2016,0
51.5024337768,0.0059000005,13:47:12,24/2/2016,0
51.5024490356,0.0059015998,13:47:12,24/2/2016,0
51.5024642944,0.0059066004,13:47:14,24/2/2016,0
51.5024833679,0.0059100003,13:47:15,24/2/2016,0
51.5024986267,0.0059133005,13:47:16,24/2/2016,0
51.5025215148,0.0059150004,13:47:16,24/2/2016,0
51.5025405883,0.0059183001,13:47:18,24/2/2016,0
51.5025482177,0.0059216003,13:47:19,24/2/2016,0
51.5025634765,0.0059283008,13:47:20,24/2/2016,0
51.5025711059,0.0059333,13:47:20,24/2/2016,0
51.5025863647,0.0059383001,13:47:22,24/2/2016,0
51.5026054382,0.0059416003,13:47:23,24/2/2016,0
51.502620697,0.0059450001,13:47:24,24/2/2016,0
51.5026283264,0.0059450001,13:47:24,24/2/2016,0
51.5026435852,0.0059482998,13:47:26,24/2/2016,0
51.5026626586,0.0059500002,13:47:27,24/2/2016,0
51.502670288,0.0059549999,13:47:28,24/2/2016,0
51.5026855468,0.0059633007,13:47:28,24/2/2016,0
51.5026931762,0.0059666004,13:47:30,24/2/2016,0
51.502708435,0.0059682998,13:47:31,24/2/2016,0
51.5027198791,0.0059700007,13:47:32,24/2/2016,0
51.5027351379,0.0059750003,13:47:32,24/2/2016,0
51.5027503967,0.0059750003,13:47:34,24/2/2016,0
51.5027580261,0.0059750003,13:47:35,24/2/2016,0
51.5027732849,0.0059750003,13:47:36,24/2/2016,0
51.502784729,0.0059750003,13:47:36,24/2/2016,0
51.5027999877,0.0059766006,13:47:38,24/2/2016,0
51.5028152465,0.0059800004,13:47:39,24/2/2016,0
51.5028228759,0.0059850001,13:47:40,24/2/2016,0
51.5028419494,0.0059850001,13:47:40,24/2/2016,0
51.5028572082,0.0059833002,13:47:42,24/2/2016,0
51.502872467,0.0059816002,13:47:43,24/2/2016,0
51.5028877258,0.0059816002,13:47:44,24/2/2016,0
51.5029067993,0.0059783005,13:47:44,24/2/2016,0
51.5029144287,0.0059783005,13:47:46,24/2/2016,0
51.5029220581,0.0059833002,13:47:47,24/2/2016,0
51.5029373168,0.0059816002,13:47:48,24/2/2016,0
51.5029449462,0.0059816002,13:47:48,24/2/2016,0
51.5029525756,0.0059850001,13:47:50,24/2/2016,0
51.5029716491,0.0059833002,13:47:51,24/2/2016,0
51.5029792785,0.0059866003,13:47:52,24/2/2016,0
51.5029869079,0.0059916009,13:47:52,24/2/2016,0
51.5030021667,0.0059916009,13:47:54,24/2/2016,0
51.5030097961,0.0059949998,13:47:55,24/2/2016,0
51.5030288696,0.0059932999,13:47:56,24/2/2016,0
51.503036499,0.0059899997,13:47:56,24/2/2016,0
51.5030517578,0.0059916009,13:47:58,24/2/2016,0
51.5030593872,0.0059899997,13:47:59,24/2/2016,0
51.5030670166,0.0059899997,13:48:0,24/2/2016,0
51.50308609,0.0059932999,13:48:0,24/2/2016,0
51.5030937194,0.0059966001,13:48:2,24/2/2016,0
51.5031013488,0.006,13:48:3,24/2/2016,0
51.5031166076,0.0060066003,13:48:4,24/2/2016,0
51.503124237,0.0060100007,13:48:4,24/2/2016,0
51.5031318664,0.0060150003,13:48:6,24/2/2016,1
51.5031318664,0.0060266008,13:48:7,24/2/2016,0
51.5031509399,0.0060383005,13:48:8,24/2/2016,0
51.5031509399,0.0060550003,13:48:8,24/2/2016,0
51.5031585693,0.0060700006,13:48:10,24/2/2016,0
51.5031585693,0.0060866003,13:48:11,24/2/2016,0
51.5031661987,0.0061050004,13:48:12,24/2/2016,0
51.5031661987,0.0061233,13:48:12,24/2/2016,0
51.5031738281,0.0061400003,13:48:14,24/2/2016,0
51.5031738281,0.0061565999,13:48:15,24/2/2016,0
51.5031738281,0.0061733002,13:48:16,24/2/2016,0
51.5031814575,0.0061916007,13:48:16,24/2/2016,0
51.5031890869,0.0062083001,13:48:18,24/2/2016,0
51.5031890869,0.0062265996,13:48:19,24/2/2016,0
51.5031890869,0.0062433004,13:48:20,24/2/2016,0
51.5031661987,0.0062566003,13:48:20,24/2/2016,0
51.5031661987,0.0062766003,13:48:22,24/2/2016,0
51.5031585693,0.0062915992,13:48:23,24/2/2016,0
51.5031509399,0.0063050003,13:48:24,24/2/2016,0
51.5031318664,0.0063183002,13:48:24,24/2/2016,0
51.503124237,0.006335,13:48:26,24/2/2016,0
51.5031166076,0.0063515996,13:48:27,24/2/2016,0
51.5031089782,0.0063666,13:48:28,24/2/2016,0
51.5030937194,0.0063833003,13:48:28,24/2/2016,0
51.5030937194,0.0064033002,13:48:30,24/2/2016,0
51.50308609,0.0064166011,13:48:31,24/2/2016,0
51.50308609,0.0064333,13:48:32,24/2/2016,0
51.5030746459,0.0064500002,13:48:32,24/2/2016,0
51.5030746459,0.0064666004,13:48:34,24/2/2016,0
51.5030670166,0.0064866008,13:48:35,24/2/2016,0
51.5030670166,0.0065066003,13:48:36,24/2/2016,0
51.5030670166,0.0065132999,13:48:36,24/2/2016,0
51.5030670166,0.0065150012,13:48:38,24/2/2016,0
51.5030746459,0.0065165996,13:48:39,24/2/2016,0
51.5030937194,0.0065199999,13:48:40,24/2/2016,0
51.5031013488,0.0065182995,13:48:40,24/2/2016,0
51.5031089782,0.0065150012,13:48:42,24/2/2016,0
51.503124237,0.0065132999,13:48:43,24/2/2016,0
51.5031318664,0.0065116,13:48:44,24/2/2016,0
51.5031318664,0.0065116,13:48:44,24/2/2016,0
51.5031394958,0.0065066003,13:48:46,24/2/2016,0
51.5031394958,0.0065,13:48:47,24/2/2016,0
51.5031509399,0.0064933004,13:48:48,24/2/2016,0
51.5031585693,0.0064832997,13:48:48,24/2/2016,0
51.5031738281,0.0064733004,13:48:50,24/2/2016,0
51.5031814575,0.0064632997,13:48:51,24/2/2016,0
51.5031890869,0.0064583005,13:48:52,24/2/2016,0
51.5031967163,0.0064500002,13:48:52,24/2/2016,0
51.5032157897,0.0064415998,13:48:54,24/2/2016,0
51.5032234191,0.0064333,13:48:55,24/2/2016,0
51.5032310485,0.0064233007,13:48:56,24/2/2016,0
51.5032463073,0.0064150004,13:48:56,24/2/2016,0
51.5032539367,0.0064050006,13:48:58,24/2/2016,0
51.5032615661,0.0063965997,13:48:59,24/2/2016,0
51.5032730102,0.0063866004,13:49:0,24/2/2016,0
51.503288269,0.0063766002,13:49:0,24/2/2016,0
51.5032958984,0.0063666,13:49:2,24/2/2016,0
51.5033035278,0.0063565998,13:49:3,24/2/2016,0
51.5033187866,0.0063450007,13:49:4,24/2/2016,0
51.5033302307,0.006335,13:49:4,24/2/2016,0
51.5033378601,0.0063215999,13:49:6,24/2/2016,0
51.5033454895,0.0063083004,13:49:7,24/2/2016,0
51.5033531188,0.0062966003,13:49:8,24/2/2016,0
51.5033683776,0.0062832999,13:49:8,24/2/2016,0
51.503376007,0.0062716002,13:49:10,24/2/2016,0
51.5033836364,0.0062632999,13:49:11,24/2/2016,0
51.5033950805,0.0062533006,13:49:12,24/2/2016,0
51.5034027099,0.0062416005,13:49:12,24/2/2016,0
51.5034103393,0.0062315998,13:49:14,24/2/2016,0
51.5034179687,0.0062199997,13:49:15,24/2/2016,0
51.5034255981,0.00621,13:49:16,24/2/2016,0
51.5034408569,0.0061965999,13:49:16,24/2/2016,0
51.5034599304,0.0061800003,13:49:18,24/2/2016,0
51.5034675598,0.0061683006,13:49:19,24/2/2016,0
51.5034828186,0.0061582999,13:49:20,24/2/2016,0
51.5034904479,0.0061466002,13:49:20,24/2/2016,0
51.5034980773,0.0061332998,13:49:22,24/2/2016,0
51.5035171508,0.0061182999,13:49:23,24/2/2016,0
51.5035247802,0.0061050004,13:49:24,24/2/2016,0
51.5035324096,0.0060933008,13:49:24,24/2/2016,0
51.503540039,0.0060816001,13:49:26,24/2/2016,0
51.5035476684,0.0060700006,13:49:27,24/2/2016,0
51.5035629272,0.0060566,13:49:28,24/2/2016,0
51.5035743713,0.0060466003,13:49:28,24/2/2016,0
51.5035820007,0.0060366001,13:49:30,24/2/2016,0
51.5035972595,0.0060250005,13:49:31,24/2/2016,0
51.5036048889,0.0060150003,13:49:32,24/2/2016,0
51.5036201477,0.0060066003,13:49:32,24/2/2016,0
51.503627777,0.0059983005,13:49:34,24/2/2016,0
51.5036392211,0.0059883003,13:49:35,24/2/2016,0
51.5036468505,0.0059766006,13:49:36,24/2/2016,0
51.5036544799,0.0059650001,13:49:36,24/2/2016,0
51.5036621093,0.0059532999,13:49:38,24/2/2016,0
51.5036773681,0.0059399995,13:49:39,24/2/2016,0
51.5036849975,0.0059283008,13:49:40,24/2/2016,0
51.5036964416,0.0059166007,13:49:40,24/2/2016,0
51.503704071,0.0059033002,13:49:42,24/2/2016,0
51.5037193298,0.0058916001,13:49:43,24/2/2016,0
51.5037269592,0.0058800001,13:49:44,24/2/2016,0
51.5037345886,0.0058683004,13:49:44,24/2/2016,0
51.5037498474,0.005855,13:49:46,24/2/2016,0
51.5037612915,0.0058433003,13:49:47,24/2/2016,0
51.5037689208,0.0058300008,13:49:48,24/2/2016,0
51.5037765502,0.0058166003,13:49:48,24/2/2016,0
51.503791809,0.0058050003,13:49:50,24/2/2016,0
51.5037994384,0.0057933001,13:49:51,24/2/2016,0
51.5038070678,0.0057816004,13:49:52,24/2/2016,0
51.5038185119,0.0057700004,13:49:52,24/2/2016,0
51.5038261413,0.0057583003,13:49:54,24/2/2016,0
51.5038337707,0.0057483005,13:49:55,24/2/2016,0
51.5038490295,0.0057365999,13:49:56,24/2/2016,0
51.5038642883,0.0057250003,13:49:56,24/2/2016,0
51.5038719177,0.0057116003,13:49:58,24/2/2016,0
51.5038909912,0.0056999998,13:49:59,24/2/2016,0
51.5038986206,0.0056883001,13:50:0,24/2/2016,0
51.50390625,0.0056750006,13:50:0,24/2/2016,0
51.5039215087,0.0056616001,13:50:2,24/2/2016,0
51.5039291381,0.0056500005,13:50:3,24/2/2016,0
51.5039482116,0.0056383008,13:50:4,24/2/2016,0
51.503955841,0.005625,13:50:4,24/2/2016,0
51.5039634704,0.0056133003,13:50:6,24/2/2016,0
51.5039710998,0.0055999999,13:50:7,24/2/2016,0
51.5039787292,0.0055866003,13:50:8,24/2/2016,0
51.503993988,0.0055733003,13:50:8,24/2/2016,0
51.5040054321,0.0055599999,13:50:10,24/2/2016,0
51.5040206909,0.005545,13:50:11,24/2/2016,0
51.5040283203,0.0055333003,13:50:12,24/2/2016,0
51.5040359497,0.0055233001,13:50:12,24/2/2016,0
51.5040435791,0.0055116004,13:50:14,24/2/2016,0
51.5040512084,0.0054982995,13:50:15,24/2/2016,0
51.5040626525,0.0054866003,13:50:16,24/2/2016,0
51.5040702819,0.0054766006,13:50:16,24/2/2016,0
51.5040779113,0.0054633002,13:50:18,24/2/2016,0
51.5040855407,0.0054500007,13:50:19,24/2/2016,0
51.5040931701,0.0054365997,13:50:20,24/2/2016,0
51.5041007995,0.0054233002,13:50:20,24/2/2016,0
51.5041084289,0.0054116005,13:50:22,24/2/2016,0
51.5041275024,0.0053983001,13:50:23,24/2/2016,0
51.5041351318,0.0053850002,13:50:24,24/2/2016,0
51.5041503906,0.0053716001,13:50:24,24/2/2016,0
51.50415802,0.0053600001,13:50:26,24/2/2016,0
51.5041656494,0.0053450002,13:50:27,24/2/2016,0
51.5041732788,0.0053316001,13:50:28,24/2/2016,0
51.5041923522,0.0053183007,13:50:28,24/2/2016,0
51.5041999816,0.0053033008,13:50:30,24/2/2016,0
51.504207611,0.0052900004,13:50:31,24/2/2016,0
51.5042152404,0.0052765998,13:50:32,24/2/2016,0
51.5042228698,0.0052616,13:50:32,24/2/2016,0
51.5042304992,0.0052466001,13:50:34,24/2/2016,0
51.5042381286,0.0052315998,13:50:35,24/2/2016,0
51.5042495727,0.0052183003,13:50:36,24/2/2016,0
51.5042572021,0.0052032999,13:50:36,24/2/2016,0
51.5042648315,0.00519,13:50:38,24/2/2016,0
51.5042724609,0.0051766004,13:50:39,24/2/2016,0
51.5042800903,0.0051616001,13:50:40,24/2/2016,0
51.5042877197,0.0051516003,13:50:40,24/2/2016,0
51.5043067932,0.0051350002,13:50:42,24/2/2016,0
51.5043144226,0.0051150007,13:50:43,24/2/2016,0
51.504322052,0.0050982999,13:50:44,24/2/2016,0
51.5043296813,0.0050850005,13:50:44,24/2/2016,0
51.5043373107,0.0050732998,13:50:46,24/2/2016,0
51.5043449401,0.0050665998,13:50:47,24/2/2016,0
51.5043525695,0.0050533003,13:50:48,24/2/2016,0
51.5043601989,0.0050432996,13:50:48,24/2/2016,0
51.504371643,0.0050349998,13:50:50,24/2/2016,0
51.504371643,0.0050365996,13:50:51,24/2/2016,0
51.504371643,0.0050166006,13:50:52,24/2/2016,0
51.5043792724,0.0050033001,13:50:52,24/2/2016,0
51.5043869018,0.0050066003,13:50:54,24/2/2016,0
51.5044021606,0.0049950003,13:50:55,24/2/2016,0
51.50440979,0.0049865999,13:50:56,24/2/2016,0
51.5044174194,0.0049749999,13:50:56,24/2/2016,0
51.5044288635,0.00496,13:50:58,24/2/2016,0
51.5044364929,0.0049415998,13:50:59,24/2/2016,0
51.5044517517,0.0049232997,13:51:0,24/2/2016,0
51.5044670104,0.0049099998,13:51:0,24/2/2016,0
51.5044746398,0.0048949999,13:51:2,24/2/2016,0
51.5044822692,0.0048800001,13:51:3,24/2/2016,0
51.5045013427,0.0048699998,13:51:4,24/2/2016,0
51.5045089721,0.0048600001,13:51:4,24/2/2016,0
51.5045166015,0.0048466005,13:51:6,24/2/2016,0
51.5045242309,0.0048233003,13:51:7,24/2/2016,0
51.5045318603,0.0048000001,13:51:8,24/2/2016,0
51.5045394897,0.0047765998,13:51:8,24/2/2016,0
51.5045394897,0.0047565999,13:51:10,24/2/2016,0
51.5045509338,0.0047416,13:51:11,24/2/2016,0
51.5045661926,0.0047250003,13:51:12,24/2/2016,0
51.504573822,0.0047082996,13:51:12,24/2/2016,0
51.5045814514,0.0046883001,13:51:14,24/2/2016,0
51.5045890808,0.00467,13:51:15,24/2/2016,0
51.5045890808,0.0046465997,13:51:16,24/2/2016,0
51.5045967102,0.0046266002,13:51:16,24/2/2016,0
51.5046157836,0.0046050004,13:51:18,24/2/2016,0
51.504623413,0.0045832996,13:51:19,24/2/2016,0
51.504623413,0.0045583004,13:51:20,24/2/2016,0
51.5046310424,0.0045315999,13:51:20,24/2/2016,0
51.5046386718,0.0045116004,13:51:22,24/2/2016,0
51.5046539306,0.0045016002,13:51:23,24/2/2016,0
51.5046539306,0.0044983,13:51:24,24/2/2016,0
51.50466156,0.0044766001,13:51:24,24/2/2016,0
51.5046730041,0.0044532999,13:51:26,24/2/2016,0
51.5046806335,0.0044283003,13:51:27,24/2/2016,0
51.5046882629,0.0044116001,13:51:28,24/2/2016,0
51.5046958923,0.0044016003,13:51:28,24/2/2016,0
51.5047035217,0.0043833003,13:51:30,24/2/2016,0
51.5047111511,0.0043716001,13:51:31,24/2/2016,0
51.5047187805,0.0043566002,13:51:32,24/2/2016,0
51.5047264099,0.0043416004,13:51:32,24/2/2016,0
51.504737854,0.0043266,13:51:34,24/2/2016,0
51.5047454833,0.0043083,13:51:35,24/2/2016,0
51.5047531127,0.0042933001,13:51:36,24/2/2016,0
51.5047607421,0.0042649998,13:51:36,24/2/2016,0
51.5047683715,0.0042515997,13:51:38,24/2/2016,0
51.5047760009,0.0042333002,13:51:39,24/2/2016,0
51.5047836303,0.0042183008,13:51:40,24/2/2016,0
51.5047950744,0.0042032999,13:51:40,24/2/2016,0
51.5047950744,0.0041849999,13:51:42,24/2/2016,0
51.5048027038,0.00417,13:51:43,24/2/2016,0
51.5048103332,0.0041550006,13:51:44,24/2/2016,0
51.5048179626,0.0041350002,13:51:44,24/2/2016,0
51.5048179626,0.0041150002,13:51:46,24/2/2016,0
51.504825592,0.0040966005,13:51:47,24/2/2016,0
51.504825592,0.0040766,13:51:48,24/2/2016,0
51.5048332214,0.0040600004,13:51:48,24/2/2016,0
51.5048332214,0.0040399999,13:51:50,24/2/2016,0
51.5048332214,0.0040216002,13:51:51,24/2/2016,0
51.5048332214,0.0040065999,13:51:52,24/2/2016,0
51.5048332214,0.0039883003,13:51:52,24/2/2016,0
51.5048332214,0.0039683003,13:51:54,24/2/2016,0
51.5048332214,0.00395,13:51:55,24/2/2016,0
51.5048332214,0.0039333,13:51:56,24/2/2016,0
51.5048332214,0.0039182996,13:51:56,24/2/2016,0
51.5048332214,0.0038983001,13:51:58,24/2/2016,0
51.5048332214,0.0038816001,13:51:59,24/2/2016,0
51.5048332214,0.0038682999,13:52:0,24/2/2016,0
51.5048332214,0.0038466003,13:52:0,24/2/2016,0
51.5048332214,0.0038300001,13:52:2,24/2/2016,0
51.5048332214,0.0038132999,13:52:3,24/2/2016,0
51.5048408508,0.0037950003,13:52:4,24/2/2016,0
51.5048408508,0.0037766003,13:52:4,24/2/2016,0
51.5048408508,0.0037582998,13:52:6,24/2/2016,0
51.5048408508,0.0037383003,13:52:7,24/2/2016,0
51.5048484802,0.0037183001,13:52:8,24/2/2016,0
51.5048484802,0.0036983001,13:52:8,24/2/2016,0
51.5048484802,0.0036816,13:52:10,24/2/2016,0
51.5048599243,0.0036650002,13:52:11,24/2/2016,0
51.5048599243,0.0036466002,13:52:12,24/2/2016,0
51.5048599243,0.0036283001,13:52:12,24/2/2016,0
51.5048675537,0.0036100001,13:52:14,24/2/2016,0
51.5048675537,0.0035915999,13:52:15,24/2/2016,0
51.5048675537,0.0035715999,13:52:16,24/2/2016,0
51.5048675537,0.0035500001,13:52:16,24/2/2016,0
51.5048751831,0.0035316002,13:52:18,24/2/2016,0
51.5048751831,0.0035133001,13:52:19,24/2/2016,0
51.5048751831,0.0034965996,13:52:20,24/2/2016,0
51.5048751831,0.0034783003,13:52:20,24/2/2016,0
51.5048751831,0.0034600005,13:52:22,24/2/2016,0
51.5048751831,0.00344,13:52:23,24/2/2016,0
51.5048828125,0.0034216001,13:52:24,24/2/2016,0
51.5048828125,0.0034033,13:52:24,24/2/2016,0
51.5048828125,0.0033866002,13:52:26,24/2/2016,0
51.5048828125,0.0033700003,13:52:27,24/2/2016,0
51.5048904418,0.0033533003,13:52:28,24/2/2016,0
51.5048904418,0.0033382999,13:52:28,24/2/2016,0
51.5048828125,0.003325,13:52:30,24/2/2016,0
51.5048828125,0.0033150002,13:52:31,24/2/2016,0
51.5048828125,0.0033033001,13:52:32,24/2/2016,0
51.5048751831,0.0032900002,13:52:32,24/2/2016,0
51.5048751831,0.0032766003,13:52:34,24/2/2016,0
51.5048751831,0.0032632999,13:52:35,24/2/2016,0
51.5048751831,0.0032483,13:52:36,24/2/2016,0
51.5048751831,0.0032316002,13:52:36,24/2/2016,0
51.5048828125,0.0032133002,13:52:38,24/2/2016,0
51.5048751831,0.0031949999,13:52:39,24/2/2016,0
51.5048751831,0.0031749999,13:52:40,24/2/2016,0
51.5048828125,0.0031550002,13:52:40,24/2/2016,0
51.5048828125,0.0031333003,13:52:42,24/2/2016,0
51.5048828125,0.0031150002,13:52:43,24/2/2016,0
51.5048828125,0.0030999999,13:52:44,24/2/2016,0
51.5048828125,0.003085,13:52:44,24/2/2016,0
51.5048828125,0.0030665998,13:52:46,24/2/2016,0
51.5048904418,0.0030433001,13:52:47,24/2/2016,0
51.5048980712,0.0030233001,13:52:48,24/2/2016,0
51.5048980712,0.0030033001,13:52:48,24/2/2016,0
51.5049057006,0.0029833002,13:52:50,24/2/2016,0
51.5049057006,0.0029666004,13:52:51,24/2/2016,0
51.5049057006,0.0029482998,13:52:52,24/2/2016,0
51.5049057006,0.0029300001,13:52:52,24/2/2016,0
51.5049057006,0.0029116001,13:52:54,24/2/2016,0
51.5049057006,0.0028900001,13:52:55,24/2/2016,0
51.5049057006,0.0028716001,13:52:56,24/2/2016,0
51.5049057006,0.0028516001,13:52:56,24/2/2016,0
51.5049057006,0.0028333001,13:52:58,24/2/2016,0
51.5049057006,0.0028132999,13:52:59,24/2/2016,0
51.5049057006,0.002795,13:53:0,24/2/2016,0
51.5049057006,0.0027716002,13:53:0,24/2/2016,0
51.5049057006,0.0027533001,13:53:2,24/2/2016,0
51.5049057006,0.0027333002,13:53:3,24/2/2016,0
51.5048980712,0.0027149999,13:53:4,24/2/2016,0
51.5048980712,0.0026933002,13:53:4,24/2/2016,0
51.5048904418,0.0026733002,13:53:6,24/2/2016,0
51.5048904418,0.0026515998,13:53:7,24/2/2016,0
51.5048828125,0.0026283001,13:53:8,24/2/2016,0
51.5048828125,0.0026100001,13:53:8,24/2/2016,0
51.5048828125,0.0025883002,13:53:10,24/2/2016,0
51.5048828125,0.0025683,13:53:11,24/2/2016,0
51.5048751831,0.0025466001,13:53:12,24/2/2016,0
51.5048751831,0.0025283002,13:53:12,24/2/2016,0
51.5048751831,0.0025099997,13:53:14,24/2/2016,0
51.5048675537,0.0024900002,13:53:15,24/2/2016,0
51.5048675537,0.0024715998,13:53:16,24/2/2016,0
51.5048675537,0.0024533002,13:53:16,24/2/2016,0
51.5048675537,0.0024349999,13:53:18,24/2/2016,0
51.5048599243,0.0024165999,13:53:19,24/2/2016,0
51.5048599243,0.0023983001,13:53:20,24/2/2016,0
51.5048599243,0.0023800001,13:53:20,24/2/2016,0
51.5048599243,0.0023633,13:53:22,24/2/2016,0
51.5048484802,0.0023466002,13:53:23,24/2/2016,0
51.5048484802,0.0023266,13:53:24,24/2/2016,0
51.5048484802,0.0023033001,13:53:24,24/2/2016,0
51.5048408508,0.002285,13:53:26,24/2/2016,0
51.5048408508,0.0022665998,13:53:27,24/2/2016,0
51.5048332214,0.0022466001,13:53:28,24/2/2016,0
51.5048332214,0.0022266001,13:53:28,24/2/2016,0
51.504825592,0.0022116003,13:53:30,24/2/2016,0
51.5048179626,0.0021965999,13:53:31,24/2/2016,0
51.5048179626,0.0021799998,13:53:32,24/2/2016,0
51.5048027038,0.0021633,13:53:32,24/2/2016,0
51.5047950744,0.0021532998,13:53:34,24/2/2016,0
51.5047836303,0.0021400001,13:53:35,24/2/2016,0
51.5047760009,0.0021249997,13:53:36,24/2/2016,1
51.5047683715,0.0021099998,13:53:36,24/2/2016,1
