latitude,longitude,time,date,MQ135 value,MQ135 average,MQ135 peak,MQ2 value, MQ2 average, MQ2 peak, dust
51.4997634887,0.0077315998,14:29:16,18/11/2016,130.00,128.62,139.00,87.00,85.76,104.00,877.00
51.4997558593,0.0077150001,14:29:18,18/11/2016,131.00,130.74,138.00,88.00,88.73,107.00,877.00
51.4997482299,0.0077015995,14:29:19,18/11/2016,131.00,130.50,136.00,91.00,89.58,104.00,877.00
51.4997406005,0.0076750001,14:29:20,18/11/2016,132.00,132.35,141.00,140.00,93.50,161.00,877.00
51.4997329711,0.0076465997,14:29:20,18/11/2016,131.00,132.47,133.00,91.00,91.50,160.00,877.00
51.4997215270,0.0076283001,14:29:22,18/11/2016,132.00,132.18,133.00,95.00,93.56,95.00,877.00
51.4997138977,0.0076050004,14:29:23,18/11/2016,131.00,131.95,133.00,97.00,96.40,97.00,9317.91
51.4997062683,0.0075865993,14:29:24,18/11/2016,131.00,130.97,131.00,100.00,98.98,100.00,9317.91
51.4997062683,0.0075699996,14:29:24,18/11/2016,132.00,131.44,132.00,100.00,99.79,100.00,9317.91
51.4996986389,0.0075515995,14:29:26,18/11/2016,133.00,132.16,133.00,99.00,99.76,101.00,9317.91
51.4996757507,0.0075433006,14:29:27,18/11/2016,133.00,132.79,134.00,101.00,100.39,101.00,9317.91
51.4996566772,0.0075450000,14:29:28,18/11/2016,134.00,133.70,135.00,100.00,100.62,102.00,9317.91
51.4996414184,0.0075400009,14:29:28,18/11/2016,134.00,133.98,134.00,101.00,100.13,101.00,9317.91
51.4996337890,0.0075466008,14:29:30,18/11/2016,134.00,134.25,142.00,988.00,753.25,990.00,9317.91
51.4996185302,0.0075500006,14:29:31,18/11/2016,132.00,133.15,135.00,97.00,631.58,989.00,9317.91
51.4995994567,0.0075566005,14:29:32,18/11/2016,131.00,131.41,138.00,95.00,738.64,990.00,9317.91
51.4995918273,0.0075666003,14:29:32,18/11/2016,131.00,130.90,134.00,96.00,357.92,990.00,9317.91
51.4995765686,0.0075749998,14:29:34,18/11/2016,133.00,131.82,205.00,948.00,336.31,991.00,9317.91
51.4995689392,0.0075850009,14:29:35,18/11/2016,133.00,132.44,134.00,974.00,447.19,990.00,9317.91
51.4995536804,0.0075915999,14:29:36,18/11/2016,131.00,132.38,140.00,152.00,602.06,990.00,9317.91
51.4995346069,0.0076016006,14:29:36,18/11/2016,130.00,130.60,204.00,988.00,446.74,990.00,9317.91
51.4995269775,0.0076099996,14:29:38,18/11/2016,130.00,129.38,130.00,90.00,545.79,990.00,9317.91
51.4995193481,0.0076166005,14:29:39,18/11/2016,127.00,127.90,130.00,88.00,518.12,990.00,9317.91
51.4995117187,0.0076216006,14:29:40,18/11/2016,127.00,126.92,128.00,988.00,458.07,990.00,9317.91
51.4995040893,0.0076265997,14:29:40,18/11/2016,126.00,127.11,135.00,84.00,506.65,990.00,9317.91
51.4994964599,0.0076332998,14:29:42,18/11/2016,127.00,125.89,129.00,86.00,189.51,990.00,9317.91
51.4994888305,0.0076433000,14:29:43,18/11/2016,129.00,127.88,129.00,90.00,88.50,91.00,9317.91
51.4994697570,0.0076533007,14:29:44,18/11/2016,131.00,129.70,131.00,93.00,91.65,129.00,9317.91
51.4994697570,0.0076633005,14:29:44,18/11/2016,131.00,131.04,132.00,95.00,98.19,989.00,9317.91
51.4994621276,0.0076750001,14:29:46,18/11/2016,132.00,132.00,133.00,97.00,95.59,97.00,9317.91
51.4994544982,0.0076866002,14:29:47,18/11/2016,134.00,133.08,134.00,98.00,97.49,99.00,9317.91
51.4994392395,0.0076883006,14:29:48,18/11/2016,133.00,133.07,134.00,100.00,149.97,989.00,9317.91
51.4994316101,0.0076965999,14:29:48,18/11/2016,134.00,133.67,141.00,984.00,328.07,990.00,9317.91
51.4994239807,0.0077066001,14:29:50,18/11/2016,135.00,134.53,178.00,990.00,629.08,990.00,9317.91
51.4994125366,0.0077150001,14:29:51,18/11/2016,134.00,134.19,135.00,102.00,280.25,990.00,9317.91
51.4994049072,0.0077250003,14:29:52,18/11/2016,134.00,134.09,135.00,101.00,170.18,990.00,9317.91
51.4993972778,0.0077333002,14:29:52,18/11/2016,134.00,133.99,134.00,100.00,100.59,101.00,9339.44
51.4993896484,0.0077365999,14:29:54,18/11/2016,133.00,133.07,134.00,100.00,99.98,101.00,9339.44
51.4993820190,0.0077349996,14:29:55,18/11/2016,133.00,132.94,134.00,99.00,99.10,100.00,9339.44
51.4993820190,0.0077365999,14:29:56,18/11/2016,133.00,132.74,138.00,982.00,680.77,990.00,9339.44
51.4993667602,0.0077449998,14:29:56,18/11/2016,131.00,132.22,133.00,98.00,562.59,990.00,9339.44
51.4993553161,0.0077565999,14:29:58,18/11/2016,131.00,131.01,132.00,96.00,107.01,989.00,9339.44
51.4993400573,0.0077716007,14:29:59,18/11/2016,131.00,131.00,132.00,93.00,98.39,990.00,9339.44
51.4993247985,0.0077833003,14:30:0,18/11/2016,131.00,130.58,131.00,92.00,123.65,990.00,9339.44
51.4993095397,0.0077950000,14:30:0,18/11/2016,129.00,129.42,130.00,93.00,92.80,94.00,9339.44
51.4993019104,0.0078050003,14:30:2,18/11/2016,129.00,128.96,129.00,93.00,93.08,94.00,9339.44
51.4992828369,0.0078150005,14:30:3,18/11/2016,129.00,128.49,130.00,964.00,92.41,989.00,9339.44
51.4992675781,0.0078233003,14:30:4,18/11/2016,127.00,127.49,136.00,88.00,499.22,990.00,9339.44
51.4992599487,0.0078300004,14:30:4,18/11/2016,125.00,126.04,129.00,85.00,360.11,990.00,9339.44
51.4992446899,0.0078365993,14:30:6,18/11/2016,125.00,124.81,130.00,87.00,285.58,990.00,9339.44
51.4992332458,0.0078482999,14:30:7,18/11/2016,125.00,125.00,127.00,964.00,269.33,990.00,9339.44
51.4992179870,0.0078650002,14:30:8,18/11/2016,126.00,125.30,142.00,923.00,209.02,993.00,9339.44
51.4992103576,0.0078832998,14:30:8,18/11/2016,126.00,125.98,129.00,92.00,180.72,989.00,9339.44
51.4991950988,0.0079000000,14:30:10,18/11/2016,127.00,126.55,131.00,93.00,154.45,990.00,9339.44
51.4991874694,0.0079150009,14:30:11,18/11/2016,127.00,126.83,127.00,95.00,94.23,95.00,9339.44
51.4991798400,0.0079265999,14:30:12,18/11/2016,127.00,127.03,128.00,96.00,189.79,988.00,9339.44
51.4991683959,0.0079383001,14:30:12,18/11/2016,127.00,127.02,128.00,96.00,95.97,97.00,9339.44
51.4991531372,0.0079516005,14:30:14,18/11/2016,126.00,126.94,127.00,96.00,96.14,97.00,9339.44
51.4991455078,0.0079633002,14:30:15,18/11/2016,125.00,125.88,127.00,96.00,96.02,97.00,9339.44
51.4991378784,0.0079750003,14:30:16,18/11/2016,125.00,125.21,126.00,96.00,96.05,97.00,9339.44
51.4991302490,0.0079866003,14:30:16,18/11/2016,126.00,125.44,126.00,96.00,96.01,97.00,9339.44
51.4991111755,0.0080033006,14:30:18,18/11/2016,126.00,125.77,126.00,95.00,95.67,96.00,9339.44
51.4991111755,0.0080183010,14:30:19,18/11/2016,126.00,125.60,127.00,95.00,95.30,96.00,9339.44
51.4991035461,0.0080333003,14:30:20,18/11/2016,126.00,125.81,126.00,95.00,94.96,96.00,9339.44
51.4990959167,0.0080466003,14:30:20,18/11/2016,126.00,125.55,126.00,94.00,94.48,95.00,9339.44
51.4990882873,0.0080583009,14:30:22,18/11/2016,126.00,125.40,126.00,94.00,93.90,95.00,9339.44
51.4990730285,0.0080700006,14:30:23,18/11/2016,125.00,125.00,126.00,93.00,93.04,94.00,9339.44
51.4990653991,0.0080833005,14:30:24,18/11/2016,125.00,124.94,125.00,92.00,92.97,94.00,11870.66
51.4990463256,0.0080983009,14:30:24,18/11/2016,123.00,123.30,124.00,91.00,90.78,92.00,11870.66
51.4990386962,0.0081149997,14:30:26,18/11/2016,123.00,123.02,124.00,90.00,89.80,91.00,11870.66
51.4990234375,0.0081333007,14:30:27,18/11/2016,123.00,122.99,124.00,89.00,89.34,91.00,11870.66
51.4990005493,0.0081499996,14:30:28,18/11/2016,122.00,122.13,123.00,89.00,88.50,89.00,11870.66
51.4989814758,0.0081666002,14:30:28,18/11/2016,123.00,122.83,124.00,90.00,89.37,90.00,11870.66
51.4989662170,0.0081782999,14:30:30,18/11/2016,123.00,123.01,124.00,90.00,89.96,91.00,11870.66
51.4989509582,0.0081900005,14:30:31,18/11/2016,124.00,123.34,124.00,91.00,90.15,91.00,11870.66
51.4989356994,0.0082033004,14:30:32,18/11/2016,123.00,123.28,124.00,90.00,90.03,91.00,11870.66
51.4989166259,0.0082166004,14:30:32,18/11/2016,123.00,123.21,125.00,90.00,90.06,92.00,11870.66
51.4989089965,0.0082300004,14:30:34,18/11/2016,124.00,123.78,125.00,90.00,89.86,91.00,11870.66
51.4989013671,0.0082433013,14:30:35,18/11/2016,124.00,123.93,125.00,90.00,90.01,91.00,11870.66
51.4988861083,0.0082583007,14:30:36,18/11/2016,124.00,124.00,125.00,90.00,89.96,91.00,11870.66
51.4988784790,0.0082715997,14:30:36,18/11/2016,125.00,124.50,125.00,90.00,89.72,91.00,11870.66
51.4988784790,0.0082849998,14:30:38,18/11/2016,125.00,125.30,128.00,89.00,89.95,91.00,11870.66
51.4988670349,0.0082950000,14:30:39,18/11/2016,122.00,123.42,126.00,89.00,89.24,91.00,11870.66
51.4988594055,0.0083065996,14:30:40,18/11/2016,120.00,120.55,123.00,88.00,87.92,89.00,11870.66
51.4988517761,0.0083150005,14:30:40,18/11/2016,119.00,119.45,121.00,88.00,87.37,89.00,11870.66
51.4988517761,0.0083199996,14:30:42,18/11/2016,117.00,118.03,119.00,88.00,87.51,89.00,11870.66
51.4988517761,0.0083166007,14:30:43,18/11/2016,115.00,115.03,117.00,88.00,87.20,88.00,11870.66
51.4988517761,0.0083150005,14:30:44,18/11/2016,116.00,115.28,117.00,89.00,88.00,89.00,11870.66
51.4988517761,0.0083166007,14:30:44,18/11/2016,116.00,115.62,117.00,89.00,88.66,90.00,11870.66
51.4988517761,0.0083183002,14:30:46,18/11/2016,117.00,116.38,118.00,90.00,89.35,90.00,11870.66
51.4988517761,0.0083183002,14:30:47,18/11/2016,118.00,117.82,118.00,90.00,90.01,91.00,11870.66
51.4988517761,0.0083166007,14:30:48,18/11/2016,117.00,117.18,118.00,91.00,90.21,91.00,11870.66
51.4988517761,0.0083150005,14:30:48,18/11/2016,119.00,117.88,119.00,91.00,90.97,92.00,11870.66
51.4988517761,0.0083150005,14:30:50,18/11/2016,122.00,120.68,122.00,91.00,90.82,92.00,11870.66
51.4988517761,0.0083150005,14:30:51,18/11/2016,125.00,123.25,125.00,90.00,90.07,91.00,11870.66
51.4988517761,0.0083132991,14:30:52,18/11/2016,126.00,125.54,127.00,90.00,90.01,91.00,11870.66
51.4988517761,0.0083132991,14:30:52,18/11/2016,125.00,125.45,126.00,88.00,88.60,90.00,11870.66
51.4988441467,0.0083150005,14:30:54,18/11/2016,124.00,124.92,125.00,87.00,87.06,89.00,14824.70
51.4988441467,0.0083249998,14:30:55,18/11/2016,124.00,124.06,125.00,88.00,88.01,89.00,14824.70
51.4988288879,0.0083333005,14:30:56,18/11/2016,124.00,123.61,125.00,87.00,87.77,89.00,14824.70
51.4988212585,0.0083432998,14:30:56,18/11/2016,124.00,123.98,125.00,87.00,87.12,89.00,14824.70
51.4988136291,0.0083532991,14:30:58,18/11/2016,127.00,125.63,127.00,87.00,87.42,89.00,14824.70
51.4987945556,0.0083633003,14:30:59,18/11/2016,127.00,127.51,128.00,88.00,87.80,89.00,14824.70
51.4987869262,0.0083699998,14:31:0,18/11/2016,129.00,128.20,129.00,88.00,88.26,89.00,14824.70
51.4987716674,0.0083800010,14:31:0,18/11/2016,131.00,129.73,131.00,89.00,88.27,89.00,14824.70
51.4987564086,0.0083900003,14:31:2,18/11/2016,131.00,131.01,132.00,89.00,88.94,90.00,14824.70
51.4987449645,0.0084016017,14:31:3,18/11/2016,133.00,131.99,133.00,89.00,89.01,90.00,14824.70
51.4987373352,0.0084150009,14:31:4,18/11/2016,133.00,132.55,133.00,89.00,89.02,90.00,14824.70
51.4987297058,0.0084300003,14:31:4,18/11/2016,132.00,132.27,133.00,89.00,88.99,90.00,14824.70
51.4987144470,0.0084399995,14:31:6,18/11/2016,132.00,132.03,133.00,88.00,88.54,89.00,14824.70
51.4987068176,0.0084483013,14:31:7,18/11/2016,132.00,132.05,133.00,88.00,88.21,89.00,14824.70
51.4986915588,0.0084600000,14:31:8,18/11/2016,132.00,131.97,133.00,88.00,88.02,89.00,14824.70
51.4986801147,0.0084765996,14:31:8,18/11/2016,131.00,131.66,132.00,88.00,87.97,88.00,14824.70
51.4986648559,0.0084916009,14:31:10,18/11/2016,131.00,131.07,132.00,88.00,87.85,88.00,14824.70
51.4986572265,0.0085065994,14:31:11,18/11/2016,131.00,131.03,132.00,87.00,87.70,89.00,14824.70
51.4986495971,0.0085200004,14:31:12,18/11/2016,131.00,130.99,132.00,87.00,87.03,88.00,14824.70
51.4986343383,0.0085315999,14:31:12,18/11/2016,131.00,130.98,131.00,87.00,87.03,88.00,14824.70
51.4986228942,0.0085433006,14:31:14,18/11/2016,130.00,130.59,132.00,87.00,87.01,88.00,14824.70
51.4986152648,0.0085550003,14:31:15,18/11/2016,130.00,130.04,131.00,87.00,86.95,88.00,14824.70
51.4986000061,0.0085665998,14:31:16,18/11/2016,130.00,129.92,130.00,87.00,86.58,87.00,14824.70
51.4985923767,0.0085799999,14:31:16,18/11/2016,130.00,129.75,131.00,86.00,86.37,87.00,14824.70
51.4985847473,0.0085916004,14:31:18,18/11/2016,128.00,128.98,130.00,86.00,86.07,87.00,14824.70
51.4985771179,0.0086066007,14:31:19,18/11/2016,127.00,127.79,129.00,85.00,85.65,87.00,14824.70
51.4985694885,0.0086199998,14:31:20,18/11/2016,128.00,127.62,128.00,86.00,85.56,86.00,14824.70
51.4985580444,0.0086350002,14:31:20,18/11/2016,128.00,127.05,128.00,85.00,85.36,86.00,14824.70
51.4985504150,0.0086515998,14:31:22,18/11/2016,127.00,127.28,128.00,86.00,85.47,86.00,14824.70
51.4985427856,0.0086649999,14:31:23,18/11/2016,126.00,126.92,128.00,85.00,85.15,86.00,14824.70
51.4985351562,0.0086783008,14:31:24,18/11/2016,124.00,124.95,126.00,84.00,83.45,85.00,14824.70
51.4985198974,0.0086933012,14:31:24,18/11/2016,123.00,123.87,124.00,83.00,83.83,84.00,12835.32
51.4985008239,0.0087100000,14:31:26,18/11/2016,123.00,123.63,124.00,84.00,84.00,85.00,12835.32
51.4984931945,0.0087265996,14:31:27,18/11/2016,125.00,123.83,125.00,84.00,84.09,85.00,12835.32
51.4984855651,0.0087433004,14:31:28,18/11/2016,125.00,124.96,126.00,85.00,84.59,86.00,12835.32
51.4984779357,0.0087632999,14:31:28,18/11/2016,126.00,125.80,126.00,85.00,85.00,86.00,12835.32
51.4984703063,0.0087765998,14:31:30,18/11/2016,126.00,126.00,127.00,85.00,85.00,86.00,12835.32
51.4984703063,0.0087850008,14:31:31,18/11/2016,126.00,126.35,127.00,85.00,85.00,86.00,12835.32
51.4984626770,0.0087916002,14:31:32,18/11/2016,126.00,126.38,127.00,85.00,85.00,86.00,12835.32
51.4984550476,0.0088050003,14:31:32,18/11/2016,126.00,126.46,127.00,85.00,84.97,85.00,12835.32
51.4984283447,0.0088250007,14:31:34,18/11/2016,126.00,126.22,127.00,83.00,84.14,86.00,12835.32
51.4984207153,0.0088382997,14:31:35,18/11/2016,124.00,125.12,127.00,82.00,83.66,163.00,12835.32
51.4984130859,0.0088500003,14:31:36,18/11/2016,124.00,123.89,124.00,83.00,82.26,83.00,12835.32
51.4984054565,0.0088516006,14:31:36,18/11/2016,124.00,124.00,125.00,83.00,82.98,84.00,12835.32
51.4984054565,0.0088500003,14:31:38,18/11/2016,125.00,124.17,125.00,84.00,83.29,84.00,12835.32
51.4984054565,0.0088500003,14:31:39,18/11/2016,125.00,124.96,126.00,84.00,83.97,84.00,12835.32
51.4984054565,0.0088550004,14:31:40,18/11/2016,125.00,125.12,126.00,984.00,275.46,990.00,12835.32
51.4984054565,0.0088600006,14:31:40,18/11/2016,125.00,125.04,126.00,84.00,167.00,990.00,12835.32
51.4984054565,0.0088616008,14:31:42,18/11/2016,125.00,125.01,126.00,84.00,84.03,85.00,12835.32
51.4983978271,0.0088649997,14:31:43,18/11/2016,125.00,125.47,126.00,85.00,84.39,85.00,12835.32
51.4983978271,0.0088666000,14:31:44,18/11/2016,124.00,124.55,126.00,84.00,89.16,989.00,12835.32
51.4983978271,0.0088666000,14:31:44,18/11/2016,123.00,123.55,124.00,81.00,82.88,85.00,12835.32
51.4983978271,0.0088666000,14:31:46,18/11/2016,123.00,123.00,124.00,81.00,80.98,82.00,12835.32
51.4983978271,0.0088683004,14:31:47,18/11/2016,122.00,122.37,124.00,80.00,118.55,990.00,12835.32
51.4983901977,0.0088750000,14:31:48,18/11/2016,122.00,122.43,125.00,79.00,447.40,990.00,12835.32
51.4983711242,0.0088815994,14:31:48,18/11/2016,123.00,122.88,124.00,80.00,239.36,1002.00,12835.32
51.4983634948,0.0088883008,14:31:50,18/11/2016,124.00,123.78,129.00,82.00,711.77,990.00,12835.32
51.4983558654,0.0088933000,14:31:51,18/11/2016,124.00,123.87,127.00,987.00,409.18,990.00,12835.32
51.4983406066,0.0089015998,14:31:52,18/11/2016,124.00,123.88,126.00,988.00,481.39,990.00,12835.32
51.4983329772,0.0089099998,14:31:52,18/11/2016,124.00,124.15,125.00,989.00,256.98,990.00,12835.32
51.4983139038,0.0089166011,14:31:54,18/11/2016,123.00,123.30,133.00,84.00,161.93,990.00,12835.32
51.4983062744,0.0089300003,14:31:55,18/11/2016,123.00,122.97,127.00,84.00,258.33,990.00,12835.32
51.4982986450,0.0089433012,14:31:56,18/11/2016,123.00,123.00,123.00,84.00,84.00,84.00,11570.80
51.4982833862,0.0089550008,14:31:56,18/11/2016,124.00,124.27,126.00,83.00,288.10,990.00,11570.80
51.4982681274,0.0089550008,14:31:58,18/11/2016,124.00,124.17,125.00,82.00,420.94,990.00,11570.80
51.4982566833,0.0089600000,14:31:59,18/11/2016,124.00,123.72,125.00,90.00,751.18,991.00,11570.80
51.4982414245,0.0089582996,14:32:0,18/11/2016,124.00,124.00,126.00,83.00,407.80,991.00,11570.80
51.4982261657,0.0089616003,14:32:0,18/11/2016,125.00,124.67,126.00,986.00,174.11,990.00,11570.80
51.4982109069,0.0089665994,14:32:2,18/11/2016,124.00,124.17,126.00,85.00,260.04,991.00,11570.80
51.4981918334,0.0089700012,14:32:3,18/11/2016,124.00,123.75,138.00,86.00,587.16,991.00,11570.80
51.4981765747,0.0089733009,14:32:4,18/11/2016,123.00,122.69,125.00,86.00,95.01,990.00,11570.80
51.4981689453,0.0089799995,14:32:4,18/11/2016,124.00,123.69,125.00,87.00,86.71,87.00,11570.80
51.4981613159,0.0089849996,14:32:6,18/11/2016,126.00,125.45,127.00,88.00,87.46,89.00,11570.80
51.4981536865,0.0089832992,14:32:7,18/11/2016,127.00,126.36,128.00,990.00,339.02,991.00,11570.80
51.4981460571,0.0089849996,14:32:8,18/11/2016,125.00,126.32,128.00,88.00,361.06,1003.00,11570.80
51.4981460571,0.0089832992,14:32:8,18/11/2016,121.00,123.18,126.00,85.00,247.66,991.00,11570.80
51.4981346130,0.0089883003,14:32:10,18/11/2016,119.00,119.53,121.00,84.00,84.43,86.00,11570.80
51.4981346130,0.0089916000,14:32:11,18/11/2016,120.00,119.81,121.00,85.00,84.38,85.00,11570.80
51.4981269836,0.0089949998,14:32:12,18/11/2016,118.00,118.45,120.00,82.00,83.31,85.00,11570.80
51.4981269836,0.0090000000,14:32:12,18/11/2016,119.00,117.21,161.00,989.00,220.79,991.00,11570.80
51.4981193542,0.0090049991,14:32:14,18/11/2016,120.00,119.20,120.00,988.00,870.12,991.00,11570.80
51.4981117248,0.0090116004,14:32:15,18/11/2016,123.00,120.60,123.00,618.00,187.01,991.00,11570.80
51.4980964660,0.0090200004,14:32:16,18/11/2016,123.00,123.02,124.00,85.00,512.90,990.00,11570.80
51.4980888366,0.0090250005,14:32:16,18/11/2016,123.00,123.07,130.00,85.00,143.44,990.00,11570.80
51.4980697631,0.0090299997,14:32:18,18/11/2016,125.00,123.69,130.00,86.00,214.56,991.00,11570.80
51.4980621337,0.0090433006,14:32:19,18/11/2016,126.00,125.24,127.00,88.00,119.78,990.00,11570.80
51.4980468750,0.0090565986,14:32:20,18/11/2016,127.00,127.00,168.00,89.00,500.46,991.00,11570.80
51.4980392456,0.0090682992,14:32:20,18/11/2016,128.00,127.79,128.00,89.00,89.07,90.00,11570.80
51.4980316162,0.0090783004,14:32:22,18/11/2016,128.00,128.29,134.00,89.00,423.17,991.00,11570.80
51.4980125427,0.0090932998,14:32:23,18/11/2016,129.00,128.35,130.00,90.00,177.19,990.00,11570.80
51.4980049133,0.0091065998,14:32:24,18/11/2016,129.00,129.12,157.00,89.00,465.59,991.00,11570.80
51.4979972839,0.0091183004,14:32:24,18/11/2016,128.00,128.25,129.00,88.00,89.51,91.00,11570.80
51.4979820251,0.0091283016,14:32:26,18/11/2016,128.00,127.98,128.00,89.00,88.51,89.00,7972.52
51.4979743957,0.0091483001,14:32:28,18/11/2016,129.00,128.98,130.00,90.00,89.08,90.00,7972.52
51.4979743957,0.0091516008,14:32:28,18/11/2016,129.00,129.06,130.00,89.00,89.32,90.00,7972.52
51.4979667663,0.0091583003,14:32:30,18/11/2016,129.00,129.67,130.00,88.00,89.23,90.00,7972.52
51.4979667663,0.0091665992,14:32:31,18/11/2016,129.00,129.09,132.00,87.00,403.65,991.00,7972.52
51.4979591369,0.0091765995,14:32:32,18/11/2016,128.00,128.14,156.00,88.00,103.90,991.00,7972.52
51.4979476928,0.0091982994,14:32:32,18/11/2016,127.00,127.14,129.00,87.00,103.93,990.00,7972.52
51.4979400634,0.0092116003,14:32:34,18/11/2016,127.00,126.82,128.00,988.00,125.74,990.00,7972.52
51.4979324340,0.0092249994,14:32:35,18/11/2016,126.00,126.23,129.00,85.00,101.96,990.00,7972.52
51.4979324340,0.0092350006,14:32:36,18/11/2016,125.00,125.08,126.00,82.00,116.43,990.00,7972.52
51.4979171752,0.0092466011,14:32:36,18/11/2016,124.00,124.75,126.00,79.00,184.29,990.00,7972.52
51.4979171752,0.0092566003,14:32:38,18/11/2016,124.00,124.20,127.00,78.00,250.82,990.00,7972.52
51.4979019165,0.0092783002,14:32:39,18/11/2016,125.00,124.38,129.00,963.00,466.63,990.00,7972.52
51.4978904724,0.0093033008,14:32:40,18/11/2016,126.00,124.67,132.00,986.00,195.61,990.00,7972.52
51.4978904724,0.0093315992,14:32:40,18/11/2016,126.00,125.19,137.00,86.00,140.32,990.00,7972.52
51.4978828430,0.0093565998,14:32:42,18/11/2016,126.00,126.18,190.00,87.00,234.40,990.00,7972.52
51.4978752136,0.0093816003,14:32:43,18/11/2016,126.00,126.06,127.00,88.00,126.34,989.00,7972.52
51.4978675842,0.0094065999,14:32:44,18/11/2016,126.00,126.12,132.00,89.00,214.77,992.00,7972.52
51.4978599548,0.0094250001,14:32:44,18/11/2016,126.00,126.09,127.00,89.00,166.99,990.00,7972.52
51.4978523254,0.0094465999,14:32:46,18/11/2016,127.00,126.32,127.00,90.00,108.72,990.00,7972.52
51.4978446960,0.0094666004,14:32:47,18/11/2016,127.00,126.94,190.00,90.00,200.66,990.00,7972.52
51.4978370666,0.0094916009,14:32:48,18/11/2016,127.00,126.95,128.00,89.00,100.03,990.00,7972.52
51.4978256225,0.0095150003,14:32:48,18/11/2016,126.00,126.26,127.00,88.00,89.81,990.00,7972.52
51.4978179931,0.0095316009,14:32:50,18/11/2016,126.00,126.20,127.00,84.00,86.36,87.00,7972.52
51.4978179931,0.0095516004,14:32:51,18/11/2016,126.00,126.08,127.00,81.00,82.76,85.00,7972.52
51.4978103637,0.0095683002,14:32:52,18/11/2016,125.00,125.88,128.00,80.00,333.50,990.00,7972.52
51.4978027343,0.0095800008,14:32:52,18/11/2016,125.00,125.67,127.00,82.00,726.05,990.00,7972.52
51.4978027343,0.0095766010,14:32:54,18/11/2016,127.00,126.22,127.00,988.00,971.20,990.00,7972.52
51.4978027343,0.0095715999,14:32:55,18/11/2016,127.00,126.99,127.00,944.00,941.44,986.00,7972.52
51.4978027343,0.0095715999,14:32:56,18/11/2016,127.00,127.04,128.00,984.00,953.60,984.00,7972.52
51.4978103637,0.0095700016,14:32:56,18/11/2016,127.00,127.12,128.00,89.00,312.91,988.00,8146.09
51.4978103637,0.0095633001,14:32:58,18/11/2016,128.00,128.00,128.00,91.00,90.68,92.00,8146.09
51.4978179931,0.0095583009,14:32:59,18/11/2016,128.00,127.99,128.00,91.00,91.03,92.00,8146.09
51.4978179931,0.0095566005,14:33:0,18/11/2016,128.00,127.90,128.00,91.00,91.03,92.00,8146.09
51.4978179931,0.0095566005,14:33:0,18/11/2016,128.00,128.12,132.00,988.00,264.49,990.00,8146.09
51.4978179931,0.0095583009,14:33:2,18/11/2016,125.00,126.33,128.00,965.00,91.11,990.00,8146.09
51.4978179931,0.0095650005,14:33:3,18/11/2016,122.00,123.07,125.00,970.00,86.12,990.00,8146.09
51.4978103637,0.0095732994,14:33:4,18/11/2016,117.00,119.75,123.00,74.00,204.50,990.00,8146.09
51.4978027343,0.0095833005,14:33:4,18/11/2016,116.00,116.70,118.00,985.00,357.19,990.00,8146.09
51.4977874755,0.0095916004,14:33:6,18/11/2016,115.00,115.15,119.00,71.00,433.13,991.00,8146.09
51.4977798461,0.0096000003,14:33:7,18/11/2016,115.00,115.72,117.00,71.00,359.90,990.00,8146.09
51.4977684020,0.0096133003,14:33:8,18/11/2016,115.00,114.57,116.00,990.00,269.15,990.00,8146.09
51.4977531433,0.0096233005,14:33:8,18/11/2016,117.00,115.97,120.00,72.00,219.57,990.00,8146.09
51.4977455139,0.0096366004,14:33:10,18/11/2016,120.00,118.55,120.00,75.00,160.94,990.00,8146.09
51.4977378845,0.0096483001,14:33:11,18/11/2016,122.00,120.82,122.00,79.00,114.63,989.00,8146.09
51.4977302551,0.0096666011,14:33:12,18/11/2016,124.00,122.88,124.00,83.00,81.23,83.00,8146.09
51.4977226257,0.0096766004,14:33:12,18/11/2016,126.00,124.63,126.00,86.00,84.85,87.00,8146.09
51.4977226257,0.0096833000,14:33:14,18/11/2016,127.00,126.04,127.00,89.00,87.58,89.00,8146.09
51.4977149963,0.0096883001,14:33:15,18/11/2016,128.00,126.95,128.00,990.00,89.14,990.00,8146.09
51.4977226257,0.0096900005,14:33:16,18/11/2016,128.00,127.97,128.00,91.00,90.56,91.00,8146.09
51.4977149963,0.0096915998,14:33:16,18/11/2016,127.00,127.60,132.00,91.00,523.96,990.00,8146.09
51.4977149963,0.0096915998,14:33:18,18/11/2016,128.00,127.38,129.00,92.00,358.08,990.00,8146.09
51.4977035522,0.0096933002,14:33:19,18/11/2016,128.00,127.94,129.00,92.00,428.42,990.00,8146.09
51.4976959228,0.0096983013,14:33:20,18/11/2016,128.00,127.81,129.00,93.00,92.91,94.00,8146.09
51.4976882934,0.0097066011,14:33:20,18/11/2016,128.00,128.00,129.00,109.00,93.03,109.00,8146.09
51.4976806640,0.0097166004,14:33:22,18/11/2016,128.00,128.33,131.00,93.00,385.14,990.00,8146.09
51.4976654052,0.0097299995,14:33:23,18/11/2016,128.00,128.16,145.00,93.00,259.12,992.00,8146.09
51.4976577758,0.0097466001,14:33:24,18/11/2016,128.00,127.98,129.00,985.00,103.28,989.00,8146.09
51.4976387023,0.0097582998,14:33:24,18/11/2016,127.00,127.09,128.00,93.00,131.52,990.00,8146.09
51.4976310729,0.0097616014,14:33:26,18/11/2016,127.00,127.00,129.00,92.00,94.03,989.00,8146.09
