
$GPRMC,120939.000,A,5130.0877,N,00000.2735,E,0.93,53.44,290716,,,A*55,51.5014648437,0.0045583004,12:9:39,29/7/2016,14,21,35.44,260,25.20,504.50,0,0
$GPRMC,120940.000,A,5130.0875,N,00000.2737,E,0.29,32.68,290716,,,A*53,51.5014572143,0.0045616002,12:9:40,29/7/2016,6,26,38.07,335,25.68,511.60,0,0
$GPRMC,120941.000,A,5130.0873,N,00000.2739,E,0.61,131.07,290716,,,A*6D,51.5014572143,0.0045650000,12:9:41,29/7/2016,15,18,32.84,344,24.71,513.95,0,0
$GPRMC,120942.000,A,5130.0878,N,00000.2740,E,0.50,67.26,290716,,,A*58,51.5014648437,0.0045666003,12:9:42,29/7/2016,15,25,38.91,377,25.20,514.51,0,0
$GPRMC,120943.000,A,5130.0882,N,00000.2741,E,0.65,49.06,290716,,,A*55,51.5014724731,0.0045683002,12:9:43,29/7/2016,16,46,35.52,341,25.20,510.85,0,0
$GPRMC,120944.000,A,5130.0888,N,00000.2744,E,0.68,63.26,290716,,,A*5A,51.5014801025,0.0045733003,12:9:44,29/7/2016,16,35,37.26,355,25.20,510.71,0,0
$GPRMC,120945.000,A,5130.0894,N,00000.2749,E,0.71,81.17,290716,,,A*5D,51.5014877319,0.0045816001,12:9:45,29/7/2016,16,24,31.61,356,24.71,515.05,0,0
$GPRMC,120946.000,A,5130.0895,N,00000.2753,E,1.38,116.94,290716,,,A*6C,51.5014877319,0.0045882997,12:9:46,29/7/2016,16,31,46.37,355,24.71,513.02,0,0
$GPRMC,120947.000,A,5130.0896,N,00000.2755,E,2.08,136.80,290716,,,A*6F,51.5014991760,0.0045915994,12:9:47,29/7/2016,16,33,36.82,343,24.71,510.95,0,0
$GPRMC,120948.000,A,5130.0904,N,00000.2759,E,0.76,124.50,290716,,,A*63,51.5015068054,0.0045982999,12:9:48,29/7/2016,14,35,30.15,340,25.20,511.24,0,0
$GPRMC,120949.000,A,5130.0917,N,00000.2763,E,0.44,45.16,290716,,,A*5C,51.5015296936,0.0046050004,12:9:49,29/7/2016,15,12,17.15,333,24.22,513.33,0,0
$GPRMC,120950.000,A,5130.0926,N,00000.2762,E,0.89,88.43,290716,,,A*57,51.5015449523,0.0046032996,12:9:50,29/7/2016,15,4,11.87,261,23.73,509.95,0,0
$GPRMC,120951.000,A,5130.0934,N,00000.2766,E,1.55,99.45,290716,,,A*57,51.5015525817,0.0046100001,12:9:51,29/7/2016,14,2,8.15,239,23.73,509.47,0,0
$GPRMC,120952.000,A,5130.0948,N,00000.2770,E,1.52,60.37,290716,,,A*5C,51.5015792846,0.0046166000,12:9:52,29/7/2016,12,7,9.91,239,24.22,509.61,0,0
