latitude,longitude,time,date,light 0-1024,sound value 0-1024,sound average,sound peak,temperature C
51.5001564025,-0.0021233,14:3:48,24/2/2016,19,0,0.91,13,6.15
51.5001449584,-0.002115,14:3:48,24/2/2016,19,0,0,1,6.15
51.5001373291,-0.0021115999,14:3:50,24/2/2016,18,2,0.3,7,6.15
51.5001296997,-0.0021082999,14:3:51,24/2/2016,20,0,0.24,5,6.15
51.5001220703,-0.0021065998,14:3:52,24/2/2016,21,0,0.67,13,6.15
51.5001068115,-0.0021050002,14:3:52,24/2/2016,16,0,0.7,10,6.15
51.5000991821,-0.0021082999,14:3:54,24/2/2016,18,0,0.25,7,5.66
51.5000801086,-0.0021099998,14:3:55,24/2/2016,18,4,0.34,8,6.15
51.5000724792,-0.0021115999,14:3:56,24/2/2016,19,0,0.04,6,5.66
51.5000648498,-0.0021082999,14:3:56,24/2/2016,20,0,0.08,4,6.15
51.500049591,-0.0021082999,14:3:58,24/2/2016,17,0,0.07,8,6.15
51.5000343322,-0.0021115999,14:3:59,24/2/2016,17,0,0.02,2,5.66
51.5000152587,-0.0021166002,14:4:0,24/2/2016,17,0,0,1,6.15
51.5000076293,-0.0021166002,14:4:0,24/2/2016,20,0,0,1,6.15
51.5,-0.002115,14:4:2,24/2/2016,19,0,0.05,3,6.15
51.4999847412,-0.0021166002,14:4:3,24/2/2016,17,0,0,1,5.66
51.4999771118,-0.0021166002,14:4:4,24/2/2016,19,0,0,1,5.66
51.4999580383,-0.002115,14:4:4,24/2/2016,19,0,0.37,10,5.66
51.4999504089,-0.0021115999,14:4:6,24/2/2016,20,0,0.04,2,6.15
51.4999504089,-0.0021115999,14:4:7,24/2/2016,20,0,0,1,5.66
51.4999351501,-0.0021166002,14:4:8,24/2/2016,20,0,0.02,2,5.66
51.4999275207,-0.0021216001,14:4:8,24/2/2016,23,0,0,0,5.66
51.4999198913,-0.0021216001,14:4:10,24/2/2016,24,0,0,0,5.66
51.4999008178,-0.0021249997,14:4:11,24/2/2016,19,0,0,1,5.66
51.4998931884,-0.0021266002,14:4:12,24/2/2016,18,0,0.02,2,5.66
51.4998779296,-0.0021216001,14:4:12,24/2/2016,17,0,0.03,2,5.66
51.4998703002,-0.0021200001,14:4:14,24/2/2016,17,0,0.05,2,5.66
51.4998626708,-0.0021183001,14:4:15,24/2/2016,17,0,0.87,9,5.66
51.4998435974,-0.0021200001,14:4:16,24/2/2016,17,0,0.09,3,5.66
51.499835968,-0.0021233,14:4:16,24/2/2016,17,0,0,1,5.66
51.4998207092,-0.0021249997,14:4:18,24/2/2016,18,0,0.01,2,5.66
51.4998130798,-0.0021216001,14:4:19,24/2/2016,19,0,4.23,21,5.66
51.4998054504,-0.0021200001,14:4:20,24/2/2016,17,0,0.03,2,5.66
51.4997901916,-0.002115,14:4:20,24/2/2016,19,0,0.02,3,5.66
51.4997787475,-0.002115,14:4:22,24/2/2016,20,0,0.36,9,5.66
51.4997634887,-0.0021082999,14:4:23,24/2/2016,19,0,0.05,4,5.66
51.4997482299,-0.0021050002,14:4:24,24/2/2016,18,0,0.06,3,5.66
51.4997406005,-0.0020999999,14:4:24,24/2/2016,17,0,0.14,5,5.66
51.499721527,-0.0020966,14:4:26,24/2/2016,19,0,0.03,4,5.66
51.4997138977,-0.0020933001,14:4:27,24/2/2016,73,0,0.02,3,5.66
51.4996986389,-0.0020883002,14:4:28,24/2/2016,61,0,0.01,2,5.66
51.4996910095,-0.0020815999,14:4:28,24/2/2016,71,0,0.04,3,5.66
51.4996833801,-0.0020766,14:4:30,24/2/2016,58,19,0.99,22,5.66
51.4996757507,-0.0020715999,14:4:31,24/2/2016,19,2,2.47,18,5.66
51.4996681213,-0.0020699999,14:4:32,24/2/2016,19,0,0.53,13,5.66
51.4996490478,-0.0020616002,14:4:32,24/2/2016,19,0,0.49,7,5.66
51.4996414184,-0.0020566,14:4:34,24/2/2016,17,0,0.08,4,5.66
51.499633789,-0.0020515999,14:4:35,24/2/2016,18,4,1.2,9,5.66
51.4996261596,-0.002045,14:4:36,24/2/2016,20,7,1.9,13,5.66
51.4996109008,-0.0020366001,14:4:36,24/2/2016,20,9,4.71,59,5.66
51.4995918273,-0.0020366001,14:4:38,24/2/2016,19,7,8.59,43,5.66
51.4995841979,-0.0020316002,14:4:39,24/2/2016,19,0,3.94,19,5.66
51.4995765686,-0.0020316002,14:4:40,24/2/2016,18,0,1.11,12,5.66
51.4995689392,-0.0020316002,14:4:40,24/2/2016,17,0,0.13,3,5.66
51.4995536804,-0.0020283002,14:4:42,24/2/2016,18,0,0.01,2,5.66
51.499546051,-0.0020283002,14:4:43,24/2/2016,20,0,0.03,3,5.66
51.4995346069,-0.0020283002,14:4:44,24/2/2016,18,0,0.12,4,5.66
51.4995193481,-0.002025,14:4:44,24/2/2016,18,1,0.04,3,5.66
51.4995117187,-0.0020116,14:4:46,24/2/2016,17,0,0.06,4,5.66
51.4995040893,-0.0020066001,14:4:47,24/2/2016,17,0,0.13,5,5.66
51.4994888305,-0.0020050001,14:4:48,24/2/2016,18,0,0.01,1,5.66
51.499469757,-0.0020032999,14:4:48,24/2/2016,18,0,0.69,11,5.66
51.4994621276,-0.0020016,14:4:50,24/2/2016,19,0,0.01,1,5.66
51.4994468688,-0.0019966,14:4:51,24/2/2016,16,0,0.03,2,5.66
51.4994392395,-0.0019966,14:4:52,24/2/2016,16,3,2.83,21,5.66
51.4994239807,-0.0020000002,14:4:52,24/2/2016,17,0,0.29,8,5.66
51.4994049072,-0.0020032999,14:4:54,24/2/2016,18,0,0.07,4,5.66
51.4993896484,-0.0020016,14:4:55,24/2/2016,17,2,0.72,10,5.66
51.4993743896,-0.0020083,14:4:56,24/2/2016,17,0,3.37,27,5.66
51.4993553161,-0.0020050001,14:4:56,24/2/2016,15,0,2.16,30,5.66
51.4993476867,-0.0020066001,14:4:58,24/2/2016,15,2,0.49,9,5.66
51.4993324279,-0.0020066001,14:4:59,24/2/2016,18,0,0.07,2,5.66
51.4993247985,-0.0020066001,14:5:0,24/2/2016,19,0,0.02,2,5.66
51.4993095397,-0.0020016,14:5:0,24/2/2016,19,0,1,24,5.66
51.4993019104,-0.0019983,14:5:2,24/2/2016,17,12,5,39,5.66
51.4992904663,-0.0019932999,14:5:3,24/2/2016,16,0,0.11,10,5.66
51.4992752075,-0.0019915999,14:5:4,24/2/2016,19,0,0.07,3,5.66
51.4992599487,-0.0019899999,14:5:4,24/2/2016,19,0,0.02,3,5.66
51.4992446899,-0.0019850001,14:5:6,24/2/2016,18,0,0.01,1,5.66
51.4992332458,-0.0019766001,14:5:7,24/2/2016,18,0,0.03,3,5.66
51.499217987,-0.0019716001,14:5:8,24/2/2016,19,1,2.75,19,5.66
51.4992103576,-0.0019616001,14:5:8,24/2/2016,19,0,0.36,5,5.66
51.4991950988,-0.0019565999,14:5:10,24/2/2016,19,0,0.15,4,5.66
51.4991874694,-0.0019549999,14:5:11,24/2/2016,19,0,0.15,6,5.66
51.4991683959,-0.0019549999,14:5:12,24/2/2016,17,0,0.12,5,5.66
51.4991607666,-0.0019565999,14:5:12,24/2/2016,18,0,0.06,6,5.18
51.4991531372,-0.0019583001,14:5:14,24/2/2016,15,0,0.41,7,5.18
51.4991378784,-0.0019549999,14:5:15,24/2/2016,16,0,0.11,3,5.18
51.499130249,-0.00195,14:5:16,24/2/2016,17,0,0.88,15,5.18
51.4991111755,-0.0019449998,14:5:16,24/2/2016,18,0,0.05,5,5.18
51.4991035461,-0.00194,14:5:18,24/2/2016,18,0,0.01,1,5.18
51.4990959167,-0.0019333002,14:5:19,24/2/2016,19,0,0.01,2,5.18
51.4990806579,-0.0019300001,14:5:20,24/2/2016,20,0,0,0,5.18
51.4990730285,-0.0019233001,14:5:20,24/2/2016,18,0,0.08,4,5.18
51.4990577697,-0.0019183002,14:5:22,24/2/2016,18,0,0.02,2,4.2
51.4990386962,-0.0019133,14:5:23,24/2/2016,17,0,0.02,2,5.18
51.4990310668,-0.0019083,14:5:24,24/2/2016,16,0,0.18,6,5.18
51.4990158081,-0.0019065999,14:5:24,24/2/2016,17,9,2.25,39,5.18
51.4990005493,-0.0019,14:5:26,24/2/2016,17,0,2,14,5.18
51.4989814758,-0.0018883001,14:5:27,24/2/2016,16,0,2.2,30,5.18
51.4989738464,-0.0018733,14:5:28,24/2/2016,17,2,0.88,21,5.18
51.4989585876,-0.0018583,14:5:28,24/2/2016,17,0,0.79,13,5.18
51.4989509582,-0.00185,14:5:30,24/2/2016,17,0,5.34,32,5.18
51.4989433288,-0.0018416002,14:5:31,24/2/2016,20,0,2.43,23,5.18
51.4989356994,-0.0018265999,14:5:32,24/2/2016,17,1,3.95,47,4.69
51.4989356994,-0.0018083002,14:5:32,24/2/2016,17,0,3.59,26,5.18
51.4989242553,-0.0017966001,14:5:34,24/2/2016,18,0,0,0,4.69
51.4989166259,-0.0017833,14:5:35,24/2/2016,23,0,1.63,15,5.18
51.4989166259,-0.0017683,14:5:36,24/2/2016,25,0,0.13,7,5.18
51.4989166259,-0.00175,14:5:36,24/2/2016,27,0,0.06,4,5.18
51.4989089965,-0.0017350001,14:5:38,24/2/2016,17,4,6.63,33,5.18
51.4989089965,-0.0017166001,14:5:39,24/2/2016,16,0,4.69,30,5.18
51.4989013671,-0.0017032999,14:5:40,24/2/2016,17,0,0.06,3,5.18
51.4989013671,-0.0016866002,14:5:40,24/2/2016,17,0,0.02,2,5.18
51.4989013671,-0.0016699999,14:5:42,24/2/2016,17,0,3.4,39,5.18
51.4988937377,-0.0016500001,14:5:43,24/2/2016,17,2,1.27,14,5.18
51.4988937377,-0.00163,14:5:44,24/2/2016,17,0,0.58,11,5.18
51.4988861083,-0.0016100001,14:5:44,24/2/2016,16,0,0.42,14,5.18
51.498878479,-0.0015900001,14:5:46,24/2/2016,17,0,1.72,14,5.18
51.4988670349,-0.0015715999,14:5:47,24/2/2016,16,0,3.2,29,5.18
51.4988594055,-0.0015499999,14:5:48,24/2/2016,16,0,0.39,6,5.18
51.4988441467,-0.0015332999,14:5:48,24/2/2016,16,0,0.01,2,5.18
51.4988365173,-0.0015116,14:5:50,24/2/2016,17,0,0.3,8,5.18
51.4988288879,-0.0014916001,14:5:51,24/2/2016,17,0,0.86,11,5.18
51.4988212585,-0.0014816,14:5:52,24/2/2016,16,0,0.22,14,5.18
51.498802185,-0.0014632999,14:5:52,24/2/2016,18,0,0.15,10,5.18
51.4987945556,-0.0014465999,14:5:54,24/2/2016,16,0,0.16,14,5.18
51.4987792968,-0.0014249999,14:5:55,24/2/2016,15,0,0.73,16,5.18
51.498764038,-0.0014116001,14:5:56,24/2/2016,19,0,2.69,18,5.18
51.4987564086,-0.0014015998,14:5:56,24/2/2016,21,0,0.36,9,5.18
51.4987373352,-0.0013966,14:5:58,24/2/2016,17,0,3.15,25,5.18
51.4987297058,-0.0013883,14:5:59,24/2/2016,16,11,0.86,19,5.18
51.498714447,-0.0013849999,14:6:0,24/2/2016,16,25,5.77,48,5.18
51.4987068176,-0.0013766001,14:6:0,24/2/2016,16,0,0.78,21,5.18
51.4986915588,-0.0013682999,14:6:2,24/2/2016,16,0,4.61,22,5.66
51.4986801147,-0.001365,14:6:3,24/2/2016,16,0,1.74,15,5.18
51.4986648559,-0.0013566,14:6:4,24/2/2016,15,2,1.16,12,5.18
51.4986572265,-0.0013482999,14:6:4,24/2/2016,16,0,0.38,14,5.18
51.4986419677,-0.0013433001,14:6:6,24/2/2016,15,0,0.29,13,5.18
51.4986343383,-0.001335,14:6:7,24/2/2016,15,0,2.46,15,5.66
51.4986228942,-0.00133,14:6:8,24/2/2016,14,1,0.47,12,5.18
51.4986152648,-0.001325,14:6:8,24/2/2016,15,1,0.32,13,5.18
51.4986000061,-0.0013199999,14:6:10,24/2/2016,14,0,0.89,15,5.18
51.4985923767,-0.001315,14:6:11,24/2/2016,15,0,1.14,43,5.18
51.4985771179,-0.0013116,14:6:12,24/2/2016,15,0,1.06,19,5.66
51.4985580444,-0.0013033001,14:6:12,24/2/2016,14,0,0.4,14,5.18
51.498550415,-0.0012950001,14:6:14,24/2/2016,15,1,0.07,8,5.66
51.4985351562,-0.0012883,14:6:15,24/2/2016,15,0,1.13,20,5.18
51.4985198974,-0.0012833,14:6:16,24/2/2016,14,0,0.22,19,5.66
51.4985008239,-0.0012783,14:6:16,24/2/2016,15,0,0.16,12,5.66
51.4984931945,-0.0012716,14:6:18,24/2/2016,15,0,0.17,17,5.66
51.4984779357,-0.0012650001,14:6:19,24/2/2016,16,0,0.19,20,5.66
51.4984703063,-0.0012600002,14:6:20,24/2/2016,17,0,0.4,15,5.66
51.498462677,-0.0012532999,14:6:20,24/2/2016,18,0,0.5,21,5.66
51.4984550476,-0.0012483,14:6:22,24/2/2016,26,0,0.26,24,5.66
51.4984474182,-0.0012500001,14:6:23,24/2/2016,16,0,0.57,12,5.18
51.4984283447,-0.0012566,14:6:24,24/2/2016,15,0,0.36,9,5.66
51.4984207153,-0.0012666,14:6:24,24/2/2016,15,0,0.11,3,5.18
51.4984054565,-0.0012783,14:6:26,24/2/2016,16,0,0.03,2,5.18
51.4983978271,-0.0012865998,14:6:27,24/2/2016,14,14,2.14,15,5.66
51.4983787536,-0.0012933001,14:6:28,24/2/2016,15,0,4.36,27,5.18
51.4983634948,-0.0012915999,14:6:28,24/2/2016,17,0,0.5,12,5.18
51.498348236,-0.00129,14:6:30,24/2/2016,16,0,0.1,5,5.18
51.4983329772,-0.0012865998,14:6:31,24/2/2016,16,0,0.07,5,4.69
51.4983253479,-0.0012865998,14:6:32,24/2/2016,15,0,0.02,3,4.69
51.4983139038,-0.0012833,14:6:32,24/2/2016,15,0,0,1,4.2
51.4983062744,-0.0012783,14:6:34,24/2/2016,15,0,0.03,4,4.2
51.4982833862,-0.00128,14:6:35,24/2/2016,15,0,0.19,4,4.69
51.4982757568,-0.0012849999,14:6:36,24/2/2016,15,0,0.03,3,4.2
51.4982566833,-0.0012915999,14:6:36,24/2/2016,15,0,0.05,4,4.2
51.4982414245,-0.0012966001,14:6:38,24/2/2016,15,0,0.93,10,3.71
51.4982337951,-0.0012999999,14:6:39,24/2/2016,15,0,0.08,5,3.22
51.4982185363,-0.0013033001,14:6:40,24/2/2016,16,0,0.04,4,1.76
51.4982109069,-0.001305,14:6:40,24/2/2016,16,0,0.15,4,1.27
51.4981918334,-0.0013033001,14:6:42,24/2/2016,17,0,0.06,7,2.25
51.4981842041,-0.0012999999,14:6:43,24/2/2016,22,0,0.11,6,4.2
51.4981765747,-0.0013015999,14:6:44,24/2/2016,21,0,0.05,7,3.71
51.4981689453,-0.0012999999,14:6:44,24/2/2016,15,4,4.58,52,3.22
51.4981613159,-0.0012983,14:6:46,24/2/2016,15,24,14.54,65,2.25
51.4981460571,-0.0012966001,14:6:47,24/2/2016,15,0,2.25,25,3.71
51.498134613,-0.0012999999,14:6:48,24/2/2016,15,29,3.69,55,2.73
51.4981193542,-0.0012950001,14:6:48,24/2/2016,15,2,4.19,27,3.71
51.4981040954,-0.0012915999,14:6:50,24/2/2016,15,0,2.4,18,2.73
51.498096466,-0.0012915999,14:6:51,24/2/2016,17,1,0.16,5,3.22
51.4980812072,-0.00129,14:6:52,24/2/2016,15,3,0.99,14,1.76
51.4980697631,-0.0012865998,14:6:52,24/2/2016,17,0,1.29,15,2.73
51.4980545043,-0.0012849999,14:6:54,24/2/2016,18,0,0.12,4,4.2
51.498046875,-0.0012849999,14:6:55,24/2/2016,23,0,0.9,13,5.18
51.4980316162,-0.0012849999,14:6:56,24/2/2016,26,0,0.7,10,4.69
51.4980239868,-0.0012849999,14:6:56,24/2/2016,26,0,0.17,3,5.18
51.4980049133,-0.0012833,14:6:58,24/2/2016,25,0,0.47,7,4.69
51.4979972839,-0.0012783,14:6:59,24/2/2016,25,0,0.3,7,5.18
51.4979820251,-0.0012716,14:7:0,24/2/2016,25,0,1.06,13,4.69
51.4979743957,-0.0012666,14:7:0,24/2/2016,25,0,0.24,4,4.69
51.4979591369,-0.0012583,14:7:2,24/2/2016,25,0,0.15,3,4.69
51.4979476928,-0.0012549998,14:7:3,24/2/2016,24,0,0.12,8,4.69
51.497932434,-0.0012532999,14:7:4,24/2/2016,23,7,10.79,94,5.18
51.4979248046,-0.0012483,14:7:4,24/2/2016,19,3,6.2,28,5.18
51.4979095458,-0.0012450001,14:7:6,24/2/2016,17,0,2.35,16,4.69
51.4979019165,-0.00124,14:7:7,24/2/2016,14,0,0.59,33,4.69
51.497882843,-0.001235,14:7:8,24/2/2016,14,1,1.64,12,4.69
51.4978675842,-0.0012316,14:7:8,24/2/2016,15,0,0.34,6,5.18
51.4978523254,-0.00123,14:7:10,24/2/2016,16,0,0.34,5,5.18
51.497844696,-0.00123,14:7:11,24/2/2016,16,2,6.22,41,5.18
51.4978256225,-0.0012232999,14:7:12,24/2/2016,14,0,3.29,25,5.18
51.4978179931,-0.00122,14:7:12,24/2/2016,14,2,5.51,28,5.18
51.4978027343,-0.0012166,14:7:14,24/2/2016,14,1,1.12,10,5.18
51.4977874755,-0.0012133001,14:7:15,24/2/2016,14,7,0.91,10,5.18
51.4977798461,-0.0012082999,14:7:16,24/2/2016,14,4,17.8,60,5.66
51.4977607727,-0.0012015999,14:7:16,24/2/2016,13,10,7.05,50,5.18
51.4977455139,-0.0011966,14:7:18,24/2/2016,13,3,2.35,27,5.18
51.4977302551,-0.00119,14:7:19,24/2/2016,13,0,0.39,8,5.66
51.4977226257,-0.0011833001,14:7:20,24/2/2016,13,1,0.34,7,5.18
51.4977035522,-0.0011783,14:7:20,24/2/2016,12,3,4.96,53,5.18
51.4976959228,-0.0011716001,14:7:22,24/2/2016,14,0,0.67,10,5.66
51.4976882934,-0.0011683,14:7:23,24/2/2016,15,2,0.35,9,5.66
51.4976730346,-0.0011633,14:7:24,24/2/2016,16,0,0.46,9,5.66
51.4976654052,-0.0011599999,14:7:24,24/2/2016,15,0,0.35,6,5.66
51.4976577758,-0.0011583,14:7:26,24/2/2016,12,0,0.31,6,5.66
51.4976387023,-0.0011516,14:7:27,24/2/2016,13,0,0.43,8,5.66
51.4976310729,-0.0011433,14:7:28,24/2/2016,13,3,0.62,7,5.66
51.4976158142,-0.0011366001,14:7:28,24/2/2016,14,0,0.31,8,5.66
51.4976081848,-0.0011316,14:7:30,24/2/2016,13,0,0.48,7,5.66
51.497592926,-0.001125,14:7:31,24/2/2016,12,6,0.77,10,5.66
51.4975814819,-0.0011183,14:7:32,24/2/2016,13,1,5.03,42,5.66
51.4975662231,-0.0011116001,14:7:32,24/2/2016,14,1,0.43,6,5.66
51.4975585937,-0.0011032999,14:7:34,24/2/2016,13,0,0.78,11,5.66
51.4975433349,-0.0010966001,14:7:35,24/2/2016,13,0,0.25,7,5.66
51.4975242614,-0.0010899999,14:7:36,24/2/2016,13,0,0.39,7,5.66
51.4975090026,-0.00108,14:7:36,24/2/2016,12,1,0.83,10,5.66
51.4975013732,-0.0010733001,14:7:38,24/2/2016,12,0,0.58,9,5.66
51.4974861145,-0.0010683,14:7:39,24/2/2016,13,0,0.69,12,5.66
51.4974784851,-0.001065,14:7:40,24/2/2016,12,0,1.66,17,6.15
51.4974594116,-0.0010616,14:7:40,24/2/2016,13,0,0.24,9,5.66
51.4974517822,-0.0010633001,14:7:42,24/2/2016,14,1,0.83,9,5.66
51.4974441528,-0.001065,14:7:43,24/2/2016,15,1,0.93,13,5.66
51.4974365234,-0.0010766,14:7:44,24/2/2016,15,0,0.2,8,6.15
51.4974365234,-0.0010866,14:7:44,24/2/2016,24,1,0.41,8,6.15
51.4974365234,-0.0011032999,14:7:46,24/2/2016,20,0,0.75,11,5.66
51.4974365234,-0.0011216,14:7:47,24/2/2016,19,0,3.27,22,5.66
51.4974365234,-0.0011400001,14:7:48,24/2/2016,18,0,4.68,37,5.66
51.4974365234,-0.0011583,14:7:48,24/2/2016,19,0,0.58,38,6.15
51.4974365234,-0.0011783,14:7:50,24/2/2016,20,0,0.75,39,5.66
51.497428894,-0.0011982999,14:7:51,24/2/2016,19,1,3.83,36,5.66
51.497428894,-0.0012216,14:7:52,24/2/2016,19,3,2.4,18,5.66
51.497428894,-0.0012466,14:7:52,24/2/2016,17,21,7.62,76,5.66
51.4974212646,-0.0012666,14:7:54,24/2/2016,18,0,7.34,42,5.66
51.4974136352,-0.0012849999,14:7:55,24/2/2016,15,1,0.46,10,5.66
51.4974021911,-0.001305,14:7:56,24/2/2016,14,0,0.56,12,5.66
51.4974021911,-0.0013199999,14:7:56,24/2/2016,13,0,0.37,6,5.66
51.4973869323,-0.0013315999,14:7:58,24/2/2016,12,3,0.97,10,5.66
51.4973793029,-0.0013383001,14:7:59,24/2/2016,13,0,0.18,7,5.66
51.4973640441,-0.0013383001,14:8:0,24/2/2016,12,0,4.23,26,5.66
51.4973564147,-0.001335,14:8:0,24/2/2016,12,0,1.34,14,6.15
51.4973373413,-0.0013332999,14:8:2,24/2/2016,12,0,0.91,11,5.66
51.4973297119,-0.0013283001,14:8:3,24/2/2016,14,2,3.95,30,5.66
51.4973144531,-0.0013233,14:8:4,24/2/2016,12,2,2.34,16,5.66
51.4973068237,-0.0013165999,14:8:4,24/2/2016,13,1,4.83,27,5.66
51.4972915649,-0.0013100001,14:8:6,24/2/2016,14,0,0.72,9,5.66
51.4972801208,-0.001305,14:8:7,24/2/2016,14,0,1.14,13,6.15
51.497264862,-0.0013015999,14:8:8,24/2/2016,12,1,1.27,23,5.66
51.4972572326,-0.0012966001,14:8:8,24/2/2016,15,0,3.23,22,5.66
51.4972419738,-0.0012933001,14:8:10,24/2/2016,13,2,4.37,26,5.66
51.4972343444,-0.00129,14:8:11,24/2/2016,12,4,0.36,5,6.15
51.497226715,-0.0012815999,14:8:12,24/2/2016,11,0,0.62,10,6.15
51.4972076416,-0.001275,14:8:12,24/2/2016,11,0,0.32,5,5.66
51.4972000122,-0.0012699999,14:8:14,24/2/2016,11,0,0.14,6,6.15
51.4971847534,-0.0012650001,14:8:15,24/2/2016,11,0,3.6,28,6.15
51.497177124,-0.0012600002,14:8:16,24/2/2016,11,12,4.61,30,5.66
51.4971580505,-0.0012516,14:8:16,24/2/2016,11,15,3.18,44,6.15
51.4971504211,-0.0012466,14:8:18,24/2/2016,12,0,3.95,26,6.15
51.4971351623,-0.0012416,14:8:19,24/2/2016,11,1,6.12,31,6.15
51.4971199035,-0.0012316,14:8:20,24/2/2016,11,0,0.72,12,5.66
51.4971122741,-0.0012232999,14:8:20,24/2/2016,10,0,0.45,12,5.66
51.4970932006,-0.001215,14:8:22,24/2/2016,10,0,4.01,27,5.18
51.4970855712,-0.0012116,14:8:23,24/2/2016,10,0,1.09,16,5.66
51.4970703125,-0.0012032999,14:8:24,24/2/2016,9,0,1.96,37,4.2
51.4970626831,-0.001195,14:8:24,24/2/2016,9,0,0.18,9,4.69
51.4970474243,-0.0011883001,14:8:26,24/2/2016,9,0,0.38,17,5.18
51.4970283508,-0.0011833001,14:8:27,24/2/2016,9,0,0.2,7,4.2
51.497013092,-0.00118,14:8:28,24/2/2016,9,7,3.1,26,2.25
51.4969978332,-0.0011765999,14:8:28,24/2/2016,10,0,2.83,26,-6.54
51.4969825744,-0.00117,14:8:30,24/2/2016,10,0,2.39,22,2.25
51.4969635009,-0.0011650002,14:8:31,24/2/2016,9,0,3.63,37,-4.59
51.4969558715,-0.0011615999,14:8:32,24/2/2016,9,0,1.51,16,-0.2
51.4969406127,-0.0011599999,14:8:32,24/2/2016,9,4,0.95,17,2.25
51.496925354,-0.001155,14:8:34,24/2/2016,9,1,0.85,10,-6.54
51.4969139099,-0.00115,14:8:35,24/2/2016,8,0,1.58,13,-1.66
51.4969062805,-0.0011466,14:8:36,24/2/2016,8,5,2.25,33,-2.15
51.4968986511,-0.0011483,14:8:36,24/2/2016,9,3,1.89,12,2.25
51.4968910217,-0.0011433,14:8:38,24/2/2016,9,3,3.14,25,3.71
51.4968757629,-0.0011383,14:8:39,24/2/2016,9,5,3.08,24,0.78
51.4968681335,-0.0011316,14:8:40,24/2/2016,8,0,5.27,44,0.78
51.49684906,-0.0011266,14:8:40,24/2/2016,9,7,1.83,15,1.27
51.4968338012,-0.00112,14:8:42,24/2/2016,9,3,3.32,16,-1.66
51.4968261718,-0.0011133,14:8:43,24/2/2016,10,1,1.38,13,0.29
51.496810913,-0.0011116001,14:8:44,24/2/2016,11,0,1.59,19,-0.2
51.4968032836,-0.0011100001,14:8:44,24/2/2016,10,2,1.21,24,0.78
51.4967842102,-0.001105,14:8:46,24/2/2016,10,5,1.06,12,2.73
51.4967765808,-0.0011,14:8:47,24/2/2016,9,0,1.24,12,2.25
51.496761322,-0.0010933001,14:8:48,24/2/2016,9,0,1.15,9,2.25
51.4967536926,-0.0010866,14:8:48,24/2/2016,10,0,1.15,14,0.29
51.4967384338,-0.00108,14:8:50,24/2/2016,9,0,0.9,15,1.76
51.4967193603,-0.001075,14:8:51,24/2/2016,9,0,1,10,0.29
51.4967117309,-0.0010683,14:8:52,24/2/2016,8,0,1.12,10,2.25
51.4966964721,-0.0010616,14:8:52,24/2/2016,9,0,1.9,20,-0.68
51.4966812133,-0.0010549999,14:8:54,24/2/2016,9,2,1.42,12,-1.66
51.4966697692,-0.0010499999,14:8:55,24/2/2016,8,1,1.23,12,-9.47
51.4966545104,-0.0010449999,14:8:56,24/2/2016,8,2,1.95,14,4.69
51.4966392517,-0.0010383,14:8:56,24/2/2016,8,2,1.49,14,-7.03
51.4966316223,-0.0010299999,14:8:58,24/2/2016,9,7,1.75,14,-0.68
51.4966163635,-0.0010233,14:8:59,24/2/2016,9,0,3.35,31,0.78
51.4966049194,-0.0010199999,14:9:0,24/2/2016,10,1,2.27,24,1.27
51.4965896606,-0.0010166,14:9:0,24/2/2016,9,7,1.7,16,2.73
51.4965820312,-0.0010150001,14:9:2,24/2/2016,10,1,1.8,25,1.76
51.4965744018,-0.0010132999,14:9:3,24/2/2016,10,0,1.76,17,0.78
51.496559143,-0.0010099999,14:9:4,24/2/2016,9,4,4.99,28,2.25
51.4965476989,-0.0010065999,14:9:4,24/2/2016,9,1,6.23,30,0.78
51.4965400695,-0.0009982999,14:9:6,24/2/2016,9,0,1.1,15,1.27
51.4965248107,-0.0009883001,14:9:7,24/2/2016,10,5,2.94,23,6.15
51.4965171813,-0.0009815999,14:9:8,24/2/2016,9,1,7.33,66,0.78
51.4965019226,-0.0009766,14:9:8,24/2/2016,10,2,3.1,17,4.2
51.4964828491,-0.0009733,14:9:10,24/2/2016,10,0,0.87,21,-13.87
51.4964752197,-0.0009716001,14:9:11,24/2/2016,11,1,0.71,10,2.73
51.4964599609,-0.00097,14:9:12,24/2/2016,12,0,0.92,10,1.27
51.4964523315,-0.0009683,14:9:12,24/2/2016,13,0,1.05,12,-0.68
51.4964447021,-0.0009716001,14:9:14,24/2/2016,12,0,0.76,16,1.27
51.4964256286,-0.0009782999,14:9:15,24/2/2016,12,1,1.02,11,4.69
51.4964103698,-0.0009815999,14:9:16,24/2/2016,16,0,2.79,21,-3.61
51.4964027404,-0.0009850001,14:9:16,24/2/2016,15,1,0.88,13,3.22
51.4963874816,-0.0009866,14:9:18,24/2/2016,14,0,0.9,11,2.73
51.4963798522,-0.0009883001,14:9:19,24/2/2016,14,3,1.77,14,5.18
51.4963722229,-0.0009850001,14:9:20,24/2/2016,13,1,1.1,17,5.66
51.4963607788,-0.0009815999,14:9:20,24/2/2016,14,0,0.87,9,4.2
51.49634552,-0.0009716001,14:9:22,24/2/2016,13,1,0.95,14,6.15
51.4963378906,-0.0009616001,14:9:23,24/2/2016,16,0,0.95,16,5.66
51.4963226318,-0.0009516,14:9:24,24/2/2016,15,0,1.53,19,5.18
51.4963035583,-0.000945,14:9:24,24/2/2016,15,0,0.69,13,3.22
