latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0485553741,121.5761260986,3:3:19,8/11/2016,13,7,14.87,247,42.29,191.00,191.95,193.00,0,3
25.0407886505,121.5487442016,7:5:34,9/11/2016,69,26,28.59,247,33.50,140.00,140.98,142.00,0,0
25.0407791137,121.5487442016,7:5:35,9/11/2016,81,31,29.72,233,33.50,140.00,140.13,141.00,0,0
25.0407752990,121.5487442016,7:5:36,9/11/2016,96,24,27.58,271,33.01,140.00,139.97,141.00,0,0
25.0407752990,121.5487442016,7:5:37,9/11/2016,90,21,31.59,277,33.01,141.00,140.09,141.00,0,0
25.0407752990,121.5487442016,7:5:37,9/11/2016,93,36,67.66,240,33.01,141.00,140.94,142.00,1,1
25.0407676696,121.5487442016,7:5:39,9/11/2016,87,27,23.95,269,33.01,142.00,140.96,142.00,2,3
25.0407676696,121.5487594604,7:5:40,9/11/2016,90,33,32.55,260,33.50,141.00,141.15,142.00,0,3
25.0407638549,121.5487594604,7:5:41,9/11/2016,88,38,42.69,275,33.50,143.00,141.84,143.00,0,3
25.0407600402,121.5487823486,7:5:42,9/11/2016,90,68,51.50,385,33.01,143.00,142.97,144.00,0,3
25.0407466888,121.5487823486,7:5:43,9/11/2016,94,54,54.11,289,33.01,143.00,143.05,144.00,0,3
25.0407466888,121.5487594604,7:5:43,9/11/2016,99,43,94.97,258,33.50,143.00,142.99,144.00,0,3
25.0407390594,121.5487594604,7:5:45,9/11/2016,111,53,32.49,225,32.52,143.00,142.72,144.00,1,4
25.0407352447,121.5487594604,7:5:46,9/11/2016,175,22,41.12,291,33.01,143.00,142.33,143.00,0,4
25.0407276153,121.5487594604,7:5:47,9/11/2016,236,55,48.61,285,33.50,143.00,142.58,144.00,0,4
25.0407218933,121.5487594604,7:5:48,9/11/2016,333,56,59.90,263,33.01,143.00,142.68,144.00,0,4
