latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0485553741,121.5761260986,3:3:19,8/11/2016,13,7,14.87,247,42.29,191.00,191.95,193.00,0,3
25.0389938354,121.5040664672,6:23:16,9/11/2016,55,26,70.24,447,22.75,108.00,99.93,108.00,0,0
25.0390300750,121.5040817260,6:23:17,9/11/2016,65,19,27.93,362,22.75,120.00,114.13,120.00,0,0
25.0390453338,121.5040664672,6:23:18,9/11/2016,61,10,15.95,216,23.24,128.00,124.27,128.00,0,0
25.0390510559,121.5040664672,6:23:19,9/11/2016,60,15,25.51,218,23.24,133.00,131.11,134.00,0,0
25.0390911102,121.5040664672,6:23:20,9/11/2016,55,14,27.40,197,23.24,135.00,134.58,136.00,0,0
25.0390987396,121.5041046142,6:23:22,9/11/2016,51,7,11.52,225,23.24,134.00,134.70,136.00,0,0
25.0391025543,121.5040817260,6:23:23,9/11/2016,54,32,16.68,219,23.73,133.00,133.48,135.00,4,4
25.0390949249,121.5040817260,6:23:24,9/11/2016,63,7,12.81,231,23.73,132.00,132.32,134.00,0,4
25.0390834808,121.5040817260,6:23:25,9/11/2016,215,14,15.59,252,23.73,130.00,130.16,132.00,0,4
25.0390625000,121.5040817260,6:23:26,9/11/2016,339,14,15.62,194,23.24,129.00,129.02,130.00,0,4
25.0390510559,121.5040664672,6:23:27,9/11/2016,299,42,17.36,242,23.73,128.00,128.88,130.00,0,4
25.0390510559,121.5040664672,6:23:28,9/11/2016,390,15,17.88,251,23.24,127.00,127.64,129.00,2,6
25.0390510559,121.5040664672,6:23:29,9/11/2016,496,34,19.11,191,23.73,125.00,125.94,127.00,1,7
25.0390453338,121.5040664672,6:23:30,9/11/2016,558,14,22.88,249,23.24,123.00,124.07,125.00,0,7
25.0390453338,121.5040664672,6:23:31,9/11/2016,581,32,25.81,221,23.24,121.00,121.99,123.00,0,7
25.0390453338,121.5040817260,6:23:32,9/11/2016,572,33,22.06,175,23.73,120.00,120.27,121.00,0,7
25.0390510559,121.5040817260,6:23:33,9/11/2016,553,21,22.46,204,23.73,118.00,118.90,120.00,1,8
25.0390415191,121.5040817260,6:23:34,9/11/2016,210,13,13.65,227,23.73,117.00,117.29,118.00,0,8
25.0390453338,121.5040664672,6:23:35,9/11/2016,193,7,14.75,210,24.22,115.00,115.68,117.00,0,8
25.0390510559,121.5040512084,6:23:36,9/11/2016,376,5,12.30,211,23.73,113.00,114.01,115.00,0,8
25.0390510559,121.5040664672,6:23:37,9/11/2016,476,10,14.37,170,23.73,113.00,112.31,113.00,0,8
25.0390510559,121.5040512084,6:23:38,9/11/2016,371,18,14.43,203,23.73,112.00,112.02,113.00,0,8
25.0390510559,121.5040359497,6:23:39,9/11/2016,315,24,22.03,257,23.73,111.00,111.24,112.00,0,8
25.0390548706,121.5040359497,6:23:40,9/11/2016,285,14,15.07,242,23.73,110.00,110.58,111.00,0,8
25.0390586853,121.5040054321,6:23:41,9/11/2016,257,12,20.79,233,24.22,109.00,109.78,110.00,0,8
25.0390586853,121.5040054321,6:23:42,9/11/2016,313,21,12.86,224,23.73,108.00,108.74,109.00,0,8
25.0390663146,121.5039749145,6:23:43,9/11/2016,306,5,12.81,210,24.22,107.00,107.51,108.00,0,8
25.0390701293,121.5039520263,6:23:44,9/11/2016,395,41,17.07,213,23.73,106.00,106.61,107.00,0,8
25.0390739440,121.5039215087,6:23:45,9/11/2016,387,18,20.34,199,23.73,106.00,106.02,107.00,0,8
25.0390834808,121.5039062500,6:23:46,9/11/2016,612,7,11.42,214,23.73,106.00,106.00,106.00,0,8
25.0390911102,121.5038909912,6:23:47,9/11/2016,654,6,12.75,227,23.73,106.00,105.99,107.00,0,8
25.0390949249,121.5038909912,6:23:48,9/11/2016,216,13,11.67,193,24.71,105.00,105.78,106.00,0,8
25.0390949249,121.5038757324,6:23:49,9/11/2016,341,13,11.27,219,24.22,104.00,104.12,105.00,0,8
25.0390911102,121.5038604736,6:23:50,9/11/2016,233,24,10.65,224,25.20,103.00,103.50,104.00,1,9
25.0390911102,121.5038375854,6:23:51,9/11/2016,298,23,13.22,244,24.22,103.00,102.10,103.00,0,9
25.0390872955,121.5038375854,6:23:52,9/11/2016,318,8,11.15,227,24.71,102.00,102.01,103.00,0,9
25.0390872955,121.5038223266,6:23:53,9/11/2016,304,18,14.09,203,25.20,103.00,102.08,103.00,0,9
25.0390796661,121.5038070678,6:23:54,9/11/2016,108,8,12.74,225,25.20,103.00,102.80,103.00,0,9
25.0390663146,121.5038070678,6:23:55,9/11/2016,122,69,12.04,275,25.20,102.00,101.86,103.00,0,9
25.0390586853,121.5038070678,6:23:56,9/11/2016,419,25,13.08,261,24.71,101.00,101.08,102.00,1,10
25.0390548706,121.5038070678,6:23:57,9/11/2016,366,4,12.15,242,24.71,101.00,101.20,102.00,0,10
25.0390415191,121.5038070678,6:23:58,9/11/2016,399,8,16.85,224,24.71,101.00,101.02,102.00,0,10
