latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0485553741,121.5761260986,3:3:19,8/11/2016,13,7,14.87,247,42.29,191.00,191.95,193.00,0,3
25.0630531311,121.5222167968,4:28:2,9/11/2016,28,65,55.55,334,44.24,491.00,517.12,958.00,0,4
25.0630455017,121.5222320556,4:28:4,9/11/2016,28,76,35.00,327,44.73,455.00,509.27,946.00,0,4
25.0630455017,121.5222473144,4:28:5,9/11/2016,28,54,47.08,347,44.73,514.00,513.06,947.00,0,4
25.0630455017,121.5222473144,4:28:6,9/11/2016,28,53,49.89,334,45.21,479.00,512.54,956.00,0,4
25.0630493164,121.5222473144,4:28:7,9/11/2016,28,37,45.04,354,44.73,497.00,513.88,954.00,0,4
25.0630531311,121.5222473144,4:28:8,9/11/2016,28,48,47.45,332,44.73,525.00,514.54,926.00,0,4
25.0630607604,121.5222320556,4:28:9,9/11/2016,27,54,47.04,373,44.73,517.00,515.30,973.00,0,4
25.0630664825,121.5222320556,4:28:10,9/11/2016,28,42,46.37,323,44.73,530.00,514.66,931.00,0,4
25.0630741119,121.5222167968,4:28:11,9/11/2016,27,38,46.10,323,44.24,496.00,514.30,956.00,0,4
25.0630817413,121.5222167968,4:28:12,9/11/2016,27,51,44.67,320,44.24,542.00,515.42,934.00,0,4
25.0630817413,121.5222167968,4:28:13,9/11/2016,28,49,46.81,335,44.73,489.00,512.76,947.00,0,4
25.0630817413,121.5222167968,4:28:14,9/11/2016,28,75,56.31,393,44.73,502.00,511.66,976.00,0,4
25.0630817413,121.5222167968,4:28:15,9/11/2016,28,77,56.99,320,44.24,498.00,511.77,935.00,0,4
25.0630817413,121.5222320556,4:28:16,9/11/2016,27,50,59.34,303,44.73,511.00,513.73,940.00,0,4
25.0630817413,121.5222320556,4:28:17,9/11/2016,28,47,54.57,343,45.21,633.00,532.73,947.00,0,4
25.0630779266,121.5222320556,4:28:18,9/11/2016,28,48,58.99,365,44.73,666.00,561.61,957.00,0,4
25.0630741119,121.5222320556,4:28:19,9/11/2016,29,43,53.31,367,45.70,651.00,569.68,961.00,0,4
25.0630702972,121.5222320556,4:28:20,9/11/2016,28,64,51.46,353,45.21,683.00,571.48,960.00,0,4
25.0630664825,121.5222320556,4:28:21,9/11/2016,28,54,54.83,347,43.75,654.00,576.48,935.00,0,4
25.0630607604,121.5222473144,4:28:22,9/11/2016,28,52,52.03,312,45.21,657.00,579.22,942.00,0,4
25.0630569458,121.5222473144,4:28:23,9/11/2016,28,67,67.32,358,45.21,646.00,578.99,960.00,0,4
25.0630569458,121.5222473144,4:28:24,9/11/2016,28,56,63.84,346,44.73,629.00,576.62,953.00,0,4
25.0630569458,121.5222473144,4:28:25,9/11/2016,28,46,52.57,318,44.73,577.00,571.50,928.00,0,4
25.0630664825,121.5222320556,4:28:26,9/11/2016,28,64,57.20,343,45.21,603.00,573.13,935.00,0,4
25.0630664825,121.5222320556,4:28:27,9/11/2016,28,96,52.02,305,44.73,506.00,572.62,914.00,0,4
25.0630664825,121.5222320556,4:28:28,9/11/2016,29,64,53.36,329,45.21,570.00,526.33,921.00,1,5
25.0630531311,121.5222320556,4:28:29,9/11/2016,29,46,63.29,340,44.73,542.00,516.25,941.00,1,6
25.0630455017,121.5222473144,4:28:30,9/11/2016,29,105,75.04,378,44.24,557.00,514.61,976.00,0,6
25.0630321502,121.5222473144,4:28:31,9/11/2016,29,46,59.18,341,44.24,531.00,516.30,954.00,1,7
25.0630168914,121.5222473144,4:28:32,9/11/2016,29,53,61.35,330,45.21,523.00,516.27,970.00,0,7
25.0630054473,121.5222473144,4:28:33,9/11/2016,29,44,58.38,356,45.21,544.00,513.07,953.00,0,7
25.0629920959,121.5222625732,4:28:34,9/11/2016,28,77,70.09,362,45.21,536.00,514.91,964.00,0,7
25.0629806518,121.5222625732,4:28:35,9/11/2016,28,67,57.15,359,45.21,511.00,513.55,969.00,0,7
25.0629673004,121.5222625732,4:28:36,9/11/2016,29,67,55.84,314,44.73,474.00,514.39,950.00,0,7
