latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0485553741,121.5761260986,3:3:19,8/11/2016,13,7,14.87,247,42.29,191.00,191.95,193.00,0,3
25.0571365356,121.5171051025,4:43:21,0/0/200,605,24,20.38,143,62.30,589.00,561.71,677.00,0,0
25.0571403503,121.5170898437,4:43:22,0/0/200,587,28,25.78,397,62.30,578.00,564.90,954.00,0,0
25.0571613311,121.5170745849,4:43:23,0/0/200,539,26,23.79,384,62.79,559.00,562.90,949.00,0,0
25.0571727752,121.5170440673,4:43:24,0/0/200,503,32,25.08,399,62.30,561.00,554.83,952.00,0,0
25.0571861267,121.5170211791,4:43:25,0/0/200,500,13,25.95,409,62.79,549.00,535.20,969.00,0,0
25.0571975708,121.5169906616,4:43:26,0/0/200,448,18,31.33,393,62.79,498.00,518.29,971.00,0,0
25.0572013854,121.5169906616,4:43:27,0/0/200,500,12,23.73,376,62.79,575.00,535.99,966.00,2,2
25.0572109222,121.5169754028,4:43:28,0/0/200,518,13,24.06,399,62.79,454.00,516.47,969.00,2,4
25.0572185516,121.5169601440,4:43:29,0/0/200,467,19,25.35,399,62.79,560.00,515.63,967.00,2,6
25.0572261810,121.5169448852,4:43:30,0/0/200,505,21,27.66,399,62.30,635.00,543.72,983.00,0,6
25.0572338104,121.5169143676,4:43:31,0/0/200,499,25,30.10,402,62.79,525.00,533.46,978.00,0,6
