latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0518074035,121.5528488159,2:35:55,8/11/2016,16,6,13.09,217,35.45,146.00,145.18,146.00,0,2
25.0517902374,121.5527801513,2:35:57,8/11/2016,17,24,19.29,236,35.94,145.00,145.33,146.00,0,2
25.0517864227,121.5527801513,2:35:58,8/11/2016,17,28,29.00,217,34.96,145.00,145.15,146.00,0,2
25.0517787933,121.5527496337,2:35:59,8/11/2016,18,21,27.09,241,35.94,146.00,145.23,146.00,0,2
25.0517692565,121.5527343750,2:36:0,8/11/2016,18,33,24.56,226,35.94,146.00,145.30,146.00,0,2
25.0517654418,121.5527191162,2:36:1,8/11/2016,17,19,28.47,224,36.43,145.00,145.19,146.00,0,2
25.0517501831,121.5526657104,2:36:2,8/11/2016,18,24,30.27,219,34.96,146.00,145.17,146.00,0,2
25.0517501831,121.5526657104,2:36:3,8/11/2016,17,24,31.06,246,35.94,146.00,145.25,146.00,0,2
25.0517501831,121.5526657104,2:36:4,8/11/2016,17,31,25.15,220,34.96,145.00,144.85,146.00,0,2
25.0517501831,121.5526885986,2:36:5,8/11/2016,16,27,28.49,248,35.94,145.00,145.02,146.00,0,2
25.0517406463,121.5526885986,2:36:6,8/11/2016,17,36,29.05,284,36.91,145.00,145.66,147.00,0,2
25.0517406463,121.5527038574,2:36:7,8/11/2016,17,22,24.87,255,36.43,146.00,145.79,146.00,0,2
25.0517406463,121.5527038574,2:36:8,8/11/2016,17,35,30.40,211,36.43,146.00,145.92,147.00,0,2
25.0517368316,121.5527191162,2:36:9,8/11/2016,17,37,27.74,221,36.43,146.00,145.81,147.00,0,2
25.0517368316,121.5527343750,2:36:10,8/11/2016,17,21,27.66,278,36.91,147.00,146.03,147.00,0,2
25.0517330169,121.5527343750,2:36:11,8/11/2016,18,26,27.01,285,36.91,148.00,146.53,148.00,0,2
25.0517330169,121.5527496337,2:36:12,8/11/2016,17,32,28.49,226,35.94,148.00,147.55,149.00,0,2
25.0517330169,121.5527496337,2:36:13,8/11/2016,16,24,27.66,212,36.43,148.00,148.13,149.00,0,2
25.0517292022,121.5527648925,2:36:14,8/11/2016,16,36,32.38,257,36.43,148.00,148.62,150.00,0,2
25.0517253875,121.5527801513,2:36:15,8/11/2016,16,34,29.93,212,36.43,149.00,148.96,150.00,0,2
25.0517215728,121.5527801513,2:36:16,8/11/2016,17,23,27.47,239,36.43,150.00,149.21,150.00,0,2
25.0517215728,121.5528030395,2:36:17,8/11/2016,17,34,37.20,246,36.91,150.00,149.84,151.00,0,2
25.0517215728,121.5528182983,2:36:18,8/11/2016,17,28,25.56,226,36.43,151.00,149.84,151.00,0,2
25.0517253875,121.5528182983,2:36:19,8/11/2016,17,22,21.89,225,35.94,151.00,150.37,152.00,0,2
25.0517292022,121.5527648925,2:36:20,8/11/2016,17,18,22.52,223,36.43,151.00,151.05,152.00,0,2
25.0517292022,121.5527496337,2:36:21,8/11/2016,17,32,36.19,241,36.91,151.00,151.21,152.00,0,2
25.0517406463,121.5527038574,2:36:22,8/11/2016,17,28,38.33,315,36.43,152.00,151.07,152.00,0,2
25.0517368316,121.5527191162,2:36:23,8/11/2016,17,44,37.05,215,36.43,152.00,151.86,153.00,0,2
25.0517253875,121.5527343750,2:36:24,8/11/2016,18,32,31.97,250,36.43,153.00,151.98,153.00,0,2
25.0517215728,121.5527496337,2:36:25,8/11/2016,17,41,37.30,220,36.91,153.00,152.16,153.00,0,2
25.0517005920,121.5527648925,2:36:26,8/11/2016,16,35,36.63,262,36.43,153.00,152.42,153.00,0,2
25.0516853332,121.5527801513,2:36:27,8/11/2016,17,53,45.17,265,36.43,153.00,152.98,154.00,0,2
25.0516681671,121.5527801513,2:36:28,8/11/2016,16,54,50.00,272,36.91,153.00,152.97,154.00,0,2
25.0516605377,121.5528030395,2:36:29,8/11/2016,17,41,53.73,277,36.91,153.00,153.00,154.00,0,2
25.0516529083,121.5528182983,2:36:30,8/11/2016,17,70,55.87,238,37.40,153.00,153.47,155.00,0,2
25.0516471862,121.5528335571,2:36:31,8/11/2016,16,41,48.07,245,36.91,154.00,153.48,154.00,0,2
25.0516433715,121.5528488159,2:36:32,8/11/2016,16,52,32.70,287,36.43,154.00,153.90,154.00,0,2
25.0516433715,121.5528640747,2:36:33,8/11/2016,16,23,35.08,223,36.91,154.00,153.94,155.00,0,2
