latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature, gas, gas average, gas peak, people, cumulative people
25.0360107421,121.5181808471,7:47:56,9/11/2016,45,10,15.85,247,37.40,169.00,168.22,170.00,0,32
25.0360107421,121.5181961059,7:47:57,9/11/2016,41,34,29.62,262,38.38,170.00,169.62,171.00,0,32
25.0360145568,121.5182113647,7:47:58,9/11/2016,41,42,42.69,300,38.38,169.00,169.36,171.00,0,32
25.0360107421,121.5182113647,7:47:59,9/11/2016,40,30,43.33,243,37.89,169.00,168.87,170.00,0,32
25.0360069274,121.5182113647,7:48:0,9/11/2016,41,32,28.97,290,37.89,168.00,168.62,170.00,0,32
25.0360069274,121.5182113647,7:48:1,9/11/2016,42,23,32.09,247,37.89,170.00,168.67,171.00,0,32
25.0360069274,121.5182113647,7:48:2,9/11/2016,42,32,30.55,281,37.89,170.00,170.67,172.00,0,32
25.0360107421,121.5182113647,7:48:3,9/11/2016,42,30,31.18,279,38.38,172.00,171.62,173.00,0,32
25.0360069274,121.5182113647,7:48:4,9/11/2016,42,33,30.89,282,38.38,175.00,173.42,175.00,0,32
25.0360031127,121.5182113647,7:48:5,9/11/2016,42,34,26.72,293,38.38,176.00,175.12,176.00,0,32
25.0360031127,121.5182113647,7:48:6,9/11/2016,42,31,31.43,253,38.38,177.00,176.47,178.00,0,32
25.0360031127,121.5182113647,7:48:7,9/11/2016,42,32,31.56,291,38.87,178.00,177.16,178.00,0,32
25.0359992980,121.5182113647,7:48:8,9/11/2016,42,32,29.01,277,38.87,179.00,178.10,179.00,0,32
25.0359992980,121.5182113647,7:48:9,9/11/2016,41,27,33.61,288,38.38,178.00,178.34,180.00,0,32
25.0359859466,121.5181961059,7:48:10,9/11/2016,42,44,38.29,304,38.38,176.00,176.85,179.00,0,32
25.0359859466,121.5182113647,7:48:11,9/11/2016,42,42,34.53,275,38.38,173.00,174.54,176.00,1,33
25.0359992980,121.5182113647,7:48:12,9/11/2016,42,33,32.02,261,38.38,173.00,172.95,174.00,1,34
25.0360069274,121.5182266235,7:48:13,9/11/2016,42,23,28.15,287,38.87,174.00,173.14,174.00,0,34
25.0360069274,121.5182266235,7:48:14,9/11/2016,42,40,34.17,270,38.38,172.00,173.50,175.00,0,34
25.0360145568,121.5182418823,7:48:15,9/11/2016,43,41,35.71,300,39.36,172.00,171.91,173.00,1,35
25.0360145568,121.5182418823,7:48:16,9/11/2016,43,54,31.94,306,38.87,171.00,170.79,172.00,0,35
25.0360279083,121.5182647705,7:48:17,9/11/2016,42,26,31.93,240,38.87,172.00,170.84,172.00,0,35
25.0360355377,121.5182800292,7:48:18,9/11/2016,42,32,31.68,278,38.87,173.00,172.38,174.00,2,37
25.0360431671,121.5182952880,7:48:19,9/11/2016,43,40,31.18,292,38.87,174.00,173.16,175.00,0,37
25.0360507965,121.5183105468,7:48:20,9/11/2016,43,35,30.82,306,38.87,175.00,173.98,175.00,0,37
25.0360546112,121.5183105468,7:48:21,9/11/2016,41,29,31.22,305,38.38,174.00,174.24,175.00,2,39
25.0360641479,121.5183105468,7:48:22,9/11/2016,41,46,35.32,241,38.87,172.00,172.89,175.00,0,39
25.0360717773,121.5183258056,7:48:23,9/11/2016,41,37,35.50,297,38.87,170.00,171.18,173.00,0,39
25.0360755920,121.5183410644,7:48:24,9/11/2016,42,49,32.03,294,38.38,170.00,170.87,172.00,0,39
25.0360832214,121.5183410644,7:48:25,9/11/2016,43,43,31.07,293,38.87,171.00,171.12,172.00,0,39
25.0360889434,121.5183563232,7:48:26,9/11/2016,43,34,30.65,285,38.38,172.00,171.85,173.00,0,39
25.0360965728,121.5183563232,7:48:27,9/11/2016,42,61,37.66,264,39.36,172.00,171.95,173.00,1,40
25.0361042022,121.5183792114,7:48:28,9/11/2016,41,24,31.80,216,39.36,172.00,171.42,173.00,0,40
25.0361156463,121.5183792114,7:48:29,9/11/2016,41,29,33.84,282,38.87,171.00,171.04,173.00,1,41
25.0361289978,121.5183792114,7:48:30,9/11/2016,42,31,35.33,321,38.87,170.00,170.68,172.00,0,41
25.0361366271,121.5183944702,7:48:31,9/11/2016,42,36,31.79,320,38.87,170.00,170.37,172.00,0,41
25.0361442565,121.5183944702,7:48:32,9/11/2016,42,31,32.07,316,38.38,171.00,170.47,172.00,0,41
25.0361576080,121.5183944702,7:48:33,9/11/2016,43,68,35.00,255,38.38,170.00,171.48,173.00,0,41
25.0361690521,121.5184097290,7:48:34,9/11/2016,43,31,33.91,304,39.36,170.00,170.52,172.00,0,41
25.0361824035,121.5184097290,7:48:35,9/11/2016,43,45,31.27,297,39.36,170.00,170.03,171.00,0,41
25.0361900329,121.5184097290,7:48:36,9/11/2016,44,36,32.19,316,39.36,170.00,169.79,171.00,1,42
25.0362052917,121.5184097290,7:48:37,9/11/2016,42,36,31.52,309,39.36,170.00,170.44,172.00,0,42
25.0362052917,121.5184249877,7:48:38,9/11/2016,42,36,31.64,235,38.87,172.00,171.96,173.00,0,42
25.0362186431,121.5184249877,7:48:39,9/11/2016,43,36,35.36,310,39.36,173.00,172.86,174.00,0,42
25.0362300872,121.5184402465,7:48:40,9/11/2016,42,38,31.71,294,39.36,174.00,173.74,175.00,0,42
25.0362377166,121.5184402465,7:48:41,9/11/2016,42,35,26.04,271,39.36,174.00,174.04,175.00,0,42
25.0362472534,121.5184402465,7:48:42,9/11/2016,42,33,34.61,309,39.36,176.00,174.85,176.00,0,42
25.0362548828,121.5184402465,7:48:43,9/11/2016,43,38,33.41,298,39.36,176.00,175.93,177.00,0,42
25.0362625122,121.5184555053,7:48:44,9/11/2016,42,26,25.20,258,39.36,176.00,175.79,177.00,0,42
25.0362834930,121.5184555053,7:48:45,9/11/2016,43,32,35.54,307,39.36,177.00,176.33,178.00,2,44
25.0362911224,121.5184707641,7:48:46,9/11/2016,44,30,33.59,318,39.36,176.00,176.92,178.00,1,45
25.0363044738,121.5184707641,7:48:47,9/11/2016,43,29,32.05,301,39.36,176.00,176.78,178.00,1,46
25.0363121032,121.5184860229,7:48:48,9/11/2016,43,27,34.27,273,39.36,178.00,177.00,178.00,0,46
25.0363121032,121.5184860229,7:48:49,9/11/2016,44,39,32.27,308,39.36,178.00,178.00,179.00,0,46
25.0363197326,121.5184860229,7:48:50,9/11/2016,44,42,32.23,312,39.36,172.00,175.47,178.00,0,46
25.0363235473,121.5184860229,7:48:51,9/11/2016,45,33,28.39,294,39.36,175.00,173.69,175.00,0,46
25.0363197326,121.5184860229,7:48:52,9/11/2016,46,39,34.81,314,38.87,177.00,175.61,177.00,0,46
25.0363197326,121.5184860229,7:48:53,9/11/2016,46,47,32.77,309,39.36,178.00,177.23,179.00,0,46
25.0363235473,121.5184860229,7:48:54,9/11/2016,47,38,27.07,279,39.36,179.00,178.64,180.00,0,46
25.0363197326,121.5184860229,7:48:55,9/11/2016,48,43,35.08,325,39.84,180.00,179.73,181.00,0,46
25.0363197326,121.5184860229,7:48:56,9/11/2016,47,36,32.49,286,39.36,181.00,180.48,182.00,0,46
25.0363235473,121.5184860229,7:48:57,9/11/2016,47,36,26.72,315,39.36,180.00,180.31,181.00,0,46
25.0363235473,121.5184860229,7:48:58,9/11/2016,47,28,32.99,290,39.36,179.00,179.10,180.00,0,46
