0.0000000000,0.0000000000,23:59:45,0/0/200,0,0
0.0000000000,0.0000000000,23:59:45,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:46,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:47,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:47,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:48,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:48,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:49,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:49,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:50,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:50,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:51,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:51,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:52,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:52,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:53,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:53,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:54,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:54,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:55,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:55,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:56,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:56,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:57,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:57,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:58,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:58,5/1/2080,0,0
0.0000000000,0.0000000000,23:59:59,5/1/2080,0,0
0.0000000000,0.0000000000,16:23:4,5/1/2080,0,0
0.0000000000,0.0000000000,16:23:5,5/1/2080,0,0
0.0000000000,0.0000000000,16:23:5,11/1/2080,0,0
0.0000000000,0.0000000000,16:23:6,11/1/2080,0,0
0.0000000000,0.0000000000,16:23:6,11/1/2080,0,0
0.0000000000,0.0000000000,16:23:7,11/1/2080,0,0
