51.5010337829,-0.1236083030,16:54:50,0/0/200,0,0
51.5010337829,-0.1236115932,16:54:51,24/3/2017,0,0
51.5010337829,-0.1236166000,16:54:52,24/3/2017,0,0
51.5010414123,-0.1236216068,16:54:52,24/3/2017,0,0
51.5010414123,-0.1236300110,16:54:54,24/3/2017,0,0
51.5010490417,-0.1236400127,16:54:55,24/3/2017,0,0
51.5010490417,-0.1236500024,16:54:56,24/3/2017,0,0
51.5010490417,-0.1236616134,16:54:56,24/3/2017,0,0
51.5010490417,-0.1236750006,16:54:58,24/3/2017,0,0
51.5010490417,-0.1236899971,16:54:59,24/3/2017,0,0
51.5010566711,-0.1237050056,16:55:0,24/3/2017,0,0
51.5010566711,-0.1237200021,16:55:0,24/3/2017,0,0
51.5010566711,-0.1237366080,16:55:2,24/3/2017,0,0
51.5010490417,-0.1237532973,16:55:3,24/3/2017,0,0
51.5010490417,-0.1237700104,16:55:4,24/3/2017,0,0
51.5010490417,-0.1237865924,16:55:4,24/3/2017,0,0
51.5010490417,-0.1238050103,16:55:6,24/3/2017,0,0
51.5010490417,-0.1238232970,16:55:7,24/3/2017,0,0
51.5010490417,-0.1238416075,16:55:8,24/3/2017,0,0
51.5010566711,-0.1238583087,16:55:8,24/3/2017,0,0
51.5010566711,-0.1238700032,16:55:10,24/3/2017,0,0
51.5010643005,-0.1238800048,16:55:11,24/3/2017,0,0
51.5010643005,-0.1238916039,16:55:12,24/3/2017,0,0
51.5010643005,-0.1238983035,16:55:12,24/3/2017,0,0
51.5010643005,-0.1239000082,16:55:14,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:15,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:16,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:16,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:18,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:19,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:20,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:20,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:22,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:23,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:24,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:24,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:26,24/3/2017,0,0
51.5010566711,-0.1239050149,16:55:27,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:28,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:28,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:30,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:31,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:32,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:32,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:34,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:35,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:36,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:36,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:38,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:39,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:40,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:40,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:42,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:43,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:44,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:44,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:46,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:47,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:48,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:48,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:50,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:51,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:52,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:52,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:54,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:55,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:56,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:56,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:58,24/3/2017,0,0
51.5010566711,-0.1239032983,16:55:59,24/3/2017,0,0
51.5010566711,-0.1239032983,16:56:0,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:0,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:2,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:3,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:4,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:4,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:6,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:7,24/3/2017,0,0
51.5010566711,-0.1239050149,16:56:8,24/3/2017,0,0
51.5010490417,-0.1239066004,16:56:8,24/3/2017,0,0
51.5010490417,-0.1239066004,16:56:10,24/3/2017,0,0
51.5010490417,-0.1239066004,16:56:11,24/3/2017,0,0
51.5010490417,-0.1239066004,16:56:12,24/3/2017,0,0
51.5010490417,-0.1239066004,16:56:12,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:14,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:15,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:16,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:16,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:18,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:19,24/3/2017,0,0
51.5010490417,-0.1239083051,16:56:20,24/3/2017,0,0
51.5010490417,-0.1239099979,16:56:20,24/3/2017,0,0
51.5010490417,-0.1239099979,16:56:22,24/3/2017,0,0
51.5010490417,-0.1239099979,16:56:23,24/3/2017,0,0
51.5010490417,-0.1239099979,16:56:24,24/3/2017,0,0
51.5010490417,-0.1239116072,16:56:24,24/3/2017,0,0
51.5010566711,-0.1239116072,16:56:26,24/3/2017,0,0
51.5010566711,-0.1239133000,16:56:27,24/3/2017,0,0
51.5010566711,-0.1239150047,16:56:28,24/3/2017,0,0
51.5010643005,-0.1239150047,16:56:28,24/3/2017,0,0
51.5010643005,-0.1239166021,16:56:30,24/3/2017,0,0
51.5010643005,-0.1239183068,16:56:31,24/3/2017,0,0
51.5010643005,-0.1239199995,16:56:32,24/3/2017,0,0
51.5010643005,-0.1239199995,16:56:32,24/3/2017,0,0
51.5010757446,-0.1239216089,16:56:34,24/3/2017,0,0
51.5010757446,-0.1239233016,16:56:35,24/3/2017,0,0
51.5010757446,-0.1239216089,16:56:36,24/3/2017,0,0
51.5010833740,-0.1239216089,16:56:36,24/3/2017,0,0
51.5010910034,-0.1239183068,16:56:38,24/3/2017,0,0
51.5010910034,-0.1239183068,16:56:39,24/3/2017,0,0
51.5010910034,-0.1239216089,16:56:40,24/3/2017,0,0
51.5010986328,-0.1239316105,16:56:40,24/3/2017,0,0
51.5010986328,-0.1239465951,16:56:42,24/3/2017,0,0
51.5010986328,-0.1239700078,16:56:43,24/3/2017,0,0
51.5010986328,-0.1239882946,16:56:44,24/3/2017,0,0
51.5010986328,-0.1240083098,16:56:44,24/3/2017,0,0
51.5010986328,-0.1240350008,16:56:46,24/3/2017,0,0
51.5011062622,-0.1240533113,16:56:47,24/3/2017,0,0
51.5011138916,-0.1240650057,16:56:48,24/3/2017,0,0
51.5011215209,-0.1240782976,16:56:48,24/3/2017,0,0
51.5011329650,-0.1240949988,16:56:50,24/3/2017,0,0
51.5011405944,-0.1241133093,16:56:51,24/3/2017,0,0
51.5011405944,-0.1241266012,16:56:52,24/3/2017,0,0
51.5011405944,-0.1241466045,16:56:52,24/3/2017,0,0
51.5011405944,-0.1241666078,16:56:54,24/3/2017,0,0
51.5011482238,-0.1241850018,16:56:55,24/3/2017,0,0
51.5011482238,-0.1242066144,16:56:56,24/3/2017,0,0
51.5011405944,-0.1242215991,16:56:56,24/3/2017,0,0
51.5011405944,-0.1242350101,16:56:58,24/3/2017,0,0
51.5011405944,-0.1242416024,16:56:59,24/3/2017,0,0
51.5011405944,-0.1242532968,16:57:0,24/3/2017,0,0
51.5011405944,-0.1242599964,16:57:0,24/3/2017,0,0
51.5011482238,-0.1242632985,16:57:2,24/3/2017,0,0
51.5011558532,-0.1242683053,16:57:3,24/3/2017,0,0
51.5011558532,-0.1242699980,16:57:4,24/3/2017,0,0
51.5011634826,-0.1242683053,16:57:4,24/3/2017,0,0
51.5011634826,-0.1242550134,16:57:6,24/3/2017,0,0
51.5011711120,-0.1242516040,16:57:7,24/3/2017,0,0
51.5011863708,-0.1242599964,16:57:8,24/3/2017,0,0
51.5011978149,-0.1242599964,16:57:8,24/3/2017,0,0
51.5012054443,-0.1242583036,16:57:10,24/3/2017,0,0
51.5012130737,-0.1242632985,16:57:11,24/3/2017,0,0
51.5012283325,-0.1242699980,16:57:12,24/3/2017,0,0
51.5012359619,-0.1242783069,16:57:12,24/3/2017,0,0
51.5012435913,-0.1242833018,16:57:14,24/3/2017,0,0
51.5012550354,-0.1242866039,16:57:15,24/3/2017,0,0
51.5012626647,-0.1242866039,16:57:16,24/3/2017,0,0
51.5012702941,-0.1242883086,16:57:16,24/3/2017,0,0
51.5012779235,-0.1242850065,16:57:18,24/3/2017,0,0
51.5012855529,-0.1242799997,16:57:19,24/3/2017,0,0
51.5012931823,-0.1242716073,16:57:20,24/3/2017,0,0
51.5013008117,-0.1242666006,16:57:20,24/3/2017,0,0
51.5013198852,-0.1242632985,16:57:22,24/3/2017,0,0
51.5013275146,-0.1242632985,16:57:23,24/3/2017,0,0
51.5013427734,-0.1242599964,16:57:24,24/3/2017,0,0
51.5013504028,-0.1242599964,16:57:24,24/3/2017,0,0
