latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature,MQ9 gas average,people,cumulative people
51.5001945495,0.0063965997,14:20:30,18/5/2016,15,0,10.81,51,13.96,726.75,0,18
51.5001869201,0.0063882999,14:20:31,18/5/2016,15,0,2.65,47,13.96,729.53,0,18
51.5001869201,0.0063882999,14:20:32,18/5/2016,16,0,0.13,8,13.96,728.76,0,18
51.5001869201,0.0063916006,14:20:32,18/5/2016,16,0,0.02,3,13.96,727.58,0,18
51.5001869201,0.0063899998,14:20:34,18/5/2016,16,0,0.01,3,13.96,729.92,0,18
51.5001716613,0.0063916006,14:20:35,18/5/2016,16,0,0.02,2,13.96,730.59,0,18
51.5001564025,0.0063950004,14:20:36,18/5/2016,16,0,0.02,4,13.96,728.68,0,18
51.5001564025,0.0063950004,14:20:36,18/5/2016,16,0,0,0,13.96,723.35,0,18
51.5001449584,0.0063999996,14:20:38,18/5/2016,17,0,0,0,13.96,722.46,0,18
51.5001373291,0.0064082994,14:20:39,18/5/2016,17,0,0.06,4,13.96,722.13,0,18
51.5001220703,0.0064116001,14:20:40,18/5/2016,17,0,0.07,4,13.96,723.69,0,18
51.5001068115,0.0064133,14:20:40,18/5/2016,17,0,0.01,2,13.96,727.18,0,18
51.5000991821,0.006420001,14:20:42,18/5/2016,17,0,0.01,2,13.96,728.7,0,18
51.500087738,0.0064266004,14:20:43,18/5/2016,17,0,0.01,1,13.96,729.83,0,18
51.5000801086,0.0064400005,14:20:44,18/5/2016,17,0,0,0,13.96,728.15,0,18
51.5000724792,0.0064516,14:20:44,18/5/2016,18,0,0,0,13.96,726.75,0,18
51.5000648498,0.0064583005,14:20:46,18/5/2016,17,0,0.01,3,13.96,728.24,0,18
51.5000648498,0.0064632997,14:20:47,18/5/2016,17,0,0,0,13.96,729.25,0,18
51.5000648498,0.0064666004,14:20:48,18/5/2016,18,0,0,0,13.96,730.15,0,18
51.5000572204,0.0064733004,14:20:48,18/5/2016,18,0,0,0,13.48,730.09,0,18
51.500049591,0.0064783005,14:20:50,18/5/2016,17,0,0.1,6,13.96,729.14,0,18
51.5000419616,0.00648,14:20:51,18/5/2016,18,0,0.46,13,13.96,728.3,0,18
51.5000343322,0.0064832997,14:20:52,18/5/2016,16,0,0.72,21,13.48,728.93,0,18
51.5000228881,0.0064882998,14:20:52,18/5/2016,18,0,0.43,11,13.96,723.07,0,18
51.5000228881,0.0064916009,14:20:54,18/5/2016,18,0,3.24,35,13.96,720.39,0,18
51.5000152587,0.0065050001,14:20:55,18/5/2016,18,0,0.01,2,13.48,725.85,0,18
51.5000076293,0.0065199999,14:20:56,18/5/2016,18,0,0.03,3,13.48,723.1,0,18
51.5,0.0065333008,14:20:56,18/5/2016,17,0,0.05,3,13.48,721.51,0,18
51.4999923706,0.0065416007,14:20:58,18/5/2016,16,0,0.01,1,13.48,721.99,0,18
51.4999847412,0.0065433001,14:20:59,18/5/2016,18,0,0.08,5,13.48,719.88,0,18
51.4999771118,0.0065533008,14:21:0,18/5/2016,18,4,3.84,34,13.48,720.47,0,18
51.4999656677,0.0065649995,14:21:0,18/5/2016,17,0,3.82,31,13.48,723.46,0,18
51.4999580383,0.0065715999,14:21:2,18/5/2016,17,0,0.7,15,13.48,722.52,0,18
51.4999504089,0.0065833001,14:21:3,18/5/2016,18,2,0.41,8,13.48,722.31,0,18
51.4999351501,0.0065932998,14:21:4,18/5/2016,17,0,3.56,27,13.48,718.16,0,18
51.4999198913,0.0065966005,14:21:4,18/5/2016,17,0,6.02,51,13.48,716.01,0,18
51.4999122619,0.0065950002,14:21:6,18/5/2016,15,0,0.48,10,13.48,714.89,0,18
51.499885559,0.0065983004,14:21:7,18/5/2016,15,3,1,23,13.96,716.25,0,18
51.4998703002,0.0066100001,14:21:8,18/5/2016,17,0,1.24,19,13.48,715.86,0,18
51.4998779296,0.0065950002,14:21:8,18/5/2016,18,0,0.01,3,13.48,716.94,0,18
51.499885559,0.0065883007,14:21:10,18/5/2016,18,0,0,0,13.48,717.13,0,18
51.499885559,0.0065916004,14:21:11,18/5/2016,18,0,0.01,1,13.48,717.52,0,18
51.499885559,0.0065900001,14:21:12,18/5/2016,18,0,0.01,3,13.48,717.64,0,18
51.499885559,0.0065932998,14:21:12,18/5/2016,18,0,0.04,5,13.96,717.76,0,18
51.499885559,0.0065950002,14:21:14,18/5/2016,16,0,0.01,2,13.48,719.47,0,18
51.4998703002,0.0066100001,14:21:15,18/5/2016,15,0,0,1,13.48,724.27,0,18
51.4998703002,0.0066249995,14:21:16,18/5/2016,16,0,0,0,13.96,725.26,0,18
51.4998703002,0.0066266002,14:21:16,18/5/2016,16,0,0.01,2,13.96,720.73,0,18
51.4998703002,0.0066300005,14:21:18,18/5/2016,16,0,1.08,13,13.48,734.13,0,18
51.4998703002,0.0066282997,14:21:19,18/5/2016,20,2,2.04,30,13.96,728.25,0,18
51.4998626708,0.0066282997,14:21:20,18/5/2016,21,1,0.58,6,13.96,729.26,0,18
51.4998626708,0.0066300005,14:21:20,18/5/2016,20,0,0.32,11,13.96,710.11,1,19
51.4998626708,0.0066332998,14:21:22,18/5/2016,20,0,0.01,2,13.48,728.18,0,19
51.4998550415,0.0066350007,14:21:23,18/5/2016,21,0,0.01,2,13.48,726.08,0,19
51.4998626708,0.0066366004,14:21:24,18/5/2016,20,0,0.23,8,13.48,711.94,2,21
51.4998703002,0.0066300005,14:21:24,18/5/2016,19,0,1.35,25,13.48,724.33,0,21
51.4998703002,0.0066266002,14:21:26,18/5/2016,18,2,0.26,7,13.48,710.71,0,21
51.4998703002,0.0066350007,14:21:27,18/5/2016,18,0,1.96,50,13.48,706.53,0,21
51.4998703002,0.0066450004,14:21:28,18/5/2016,19,6,0.11,6,13.48,704.69,0,21
51.4998626708,0.0066583003,14:21:28,18/5/2016,18,0,2.69,18,13.48,702.99,0,21
51.4998626708,0.0066699991,14:21:30,18/5/2016,18,0,0.07,3,13.96,703.82,0,21
51.4998626708,0.0066833009,14:21:31,18/5/2016,18,0,1.9,27,13.96,701.93,0,21
51.4998550415,0.0067000002,14:21:32,18/5/2016,18,0,0.01,2,13.48,700.62,0,21
51.4998550415,0.0067150001,14:21:32,18/5/2016,18,0,3.44,50,13.48,697.87,0,21
51.4998435974,0.0067316002,14:21:34,18/5/2016,19,0,0.63,14,13.48,695.49,0,21
51.4998435974,0.0067449998,14:21:35,18/5/2016,19,0,0.12,8,13.48,693.99,0,21
51.4998435974,0.0067566008,14:21:36,18/5/2016,19,0,0.58,15,13.48,689.1,2,23
51.4998435974,0.0067683005,14:21:36,18/5/2016,18,4,0.3,6,13.48,693.14,0,23
51.4998435974,0.0067832999,14:21:38,18/5/2016,19,0,0.29,8,13.48,688.53,0,23
51.499835968,0.0067965993,14:21:39,18/5/2016,18,0,0.14,6,13.48,687.45,0,23
51.4998283386,0.0068100004,14:21:40,18/5/2016,18,1,4.08,30,13.48,686.59,0,23
51.4998283386,0.0068233008,14:21:40,18/5/2016,19,0,0.73,10,13.48,688.57,0,23
51.4998207092,0.0068399996,14:21:42,18/5/2016,19,0,0.1,5,13.48,693.12,0,23
51.4998283386,0.0068516006,14:21:43,18/5/2016,18,0,0.18,5,13.48,689.87,0,23
51.4998207092,0.006866599,14:21:44,18/5/2016,18,0,0.43,8,13.48,690.99,0,23
51.4998207092,0.0068832998,14:21:44,18/5/2016,19,0,0.41,8,13.48,688.68,0,23
51.4998130798,0.0068983006,14:21:46,18/5/2016,19,0,0.53,6,13.48,700.38,0,23
51.4998130798,0.0069115996,14:21:47,18/5/2016,19,5,0.58,11,13.48,689.33,1,24
51.4998054504,0.0069232997,14:21:48,18/5/2016,19,15,10.14,63,13.48,688.54,0,24
51.499797821,0.0069383001,14:21:48,18/5/2016,19,0,1.5,23,13.48,678.26,0,24
51.499797821,0.0069549999,14:21:50,18/5/2016,20,5,1.74,19,13.48,678.34,0,24
51.499797821,0.0069716,14:21:51,18/5/2016,19,5,4.5,24,13.48,678.41,0,24
51.4997901916,0.0069899997,14:21:52,18/5/2016,19,0,9.08,35,13.48,677.41,0,24
51.4997787475,0.0070050001,14:21:52,18/5/2016,19,2,2.24,26,13.48,677.32,0,24
51.4997711181,0.0070199995,14:21:54,18/5/2016,20,4,3.56,25,13.48,676.35,0,24
51.4997558593,0.0070333003,14:21:55,18/5/2016,19,0,4.46,21,13.48,677.41,0,24
51.4997482299,0.0070466003,14:21:56,18/5/2016,19,7,1.66,11,13.48,676.49,0,24
51.4997482299,0.0070566005,14:21:56,18/5/2016,20,6,3.51,19,13.48,674.81,0,24
51.4997482299,0.0070700001,14:21:58,18/5/2016,19,3,3.04,15,13.48,675.72,0,24
51.4997482299,0.0070832996,14:21:59,18/5/2016,19,0,2.29,15,13.48,673.49,0,24
51.4997482299,0.0070983004,14:22:0,18/5/2016,19,8,14.56,59,13.48,672.25,0,24
51.4997482299,0.0071166,14:22:0,18/5/2016,18,4,2.45,17,13.48,674.67,0,24
51.4997482299,0.0071350007,14:22:2,18/5/2016,18,4,4.96,19,13.48,673.2,0,24
51.4997558593,0.0071516008,14:22:3,18/5/2016,19,2,3.73,18,13.48,671.22,0,24
51.4997634887,0.0071666002,14:22:4,18/5/2016,20,3,3,14,13.48,671.6,0,24
51.4997634887,0.0071850004,14:22:4,18/5/2016,19,2,6.87,47,13.48,671.62,0,24
51.4997558593,0.0072016,14:22:6,18/5/2016,18,8,8.9,38,13.48,671.01,0,24
51.4997558593,0.0072216005,14:22:7,18/5/2016,18,5,9.14,29,13.96,667.01,0,24
51.4997558593,0.0072416,14:22:8,18/5/2016,19,14,15.96,55,13.48,666.05,0,24
51.4997558593,0.0072583007,14:22:8,18/5/2016,19,24,7.55,51,13.48,666.28,0,24
51.4997558593,0.0072716002,14:22:10,18/5/2016,19,0,7.94,40,13.48,666.54,0,24
51.4997482299,0.0072899999,14:22:11,18/5/2016,20,2,3.43,34,13.48,665.27,0,24
51.4997482299,0.0073082995,14:22:12,18/5/2016,20,36,1.96,40,13.48,666.24,0,24
51.4997406005,0.0073250002,14:22:12,18/5/2016,20,4,14.71,64,13.48,666.44,0,24
51.4997406005,0.0073365998,14:22:14,18/5/2016,21,1,3.75,21,13.48,665.79,0,24
51.4997406005,0.0073466005,14:22:15,18/5/2016,20,16,1.73,16,13.48,666.13,0,24
51.499721527,0.0073633003,14:22:16,18/5/2016,18,0,12.4,68,13.48,666.55,0,24
51.4997062683,0.0073832998,14:22:16,18/5/2016,19,20,5.07,24,13.48,666.26,0,24
51.4996986389,0.0073916006,14:22:18,18/5/2016,20,15,21.1,70,13.48,665.29,0,24
51.4996910095,0.0074066009,14:22:19,18/5/2016,20,23,12.91,54,13.48,669.23,0,24
51.4996757507,0.0074350004,14:22:20,18/5/2016,19,19,13.19,64,13.48,670.52,0,24
51.4996681213,0.0074550004,14:22:20,18/5/2016,19,5,10.78,42,13.48,663.53,0,24
51.4996681213,0.0074733009,14:22:22,18/5/2016,19,6,9.21,39,13.48,662.21,0,24
51.4996681213,0.0074933004,14:22:23,18/5/2016,20,12,7.25,37,13.48,661.74,0,24
51.4996681213,0.0075132999,14:22:24,18/5/2016,20,10,8.65,34,13.48,660.4,0,24
51.4996681213,0.0075300006,14:22:24,18/5/2016,20,4,5.43,26,13.48,662.06,0,24
51.4996681213,0.007545,14:22:26,18/5/2016,19,3,4.23,30,13.48,663.53,0,24
51.4996757507,0.0075583004,14:22:27,18/5/2016,19,3,2.23,16,13.48,664.66,0,24
51.4996757507,0.0075732998,14:22:28,18/5/2016,19,2,4.38,24,13.48,664.2,0,24
51.4996757507,0.0075883002,14:22:28,18/5/2016,18,0,1.56,17,13.48,662.76,0,24
51.4996757507,0.0076050004,14:22:30,18/5/2016,19,6,1.11,11,13.48,661.8,0,24
51.4996833801,0.0076200003,14:22:31,18/5/2016,19,0,3.08,30,13.48,659.34,0,24
51.4996833801,0.0076382999,14:22:32,18/5/2016,20,0,0.6,9,13.48,656.71,0,24
51.4996833801,0.0076583003,14:22:32,18/5/2016,19,0,2.02,17,13.48,651.37,0,24
51.4996833801,0.0076782999,14:22:34,18/5/2016,19,1,2.23,17,13.48,656.74,0,24
51.4996833801,0.0076983003,14:22:35,18/5/2016,20,1,1.14,9,13.48,666.31,0,24
51.4996910095,0.0077183008,14:22:36,18/5/2016,20,3,0.87,9,13.48,657.96,0,24
51.4996910095,0.0077365999,14:22:36,18/5/2016,21,2,0.91,8,13.48,653.58,0,24
51.4996986389,0.0077482995,14:22:38,18/5/2016,22,6,0.85,11,13.48,652.07,0,24
51.4996986389,0.0077683,14:22:39,18/5/2016,24,2,1.3,13,13.48,656.03,0,24
51.4996986389,0.0077899999,14:22:40,18/5/2016,28,0,0.26,6,13.48,656.99,0,24
51.4996986389,0.0078083,14:22:40,18/5/2016,33,1,0.5,11,13.48,650.18,0,24
51.4997062683,0.0078266,14:22:42,18/5/2016,28,0,0.25,7,13.48,649.32,0,24
51.4997062683,0.0078400001,14:22:43,18/5/2016,25,0,0.51,8,13.48,648.26,0,24
51.4997062683,0.0078516001,14:22:44,18/5/2016,23,0,0.42,7,13.48,647.8,0,24
51.4997138977,0.0078683004,14:22:44,18/5/2016,22,0,0.15,3,13.48,647.07,0,24
51.4997138977,0.0078832998,14:22:46,18/5/2016,22,3,0.37,7,13.48,646.21,0,24
51.499721527,0.0078933,14:22:47,18/5/2016,21,0,0.68,8,13.48,643,0,24
51.4997329711,0.0079050006,14:22:48,18/5/2016,21,0,0.86,13,13.48,641.67,0,24
51.4997329711,0.0079200005,14:22:48,18/5/2016,21,0,0.47,8,13.48,628.81,0,24
51.4997406005,0.0079350004,14:22:50,18/5/2016,22,0,0.19,6,13.48,627.3,0,24
51.4997406005,0.0079465999,14:22:51,18/5/2016,22,2,1.62,12,13.48,625.69,0,24
51.4997482299,0.00796,14:22:52,18/5/2016,22,0,1.43,18,13.48,617.69,0,24
51.4997558593,0.0079716005,14:22:52,18/5/2016,24,0,0.44,7,13.48,625.18,0,24
51.4997711181,0.0079750003,14:22:54,18/5/2016,24,0,0.22,7,13.48,617.76,0,24
51.4997787475,0.0079815998,14:22:55,18/5/2016,24,0,0.34,7,13.48,618.55,0,24
51.4997901916,0.0079899997,14:22:56,18/5/2016,26,0,1.49,14,13.48,636.71,0,24
51.4997901916,0.0080033006,14:22:56,18/5/2016,26,0,0.88,9,13.48,630.4,0,24
51.499797821,0.008018301,14:22:58,18/5/2016,24,0,1.21,11,13.48,640.97,0,24
51.499797821,0.0080300006,14:22:59,18/5/2016,25,1,0.68,11,13.48,640.74,0,24
51.4998130798,0.0080399999,14:23:0,18/5/2016,26,0,0.5,10,13.48,636.37,0,24
51.4998207092,0.0080532999,14:23:0,18/5/2016,27,0,0.83,9,13.48,643.58,0,24
51.499835968,0.008063301,14:23:2,18/5/2016,26,2,0.63,8,13.48,638.7,0,24
51.4998435974,0.0080733003,14:23:3,18/5/2016,23,1,0.82,10,13.48,641.02,0,24
51.4998550415,0.0080850009,14:23:4,18/5/2016,24,0,0.5,6,13.48,642.51,0,24
51.4998626708,0.0080900011,14:23:4,18/5/2016,22,8,10.22,72,13.48,644.56,0,24
51.4998703002,0.0081000003,14:23:6,18/5/2016,22,3,11.92,92,13.48,641.83,0,24
51.4998703002,0.0081083002,14:23:7,18/5/2016,24,0,4.61,29,13.48,646.62,0,24
51.4998779296,0.0081183004,14:23:8,18/5/2016,25,15,0.94,15,13.48,646.38,0,24
51.499885559,0.0081333007,14:23:8,18/5/2016,25,2,1.54,13,13.48,644.46,0,24
51.499885559,0.0081449995,14:23:10,18/5/2016,25,0,0.99,11,13.48,643.04,0,24
51.4998931884,0.0081499996,14:23:11,18/5/2016,25,0,2.42,14,13.48,641.19,0,24
51.4999008178,0.0081583003,14:23:12,18/5/2016,25,29,12.02,52,13.48,634.9,0,24
51.4999122619,0.00817,14:23:12,18/5/2016,30,28,12.61,44,13.48,646.75,0,24
51.4999198913,0.0081800003,14:23:14,18/5/2016,29,0,6.94,60,13.48,650.27,0,24
51.4999275207,0.0081849994,14:23:15,18/5/2016,29,4,2.2,15,13.48,654.28,0,24
51.4999351501,0.0081933002,14:23:16,18/5/2016,23,3,5.58,30,13.48,653.31,0,24
51.4999427795,0.0081966009,14:23:16,18/5/2016,21,2,1.9,13,13.48,652.54,0,24
51.4999275207,0.0082200002,14:23:18,18/5/2016,21,0,2.12,13,13.48,657.15,0,24
51.4999275207,0.0082365999,14:23:19,18/5/2016,22,2,4.19,16,13.48,656.84,0,24
51.4999351501,0.0082482995,14:23:20,18/5/2016,22,3,8.75,49,13.48,655.03,0,24
51.4999351501,0.0082600002,14:23:20,18/5/2016,21,9,5.8,23,13.48,653.46,0,24
51.4999427795,0.0082700004,14:23:22,18/5/2016,21,0,2.82,14,13.48,653.58,0,24
51.4999580383,0.0082765998,14:23:23,18/5/2016,22,8,9.37,57,13.48,652.77,0,24
51.4999656677,0.0082833003,14:23:24,18/5/2016,22,2,13.64,50,13.48,653.21,0,24
51.4999771118,0.0082816009,14:23:24,18/5/2016,22,0,3,18,13.48,648.99,0,24
51.4999847412,0.0082899999,14:23:26,18/5/2016,22,3,4.85,24,13.48,625.15,0,24
51.4999923706,0.0082933006,14:23:27,18/5/2016,22,0,3.42,15,13.48,641.95,0,24
51.5,0.0083000001,14:23:28,18/5/2016,22,5,2.9,13,13.48,647.85,0,24
51.5000152587,0.0083150005,14:23:28,18/5/2016,22,2,1.81,11,13.48,643.93,0,24
51.5000343322,0.008326601,14:23:30,18/5/2016,23,1,2.34,16,13.48,632.98,0,24
51.5000419616,0.008335,14:23:31,18/5/2016,23,4,2.98,18,13.48,628.19,0,24
51.500049591,0.0083449993,14:23:32,18/5/2016,24,0,3.35,21,13.48,632.96,0,24
51.5000572204,0.0083516006,14:23:32,18/5/2016,23,9,4.31,24,13.48,647.68,0,24
51.5000648498,0.0083615989,14:23:34,18/5/2016,24,6,3.63,31,13.48,653.5,0,24
51.5000648498,0.0083733005,14:23:35,18/5/2016,24,1,3.65,26,13.48,654.83,0,24
51.5000724792,0.0083833007,14:23:36,18/5/2016,23,0,2.13,18,13.48,655.68,0,24
51.5000724792,0.0083983001,14:23:36,18/5/2016,23,1,1.36,9,13.48,654.58,0,24
51.5000724792,0.008420001,14:23:38,18/5/2016,23,0,1.05,12,13.48,655.54,0,24
51.5000648498,0.0084415998,14:23:39,18/5/2016,23,0,1.23,11,13.48,656.23,0,24
51.5000648498,0.00846,14:23:40,18/5/2016,24,0,0.86,10,13.48,656.91,0,24
51.5000724792,0.0084682998,14:23:40,18/5/2016,22,3,2.37,15,13.48,658.38,0,24
51.5000648498,0.0084833011,14:23:42,18/5/2016,22,0,1.01,12,13.48,659.52,0,24
51.5000572204,0.0084966001,14:23:43,18/5/2016,22,5,1.36,11,13.48,656.73,0,24
51.500049591,0.0085115995,14:23:44,18/5/2016,24,0,0.45,7,13.48,657.69,0,24
51.500049591,0.0085249996,14:23:44,18/5/2016,20,1,0.6,10,13.48,656.7,0,24
51.500049591,0.0085332994,14:23:46,18/5/2016,18,0,0.75,13,13.48,656.98,0,24
51.500049591,0.0085350008,14:23:47,18/5/2016,21,0,0.73,11,13.48,656,0,24
51.5000572204,0.0085350008,14:23:48,18/5/2016,21,2,0.91,12,13.48,657.95,0,24
51.5000724792,0.0085315999,14:23:48,18/5/2016,21,4,1.41,12,13.48,658.2,0,24
51.5000801086,0.0085265998,14:23:50,18/5/2016,18,0,1.63,11,13.48,659.33,0,24
51.5000801086,0.0085249996,14:23:51,18/5/2016,17,0,1.34,15,13.48,658.98,0,24
51.5000801086,0.0085249996,14:23:52,18/5/2016,18,2,0.78,14,13.48,658.93,0,24
51.500087738,0.0085233001,14:23:52,18/5/2016,18,0,0.9,12,13.48,658.62,0,24
51.5000991821,0.0085183,14:23:54,18/5/2016,17,1,0.61,9,13.48,658.88,0,24
51.5000991821,0.0085200004,14:23:55,18/5/2016,17,0,0.59,8,13.48,658.84,0,24
51.5000991821,0.0085200004,14:23:56,18/5/2016,18,0,0.52,9,13.48,659.07,0,24
51.5000991821,0.0085150003,14:23:56,18/5/2016,18,0,0.7,10,13.48,659.05,0,24
51.5000991821,0.0085115995,14:23:58,18/5/2016,17,0,1.72,19,13.48,658.46,0,24
51.500087738,0.0085016002,14:23:59,18/5/2016,18,3,1.13,11,13.48,657.63,0,24
51.500087738,0.008499999,14:24:0,18/5/2016,18,1,1.1,11,13.48,658.48,0,24
51.500087738,0.0084966001,14:24:0,18/5/2016,18,0,0.63,9,13.48,659.81,0,24
51.500087738,0.0084899997,14:24:2,18/5/2016,18,0,1.75,15,13.48,659.06,0,24
51.5000801086,0.0084783,14:24:3,18/5/2016,18,2,1.12,9,13.48,658.58,0,24
51.500087738,0.0084666004,14:24:4,18/5/2016,18,1,1.18,12,13.48,657.95,0,24
51.5000991821,0.0084566011,14:24:4,18/5/2016,19,1,1.21,12,13.48,657.62,0,24
51.5000991821,0.0084465999,14:24:6,18/5/2016,19,2,1.2,15,13.48,657.19,0,24
51.500087738,0.0084383001,14:24:7,18/5/2016,18,2,3.62,18,13.48,659.66,0,24
51.500087738,0.0084232997,14:24:8,18/5/2016,18,0,0.7,8,13.48,661.65,0,24
51.500087738,0.0084082994,14:24:8,18/5/2016,18,3,1.49,16,13.48,661.39,0,24
51.5000801086,0.0083950004,14:24:10,18/5/2016,19,2,0.76,8,13.48,660.12,0,24
51.5000724792,0.0083850011,14:24:11,18/5/2016,19,2,1.1,11,13.48,657.6,0,24
51.5000648498,0.0083699998,14:24:12,18/5/2016,19,0,0.85,11,13.48,658.66,0,24
51.5000572204,0.0083516006,14:24:12,18/5/2016,19,1,1.28,14,13.48,658.53,0,24
51.5000572204,0.008335,14:24:14,18/5/2016,19,3,2.27,17,13.48,658.57,0,24
51.500049591,0.0083215999,14:24:15,18/5/2016,19,0,1.09,10,13.48,658.78,0,24
51.5000419616,0.0083115997,14:24:16,18/5/2016,19,0,0.87,11,13.48,658.76,0,24
51.5000419616,0.0083000001,14:24:16,18/5/2016,19,1,0.89,11,13.48,655.89,0,24
51.5000343322,0.0082899999,14:24:18,18/5/2016,20,1,0.82,18,13.48,658.38,0,24
51.5000228881,0.0082833003,14:24:19,18/5/2016,22,0,0.52,7,13.48,657.61,0,24
51.5000228881,0.0082733001,14:24:20,18/5/2016,25,0,0.48,12,13.48,660.35,0,24
51.5000152587,0.0082650003,14:24:20,18/5/2016,26,0,0.55,6,13.48,660.13,0,24
51.5000076293,0.0082583007,14:24:22,18/5/2016,23,0,0.96,14,13.48,663.22,0,24
51.5,0.0082532997,14:24:23,18/5/2016,21,0,0.34,7,13.48,659.46,0,24
51.4999923706,0.0082482995,14:24:24,18/5/2016,20,2,0.5,9,13.48,657.7,0,24
51.4999656677,0.0082466001,14:24:24,18/5/2016,21,0,0.7,9,13.48,658.14,0,24
51.4999580383,0.0082399997,14:24:26,18/5/2016,21,1,0.51,6,13.48,654.03,0,24
51.4999427795,0.0082350006,14:24:27,18/5/2016,21,1,0.63,7,13.48,651.82,0,24
51.4999275207,0.0082250003,14:24:28,18/5/2016,21,0,0.83,11,13.48,651.36,0,24
51.4999198913,0.0082116012,14:24:28,18/5/2016,23,0,0.44,8,13.48,652.04,0,24
51.4999008178,0.0081983003,14:24:30,18/5/2016,26,14,0.24,14,13.48,651.82,0,24
51.499885559,0.0081865997,14:24:31,18/5/2016,30,0,3.55,38,13.48,649.26,0,24
51.4998779296,0.0081782999,14:24:32,18/5/2016,26,0,0.4,8,13.48,648.98,0,24
51.4998550415,0.0081833,14:24:32,18/5/2016,23,3,1.02,18,13.48,643.87,0,24
51.499835968,0.0081800003,14:24:34,18/5/2016,22,0,0.73,18,13.48,640.9,0,24
51.4998207092,0.0081483001,14:24:35,18/5/2016,23,0,1.81,21,13.48,635.65,0,24
51.4998130798,0.0081283006,14:24:36,18/5/2016,25,0,7.66,63,13.48,637.2,0,24
51.4998130798,0.0081016006,14:24:36,18/5/2016,29,7,4.97,63,13.48,634.28,0,24
51.4997787475,0.0080749998,14:24:38,18/5/2016,33,0,1.05,37,13.48,639.85,0,24
51.499797821,0.0080599994,14:24:39,18/5/2016,26,0,0.11,5,13.48,635.62,0,24
51.499797821,0.0080433006,14:24:40,18/5/2016,20,0,0.22,7,13.48,639.87,0,24
51.4998054504,0.0080166006,14:24:40,18/5/2016,20,0,1.87,15,13.48,691.01,0,24
51.499797821,0.0079916,14:24:42,18/5/2016,20,0,0.73,15,13.48,696.78,0,24
51.4998054504,0.0079433012,14:24:43,18/5/2016,20,1,0.67,10,13.48,693.93,0,24
51.4997901916,0.0079265999,14:24:44,18/5/2016,21,0,0.59,11,13.48,678.66,0,24
51.4997787475,0.0079050006,14:24:44,18/5/2016,23,2,1.83,19,13.48,647.6,0,24
51.4997634887,0.0078949999,14:24:46,18/5/2016,24,0,0.99,15,13.48,675.67,0,24
51.4997482299,0.0078866004,14:24:47,18/5/2016,26,0,12.82,44,13.48,681.55,0,24
51.4997329711,0.0078816003,14:24:48,18/5/2016,25,0,0.93,22,13.48,683.05,0,24
51.4997138977,0.0078832998,14:24:48,18/5/2016,26,5,3.53,63,12.99,700.19,0,24
51.4996986389,0.0078733005,14:24:50,18/5/2016,25,7,2.83,38,12.99,694.55,2,26
51.4996986389,0.0078716011,14:24:51,18/5/2016,22,0,3.2,30,12.99,688.51,1,27
51.4997062683,0.007875,14:24:52,18/5/2016,23,0,4.49,47,13.48,669.87,0,27
51.4997138977,0.007875,14:24:52,18/5/2016,25,0,0.18,7,12.99,664,0,27
51.499721527,0.0078766002,14:24:54,18/5/2016,25,0,5.5,20,13.48,664.79,0,27
51.4997138977,0.0078866004,14:24:55,18/5/2016,25,0,0.1,5,13.48,664.95,0,27
51.499721527,0.0078916001,14:24:56,18/5/2016,26,10,5.47,45,13.48,668.81,0,27
51.4997138977,0.0078983001,14:24:56,18/5/2016,26,5,4.29,27,13.48,670.9,0,27
51.4997138977,0.0079,14:24:58,18/5/2016,26,0,2.84,23,13.48,671.09,0,27
51.4997138977,0.0079016008,14:24:59,18/5/2016,25,0,4.32,44,13.48,668.42,0,27
51.4997138977,0.0079,14:25:0,18/5/2016,25,3,1.7,13,13.48,666.44,0,27
51.4997138977,0.0079,14:25:0,18/5/2016,25,19,9.53,37,13.48,660.77,0,27
51.4997138977,0.0078983001,14:25:2,18/5/2016,27,0,17.34,145,13.48,660.8,0,27
51.4997138977,0.0078983001,14:25:3,18/5/2016,24,1,1.7,26,13.48,657.99,0,27
51.4997138977,0.0079016008,14:25:4,18/5/2016,22,2,5.46,36,13.48,654.25,0,27
51.4997062683,0.0079,14:25:4,18/5/2016,25,0,1.72,20,13.48,660.17,0,27
51.4997062683,0.0079133005,14:25:6,18/5/2016,25,1,2.79,24,13.48,665.99,0,27
51.4996986389,0.0079265999,14:25:7,18/5/2016,27,0,1.25,11,12.99,665.29,0,27
51.4996910095,0.0079415998,14:25:8,18/5/2016,27,0,0.7,11,12.99,661.27,0,27
51.4996833801,0.0079566001,14:25:8,18/5/2016,28,0,6.21,37,12.99,675.23,0,27
51.4996833801,0.0079716005,14:25:10,18/5/2016,28,0,0.95,14,12.99,667.19,0,27
51.4996833801,0.0079850006,14:25:11,18/5/2016,27,4,1.11,15,12.99,664.06,0,27
51.4996833801,0.0080033006,14:25:12,18/5/2016,27,14,5.15,32,12.99,664.76,0,27
51.4996833801,0.0080250015,14:25:12,18/5/2016,28,3,1.96,18,12.99,664.12,0,27
51.4996833801,0.0080466003,14:25:14,18/5/2016,28,0,2.8,22,12.99,662.55,0,27
51.4996833801,0.0080650005,14:25:15,18/5/2016,28,2,0.97,11,12.99,663.12,0,27
51.4996833801,0.0080850009,14:25:16,18/5/2016,27,0,0.64,13,12.99,659.13,0,27
