0.0000000000,0.0000000000,16:22:19,0/0/200,0,0
0.0000000000,0.0000000000,16:22:20,0/0/200,0,0
0.0000000000,0.0000000000,16:22:21,0/0/200,0,0
0.0000000000,0.0000000000,16:22:22,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:23,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:24,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:25,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:26,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:27,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:28,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:29,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:30,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:30,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:30,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:31,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:31,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:50,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:52,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:52,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:53,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:53,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:54,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:54,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:55,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:55,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:56,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:56,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:57,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:57,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:58,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:58,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:59,24/3/2017,0,0
0.0000000000,0.0000000000,16:22:59,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:0,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:0,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:1,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:1,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:1,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:2,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:2,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:3,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:3,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:4,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:4,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:5,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:5,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:6,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:6,24/3/2017,0,0
0.0000000000,0.0000000000,16:23:7,24/3/2017,0,0
