latitude,longitude,time,date,MQ135 value,MQ135 average,MQ135 peak,MQ2 value, MQ2 average, MQ2 peak, dust
51.5014152526,0.0049533004,13:41:21,0/0/200,116.00,116.61,117.00,88.00,87.81,88.00,44.00
51.5014152526,0.0049516005,13:41:22,0/0/200,114.00,114.19,116.00,84.00,85.70,88.00,44.00
51.5014076232,0.0049350004,13:41:23,0/0/200,115.00,114.10,115.00,85.00,84.05,85.00,44.00
51.5014076232,0.0049265999,13:41:24,0/0/200,118.00,117.04,118.00,87.00,86.49,87.00,44.00
51.5013999938,0.0049216003,13:41:25,0/0/200,115.00,115.99,118.00,86.00,86.21,87.00,44.00
51.5013999938,0.0049182996,13:41:26,0/0/200,114.00,114.64,116.00,85.00,85.64,86.00,44.00
51.5013923645,0.0049133005,13:41:27,8/12/2016,118.00,115.94,118.00,87.00,86.52,88.00,44.00
51.5013847351,0.0049082999,13:41:28,8/12/2016,121.00,119.91,121.00,89.00,88.43,89.00,44.00
51.5013656616,0.0049033002,13:41:29,8/12/2016,121.00,121.01,122.00,90.00,89.28,90.00,44.00
51.5013580322,0.0049016003,13:41:30,8/12/2016,122.00,121.21,122.00,90.00,89.33,90.00,44.00
51.5013504028,0.0048949999,13:41:31,8/12/2016,124.00,123.27,124.00,90.00,90.00,90.00,44.00
51.5013427734,0.0048883004,13:41:32,8/12/2016,124.00,124.18,125.00,90.00,90.00,91.00,44.00
51.5013351440,0.0048815999,13:41:33,8/12/2016,126.00,125.29,127.00,90.00,90.00,90.00,44.00
51.5013198852,0.0048782997,13:41:34,8/12/2016,126.00,126.36,127.00,90.00,90.01,91.00,44.00
51.5013008117,0.0048649997,13:41:35,8/12/2016,127.00,126.56,127.00,90.00,90.00,90.00,44.00
51.5012931823,0.0048616003,13:41:36,8/12/2016,126.00,126.01,127.00,89.00,89.93,90.00,44.00
51.5012779235,0.0048516001,13:41:37,8/12/2016,126.00,126.00,126.00,89.00,89.37,90.00,44.00
51.5012626647,0.0048450002,13:41:38,8/12/2016,126.00,125.86,126.00,89.00,88.99,89.00,44.00
51.5012550354,0.0048365998,13:41:39,8/12/2016,125.00,125.71,126.00,89.00,88.91,89.00,236.30
51.5012359619,0.0048383002,13:41:40,8/12/2016,125.00,124.57,125.00,88.00,88.00,88.00,236.30
51.5012130737,0.0048400001,13:41:41,8/12/2016,124.00,124.22,125.00,87.00,87.78,88.00,236.30
51.5011978149,0.0048400001,13:41:42,8/12/2016,124.00,123.81,124.00,87.00,87.00,88.00,236.30
51.5011787414,0.0048365998,13:41:43,8/12/2016,123.00,123.31,124.00,86.00,86.65,87.00,236.30
51.5011711120,0.0048350005,13:41:44,8/12/2016,122.00,122.55,123.00,86.00,86.00,87.00,236.30
51.5011558532,0.0048350005,13:41:45,8/12/2016,122.00,122.00,123.00,86.00,86.00,86.00,236.30
51.5011482238,0.0048365998,13:41:46,8/12/2016,121.00,121.36,122.00,85.00,85.52,86.00,236.30
51.5011329650,0.0048416004,13:41:47,8/12/2016,120.00,120.97,122.00,85.00,85.00,85.00,236.30
51.5011215209,0.0048433003,13:41:48,8/12/2016,120.00,120.08,121.00,84.00,84.73,85.00,236.30
51.5011138916,0.0048450002,13:41:49,8/12/2016,120.00,119.72,120.00,84.00,84.00,85.00,236.30
51.5010986328,0.0048450002,13:41:50,8/12/2016,120.00,119.06,120.00,84.00,84.00,84.00,236.30
51.5010910034,0.0048533005,13:41:51,8/12/2016,119.00,119.00,120.00,84.00,84.00,84.00,236.30
51.5010833740,0.0048683004,13:41:52,8/12/2016,119.00,118.68,119.00,83.00,83.79,84.00,236.30
51.5010757446,0.0048850002,13:41:53,8/12/2016,118.00,118.37,119.00,83.00,83.08,84.00,236.30
51.5010643005,0.0048966002,13:41:54,8/12/2016,118.00,118.14,119.00,83.00,83.01,84.00,236.30
51.5010490417,0.0049066004,13:41:55,8/12/2016,118.00,118.35,119.00,84.00,83.41,85.00,236.30
51.5010414123,0.0049182996,13:41:56,8/12/2016,118.00,117.83,119.00,80.00,82.38,972.00,236.30
51.5010337829,0.0049250001,13:41:57,8/12/2016,118.00,117.98,118.00,76.00,77.49,79.00,236.30
51.5010185241,0.0049316005,13:41:58,8/12/2016,117.00,117.40,118.00,74.00,74.83,76.00,236.30
51.5009994506,0.0049400000,13:41:59,8/12/2016,118.00,117.34,118.00,73.00,72.68,74.00,236.30
51.5009918212,0.0049483003,13:42:0,8/12/2016,118.00,117.93,118.00,75.00,73.76,76.00,236.30
51.5009765625,0.0049516005,13:42:1,8/12/2016,115.00,116.99,118.00,74.00,75.57,77.00,236.30
51.5009613037,0.0049583001,13:42:2,8/12/2016,115.00,115.08,116.00,73.00,73.34,74.00,236.30
51.5009536743,0.0049616007,13:42:3,8/12/2016,115.00,114.70,115.00,75.00,74.02,75.00,236.30
51.5009536743,0.0049616007,13:42:4,8/12/2016,116.00,115.41,116.00,77.00,76.08,77.00,236.30
51.5009536743,0.0049583001,13:42:5,8/12/2016,111.00,113.61,116.00,73.00,75.53,77.00,236.30
51.5009422302,0.0049650001,13:42:6,8/12/2016,110.00,109.55,111.00,70.00,70.44,72.00,236.30
51.5009269714,0.0049683003,13:42:7,8/12/2016,110.00,109.85,110.00,70.00,69.01,70.00,236.30
51.5009193420,0.0049766006,13:42:8,8/12/2016,112.00,111.16,112.00,71.00,70.40,71.00,236.30
51.5009117126,0.0049749999,13:42:9,8/12/2016,113.00,112.49,113.00,73.00,72.06,73.00,1114.58
51.5009040832,0.0049749999,13:42:10,8/12/2016,116.00,115.14,116.00,79.00,78.04,84.00,1114.58
51.5008964538,0.0049749999,13:42:11,8/12/2016,117.00,116.51,117.00,83.00,80.95,83.00,1114.58
51.5008888244,0.0049782996,13:42:12,8/12/2016,119.00,118.17,119.00,86.00,84.84,86.00,1114.58
51.5008964538,0.0049815998,13:42:13,8/12/2016,119.00,119.00,120.00,88.00,87.46,89.00,1114.58
51.5008964538,0.0049850001,13:42:14,8/12/2016,120.00,119.82,120.00,89.00,89.27,90.00,1114.58
51.5008888244,0.0049883003,13:42:15,8/12/2016,119.00,119.04,120.00,90.00,89.14,90.00,1114.58
51.5008773803,0.0049883003,13:42:16,8/12/2016,119.00,119.07,120.00,91.00,90.15,91.00,1114.58
51.5008697509,0.0049883003,13:42:17,8/12/2016,118.00,118.96,119.00,90.00,91.00,91.00,1114.58
51.5008621215,0.0049883003,13:42:18,8/12/2016,118.00,118.63,119.00,89.00,89.99,90.00,1114.58
51.5008544921,0.0049833002,13:42:19,8/12/2016,118.00,117.80,119.00,88.00,88.48,89.00,1114.58
51.5008392333,0.0049716000,13:42:20,8/12/2016,117.00,117.85,118.00,89.00,88.57,89.00,1114.58
51.5008201599,0.0049666004,13:42:20,8/12/2016,117.00,117.52,118.00,89.00,89.00,89.00,1114.58
51.5008125305,0.0049683003,13:42:22,8/12/2016,117.00,116.94,117.00,87.00,87.50,89.00,1114.58
51.5008049011,0.0049699997,13:42:23,8/12/2016,115.00,115.76,117.00,87.00,87.01,88.00,1114.58
51.5007896423,0.0049732999,13:42:24,8/12/2016,115.00,114.22,115.00,86.00,86.03,87.00,1114.58
51.5007896423,0.0049766006,13:42:24,8/12/2016,116.00,115.66,117.00,88.00,87.30,88.00,1114.58
51.5007820129,0.0049766006,13:42:26,8/12/2016,117.00,117.17,118.00,89.00,88.95,90.00,1114.58
51.5007820129,0.0049782996,13:42:27,8/12/2016,118.00,117.99,118.00,90.00,89.64,90.00,1114.58
51.5007743835,0.0049749999,13:42:28,8/12/2016,118.00,117.94,119.00,89.00,88.92,89.00,1114.58
51.5007667541,0.0049800004,13:42:28,8/12/2016,119.00,118.49,119.00,90.00,89.05,90.00,1114.58
51.5007553100,0.0049800004,13:42:30,8/12/2016,119.00,119.00,119.00,89.00,89.89,90.00,1114.58
51.5007476806,0.0049766006,13:42:31,8/12/2016,118.00,118.87,119.00,89.00,89.10,90.00,1114.58
51.5007324218,0.0049766006,13:42:32,8/12/2016,118.00,118.66,119.00,88.00,89.05,157.00,1114.58
51.5007247924,0.0049766006,13:42:32,8/12/2016,119.00,118.76,119.00,88.00,88.34,89.00,1114.58
51.5007171630,0.0049766006,13:42:34,8/12/2016,118.00,118.03,119.00,87.00,87.63,89.00,1114.58
51.5007095336,0.0049782996,13:42:35,8/12/2016,118.00,118.01,119.00,86.00,86.94,87.00,1114.58
51.5006904602,0.0049815998,13:42:36,8/12/2016,118.00,117.73,118.00,85.00,85.79,86.00,1114.58
51.5006828308,0.0049815998,13:42:36,8/12/2016,113.00,116.58,118.00,80.00,82.56,85.00,1114.58
51.5006752014,0.0049833002,13:42:38,8/12/2016,109.00,111.55,114.00,76.00,77.97,80.00,1114.58
51.5006523132,0.0049850001,13:42:40,8/12/2016,108.00,108.24,110.00,74.00,74.82,76.00,1002.16
51.5006332397,0.0049833002,13:42:40,8/12/2016,107.00,105.79,107.00,71.00,70.05,71.00,1002.16
51.5006179809,0.0049766006,13:42:42,8/12/2016,110.00,108.69,110.00,74.00,72.52,74.00,1002.16
51.5006179809,0.0049732999,13:42:43,8/12/2016,111.00,110.59,111.00,75.00,74.92,76.00,1002.16
51.5006103515,0.0049749999,13:42:44,8/12/2016,112.00,111.45,112.00,78.00,76.76,78.00,1002.16
51.5006027221,0.0049716000,13:42:44,8/12/2016,110.00,110.75,112.00,75.00,76.37,78.00,1002.16
51.5005950927,0.0049666004,13:42:46,8/12/2016,114.00,111.27,114.00,74.00,73.45,75.00,1002.16
51.5005874633,0.0049633002,13:42:47,8/12/2016,114.00,113.94,115.00,76.00,75.04,76.00,1002.16
51.5005874633,0.0049583001,13:42:48,8/12/2016,117.00,115.14,117.00,79.00,76.91,79.00,1002.16
51.5005683898,0.0049483003,13:42:48,8/12/2016,115.00,116.45,118.00,80.00,79.23,80.00,1002.16
51.5005683898,0.0049366002,13:42:50,8/12/2016,117.00,116.42,117.00,80.00,79.91,80.00,1002.16
51.5005607604,0.0049250001,13:42:51,8/12/2016,118.00,117.02,118.00,82.00,81.47,83.00,1002.16
51.5005607604,0.0049082999,13:42:52,8/12/2016,120.00,119.10,120.00,87.00,84.78,87.00,1002.16
51.5005531311,0.0048933000,13:42:52,8/12/2016,121.00,120.15,121.00,85.00,86.21,88.00,1002.16
51.5005455017,0.0048782997,13:42:54,8/12/2016,122.00,121.05,122.00,86.00,85.75,87.00,1002.16
51.5005302429,0.0048616003,13:42:55,8/12/2016,120.00,121.57,123.00,84.00,84.86,86.00,1002.16
51.5005226135,0.0048433003,13:42:56,8/12/2016,120.00,119.60,121.00,82.00,82.22,83.00,1002.16
51.5005035400,0.0048316001,13:42:56,8/12/2016,120.00,120.22,121.00,83.00,82.85,84.00,1002.16
51.5004959106,0.0048183002,13:42:58,8/12/2016,122.00,121.21,122.00,87.00,85.14,87.00,1002.16
51.5004882812,0.0048000001,13:42:59,8/12/2016,123.00,122.90,123.00,90.00,88.58,106.00,1002.16
51.5004806518,0.0047916002,13:43:0,8/12/2016,124.00,123.49,124.00,94.00,92.22,94.00,1002.16
51.5004806518,0.0047850008,13:43:0,8/12/2016,124.00,123.90,124.00,96.00,95.22,96.00,1002.16
51.5004806518,0.0047833003,13:43:2,8/12/2016,124.00,124.00,124.00,98.00,96.90,98.00,1002.16
51.5004806518,0.0047816004,13:43:3,8/12/2016,124.00,124.00,124.00,98.00,97.99,98.00,1002.16
51.5004730224,0.0047833003,13:43:4,8/12/2016,123.00,123.82,124.00,98.00,97.46,98.00,1002.16
51.5004730224,0.0047715997,13:43:4,8/12/2016,123.00,123.68,124.00,98.00,98.21,161.00,1002.16
51.5004806518,0.0047583003,13:43:6,8/12/2016,122.00,123.42,124.00,97.00,101.40,162.00,1002.16
51.5004730224,0.0047400002,13:43:7,8/12/2016,122.00,122.09,123.00,94.00,95.11,97.00,1002.16
51.5004730224,0.0047216000,13:43:8,8/12/2016,121.00,121.10,122.00,93.00,92.73,94.00,1002.16
51.5004730224,0.0047066001,13:43:8,8/12/2016,120.00,120.20,121.00,93.00,93.00,93.00,1002.16
51.5004653930,0.0046782999,13:43:11,8/12/2016,119.00,119.03,120.00,92.00,92.66,93.00,415.00
51.5004539489,0.0046600008,13:43:12,8/12/2016,118.00,117.08,118.00,90.00,90.27,91.00,415.00
51.5004463195,0.0046433000,13:43:12,8/12/2016,117.00,117.57,118.00,90.00,89.89,90.00,415.00
51.5004463195,0.0046250000,13:43:14,8/12/2016,117.00,117.01,118.00,91.00,90.37,91.00,415.00
51.5004463195,0.0046083002,13:43:15,8/12/2016,118.00,117.53,118.00,92.00,91.37,92.00,415.00
51.5004463195,0.0045915994,13:43:16,8/12/2016,117.00,117.20,118.00,92.00,92.00,92.00,415.00
51.5004539489,0.0045782999,13:43:16,8/12/2016,116.00,117.28,118.00,92.00,92.00,92.00,415.00
51.5004539489,0.0045650000,13:43:18,8/12/2016,115.00,115.44,116.00,91.00,91.22,92.00,415.00
51.5004653930,0.0045566005,13:43:19,8/12/2016,116.00,115.54,116.00,91.00,91.34,92.00,415.00
51.5004539489,0.0045666003,13:43:20,8/12/2016,114.00,114.57,116.00,90.00,90.64,92.00,415.00
51.5004539489,0.0045683002,13:43:20,8/12/2016,116.00,115.06,116.00,90.00,90.00,90.00,415.00
51.5004539489,0.0045666003,13:43:22,8/12/2016,116.00,116.00,117.00,91.00,90.57,91.00,415.00
51.5004539489,0.0045532999,13:43:23,8/12/2016,117.00,116.40,118.00,91.00,90.38,91.00,415.00
51.5004463195,0.0045332999,13:43:24,8/12/2016,118.00,117.37,118.00,90.00,89.43,90.00,415.00
51.5004386901,0.0045132999,13:43:24,8/12/2016,118.00,117.73,119.00,89.00,89.00,89.00,415.00
51.5004539489,0.0044850006,13:43:26,8/12/2016,119.00,118.93,120.00,89.00,89.02,90.00,415.00
51.5004653930,0.0044616007,13:43:27,8/12/2016,119.00,118.18,119.00,89.00,88.76,89.00,415.00
51.5004730224,0.0044383001,13:43:28,8/12/2016,119.00,118.70,119.00,88.00,88.66,89.00,415.00
51.5004730224,0.0044183001,13:43:28,8/12/2016,118.00,118.40,119.00,88.00,88.00,88.00,415.00
51.5004730224,0.0044016003,13:43:30,8/12/2016,118.00,118.01,119.00,88.00,91.87,161.00,415.00
51.5004653930,0.0043850002,13:43:31,8/12/2016,118.00,117.20,118.00,87.00,87.38,88.00,415.00
51.5004653930,0.0043733000,13:43:32,8/12/2016,118.00,117.98,119.00,87.00,87.00,88.00,415.00
51.5004463195,0.0043632998,13:43:32,8/12/2016,118.00,118.09,119.00,117.00,93.21,161.00,415.00
51.5004463195,0.0043550000,13:43:34,8/12/2016,119.00,118.90,119.00,87.00,86.30,87.00,415.00
51.5004386901,0.0043499999,13:43:35,8/12/2016,118.00,118.04,119.00,85.00,86.00,86.00,415.00
51.5004386901,0.0043499999,13:43:36,8/12/2016,118.00,118.00,118.00,86.00,85.03,86.00,415.00
51.5004310607,0.0043483004,13:43:36,8/12/2016,118.00,118.00,119.00,85.00,85.17,86.00,415.00
51.5004158020,0.0043516006,13:43:38,8/12/2016,116.00,117.11,118.00,84.00,84.67,85.00,415.00
51.5004005432,0.0043599996,13:43:39,8/12/2016,116.00,116.03,117.00,83.00,83.74,84.00,415.00
51.5003890991,0.0043666000,13:43:40,8/12/2016,115.00,115.84,117.00,83.00,82.84,83.00,415.00
51.5003814697,0.0043699998,13:43:40,8/12/2016,114.00,113.60,115.00,82.00,82.00,83.00,415.00
51.5003738403,0.0043733000,13:43:42,8/12/2016,114.00,114.00,114.00,82.00,82.00,82.00,912.00
51.5003738403,0.0043765997,13:43:43,8/12/2016,116.00,116.26,117.00,83.00,83.38,84.00,912.00
51.5003738403,0.0043782997,13:43:44,8/12/2016,116.00,116.35,117.00,83.00,83.67,84.00,912.00
51.5003662109,0.0043866004,13:43:44,8/12/2016,116.00,115.38,116.00,83.00,82.94,84.00,912.00
51.5003585815,0.0044000000,13:43:46,8/12/2016,115.00,115.91,117.00,83.00,83.33,84.00,912.00
51.5003433227,0.0044082999,13:43:47,8/12/2016,112.00,112.84,114.00,82.00,82.19,83.00,912.00
51.5003318786,0.0044232997,13:43:48,8/12/2016,115.00,113.69,115.00,83.00,82.51,83.00,912.00
51.5003166198,0.0044383001,13:43:48,8/12/2016,116.00,115.53,116.00,84.00,83.72,84.00,912.00
51.5003089904,0.0044450001,13:43:50,8/12/2016,115.00,115.02,116.00,84.00,83.99,84.00,912.00
51.5002937316,0.0044483003,13:43:51,8/12/2016,117.00,116.34,117.00,85.00,92.32,161.00,912.00
51.5002861022,0.0044549999,13:43:52,8/12/2016,116.00,116.05,117.00,83.00,91.27,162.00,912.00
51.5002784729,0.0044699997,13:43:52,8/12/2016,117.00,116.67,118.00,84.00,83.96,84.00,912.00
51.5002593994,0.0044766001,13:43:54,8/12/2016,117.00,117.06,118.00,84.00,84.00,85.00,912.00
51.5002593994,0.0044899997,13:43:55,8/12/2016,115.00,116.28,117.00,84.00,84.03,85.00,912.00
51.5002517700,0.0045066003,13:43:56,8/12/2016,115.00,115.43,116.00,84.00,84.00,84.00,912.00
51.5002365112,0.0045183000,13:43:56,8/12/2016,114.00,113.55,114.00,84.00,84.00,85.00,912.00
51.5002288818,0.0045315999,13:43:58,8/12/2016,114.00,113.70,115.00,84.00,84.00,85.00,912.00
51.5002098083,0.0045400004,13:43:59,8/12/2016,113.00,112.98,114.00,84.00,83.66,84.00,912.00
51.5002021789,0.0045583004,13:44:0,8/12/2016,115.00,115.13,116.00,84.00,83.98,84.00,912.00
51.5001869201,0.0045733003,13:44:0,8/12/2016,115.00,114.80,116.00,84.00,84.00,84.00,912.00
51.5001716613,0.0045933003,13:44:2,8/12/2016,113.00,114.13,115.00,83.00,83.28,84.00,912.00
51.5001640319,0.0046100001,13:44:3,8/12/2016,113.00,113.57,115.00,82.00,82.07,83.00,912.00
51.5001449584,0.0046133003,13:44:4,8/12/2016,111.00,111.70,113.00,81.00,81.94,83.00,912.00
51.5001373291,0.0046133003,13:44:4,8/12/2016,111.00,110.30,112.00,82.00,81.39,82.00,912.00
51.5001220703,0.0046216006,13:44:6,8/12/2016,113.00,111.59,113.00,82.00,81.63,82.00,912.00
51.5001144409,0.0046350002,13:44:7,8/12/2016,114.00,114.04,115.00,82.00,82.00,82.00,912.00
51.5001068115,0.0046500000,13:44:8,8/12/2016,118.00,116.36,118.00,83.00,84.80,159.00,912.00
51.5000991821,0.0046633000,13:44:8,8/12/2016,117.00,117.80,118.00,82.00,82.01,83.00,912.00
51.5000801086,0.0046700000,13:44:10,8/12/2016,118.00,117.67,119.00,82.00,81.19,82.00,912.00
51.5000648498,0.0046883001,13:44:11,8/12/2016,119.00,118.75,119.00,81.00,81.09,82.00,912.00
51.5000495910,0.0046999998,13:44:12,8/12/2016,120.00,120.00,120.00,82.00,81.80,82.00,1666.96
51.5000419616,0.0047049999,13:44:12,8/12/2016,122.00,121.47,122.00,82.00,81.52,82.00,1666.96
51.5000228881,0.0047115998,13:44:14,8/12/2016,123.00,122.95,124.00,82.00,81.62,82.00,1666.96
51.5000076293,0.0047216000,13:44:15,8/12/2016,123.00,123.02,124.00,82.00,81.97,82.00,1666.96
51.4999923706,0.0047315998,13:44:16,8/12/2016,123.00,123.27,124.00,82.00,81.63,82.00,1666.96
51.4999771118,0.0047383003,13:44:16,8/12/2016,122.00,122.94,124.00,81.00,88.04,159.00,1666.96
51.4999580383,0.0047416000,13:44:18,8/12/2016,121.00,121.23,122.00,78.00,95.18,161.00,1666.96
51.4999427795,0.0047483000,13:44:19,8/12/2016,119.00,119.25,120.00,77.00,77.04,78.00,1666.96
51.4999275207,0.0047616000,13:44:20,8/12/2016,120.00,120.20,121.00,77.00,76.61,77.00,1666.96
51.4999198913,0.0047750000,13:44:20,8/12/2016,120.00,119.81,120.00,76.00,76.07,77.00,1666.96
51.4999008178,0.0047816004,13:44:22,8/12/2016,120.00,120.00,121.00,78.00,76.65,78.00,1666.96
51.4998931884,0.0047950000,13:44:23,8/12/2016,121.00,120.64,122.00,80.00,79.05,80.00,1666.96
51.4998855590,0.0047983002,13:44:24,8/12/2016,122.00,121.88,122.00,82.00,81.34,82.00,1666.96
51.4998855590,0.0047950000,13:44:24,8/12/2016,120.00,121.48,122.00,82.00,82.73,83.00,1666.96
51.4998779296,0.0047950000,13:44:26,8/12/2016,120.00,120.25,121.00,124.00,87.23,161.00,1666.96
51.4998626708,0.0047916002,13:44:27,8/12/2016,119.00,119.31,120.00,78.00,80.95,161.00,1666.96
51.4998550415,0.0047866001,13:44:28,8/12/2016,118.00,117.61,119.00,75.00,87.40,162.00,1666.96
51.4998435974,0.0047833003,13:44:28,8/12/2016,117.00,117.30,118.00,76.00,87.04,162.00,1666.96
51.4998283386,0.0047800002,13:44:30,8/12/2016,118.00,117.98,119.00,77.00,85.64,162.00,1666.96
51.4998207092,0.0047750000,13:44:31,8/12/2016,120.00,119.49,120.00,79.00,77.57,79.00,1666.96
51.4998054504,0.0047765998,13:44:32,8/12/2016,120.00,120.15,121.00,81.00,80.10,81.00,1666.96
51.4997978210,0.0047750000,13:44:32,8/12/2016,118.00,119.27,121.00,161.00,102.55,162.00,1666.96
51.4997978210,0.0047800002,13:44:34,8/12/2016,116.00,116.89,118.00,81.00,89.42,162.00,1666.96
51.4997901916,0.0047883005,13:44:35,8/12/2016,117.00,116.01,117.00,83.00,86.30,160.00,1666.96
51.4997901916,0.0047933006,13:44:36,8/12/2016,117.00,116.50,118.00,85.00,83.80,85.00,1666.96
51.4997787475,0.0047983002,13:44:36,8/12/2016,117.00,117.68,118.00,86.00,85.81,86.00,1666.96
51.4997787475,0.0048016004,13:44:38,8/12/2016,117.00,117.77,118.00,86.00,86.06,87.00,1666.96
51.4997787475,0.0048000001,13:44:39,8/12/2016,117.00,116.94,118.00,85.00,86.42,87.00,1666.96
51.4997711181,0.0047966003,13:44:40,8/12/2016,115.00,115.40,116.00,82.00,83.91,85.00,1666.96
51.4997482299,0.0048000001,13:44:40,8/12/2016,116.00,114.75,116.00,82.00,81.85,82.00,1666.96
51.4997406005,0.0047983002,13:44:42,8/12/2016,117.00,116.47,117.00,83.00,82.99,83.00,1666.96
51.4997329711,0.0047966003,13:44:43,8/12/2016,117.00,117.57,118.00,84.00,84.00,84.00,801.81
51.4997138977,0.0047983002,13:44:44,8/12/2016,116.00,116.46,117.00,82.00,82.83,83.00,801.81
51.4997062683,0.0048000001,13:44:44,8/12/2016,118.00,117.05,118.00,84.00,83.04,160.00,801.81
51.4997062683,0.0048066000,13:44:46,8/12/2016,120.00,119.36,121.00,84.00,89.14,161.00,801.81
51.4996986389,0.0048150005,13:44:47,8/12/2016,121.00,120.97,122.00,161.00,105.71,162.00,801.81
51.4996986389,0.0048215999,13:44:48,8/12/2016,122.00,122.52,123.00,88.00,100.70,162.00,801.81
51.4996986389,0.0048250002,13:44:48,8/12/2016,124.00,123.29,124.00,89.00,101.80,162.00,801.81
51.4996833801,0.0048350005,13:44:50,8/12/2016,124.00,123.98,124.00,89.00,88.57,89.00,801.81
51.4996833801,0.0048549995,13:44:51,8/12/2016,124.00,124.05,125.00,91.00,94.69,162.00,801.81
51.4996681213,0.0048750000,13:44:52,8/12/2016,124.00,124.19,125.00,93.00,100.61,161.00,801.81
51.4996681213,0.0048866004,13:44:52,8/12/2016,124.00,124.02,125.00,94.00,94.74,161.00,801.81
51.4996566772,0.0049050002,13:44:54,8/12/2016,124.00,123.96,124.00,160.00,122.70,162.00,801.81
51.4996414184,0.0049200000,13:44:55,8/12/2016,123.00,123.04,124.00,94.00,108.99,162.00,801.81
51.4996337890,0.0049316005,13:44:56,8/12/2016,123.00,122.99,123.00,93.00,93.22,94.00,801.81
51.4996185302,0.0049465999,13:44:56,8/12/2016,122.00,122.45,123.00,92.00,92.65,93.00,801.81
51.4996109008,0.0049616007,13:44:58,8/12/2016,122.00,122.00,123.00,88.00,89.98,92.00,801.81
51.4995994567,0.0049699997,13:44:59,8/12/2016,121.00,121.89,122.00,86.00,86.41,88.00,801.81
51.4995918273,0.0049800004,13:45:0,8/12/2016,121.00,121.01,122.00,86.00,85.70,86.00,801.81
51.4995841979,0.0049883003,13:45:0,8/12/2016,120.00,120.73,121.00,85.00,85.04,86.00,801.81
51.4995765686,0.0049982995,13:45:2,8/12/2016,120.00,119.95,120.00,87.00,86.55,87.00,801.81
51.4995689392,0.0050050001,13:45:3,8/12/2016,119.00,118.98,120.00,88.00,95.81,162.00,801.81
51.4995536804,0.0050166006,13:45:4,8/12/2016,118.00,118.71,119.00,89.00,101.93,162.00,801.81
51.4995460510,0.0050233001,13:45:4,8/12/2016,118.00,118.07,119.00,88.00,89.09,161.00,801.81
51.4995346069,0.0050349998,13:45:6,8/12/2016,118.00,117.99,118.00,89.00,88.49,89.00,801.81
51.4995193481,0.0050450000,13:45:7,8/12/2016,117.00,117.12,118.00,90.00,89.71,90.00,801.81
51.4995117187,0.0050583000,13:45:8,8/12/2016,117.00,117.00,117.00,90.00,89.94,157.00,801.81
51.4994964599,0.0050633006,13:45:8,8/12/2016,117.00,116.99,117.00,90.00,90.02,91.00,801.81
51.4994888305,0.0050783004,13:45:10,8/12/2016,117.00,116.04,117.00,90.00,95.13,162.00,801.81
51.4994773864,0.0050866003,13:45:11,8/12/2016,116.00,115.99,116.00,90.00,96.86,161.00,801.81
51.4994697570,0.0051000003,13:45:12,8/12/2016,115.00,115.45,116.00,102.00,92.04,162.00,801.81
51.4994621276,0.0051100006,13:45:12,8/12/2016,115.00,115.03,116.00,89.00,88.71,151.00,384.31
51.4994544982,0.0051200003,13:45:14,8/12/2016,115.00,114.92,115.00,88.00,88.01,89.00,384.31
51.4994392395,0.0051316003,13:45:15,8/12/2016,115.00,114.23,115.00,88.00,103.39,161.00,384.31
51.4994316101,0.0051465997,13:45:16,8/12/2016,114.00,114.21,115.00,88.00,106.05,162.00,384.31
51.4994239807,0.0051633000,13:45:16,8/12/2016,114.00,114.00,115.00,87.00,102.98,161.00,384.31
51.4994049072,0.0051700000,13:45:18,8/12/2016,114.00,113.96,114.00,87.00,87.09,160.00,384.31
51.4993972778,0.0051766004,13:45:19,8/12/2016,114.00,113.80,114.00,87.00,86.95,87.00,384.31
51.4993896484,0.0051815996,13:45:20,8/12/2016,114.00,113.80,114.00,87.00,86.99,87.00,384.31
51.4993896484,0.0051916003,13:45:20,8/12/2016,113.00,113.61,114.00,86.00,86.56,87.00,384.31
51.4993743896,0.0052032999,13:45:22,8/12/2016,113.00,113.00,114.00,85.00,85.62,86.00,384.31
51.4993667602,0.0052132997,13:45:23,8/12/2016,113.00,113.00,114.00,158.00,98.13,161.00,384.31
51.4993553161,0.0052266001,13:45:24,8/12/2016,113.00,112.85,113.00,124.00,112.30,162.00,384.31
51.4993476867,0.0052366008,13:45:24,8/12/2016,113.00,113.00,113.00,82.00,100.32,162.00,384.31
51.4993400573,0.0052449998,13:45:26,8/12/2016,112.00,112.82,113.00,81.00,90.34,161.00,384.31
51.4993324279,0.0052583003,13:45:27,8/12/2016,112.00,111.92,113.00,80.00,86.16,161.00,384.31
51.4993247985,0.0052716007,13:45:28,8/12/2016,112.00,112.00,112.00,84.00,100.57,161.00,384.31
51.4993171691,0.0052850003,13:45:28,8/12/2016,111.00,111.92,112.00,81.00,118.94,162.00,384.31
51.4993095397,0.0052966003,13:45:30,8/12/2016,112.00,111.82,112.00,158.00,113.76,162.00,384.31
51.4993019104,0.0053083000,13:45:31,8/12/2016,112.00,112.00,112.00,84.00,103.16,161.00,384.31
51.4992904663,0.0053183007,13:45:32,8/12/2016,112.00,111.86,112.00,162.00,96.29,162.00,384.31
51.4992828369,0.0053300004,13:45:32,8/12/2016,111.00,112.00,112.00,85.00,104.23,162.00,384.31
