latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature,people,cumulative people
51.5017814636,0.0056616001,13:58:23,0/0/200,29,0,1.45,44,24.22,0,0
51.5017814636,0.0056616001,13:58:24,0/0/200,25,0,0.04,4,24.71,0,0
51.5017814636,0.0056616001,13:58:24,0/0/200,9,0,0.04,4,24.71,0,0
51.5017814636,0.0056616001,13:58:26,0/0/200,6,0,0.06,6,24.71,0,0
51.5017814636,0.0056616001,13:58:27,0/0/200,12,0,0.47,17,23.73,0,0
51.5017814636,0.0056616001,13:58:28,0/0/200,25,0,2.68,42,24.71,0,0
51.5017890930,0.0056616001,13:58:28,0/0/200,21,0,7.80,161,24.71,0,0
51.5017890930,0.0056732997,13:58:30,0/0/200,9,0,1.18,24,24.71,0,0
51.5018081665,0.0056850004,13:58:31,0/0/200,8,1,0.07,4,24.71,0,0
51.5018157958,0.0056950001,13:58:32,0/0/200,7,0,0.25,21,24.71,0,0
51.5018234252,0.0057066006,13:58:32,0/0/200,9,0,0.36,14,25.20,0,0
51.5018310546,0.0057133007,13:58:34,0/0/200,22,0,0.08,11,24.71,0,0
51.5018386840,0.0057133007,13:58:35,0/0/200,20,0,0.06,6,24.22,0,0
51.5018539428,0.0057133007,13:58:36,0/0/200,19,0,0.06,5,24.71,0,0
51.5018539428,0.0057183003,13:58:36,0/0/200,25,0,0.01,2,24.71,0,0
51.5018653869,0.0057200002,13:58:38,0/0/200,10,0,0.11,6,24.71,0,0
51.5018730163,0.0057266001,13:58:39,0/0/200,8,0,0.15,7,24.22,0,0
51.5018806457,0.0057315998,13:58:40,0/0/200,8,0,0.05,4,24.71,0,0
51.5018806457,0.0057399997,13:58:40,0/0/200,8,0,0.01,3,24.71,0,0
51.5018806457,0.0057365999,13:58:42,0/0/200,27,0,0.01,3,24.71,0,0
51.5018806457,0.0057383003,13:58:43,0/0/200,29,0,1.43,19,24.71,0,0
51.5018959045,0.0057450003,13:58:44,0/0/200,30,0,0.31,11,24.22,0,0
51.5018959045,0.0057565999,13:58:44,0/0/200,29,0,0.02,3,24.22,0,0
51.5019035339,0.0057599997,13:58:46,0/0/200,29,0,0.18,7,24.22,0,0
51.5019111633,0.0057565999,13:58:47,0/0/200,28,0,0.15,10,24.22,0,0
51.5019187927,0.0057632999,13:58:48,0/0/200,27,0,0.12,6,24.22,0,0
51.5019302368,0.0057632999,13:58:48,0/0/200,24,0,0.22,6,24.22,0,0
51.5019454956,0.0057715997,13:58:50,23/9/2016,19,0,0.64,14,23.73,0,0
51.5019683837,0.0057883005,13:58:51,23/9/2016,19,3,0.63,16,23.73,0,0
51.5019874572,0.0057915997,13:58:52,23/9/2016,22,2,0.75,17,23.73,0,0
51.5020027160,0.0057983007,13:58:52,23/9/2016,16,1,2.42,30,23.24,0,0
51.5020179748,0.0058016004,13:58:54,23/9/2016,16,0,0.26,7,23.73,0,0
51.5020332336,0.0058016004,13:58:55,23/9/2016,16,13,7.66,61,23.24,0,0
51.5020523071,0.0057966003,13:58:56,23/9/2016,15,2,1.70,19,23.24,0,0
51.5020599365,0.0057915997,13:58:56,23/9/2016,14,1,6.42,57,23.24,0,0
51.5020675659,0.0057850003,13:58:58,23/9/2016,24,2,1.88,19,22.75,0,0
51.5020751953,0.0057749996,13:58:59,23/9/2016,24,6,7.98,42,22.75,0,0
51.5020828247,0.0057700004,13:59:0,23/9/2016,23,0,6.14,74,22.75,0,0
51.5020904541,0.0057565999,13:59:0,23/9/2016,24,0,1.04,18,22.75,0,0
