SourceFile,FileName,DateTimeOriginal,GPSLatitude,GPSLongitude,GPSImgDirection,GPSAltitude
./APR-IMG_2760.JPG,APR-IMG_2760.JPG,2016:04:20 14:36:11,51.5025638888889,0.00593888888888889,0.9621887488,6.864692654
./APR-IMG_2761.JPG,APR-IMG_2761.JPG,2016:04:20 14:36:44,51.5030333333333,0.00596388888888889,37.30093458,7.418154762
./APR-IMG_2762.JPG,APR-IMG_2762.JPG,2016:04:20 14:37:07,51.503125,0.00632222222222222,158.4712042,8.061643836
./APR-IMG_2763.JPG,APR-IMG_2763.JPG,2016:04:20 14:37:31,51.5032305555556,0.00643888888888889,335.8464567,3.71479051
./APR-IMG_2769.JPG,APR-IMG_2769.JPG,2016:04:20 14:40:43,51.504875,0.00300277777777778,281.528169,5.36305576
./APR-IMG_2770.JPG,APR-IMG_2770.JPG,2016:04:20 14:41:13,51.5048222222222,0.00235,261.6246154,5.55484558
./APR-IMG_2772.JPG,APR-IMG_2772.JPG,2016:04:20 14:41:52,51.5046055555556,0.00195555555555556,264.7460674,7.608139535
./APR-IMG_2773.JPG,APR-IMG_2773.JPG,2016:04:20 14:43:08,51.5042805555556,6.66666666666667e-05,263.6657224,5.815192744
./APR-IMG_2775.JPG,APR-IMG_2775.JPG,2016:04:20 14:46:15,51.5020638888889,-0.00159722222222222,150.2026432,34.92121212
./APR-IMG_2777.JPG,APR-IMG_2777.JPG,2016:04:20 14:47:57,51.5016027777778,0.000761111111111111,133.9702703,8.174467238
./APR-IMG_2778.JPG,APR-IMG_2778.JPG,2016:04:20 14:49:04,51.5010444444444,0.00210833333333333,141.8487085,7.660217654
./APR-IMG_2781.JPG,APR-IMG_2781.JPG,2016:04:20 14:50:26,51.4999694444444,0.00253888888888889,197.0766962,5.028755202
./APR-IMG_2784.JPG,APR-IMG_2784.JPG,2016:04:20 14:51:20,51.4991916666667,0.00247222222222222,186.0935484,5.442253521
./APR-IMG_2786.JPG,APR-IMG_2786.JPG,2016:04:20 14:52:47,51.4978555555556,0.00340555555555556,153.0744186,28.96161616
./APR-IMG_2787.JPG,APR-IMG_2787.JPG,2016:04:20 14:53:04,51.4977444444444,0.00346944444444444,153.1242236,5.780564263
./APR-IMG_2788.JPG,APR-IMG_2788.JPG,2016:04:20 14:53:40,51.4973916666667,0.0041,130.9924812,5.667506297
./APR-IMG_2789.JPG,APR-IMG_2789.JPG,2016:04:20 14:54:20,51.4969472222222,0.00500555555555556,103.2458746,-7.580417607
./APR-IMG_2790.JPG,APR-IMG_2790.JPG,2016:04:20 14:55:01,51.4967694444444,0.00568333333333333,128.5165563,2.761196145
./APR-IMG_2791.JPG,APR-IMG_2791.JPG,2016:04:20 14:55:47,51.4963194444444,0.00644722222222222,118.1404494,5.400008221
./APR-IMG_2792.JPG,APR-IMG_2792.JPG,2016:04:20 14:56:14,51.4960138888889,0.00671111111111111,117.8521739,6.490223464
./APR-IMG_2795.JPG,APR-IMG_2795.JPG,2016:04:20 14:57:28,51.4950722222222,0.00593888888888889,187.8756477,4.227671657
./APR-IMG_2796.JPG,APR-IMG_2796.JPG,2016:04:20 14:57:52,51.4948,0.00551666666666667,245.8774194,5.513339466
./APR-IMG_2797.JPG,APR-IMG_2797.JPG,2016:04:20 14:58:01,51.4948972222222,0.00533611111111111,298.0849673,5.512042819
./APR-IMG_2798.JPG,APR-IMG_2798.JPG,2016:04:20 14:58:23,51.4951138888889,0.00517222222222222,260.599945,8.124888492
./APR-IMG_2799.JPG,APR-IMG_2799.JPG,2016:04:20 14:58:35,51.4949916666667,0.0053,147.1916168,9.171873345
./APR-IMG_2800.JPG,APR-IMG_2800.JPG,2016:04:20 14:59:00,51.494975,0.00496111111111111,210.0499266,8.8456
./APR-IMG_2801.JPG,APR-IMG_2801.JPG,2016:04:20 14:59:04,51.4949416666667,0.00490833333333333,286.3685504,8.166934189
./APR-IMG_2802.JPG,APR-IMG_2802.JPG,2016:04:20 14:59:10,51.4949083333333,0.00483611111111111,115.535316,7.584233261
./APR-IMG_2803.JPG,APR-IMG_2803.JPG,2016:04:20 14:59:19,51.4948194444444,0.00465277777777778,267.5339806,6.603964401
./APR-IMG_2804.JPG,APR-IMG_2804.JPG,2016:04:20 14:59:29,51.4946944444444,0.00474166666666667,105.9157895,6.476689977
./APR-IMG_2805.JPG,APR-IMG_2805.JPG,2016:04:20 14:59:50,51.4948388888889,0.00465,316.7,1.538435717
./APR-IMG_2806.JPG,APR-IMG_2806.JPG,2016:04:20 15:00:16,51.4947583333333,0.004675,102.916388,-0.3642200929
./APR-IMG_2807.JPG,APR-IMG_2807.JPG,2016:04:20 15:01:13,51.4940194444444,0.00569166666666667,135.6535627,0.776553731
./APR-IMG_2808.JPG,APR-IMG_2808.JPG,2016:04:20 15:01:49,51.493625,0.00625833333333333,108.6621622,5.6260454
./APR-IMG_2809.JPG,APR-IMG_2809.JPG,2016:04:20 15:02:14,51.4933083333333,0.00663055555555556,140.815625,5.411870504
./APR-IMG_2811.JPG,APR-IMG_2811.JPG,2016:04:20 15:03:22,51.4924555555556,0.00739166666666667,153.8294118,3.242696629
./APR-IMG_2813.JPG,APR-IMG_2813.JPG,2016:04:20 15:04:20,51.4917,0.00805833333333333,125.8890392,3.914517838
./APR-IMG_2814.JPG,APR-IMG_2814.JPG,2016:04:20 15:04:55,51.4911416666667,0.00848333333333333,146.6677116,5.724378109
./APR-IMG_2815.JPG,APR-IMG_2815.JPG,2016:04:20 15:05:08,51.4913,0.00854722222222222,31.58185053,5.605515588
./APR-IMG_2816.JPG,APR-IMG_2816.JPG,2016:04:20 15:05:24,51.491525,0.00861666666666667,26.17779566,4.25697061
./APR-IMG_2817.JPG,APR-IMG_2817.JPG,2016:04:20 15:05:42,51.4918111111111,0.00865833333333333,40.51702786,3.761018001
./APR-IMG_2819.JPG,APR-IMG_2819.JPG,2016:04:20 15:06:14,51.4922777777778,0.00872777777777778,15.109314,4.300929839
./APR-IMG_2820.JPG,APR-IMG_2820.JPG,2016:04:20 15:06:32,51.4925416666667,0.00880833333333333,352.6265823,3.864057673
./APR-IMG_2821.JPG,APR-IMG_2821.JPG,2016:04:20 15:06:44,51.4926861111111,0.00872777777777778,327.5804878,2.398163155
./APR-IMG_2822.JPG,APR-IMG_2822.JPG,2016:04:20 15:06:56,51.492825,0.00893055555555555,70.9969419,2.4172405
./APR-IMG_2823.JPG,APR-IMG_2823.JPG,2016:04:20 15:07:14,51.4930888888889,0.00900277777777778,25.6035461,3.630454141
./APR-IMG_2824.JPG,APR-IMG_2824.JPG,2016:04:20 15:07:45,51.4935611111111,0.009075,18.21063395,2.327983539
./APR-IMG_2825.JPG,APR-IMG_2825.JPG,2016:04:20 15:08:17,51.4940333333333,0.00885277777777778,0.1015625,3.59931674
./APR-IMG_2826.JPG,APR-IMG_2826.JPG,2016:04:20 15:08:38,51.4943305555556,0.00856944444444444,356.8533333,3.863289382
./APR-IMG_2828.JPG,APR-IMG_2828.JPG,2016:04:20 15:09:26,51.4944333333333,0.00885833333333333,163.6570605,3.073136095
./APR-IMG_2829.JPG,APR-IMG_2829.JPG,2016:04:20 15:09:58,51.49395,0.00925833333333333,160.159292,3.536434978
./APR-IMG_2830.JPG,APR-IMG_2830.JPG,2016:04:20 15:10:10,51.4937944444444,0.00942777777777778,194.3833333,4.481239804
./APR-IMG_2831.JPG,APR-IMG_2831.JPG,2016:04:20 15:10:17,51.4937222222222,0.00955833333333333,169.1997439,4.710948905
./APR-IMG_2832.JPG,APR-IMG_2832.JPG,2016:04:20 15:10:51,51.493825,0.0103527777777778,106.6866097,6.400202634
./APR-IMG_2833.JPG,APR-IMG_2833.JPG,2016:04:20 15:11:02,51.4938055555556,0.0105194444444444,102.9744246,6.147568474
./APR-IMG_2834.JPG,APR-IMG_2834.JPG,2016:04:20 15:11:24,51.4935638888889,0.0104305555555556,199.1688889,5.884320557
./APR-IMG_2835.JPG,APR-IMG_2835.JPG,2016:04:20 15:11:39,51.4933555555556,0.010375,178.1700405,4.985617597
./APR-IMG_2836.JPG,APR-IMG_2836.JPG,2016:04:20 15:12:01,51.4930305555556,0.0104361111111111,173.7765152,4.584405753
./APR-IMG_2837.JPG,APR-IMG_2837.JPG,2016:04:20 15:12:18,51.4927833333333,0.0103555555555556,154.5126582,4.577505407
./APR-IMG_2838.JPG,APR-IMG_2838.JPG,2016:04:20 15:12:47,51.4923583333333,0.0106388888888889,154.5774278,4.179875948
./APR-IMG_2839.JPG,APR-IMG_2839.JPG,2016:04:20 15:13:04,51.4921527777778,0.0109361111111111,140.9940476,4.252960172
./APR-IMG_2840.JPG,APR-IMG_2840.JPG,2016:04:20 15:13:20,51.4920111111111,0.0112055555555556,125.6231003,4.191193511
./APR-IMG_2842.JPG,APR-IMG_2842.JPG,2016:04:20 15:14:14,51.4914583333333,0.0122055555555556,138.0685484,4.221924686
./APR-IMG_2845.JPG,APR-IMG_2845.JPG,2016:04:20 15:15:16,51.49065,0.0122388888888889,215.5231788,3.135364635
./APR-IMG_2846.JPG,APR-IMG_2846.JPG,2016:04:20 15:15:31,51.4904111111111,0.0121944444444444,127.0607477,3.536287242
./APR-IMG_2847.JPG,APR-IMG_2847.JPG,2016:04:20 15:16:02,51.4901555555556,0.0127222222222222,116.2739464,4.157658845
./APR-IMG_2848.JPG,APR-IMG_2848.JPG,2016:04:20 15:16:15,51.4901,0.012975,109.827381,4.000429
./APR-IMG_2849.JPG,APR-IMG_2849.JPG,2016:04:20 15:16:28,51.4900055555556,0.0132444444444444,116.7926267,3.263038915
./APR-IMG_2852.JPG,APR-IMG_2852.JPG,2016:04:20 15:17:24,51.4896361111111,0.0144694444444444,118.0331492,4.112134345
./APR-IMG_2855.JPG,APR-IMG_2855.JPG,2016:04:20 15:18:10,51.4893111111111,0.0154527777777778,100.0638978,4.62900641
./APR-IMG_2857.JPG,APR-IMG_2857.JPG,2016:04:20 15:18:50,51.4890777777778,0.0163555555555556,87.30877193,4.320477502
./APR-IMG_2859.JPG,APR-IMG_2859.JPG,2016:04:20 15:19:18,51.4891972222222,0.0169861111111111,58.90304709,2.609408034
./APR-IMG_2860.JPG,APR-IMG_2860.JPG,2016:04:20 15:19:53,51.4896694444444,0.0174222222222222,343.1527778,2.584604212
