SourceFile,FileName,GPSLatitude,GPSLongitude,GPSLatDec,GPSLonDec
./IMG_9711.JPG,IMG_9711.JPG,"40 deg 35' 18.47""","73 deg 47' 27.66""",40.588463,73.791016
./IMG_9712.JPG,IMG_9712.JPG,"40 deg 35' 16.98""","73 deg 47' 33.62""",40.58805,73.79267
./IMG_9713.JPG,IMG_9713.JPG,"40 deg 35' 11.92""","73 deg 48' 3.36""",40.586643,73.800934
./IMG_9714.JPG,IMG_9714.JPG,"40 deg 35' 11.42""","73 deg 48' 9.10""",40.586506,73.80253
./IMG_9715.JPG,IMG_9715.JPG,"40 deg 35' 12.42""","73 deg 47' 57.18""",40.586784,73.79922
./IMG_9716.JPG,IMG_9716.JPG,"40 deg 35' 5.43""","73 deg 48' 17.20""",40.584843,73.80478
./IMG_9717.JPG,IMG_9717.JPG,"40 deg 35' 2.99""","73 deg 48' 36.21""",40.584164,73.81006
./IMG_9722.JPG,IMG_9722.JPG,"40 deg 35' 4.62""","73 deg 48' 37.36""",40.584618,73.81038
./IMG_9724.JPG,IMG_9724.JPG,"40 deg 35' 7.16""","73 deg 48' 27.53""",40.585323,73.80765
./IMG_9725.JPG,IMG_9725.JPG,"40 deg 35' 4.03""","73 deg 48' 37.69""",40.584454,73.81047
./IMG_9726.JPG,IMG_9726.JPG,"40 deg 35' 4.68""","73 deg 48' 33.02""",40.584633,73.80917
./IMG_9727.JPG,IMG_9727.JPG,"40 deg 35' 0.13""","73 deg 48' 38.05""",40.58337,73.81057
./IMG_9728.JPG,IMG_9728.JPG,"40 deg 35' 0.09""","73 deg 48' 38.63""",40.58336,73.81073
./IMG_9729.JPG,IMG_9729.JPG,"40 deg 35' 0.26""","73 deg 48' 38.52""",40.583405,73.8107
./IMG_9730.JPG,IMG_9730.JPG,"40 deg 35' 0.26""","73 deg 48' 38.52""",40.583405,73.8107
./IMG_9731.JPG,IMG_9731.JPG,"40 deg 35' 0.85""","73 deg 48' 41.35""",40.58357,73.811485
./IMG_9732.JPG,IMG_9732.JPG,"40 deg 34' 56.86""","73 deg 48' 55.66""",40.582462,73.81546
./IMG_9733.JPG,IMG_9733.JPG,"40 deg 34' 50.30""","73 deg 49' 19.22""",40.58064,73.82201
./IMG_9734.JPG,IMG_9734.JPG,"40 deg 34' 48.68""","73 deg 49' 25.35""",40.58019,73.82371
./IMG_9735.JPG,IMG_9735.JPG,"40 deg 34' 49.98""","73 deg 49' 34.82""",40.58055,73.82634
./IMG_9736.JPG,IMG_9736.JPG,"40 deg 34' 52.55""","73 deg 49' 35.13""",40.581264,73.82642
./IMG_9737.JPG,IMG_9737.JPG,"40 deg 35' 1.35""","73 deg 49' 37.82""",40.58371,73.82717
./IMG_9758.JPG,IMG_9758.JPG,"40 deg 45' 8.69""","73 deg 55' 40.45""",40.752415,73.9279
./IMG_9759.JPG,IMG_9759.JPG,"40 deg 45' 8.34""","73 deg 55' 32.24""",40.752316,73.92562
./IMG_9760.JPG,IMG_9760.JPG,"40 deg 45' 13.79""","73 deg 55' 24.44""",40.75383,73.923454
./IMG_9761.JPG,IMG_9761.JPG,"40 deg 45' 17.61""","73 deg 55' 21.00""",40.75489,73.9225
./IMG_9762.JPG,IMG_9762.JPG,"40 deg 45' 24.18""","73 deg 55' 15.81""",40.756718,73.92106
./IMG_9765.JPG,IMG_9765.JPG,"40 deg 45' 32.30""","73 deg 55' 9.08""",40.758972,73.91919
./IMG_9766.JPG,IMG_9766.JPG,"40 deg 45' 30.49""","73 deg 55' 4.22""",40.75847,73.91784
./IMG_9768.JPG,IMG_9768.JPG,"40 deg 45' 38.53""","73 deg 55' 2.68""",40.760704,73.91741
./IMG_9769.JPG,IMG_9769.JPG,"40 deg 45' 42.32""","73 deg 55' 0.24""",40.761757,73.91673
./IMG_9770.JPG,IMG_9770.JPG,"40 deg 45' 49.78""","73 deg 54' 54.20""",40.76383,73.915054
./IMG_9771.JPG,IMG_9771.JPG,"40 deg 45' 52.65""","73 deg 54' 59.72""",40.764626,73.91659
./IMG_9773.JPG,IMG_9773.JPG,"40 deg 45' 55.34""","73 deg 55' 4.96""",40.765373,73.918045
./IMG_9774.JPG,IMG_9774.JPG,"40 deg 45' 59.82""","73 deg 55' 12.79""",40.766617,73.92022
./IMG_9775.JPG,IMG_9775.JPG,"40 deg 46' 5.92""","73 deg 55' 16.53""",40.76831,73.92126
./IMG_9776.JPG,IMG_9776.JPG,"40 deg 46' 8.71""","73 deg 55' 19.96""",40.769085,73.92221
./IMG_9777.JPG,IMG_9777.JPG,"40 deg 46' 13.33""","73 deg 55' 24.74""",40.77037,73.92354
./IMG_9778.JPG,IMG_9778.JPG,"40 deg 46' 17.07""","73 deg 55' 28.75""",40.771408,73.92465
./IMG_9779.JPG,IMG_9779.JPG,"40 deg 46' 20.15""","73 deg 55' 33.50""",40.772263,73.92597
./IMG_9780.JPG,IMG_9780.JPG,"40 deg 46' 23.84""","73 deg 55' 29.98""",40.77329,73.924995
./IMG_9781.JPG,IMG_9781.JPG,"40 deg 46' 24.13""","73 deg 55' 29.85""",40.77337,73.92496
./IMG_9782.JPG,IMG_9782.JPG,"40 deg 46' 27.19""","73 deg 55' 27.21""",40.77422,73.924225
./IMG_9783.JPG,IMG_9783.JPG,"40 deg 46' 29.04""","73 deg 55' 25.70""",40.774734,73.923805
./IMG_9784.JPG,IMG_9784.JPG,"40 deg 46' 32.22""","73 deg 55' 30.09""",40.775616,73.925026
./IMG_9785.JPG,IMG_9785.JPG,"40 deg 46' 34.62""","73 deg 55' 32.68""",40.776283,73.92574
./IMG_9786.JPG,IMG_9786.JPG,"40 deg 46' 37.41""","73 deg 55' 30.48""",40.777058,73.92513
./IMG_9787.JPG,IMG_9787.JPG,"40 deg 46' 39.43""","73 deg 55' 29.93""",40.77762,73.92498
./IMG_9788.JPG,IMG_9788.JPG,"40 deg 46' 38.78""","73 deg 55' 31.91""",40.77744,73.92553
./IMG_9789.JPG,IMG_9789.JPG,"40 deg 46' 38.67""","73 deg 55' 32.48""",40.77741,73.92569
./IMG_9790.JPG,IMG_9790.JPG,"40 deg 46' 41.73""","73 deg 55' 33.00""",40.77826,73.925835
./IMG_9791.JPG,IMG_9791.JPG,"40 deg 46' 38.51""","73 deg 55' 28.01""",40.777363,73.924446
./IMG_9792.JPG,IMG_9792.JPG,"40 deg 46' 42.32""","73 deg 55' 28.67""",40.778423,73.92463
./IMG_9793.JPG,IMG_9793.JPG,"40 deg 46' 46.03""","73 deg 55' 23.03""",40.779453,73.923065
./IMG_9794.JPG,IMG_9794.JPG,"40 deg 46' 47.24""","73 deg 55' 16.77""",40.77979,73.921326
./IMG_9795.JPG,IMG_9795.JPG,"40 deg 46' 41.45""","73 deg 55' 20.78""",40.77818,73.92244
./IMG_9796.JPG,IMG_9796.JPG,"40 deg 46' 43.40""","73 deg 55' 16.25""",40.77872,73.92118
./IMG_9797.JPG,IMG_9797.JPG,"40 deg 46' 46.76""","73 deg 55' 14.05""",40.779655,73.92057
./IMG_9800.JPG,IMG_9800.JPG,"40 deg 46' 46.07""","73 deg 55' 13.09""",40.779465,73.9203
./IMG_9801.JPG,IMG_9801.JPG,"40 deg 46' 42.86""","73 deg 55' 7.98""",40.778572,73.918884
./IMG_9802.JPG,IMG_9802.JPG,"40 deg 46' 38.75""","73 deg 55' 2.82""",40.77743,73.91745
./IMG_9804.JPG,IMG_9804.JPG,"40 deg 46' 33.14""","73 deg 54' 53.98""",40.77587,73.91499
./IMG_9806.JPG,IMG_9806.JPG,"40 deg 46' 29.63""","73 deg 54' 50.30""",40.7749,73.91397
./IMG_9807.JPG,IMG_9807.JPG,"40 deg 45' 0.15""","73 deg 56' 24.50""",40.750042,73.94014
./IMG_9808.JPG,IMG_9808.JPG,"40 deg 44' 53.41""","73 deg 56' 29.80""",40.74817,73.94161
./IMG_9809.JPG,IMG_9809.JPG,"40 deg 44' 50.90""","73 deg 56' 29.28""",40.74747,73.94147
./IMG_9810.JPG,IMG_9810.JPG,"40 deg 44' 49.76""","73 deg 56' 31.23""",40.747154,73.94201
./IMG_9811.JPG,IMG_9811.JPG,"40 deg 44' 49.54""","73 deg 56' 38.48""",40.747093,73.94402
./IMG_9814.JPG,IMG_9814.JPG,"40 deg 44' 44.67""","73 deg 56' 50.87""",40.745743,73.947464
./IMG_9815.JPG,IMG_9815.JPG,"40 deg 44' 44.23""","73 deg 56' 48.29""",40.74562,73.94675
./IMG_9816.JPG,IMG_9816.JPG,"40 deg 44' 47.74""","73 deg 56' 35.13""",40.746593,73.94309
./IMG_9817.JPG,IMG_9817.JPG,"40 deg 44' 50.95""","73 deg 56' 28.79""",40.747486,73.94133
./IMG_9818.JPG,IMG_9818.JPG,"40 deg 44' 47.37""","73 deg 56' 26.56""",40.74649,73.94071
./IMG_9819.JPG,IMG_9819.JPG,"40 deg 44' 46.91""","73 deg 56' 26.78""",40.746365,73.94077
./IMG_9820.JPG,IMG_9820.JPG,"40 deg 44' 44.36""","73 deg 56' 22.44""",40.745655,73.93957
./IMG_9821.JPG,IMG_9821.JPG,"40 deg 44' 42.81""","73 deg 56' 18.24""",40.745224,73.9384
./IMG_9822.JPG,IMG_9822.JPG,"40 deg 44' 42.37""","73 deg 56' 16.87""",40.745102,73.93802
./IMG_9823.JPG,IMG_9823.JPG,"40 deg 44' 42.88""","73 deg 56' 14.89""",40.745243,73.93747
./IMG_9824.JPG,IMG_9824.JPG,"40 deg 44' 40.54""","73 deg 56' 3.24""",40.744595,73.934235
./IMG_9825.JPG,IMG_9825.JPG,"40 deg 44' 39.95""","73 deg 55' 57.86""",40.74443,73.93274
./IMG_9826.JPG,IMG_9826.JPG,"40 deg 44' 44.80""","73 deg 55' 56.68""",40.745777,73.93241
./IMG_9827.JPG,IMG_9827.JPG,"40 deg 44' 47.41""","73 deg 55' 54.29""",40.746502,73.93175
./IMG_9828.JPG,IMG_9828.JPG,"40 deg 44' 49.01""","73 deg 55' 45.53""",40.74695,73.92931
./IMG_9829.JPG,IMG_9829.JPG,"40 deg 44' 57.83""","73 deg 55' 50.64""",40.749397,73.93073
./IMG_9830.JPG,IMG_9830.JPG,"40 deg 45' 1.06""","73 deg 55' 52.62""",40.750294,73.93128
./IMG_9831.JPG,IMG_9831.JPG,"40 deg 45' 3.27""","73 deg 55' 53.33""",40.750908,73.93148
./IMG_9834.JPG,IMG_9834.JPG,"40 deg 44' 43.58""","73 deg 59' 20.34""",40.745438,73.98898
./IMG_9835.JPG,IMG_9835.JPG,"40 deg 44' 41.83""","73 deg 59' 21.05""",40.744953,73.98918
./IMG_9836.JPG,IMG_9836.JPG,"40 deg 44' 39.41""","73 deg 59' 14.02""",40.74428,73.98723
./IMG_9845.JPG,IMG_9845.JPG,"40 deg 45' 11.91""","73 deg 55' 37.92""",40.753307,73.9272
./IMG_9846.JPG,IMG_9846.JPG,"40 deg 45' 19.84""","73 deg 55' 30.53""",40.755512,73.92515
./IMG_9847.JPG,IMG_9847.JPG,"40 deg 45' 29.39""","73 deg 55' 26.17""",40.758163,73.923935
./IMG_9848.JPG,IMG_9848.JPG,"40 deg 45' 35.21""","73 deg 55' 21.63""",40.75978,73.922676
./IMG_9849.JPG,IMG_9849.JPG,"40 deg 45' 37.72""","73 deg 55' 19.88""",40.76048,73.92219
./IMG_9850.JPG,IMG_9850.JPG,"40 deg 45' 33.71""","73 deg 55' 10.70""",40.759365,73.91964
./IMG_9859.JPG,IMG_9859.JPG,"40 deg 45' 27.40""","73 deg 54' 56.83""",40.75761,73.91579
./IMG_9860.JPG,IMG_9860.JPG,"40 deg 45' 22.33""","73 deg 54' 46.83""",40.756203,73.91301
./IMG_9861.JPG,IMG_9861.JPG,"40 deg 45' 15.93""","73 deg 54' 32.74""",40.754425,73.909096
./IMG_9863.JPG,IMG_9863.JPG,"40 deg 43' 47.85""","73 deg 51' 40.37""",40.729958,73.86121
./IMG_9864.JPG,IMG_9864.JPG,"40 deg 43' 52.45""","73 deg 51' 27.95""",40.731236,73.857765
./IMG_9865.JPG,IMG_9865.JPG,"40 deg 43' 53.74""","73 deg 51' 23.97""",40.731594,73.85666
./IMG_9866.JPG,IMG_9866.JPG,"40 deg 43' 53.27""","73 deg 51' 17.96""",40.731464,73.85499
./IMG_9867.JPG,IMG_9867.JPG,"40 deg 43' 55.99""","73 deg 51' 7.52""",40.73222,73.85209
./IMG_9868.JPG,IMG_9868.JPG,"40 deg 43' 59.00""","73 deg 50' 58.92""",40.733055,73.8497
./IMG_9869.JPG,IMG_9869.JPG,"40 deg 43' 59.05""","73 deg 50' 58.84""",40.73307,73.84968
./IMG_9870.JPG,IMG_9870.JPG,"40 deg 44' 3.48""","73 deg 50' 42.72""",40.7343,73.8452
./IMG_9871.JPG,IMG_9871.JPG,"40 deg 44' 3.06""","73 deg 50' 40.88""",40.734184,73.84469
./IMG_9872.JPG,IMG_9872.JPG,"40 deg 44' 4.64""","73 deg 50' 36.40""",40.734623,73.843445
./IMG_9873.JPG,IMG_9873.JPG,"40 deg 44' 9.02""","73 deg 50' 40.14""",40.73584,73.84448
./IMG_9874.JPG,IMG_9874.JPG,"40 deg 44' 14.04""","73 deg 50' 41.10""",40.737232,73.84475
./IMG_9875.JPG,IMG_9875.JPG,"40 deg 44' 20.41""","73 deg 50' 37.80""",40.739002,73.843834
./IMG_9876.JPG,IMG_9876.JPG,"40 deg 44' 25.91""","73 deg 50' 30.19""",40.740532,73.84172
./IMG_9877.JPG,IMG_9877.JPG,"40 deg 44' 29.36""","73 deg 50' 33.05""",40.74149,73.842514
./IMG_9878.JPG,IMG_9878.JPG,"40 deg 44' 32.62""","73 deg 50' 34.45""",40.742393,73.8429
./IMG_9879.JPG,IMG_9879.JPG,"40 deg 44' 35.72""","73 deg 50' 37.53""",40.743256,73.84376
./IMG_9880.JPG,IMG_9880.JPG,"40 deg 44' 39.17""","73 deg 50' 38.85""",40.744213,73.844124
./IMG_9882.JPG,IMG_9882.JPG,"40 deg 44' 43.42""","73 deg 50' 38.57""",40.745396,73.84405
./IMG_9883.JPG,IMG_9883.JPG,"40 deg 44' 44.77""","73 deg 50' 40.85""",40.74577,73.84468
./IMG_9884.JPG,IMG_9884.JPG,"40 deg 44' 44.76""","73 deg 50' 40.85""",40.745766,73.84468
./IMG_9885.JPG,IMG_9885.JPG,"40 deg 44' 44.76""","73 deg 50' 40.85""",40.745766,73.84468
./IMG_9892.JPG,IMG_9892.JPG,"40 deg 44' 50.25""","73 deg 50' 43.35""",40.74729,73.845375
./IMG_9893.JPG,IMG_9893.JPG,"40 deg 44' 50.72""","73 deg 50' 45.11""",40.74742,73.84586
./IMG_9894.JPG,IMG_9894.JPG,"40 deg 45' 2.02""","73 deg 50' 35.22""",40.75056,73.84312
./IMG_9895.JPG,IMG_9895.JPG,"40 deg 45' 10.26""","73 deg 50' 38.93""",40.75285,73.84415
./IMG_9896.JPG,IMG_9896.JPG,"40 deg 45' 14.93""","73 deg 50' 44.04""",40.754147,73.845566
./IMG_9897.JPG,IMG_9897.JPG,"40 deg 45' 19.03""","73 deg 50' 46.37""",40.755287,73.846214
./IMG_9898.JPG,IMG_9898.JPG,"40 deg 45' 19.60""","73 deg 50' 47.00""",40.755444,73.84639
./IMG_9900.JPG,IMG_9900.JPG,"40 deg 45' 24.54""","73 deg 50' 41.40""",40.756817,73.84483
./IMG_9901.JPG,IMG_9901.JPG,"40 deg 45' 24.35""","73 deg 50' 41.59""",40.756763,73.84489
./IMG_9902.JPG,IMG_9902.JPG,"40 deg 45' 22.47""","73 deg 50' 44.31""",40.75624,73.84564
./IMG_9903.JPG,IMG_9903.JPG,"40 deg 45' 23.19""","73 deg 50' 45.52""",40.756443,73.84598
./IMG_9922.JPG,IMG_9922.JPG,"40 deg 45' 21.55""","73 deg 59' 26.16""",40.755985,73.9906
./IMG_9923.JPG,IMG_9923.JPG,"40 deg 45' 21.90""","73 deg 59' 23.03""",40.756084,73.98973
./IMG_9928.JPG,IMG_9928.JPG,"40 deg 44' 4.90""","73 deg 59' 24.13""",40.734695,73.990036
./IMG_9930.JPG,IMG_9930.JPG,"40 deg 43' 50.17""","73 deg 59' 34.62""",40.730602,73.99295
./IMG_9932.JPG,IMG_9932.JPG,"40 deg 43' 47.98""","73 deg 59' 35.36""",40.729996,73.99316
./IMG_9933.JPG,IMG_9933.JPG,"40 deg 43' 47.00""","73 deg 59' 37.12""",40.72972,73.993645
./IMG_9935.JPG,IMG_9935.JPG,"40 deg 43' 31.53""","73 deg 59' 46.16""",40.725426,73.996155
./IMG_9936.JPG,IMG_9936.JPG,"40 deg 43' 31.30""","73 deg 59' 48.16""",40.72536,73.99671
./IMG_9937.JPG,IMG_9937.JPG,"40 deg 43' 31.44""","73 deg 59' 42.89""",40.7254,73.99525
./IMG_9938.JPG,IMG_9938.JPG,"40 deg 43' 30.68""","73 deg 59' 43.88""",40.72519,73.99552
