SourceFile,FileName,DateTimeOriginal,GPSLatitude,GPSLongitude
./IMG_6414.JPG,IMG_6414.JPG,2016:08:25 14:15:47,51.5020722222222,0.00575277777777778
./IMG_6415.JPG,IMG_6415.JPG,2016:08:25 14:15:50,51.5022805555556,0.00588333333333333
./IMG_6416.JPG,IMG_6416.JPG,2016:08:25 14:15:53,51.5021777777778,0.00578333333333333
./IMG_6417.JPG,IMG_6417.JPG,2016:08:25 14:37:14,51.5024638888889,0.00596944444444444
./IMG_6418.JPG,IMG_6418.JPG,2016:08:25 14:37:51,51.5027611111111,0.00611666666666667
./IMG_6419.JPG,IMG_6419.JPG,2016:08:25 14:38:03,51.5029305555556,0.0061
./IMG_6420.JPG,IMG_6420.JPG,2016:08:25 14:38:30,51.5032277777778,0.00627222222222222
./IMG_6421.JPG,IMG_6421.JPG,2016:08:25 14:39:16,51.504325,0.011975
./IMG_6422.JPG,IMG_6422.JPG,2016:08:25 14:39:16,51.504325,0.011975
./IMG_6423.JPG,IMG_6423.JPG,2016:08:25 14:40:21,51.504075,0.00524166666666667
./IMG_6424.JPG,IMG_6424.JPG,2016:08:25 14:42:18,51.5042916666667,0.0114194444444444
./IMG_6427.JPG,IMG_6427.JPG,2016:08:25 14:45:58,51.504275,0.0001
./IMG_6428.JPG,IMG_6428.JPG,2016:08:25 14:48:25,51.502575,-0.001875
./IMG_6429.JPG,IMG_6429.JPG,2016:08:25 14:50:29,51.5014222222222,-0.00573611111111111
./IMG_6430.JPG,IMG_6430.JPG,2016:08:25 14:50:38,51.5018055555556,-0.001625
./IMG_6431.JPG,IMG_6431.JPG,2016:08:25 14:51:38,51.5010305555556,-0.00198333333333333
./IMG_6432.JPG,IMG_6432.JPG,2016:08:25 14:52:19,51.5007944444444,-0.00182222222222222
./IMG_6433.JPG,IMG_6433.JPG,2016:08:25 14:54:07,51.4992638888889,-0.00196944444444444
./IMG_6434.JPG,IMG_6434.JPG,2016:08:25 14:54:30,51.4990111111111,-0.00193611111111111
./IMG_6435.JPG,IMG_6435.JPG,2016:08:25 14:56:11,51.4978416666667,-0.00114166666666667
./IMG_6436.JPG,IMG_6436.JPG,2016:08:25 14:56:40,51.4975472222222,-0.000863888888888889
./IMG_6437.JPG,IMG_6437.JPG,2016:08:25 14:56:42,51.4975388888889,-0.000861111111111111
./IMG_6438.JPG,IMG_6438.JPG,2016:08:25 14:56:46,51.4975138888889,-0.000869444444444444
./IMG_6439.JPG,IMG_6439.JPG,2016:08:25 14:57:30,51.4970944444444,-0.00109722222222222
./IMG_6442.JPG,IMG_6442.JPG,2016:08:25 14:58:46,51.4962527777778,-0.000852777777777778
./IMG_6443.JPG,IMG_6443.JPG,2016:08:25 14:58:53,51.4961583333333,-0.000783333333333333
./IMG_6444.JPG,IMG_6444.JPG,2016:08:25 14:59:09,51.4959611111111,-0.000652777777777778
./IMG_6445.JPG,IMG_6445.JPG,2016:08:25 14:59:40,51.4955361111111,-0.0004
./IMG_6446.JPG,IMG_6446.JPG,2016:08:25 14:59:57,51.4953916666667,-0.000272222222222222
./IMG_6447.JPG,IMG_6447.JPG,2016:08:25 15:01:48,51.4955361111111,0.00164722222222222
./IMG_6449.JPG,IMG_6449.JPG,2016:08:25 15:02:34,51.4950222222222,0.00207222222222222
./IMG_6450.JPG,IMG_6450.JPG,2016:08:25 15:02:54,51.4951666666667,0.00234444444444444
./IMG_6451.JPG,IMG_6451.JPG,2016:08:25 15:03:50,51.4957555555556,0.00324166666666667
./IMG_6452.JPG,IMG_6452.JPG,2016:08:25 15:04:21,51.4955166666667,0.00350277777777778
./IMG_6455.JPG,IMG_6455.JPG,2016:08:25 15:05:23,51.4948972222222,0.00443888888888889
./IMG_6456.JPG,IMG_6456.JPG,2016:08:25 15:06:12,51.4944888888889,0.00511666666666667
./IMG_6458.JPG,IMG_6458.JPG,2016:08:25 15:06:24,51.4944,0.00525277777777778
./IMG_6460.JPG,IMG_6460.JPG,2016:08:25 15:06:35,51.4943361111111,0.00531666666666667
./IMG_6462.JPG,IMG_6462.JPG,2016:08:25 15:07:21,51.4939916666667,0.00578611111111111
./IMG_6463.JPG,IMG_6463.JPG,2016:08:25 15:07:43,51.4937333333333,0.00616388888888889
./IMG_6464.JPG,IMG_6464.JPG,2016:08:25 15:08:07,51.4935138888889,0.00650555555555556
./IMG_6465.JPG,IMG_6465.JPG,2016:08:25 15:08:20,51.4933611111111,0.00666388888888889
./IMG_6467.JPG,IMG_6467.JPG,2016:08:25 15:08:31,51.4932666666667,0.00677777777777778
./IMG_6469.JPG,IMG_6469.JPG,2016:08:25 15:08:40,51.4931805555556,0.00685
./IMG_6470.JPG,IMG_6470.JPG,2016:08:25 15:08:50,51.4930694444444,0.00696111111111111
./IMG_6472.JPG,IMG_6472.JPG,2016:08:25 15:08:56,51.4930305555556,0.00700277777777778
./IMG_6473.JPG,IMG_6473.JPG,2016:08:25 15:09:45,51.49245,0.00744722222222222
./IMG_6474.JPG,IMG_6474.JPG,2016:08:25 15:10:38,51.4918111111111,0.00850833333333333
./IMG_6475.JPG,IMG_6475.JPG,2016:08:25 15:11:15,51.4914777777778,0.00856666666666667
./IMG_6476.JPG,IMG_6476.JPG,2016:08:25 15:11:25,51.49145,0.00856388888888889
./IMG_6477.JPG,IMG_6477.JPG,2016:08:25 15:13:47,51.4926194444444,0.00871944444444444
./IMG_6478.JPG,IMG_6478.JPG,2016:08:25 15:14:18,51.492875,0.00898611111111111
./IMG_6479.JPG,IMG_6479.JPG,2016:08:25 15:14:43,51.4931,0.00909722222222222
