latitude,longitude,time,date,light,sound value,sound average,sound peak,temperature
51.4976387023,0.0126066017,14:40:59,27/1/2016,49,0,0.95,19,12.5
51.4976234436,0.0126300001,14:41:0,27/1/2016,45,21,4.07,42,12.5
51.4976081848,0.0126499998,14:41:0,27/1/2016,42,6,8.07,47,12.5
51.497592926,0.0126649999,14:41:2,27/1/2016,39,21,1.82,26,12.5
51.4975814819,0.012681601,14:41:3,27/1/2016,38,0,0.82,18,12.5
51.4975662231,0.0126933002,14:41:4,27/1/2016,38,0,1.05,14,12.5
51.4975585937,0.0127132999,14:41:4,27/1/2016,37,0,1.96,29,12.5
51.4975433349,0.0127383005,14:41:6,27/1/2016,38,2,1.26,19,12.5
51.4975242614,0.0127533018,14:41:7,27/1/2016,38,0,1.61,27,12.5
51.497516632,0.0127682995,14:41:8,27/1/2016,38,0,1.9,28,12.5
51.4975090026,0.0127766001,14:41:8,27/1/2016,37,0,0.88,15,12.5
51.4974861145,0.0128216016,14:41:10,27/1/2016,36,14,0.05,17,12.5
51.4974594116,0.0128782999,14:41:11,27/1/2016,37,3,2.75,17,12.5
51.4974441528,0.0129216003,14:41:12,27/1/2016,37,1,1.66,15,12.5
51.497428894,0.0129633008,14:41:12,27/1/2016,36,0,2.29,42,12.5
51.4974136352,0.0130233001,14:41:14,27/1/2016,36,0,2.65,25,12.5
51.4973945617,0.0130383014,14:41:15,27/1/2016,36,1,1.27,66,12.5
51.4973793029,0.0130532991,14:41:16,27/1/2016,35,0,0.12,6,12.5
51.4973716735,0.0130599999,14:41:16,27/1/2016,35,0,1.08,15,12.5
51.4973564147,0.0130632996,14:41:18,27/1/2016,35,0,0.17,6,12.5
51.4973487854,0.0130683004,14:41:19,27/1/2016,35,0,0.55,18,12.5
51.4973373413,0.0130833005,14:41:20,27/1/2016,35,0,0.39,7,12.5
51.4973144531,0.0131216025,14:41:20,27/1/2016,35,0,1.65,18,12.5
51.4973068237,0.0131282997,14:41:22,27/1/2016,37,0,0.43,10,12.5
51.4972915649,0.0131483018,14:41:23,27/1/2016,37,0,0.07,4,12.5
51.4972801208,0.013160001,14:41:24,27/1/2016,36,1,3.53,63,12.5
51.497264862,0.0131733,14:41:24,27/1/2016,36,5,2.1,69,12.5
51.497264862,0.0131649994,14:41:26,27/1/2016,36,0,0.11,4,12.5
51.4972572326,0.0131733,14:41:27,27/1/2016,36,0,0.08,6,12.5
51.4972496032,0.0131733,14:41:28,27/1/2016,37,0,1.93,24,12.5
51.4972419738,0.0131800007,14:41:28,27/1/2016,36,0,0.23,5,12.5
51.4972343444,0.01319,14:41:30,27/1/2016,37,0,0.14,4,5.18
51.497226715,0.0131982994,14:41:31,27/1/2016,37,1,0.02,5,12.5
51.4972152709,0.013208301,14:41:32,27/1/2016,37,0,0.27,6,12.5
51.4972076416,0.0132133007,14:41:32,27/1/2016,37,11,6.05,96,12.5
51.4972000122,0.013225001,14:41:34,27/1/2016,37,0,4.38,83,12.5
51.4971923828,0.0132366001,14:41:35,27/1/2016,38,0,0,1,12.5
51.4971847534,0.0132533001,14:41:36,27/1/2016,38,2,0.78,14,12.5
51.4971694946,0.0132683014,14:41:36,27/1/2016,37,0,0.17,6,12.5
51.4971580505,0.0132849991,14:41:38,27/1/2016,37,0,0.07,4,12.5
51.4971504211,0.0132966017,14:41:39,27/1/2016,37,0,0.07,4,12.5
51.4971504211,0.013306601,14:41:40,27/1/2016,38,0,0.02,4,12.5
51.4971351623,0.0133150005,14:41:40,27/1/2016,38,0,0.23,5,12.5
51.4971275329,0.0133183002,14:41:42,27/1/2016,40,0,0.72,8,12.5
51.4971199035,0.013323301,14:41:43,27/1/2016,37,0,0.55,6,12.5
51.4971122741,0.0133399987,14:41:44,27/1/2016,38,0,0.38,4,12.5
51.4971046447,0.0133482992,14:41:44,27/1/2016,39,6,1.1,13,12.5
51.4970932006,0.0133565998,14:41:46,27/1/2016,38,1,1.26,7,12.5
51.4970855712,0.013373301,14:41:47,27/1/2016,37,2,1.8,11,12.5
51.4970779418,0.0134100008,14:41:48,27/1/2016,37,2,1.54,8,12.5
51.4970703125,0.013438301,14:41:48,27/1/2016,37,0,2.31,13,12.5
51.4970626831,0.0134450018,14:41:50,27/1/2016,38,4,2.54,9,12.5
51.4970550537,0.0134566009,14:41:51,27/1/2016,38,4,3.97,17,12.5
51.4970359802,0.0134633004,14:41:52,27/1/2016,39,6,4.45,14,12.5
51.4970283508,0.0134616017,14:41:52,27/1/2016,39,5,4.65,13,12.5
51.497013092,0.0134665989,14:41:54,27/1/2016,38,1,5.25,42,12.5
51.4970054626,0.0134750008,14:41:55,27/1/2016,37,2,2.36,9,12.5
51.4969978332,0.0134816002,14:41:56,27/1/2016,38,1,2.05,13,12.5
51.4969902038,0.0134916007,14:41:56,27/1/2016,37,0,1.33,7,12.5
51.4969825744,0.0135032999,14:41:58,27/1/2016,37,0,0.83,5,12.5
51.4969635009,0.0135350012,14:41:59,27/1/2016,37,3,2.9,24,12.5
51.4969482421,0.0135633003,14:42:0,27/1/2016,37,1,1.78,12,12.5
51.4969406127,0.013585,14:42:0,27/1/2016,37,1,1.51,16,12.5
51.4969329833,0.013598299,14:42:2,27/1/2016,36,0,0.67,6,12.5
51.4969062805,0.0136399996,14:42:3,27/1/2016,37,0,0.51,8,12.5
51.4968986511,0.0136532998,14:42:4,27/1/2016,38,3,0.93,7,12.5
51.4968910217,0.0136682999,14:42:4,27/1/2016,37,0,0.98,7,12.5
51.4968833923,0.013670001,14:42:6,27/1/2016,37,0,0.97,6,12.5
51.4968833923,0.0136665999,14:42:7,27/1/2016,37,4,5.33,26,12.5
51.4968757629,0.013670001,14:42:8,27/1/2016,38,4,0.61,6,12.5
51.4968681335,0.0136816012,14:42:8,27/1/2016,39,20,3.52,38,12.5
51.4968681335,0.0136799991,14:42:10,27/1/2016,36,1,3.18,28,12.5
51.4968605041,0.0136865997,14:42:11,27/1/2016,36,0,2.12,159,12.5
51.4968605041,0.0136916017,14:42:12,27/1/2016,37,16,1.29,16,12.5
51.49684906,0.0136950004,14:42:12,27/1/2016,37,0,2.52,41,12.5
51.4968414306,0.0136999988,14:42:14,27/1/2016,36,7,1.95,24,12.5
51.4968338012,0.0137100005,14:42:15,27/1/2016,37,4,4.19,51,12.5
51.4968261718,0.013718301,14:42:16,27/1/2016,38,0,0.75,8,12.5
51.4968261718,0.0137300014,14:42:16,27/1/2016,38,0,0.8,16,12.5
51.4968185424,0.0137383008,14:42:18,27/1/2016,38,0,1.14,13,12.5
51.4968185424,0.0137466013,14:42:19,27/1/2016,37,0,3.16,31,12.5
51.4968185424,0.0137565994,14:42:20,27/1/2016,37,2,1.76,14,12.5
51.496810913,0.0137665998,14:42:20,27/1/2016,37,0,0.48,8,12.5
51.496810913,0.0137766003,14:42:22,27/1/2016,37,2,0.96,13,12.5
51.496810913,0.0137850022,14:42:23,27/1/2016,38,1,0.8,9,12.5
51.4968032836,0.0137950003,14:42:24,27/1/2016,37,0,0.46,9,12.5
51.4968032836,0.0138065994,14:42:24,27/1/2016,37,0,0.51,10,12.5
51.4967918395,0.0138165998,14:42:26,27/1/2016,37,3,1.84,15,12.5
51.4967918395,0.013833301,14:42:27,27/1/2016,37,1,0.97,26,12.5
51.4967918395,0.0138416004,14:42:28,27/1/2016,37,0,0.21,6,12.5
51.4967842102,0.0138516008,14:42:28,27/1/2016,37,0,1.05,21,12.5
51.4967765808,0.0138600004,14:42:30,27/1/2016,39,0,0.34,8,12.5
51.4967765808,0.0138700008,14:42:31,27/1/2016,38,4,0.27,10,12.5
51.496761322,0.0138800012,14:42:32,27/1/2016,38,0,1.24,16,12.5
51.4967536926,0.0138916015,14:42:32,27/1/2016,37,0,0.01,1,12.5
51.4967536926,0.0139083003,14:42:34,27/1/2016,38,0,0.02,2,12.5
51.4967460632,0.0139216005,14:42:35,27/1/2016,38,0,0.82,102,12.5
51.4967384338,0.013931601,14:42:36,27/1/2016,38,0,0.07,4,12.5
51.4967269897,0.0139416003,14:42:36,27/1/2016,39,1,1.29,30,12.5
51.4967193603,0.0139549994,14:42:38,27/1/2016,38,0,1.15,49,12.5
51.4967041015,0.0139600014,14:42:39,27/1/2016,38,0,0.1,6,12.5
51.4966964721,0.0139750003,14:42:40,27/1/2016,37,0,1.88,21,12.5
51.4966888427,0.0139866006,14:42:40,27/1/2016,37,0,1.32,18,12.5
51.4966888427,0.013998301,14:42:42,27/1/2016,37,0,0.21,4,12.5
51.4966812133,0.0140083003,14:42:43,27/1/2016,37,0,1.58,20,12.5
51.4966697692,0.0140200004,14:42:44,27/1/2016,37,0,1.34,15,12.5
51.4966621398,0.0140300011,14:42:44,27/1/2016,38,0,0.27,7,12.5
51.4966545104,0.0140433001,14:42:46,27/1/2016,38,0,0.14,10,12.5
51.4966468811,0.0140532994,14:42:47,27/1/2016,39,0,0.78,10,12.5
51.4966392517,0.0140633001,14:42:48,27/1/2016,39,0,0.37,6,12.5
51.4966316223,0.0140683007,14:42:48,27/1/2016,40,0,1.62,17,12.5
51.4966239929,0.0140783014,14:42:50,27/1/2016,38,0,0.79,14,12.5
51.4966163635,0.0140832996,14:42:51,27/1/2016,38,0,0.34,6,12.5
51.4966163635,0.0140982999,14:42:52,27/1/2016,38,0,0.57,12,12.5
51.49659729,0.0141150007,14:42:52,27/1/2016,38,0,0.14,3,12.5
51.4965896606,0.0141266002,14:42:54,27/1/2016,38,1,0.13,6,12.5
51.4965820312,0.0141400003,14:42:55,27/1/2016,38,2,4.01,61,12.5
51.4965667724,0.0141516017,14:42:56,27/1/2016,38,1,1.55,46,12.5
51.496559143,0.0141633009,14:42:56,27/1/2016,38,0,1.16,12,12.5
51.4965400695,0.0141733002,14:42:58,27/1/2016,37,0,1.31,16,12.5
51.4965324401,0.0141916012,14:42:59,27/1/2016,37,6,8.26,50,12.5
51.4965171813,0.0142115998,14:43:0,27/1/2016,37,3,6.15,40,12.5
51.4965019226,0.0142266011,14:43:0,27/1/2016,37,16,4.74,28,12.5
51.4964828491,0.0142416,14:43:2,27/1/2016,39,0,10.69,56,12.5
51.4964752197,0.0142565989,14:43:3,27/1/2016,38,7,9.45,68,12.5
51.4964752197,0.0142665996,14:43:4,27/1/2016,39,5,3.11,35,12.5
51.4964675903,0.0142750015,14:43:4,27/1/2016,40,4,9.78,94,12.5
51.4964599609,0.0142750015,14:43:6,27/1/2016,40,0,2.89,26,12.5
51.4964599609,0.0142733001,14:43:7,27/1/2016,39,16,5.74,47,12.5
51.4964523315,0.0142816009,14:43:8,27/1/2016,37,6,7.8,87,12.5
51.4964447021,0.0142900013,14:43:8,27/1/2016,37,4,10.31,92,12.5
51.4964447021,0.0142983016,14:43:10,27/1/2016,36,5,3.09,34,12.5
51.4964370727,0.0143083,14:43:11,27/1/2016,36,5,4,53,12.5
51.4964256286,0.0143166007,14:43:12,27/1/2016,36,0,10.21,66,12.5
51.4964179992,0.0143250012,14:43:12,27/1/2016,37,84,28.94,333,12.5
51.4964103698,0.0143416023,14:43:14,27/1/2016,37,45,31.87,176,12.5
51.4964027404,0.0143583002,14:43:15,27/1/2016,37,12,41.2,217,12.5
51.496395111,0.0143765997,14:43:16,27/1/2016,37,26,14.57,96,12.5
51.4963874816,0.0144016017,14:43:16,27/1/2016,37,10,25.68,134,12.5
51.4963722229,0.0144250011,14:43:18,27/1/2016,36,18,13.69,80,12.5
51.4963607788,0.0144600009,14:43:19,27/1/2016,36,0,11.65,102,12.5
51.49634552,0.0144816017,14:43:20,27/1/2016,36,2,1.58,21,12.5
51.4963378906,0.0145000004,14:43:20,27/1/2016,36,5,2.54,23,12.5
51.4963302612,0.0145133008,14:43:22,27/1/2016,37,0,1.59,28,7.13
51.4963302612,0.0145266008,14:43:23,27/1/2016,37,5,3.36,25,12.5
51.4963150024,0.0145399999,14:43:24,27/1/2016,38,4,6.17,57,11.52
51.4963035583,0.0145516014,14:43:24,27/1/2016,39,0,2.78,31,12.5
51.4962959289,0.0145650014,14:43:26,27/1/2016,40,4,6.08,28,12.5
51.4962882995,0.0145816016,14:43:27,27/1/2016,41,0,3.32,42,12.5
51.4962806701,0.0146000003,14:43:28,27/1/2016,38,3,0.25,6,12.5
51.4962730407,0.0146183013,14:43:28,27/1/2016,38,42,14.18,89,12.5
51.4962654113,0.0146350002,14:43:30,27/1/2016,38,0,5.98,80,12.5
51.4962577819,0.0146466016,14:43:31,27/1/2016,38,0,0.59,10,12.5
51.4962501525,0.0146566009,14:43:32,27/1/2016,37,0,0.13,10,12.5
51.4962387084,0.0146683001,14:43:32,27/1/2016,37,0,1.45,35,11.04
51.4962310791,0.0146766004,14:43:34,27/1/2016,37,0,0.04,4,12.5
51.4962234497,0.0146916007,14:43:35,27/1/2016,37,0,0.75,17,12.5
51.4962081909,0.0147016024,14:43:36,27/1/2016,37,0,0.05,3,12.5
51.4961929321,0.0147065997,14:43:36,27/1/2016,38,0,0.02,2,12.5
51.496181488,0.0147150015,14:43:38,27/1/2016,40,0,0.02,4,12.5
51.4961738586,0.0147250008,14:43:39,27/1/2016,40,0,0.08,6,12.5
51.4961662292,0.0147333011,14:43:40,27/1/2016,39,0,0.19,8,12.5
51.4961662292,0.0147382998,14:43:40,27/1/2016,39,0,0,1,12.5
51.4961585998,0.0147382998,14:43:42,27/1/2016,39,0,0.22,12,12.5
51.4961509704,0.0147432994,14:43:43,27/1/2016,38,0,0.48,7,12.5
51.4961357116,0.0147516002,14:43:44,27/1/2016,39,0,0.5,12,12.5
51.4961280822,0.0147616004,14:43:44,27/1/2016,38,1,0.43,18,12.5
51.4961166381,0.0147699999,14:43:46,27/1/2016,39,0,3.11,48,12.5
51.4961090087,0.0147815999,14:43:47,27/1/2016,37,0,0.17,5,12.5
51.4961090087,0.0148000001,14:43:48,27/1/2016,39,0,0.01,2,12.5
51.4961013793,0.0148133015,14:43:48,27/1/2016,38,0,0.78,20,12.5
51.49609375,0.0148365998,14:43:50,27/1/2016,37,1,0.04,6,12.5
51.49609375,0.0148550009,14:43:51,27/1/2016,37,0,0.03,4,12.5
51.4960861206,0.0148715996,14:43:52,27/1/2016,38,0,0.01,1,12.5
51.4960784912,0.0148849987,14:43:52,27/1/2016,38,0,0.45,9,-3.61
51.4960708618,0.0149,14:43:54,27/1/2016,38,1,0.89,20,12.5
51.4960594177,0.0149133014,14:43:55,27/1/2016,38,15,1.84,43,12.5
51.4960517883,0.0149266004,14:43:56,27/1/2016,38,6,4.24,37,12.5
51.4960441589,0.0149416017,14:43:56,27/1/2016,38,7,1.84,22,12.5
51.4960365295,0.0149550008,14:43:58,27/1/2016,38,49,11.47,119,12.5
51.4960289001,0.0149700021,14:43:59,27/1/2016,39,12,12.67,72,8.59
51.4960212707,0.0149832987,14:44:0,27/1/2016,39,0,1.21,32,12.5
51.4960060119,0.0150100002,14:44:0,27/1/2016,39,0,0.12,5,5.66
51.4959945678,0.0150216007,14:44:2,27/1/2016,40,0,0.01,2,12.5
51.4959869384,0.015036601,14:44:3,27/1/2016,40,0,0.06,3,12.5
51.4959869384,0.0150500001,14:44:4,27/1/2016,40,0,0.01,3,12.5
51.495979309,0.0150733003,14:44:4,27/1/2016,40,0,0.02,6,12.5
51.4959640502,0.0150950002,14:44:6,27/1/2016,41,0,0.06,7,12.5
51.4959640502,0.0151083002,14:44:7,27/1/2016,40,0,0.48,9,11.04
51.4959564208,0.0151250004,14:44:8,27/1/2016,40,0,0.74,11,12.5
51.4959487915,0.0151382994,14:44:8,27/1/2016,40,0,0.46,17,12.5
51.4959373474,0.0151516008,14:44:10,27/1/2016,40,0,1.51,12,12.5
51.495929718,0.0151682996,14:44:11,27/1/2016,39,2,0.74,15,12.5
51.4959220886,0.0151833009,14:44:12,27/1/2016,40,5,2.45,16,12.5
51.4959220886,0.0151965999,14:44:12,27/1/2016,40,5,1.61,18,12.5
51.4959144592,0.0152116003,14:44:14,27/1/2016,39,6,1.5,21,10.06
51.4959068298,0.0152249994,14:44:15,27/1/2016,38,0,0.98,17,12.5
51.4958992004,0.015241599,14:44:16,27/1/2016,38,0,0.13,6,12.5
51.495891571,0.0152566003,14:44:16,27/1/2016,38,0,0.48,14,12.5
51.4958839416,0.0152750005,14:44:18,27/1/2016,38,1,0.22,11,12.5
51.4958839416,0.0152916002,14:44:19,27/1/2016,38,0,0.85,18,12.01
51.4958724975,0.0153083014,14:44:20,27/1/2016,38,0,0.24,14,12.5
51.4958724975,0.0153232994,14:44:20,27/1/2016,38,0,0.58,12,12.5
51.4958648681,0.0153400001,14:44:22,27/1/2016,37,0,1.84,27,12.5
51.4958572387,0.0153583002,14:44:23,27/1/2016,37,0,0.01,3,12.01
51.4958496093,0.0153782987,14:44:24,27/1/2016,37,0,0.06,4,12.5
51.4958419799,0.0153966007,14:44:24,27/1/2016,38,0,0.11,13,12.01
51.4958419799,0.0154150009,14:44:26,27/1/2016,37,5,7.31,91,12.01
51.4958343505,0.0154283022,14:44:27,27/1/2016,44,15,8.69,146,12.01
51.4958267211,0.0154433002,14:44:28,27/1/2016,46,24,4.35,58,12.5
51.495815277,0.0154600009,14:44:28,27/1/2016,46,25,13.23,88,12.5
51.495815277,0.0154732999,14:44:30,27/1/2016,51,19,21.94,88,12.5
51.4958076477,0.0154850006,14:44:31,27/1/2016,49,5,14.09,87,12.5
51.4958076477,0.0154950008,14:44:32,27/1/2016,48,16,19.63,99,12.5
51.4958000183,0.0155066003,14:44:32,27/1/2016,50,6,20.3,82,12.5
51.4957923889,0.0155150008,14:44:34,27/1/2016,48,5,4.23,42,12.5
51.4957847595,0.0155233011,14:44:35,27/1/2016,48,4,5.35,44,12.5
51.4957771301,0.0155366001,14:44:36,27/1/2016,48,2,4.51,93,12.5
51.4957695007,0.0155566,14:44:36,27/1/2016,47,11,10.8,106,12.5
51.4957618713,0.0155700016,14:44:38,27/1/2016,46,7,6.95,81,12.5
51.4957504272,0.0155783009,14:44:39,27/1/2016,46,16,13.42,126,12.5
51.4957427978,0.0155883002,14:44:40,27/1/2016,87,7,16.19,114,12.5
51.4957351684,0.0156000003,14:44:40,27/1/2016,106,0,6.54,119,12.5
51.495727539,0.0156133008,14:44:42,27/1/2016,216,0,5.85,56,12.5
51.4957199096,0.0156250009,14:44:43,27/1/2016,221,0,5.43,126,12.5
51.4957122802,0.0156350002,14:44:44,27/1/2016,49,5,6.47,80,12.5
51.4957122802,0.0156450009,14:44:44,27/1/2016,44,0,6.46,57,12.5
51.4957122802,0.0156550025,14:44:46,27/1/2016,42,0,2.22,23,12.5
51.4957122802,0.0156633019,14:44:47,27/1/2016,42,0,4.83,102,12.5
51.4957046508,0.0156716012,14:44:48,27/1/2016,37,0,2.04,55,12.5
51.4956932067,0.0156733012,14:44:48,27/1/2016,38,0,1.68,27,12.5
51.4956855773,0.0156782999,14:44:50,27/1/2016,36,0,1.23,48,12.5
51.4956779479,0.0156816005,14:44:51,27/1/2016,38,1,6.92,153,12.5
51.4956703186,0.0156766009,14:44:52,27/1/2016,43,0,0.82,22,12.5
51.4956626892,0.0156782999,14:44:52,27/1/2016,42,4,1.69,23,12.5
51.4956626892,0.0156782999,14:44:54,27/1/2016,40,6,2.01,48,12.5
51.4956550598,0.0156800007,14:44:55,27/1/2016,40,0,3.5,36,12.5
51.4956550598,0.0156782999,14:44:56,27/1/2016,39,3,1.72,69,12.5
51.4956474304,0.0156816005,14:44:56,27/1/2016,41,0,0.99,22,12.5
51.495639801,0.0156800007,14:44:58,27/1/2016,44,12,8.1,147,12.5
51.4956283569,0.0156782999,14:44:59,27/1/2016,40,1,5.31,44,12.5
51.4956207275,0.01567,14:45:0,27/1/2016,39,4,4.92,60,12.5
51.4956130981,0.0156565999,14:45:0,27/1/2016,37,0,0.67,16,12.5
51.4956130981,0.0156466007,14:45:2,27/1/2016,37,0,0.1,9,12.5
51.4956054687,0.0156383013,14:45:3,27/1/2016,37,0,0.1,4,12.5
51.4955978393,0.015630001,14:45:4,27/1/2016,38,0,0.61,21,12.5
51.4955902099,0.0156199989,14:45:4,27/1/2016,38,1,1.93,24,12.5
51.4955825805,0.015610001,14:45:6,27/1/2016,39,0,1.18,28,12.5
51.4955711364,0.0156000003,14:45:7,27/1/2016,40,0,0.18,8,12.5
51.495563507,0.0155915999,14:45:8,27/1/2016,41,0,0.25,28,12.5
51.4955558776,0.015581602,14:45:8,27/1/2016,40,0,0.62,38,12.5
51.4955482482,0.0155715999,14:45:10,27/1/2016,40,0,0.34,19,12.5
51.4955406188,0.0155632996,14:45:11,27/1/2016,40,1,0.62,13,12.5
51.4955329895,0.0155566,14:45:12,27/1/2016,40,0,1.16,18,12.5
51.4955253601,0.0155466022,14:45:12,27/1/2016,40,0,0.19,22,12.5
51.4955062866,0.0155366001,14:45:14,27/1/2016,41,5,1.38,15,12.5
51.4954986572,0.0155300006,14:45:15,27/1/2016,42,0,1.29,36,12.5
51.4954833984,0.0155233011,14:45:16,27/1/2016,40,0,0.38,14,12.5
51.495475769,0.0155216002,14:45:16,27/1/2016,41,0,1.01,36,12.5
51.4954605102,0.0155216002,14:45:18,27/1/2016,42,0,0.42,21,12.5
51.4954490661,0.0155183019,14:45:19,27/1/2016,42,0,1.09,27,12.5
51.4954338073,0.0155150008,14:45:20,27/1/2016,42,0,1.08,34,12.5
51.4954261779,0.0155100011,14:45:20,27/1/2016,42,0,0.23,9,12.5
51.4954185485,0.0155082998,14:45:22,27/1/2016,41,0,0.24,18,12.5
51.4954032897,0.0155050015,14:45:23,27/1/2016,40,0,0,1,12.5
51.4953956604,0.0155016002,14:45:24,27/1/2016,40,0,0.04,9,12.5
51.4953842163,0.0155016002,14:45:24,27/1/2016,41,0,0.21,15,12.5
51.4953765869,0.0155016002,14:45:26,27/1/2016,41,0,6.04,43,12.5
51.4953689575,0.0155033006,14:45:27,27/1/2016,38,0,2.76,61,12.5
51.4953613281,0.0155050015,14:45:28,27/1/2016,38,7,2.02,20,12.5
51.4953613281,0.0155100011,14:45:28,27/1/2016,43,12,2.6,27,12.5
51.4953536987,0.0155100011,14:45:30,27/1/2016,42,0,3.08,33,12.5
51.4953536987,0.0155133008,14:45:31,27/1/2016,42,0,0.15,6,12.5
51.4953460693,0.0155166006,14:45:32,27/1/2016,42,0,0.24,8,12.5
51.4953384399,0.0155166006,14:45:32,27/1/2016,43,0,0.6,12,12.5
51.4953269958,0.0155150008,14:45:34,27/1/2016,42,0,0.78,16,12.5
51.4953193664,0.0155150008,14:45:35,27/1/2016,42,0,0.72,41,12.5
51.495311737,0.0155150008,14:45:36,27/1/2016,42,0,1.33,77,12.5
51.4953041076,0.0155100011,14:45:36,27/1/2016,43,0,0.4,10,12.5
51.4952964782,0.0155066003,14:45:38,27/1/2016,45,0,0.49,25,12.5
51.4952888488,0.0155050015,14:45:39,27/1/2016,44,0,2.35,22,12.5
51.49527359,0.0155033006,14:45:40,27/1/2016,42,3,5.1,67,12.5
51.4952621459,0.0155016002,14:45:40,27/1/2016,44,2,1.83,19,12.5
51.4952545166,0.0154982995,14:45:42,27/1/2016,45,45,8.25,104,12.5
51.4952392578,0.0154950008,14:45:43,27/1/2016,50,96,46.7,278,12.5
51.4952316284,0.0154932999,14:45:44,27/1/2016,56,4,15.8,88,12.5
51.495223999,0.0154916024,14:45:44,27/1/2016,52,0,3.94,35,12.5
51.4952163696,0.0154833021,14:45:46,27/1/2016,51,0,1.8,22,12.5
51.4952049255,0.0154732999,14:45:47,27/1/2016,50,0,1.58,15,12.5
51.4951972961,0.0154649996,14:45:48,27/1/2016,50,14,11.12,58,12.5
51.4951820373,0.0154600009,14:45:48,27/1/2016,52,0,7.04,76,12.5
51.4951744079,0.0154515991,14:45:50,27/1/2016,51,0,3.19,54,12.5
51.4951667785,0.0154433002,14:45:51,27/1/2016,52,2,4.28,53,12.5
51.4951591491,0.0154332995,14:45:52,27/1/2016,51,0,2.47,28,12.5
51.4951515197,0.0154299998,14:45:52,27/1/2016,51,2,8.24,52,12.5
51.4951400756,0.0154200019,14:45:54,27/1/2016,52,7,14.2,79,12.5
51.4951324462,0.0154150009,14:45:55,27/1/2016,51,15,7.55,75,12.5
51.4951171875,0.0154050006,14:45:56,27/1/2016,53,0,11.47,114,12.5
51.4951095581,0.015400002,14:45:56,27/1/2016,52,47,21.1,115,12.5
51.4950942993,0.0153916001,14:45:58,27/1/2016,52,11,20.49,129,12.5
51.4950752258,0.0153865995,14:45:59,27/1/2016,52,16,25.98,169,12.5
51.4950675964,0.0153800001,14:46:0,27/1/2016,54,29,17.72,92,12.5
51.4950523376,0.0153733015,14:46:0,27/1/2016,52,30,23.95,102,12.5
51.4950447082,0.0153683004,14:46:2,27/1/2016,50,12,8.61,238,12.5
51.4950294494,0.0153666009,14:46:3,27/1/2016,53,4,13.01,42,12.5
51.4950180053,0.0153633012,14:46:4,27/1/2016,53,28,9.81,75,12.5
51.4950027465,0.0153633012,14:46:4,27/1/2016,51,9,13.45,71,12.5
51.4949951171,0.0153683004,14:46:6,27/1/2016,62,29,32.91,162,12.5
51.4949798583,0.0153716015,14:46:7,27/1/2016,72,36,25.9,105,12.5
51.494972229,0.0153716015,14:46:8,27/1/2016,60,10,21.59,166,12.5
51.4949455261,0.0153733015,14:46:8,27/1/2016,49,4,6.03,44,12.5
51.4949302673,0.0153716015,14:46:10,27/1/2016,46,0,2.78,102,12.5
51.4949226379,0.0153650021,14:46:11,27/1/2016,45,5,1.67,21,12.5
51.4949073791,0.0153583002,14:46:12,27/1/2016,47,0,1.11,35,12.5
51.494895935,0.0153550014,14:46:12,27/1/2016,46,0,0.02,3,12.5
51.4948883056,0.0153416013,14:46:14,27/1/2016,48,0,1.26,34,12.5
51.4948806762,0.0153283014,14:46:15,27/1/2016,46,2,0.86,25,12.5
51.4948730468,0.0153250002,14:46:16,27/1/2016,45,0,2.25,36,12.5
51.4948654174,0.0153183007,14:46:16,27/1/2016,46,12,5.45,47,12.5
51.4948501586,0.0153066015,14:46:18,27/1/2016,51,0,2.8,38,12.5
51.4948501586,0.015295,14:46:19,27/1/2016,64,0,5.72,48,12.5
51.4948387145,0.0152900004,14:46:20,27/1/2016,59,4,4.12,27,12.5
51.4948310852,0.0152850008,14:46:20,27/1/2016,57,0,0.14,6,12.5
51.4948310852,0.0152882995,14:46:22,27/1/2016,58,0,1.15,16,12.5
51.4948234558,0.0152850008,14:46:23,27/1/2016,60,0,0.53,11,12.5
51.4948158264,0.0152816009,14:46:24,27/1/2016,59,4,4.36,81,12.5
51.494808197,0.0152816009,14:46:24,27/1/2016,60,1,2.39,25,12.5
51.494808197,0.0152750005,14:46:26,27/1/2016,58,0,0.34,26,12.5
51.4947929382,0.0152665996,14:46:27,27/1/2016,58,0,0.62,11,12.5
51.4947853088,0.0152600002,14:46:28,27/1/2016,59,0,0.21,11,12.5
51.4947853088,0.0152583003,14:46:28,27/1/2016,59,0,0.23,9,12.5
51.4947738647,0.0152533006,14:46:30,27/1/2016,57,0,0.31,16,12.5
51.4947662353,0.0152482995,14:46:31,27/1/2016,58,0,1.65,50,12.5
51.4947586059,0.0152400007,14:46:32,27/1/2016,58,0,0.59,21,12.5
51.4947509765,0.0152350006,14:46:32,27/1/2016,59,0,1.35,68,12.01
51.4947433471,0.0152249994,14:46:34,27/1/2016,58,0,0.57,36,12.01
51.4947433471,0.0152150011,14:46:35,27/1/2016,57,0,0.17,6,12.5
51.4947357177,0.0152083015,14:46:36,27/1/2016,55,0,0.24,17,12.01
51.4947280883,0.0152050008,14:46:36,27/1/2016,58,0,0.21,13,12.01
51.4947166442,0.0151933002,14:46:38,27/1/2016,58,0,0.04,5,12.5
51.4947090148,0.0151815996,14:46:39,27/1/2016,55,0,0.11,10,9.08
51.4947013854,0.0151700019,14:46:40,27/1/2016,55,0,0.62,48,12.5
