,,,,,,,,,,,,,,,,,,,normX,normY
38.242444,21.738114,35.209245,Point,63.28125,1.3899999856948853,0.024684201925992966,0.28063762187957764,0.5802833437919617,0.13856959342956543,2.07544207572937,13.070996284484863,1560679512988.5369,0.04582672938704491,11.420641899108887,10,0.9601625800132751,4,6.265224456787109,0.1125,0.305
38.249518,21.734944,3.109453,Point,49.21875,1.2100000381469727,0.037475671619176865,0.39379099011421204,1.224709153175354,0.14858007431030273,3.958134651184082,11.979206085205078,1560699707987.843,0.07121008634567261,9.107085227966309,5,2.16774845123291,4,6.947165012359619,-0.0725,-0.22
38.244263,21.741481,63.473772,Point,127.6171875,1.3700000047683716,0.04140225797891617,0.2608131170272827,0.541191577911377,0.1299484670162201,4.457170486450195,26.194650650024414,1560680698991.8079,0.06892281025648117,21.706798553466797,10,1.3198163509368896,4,12.02191162109375,0.3075,0.17
38.25059,21.736247,2.885698,Point,30.9375,1.4199999570846558,0.06765779107809067,2.0143678188323975,3.339973211288452,0.49413275718688965,6.771322727203369,22.80799102783203,1560699832998.4714,0.1551358550786972,18.10198211669922,5,3.762685775756836,3,13.5064115524292,0.0025,-0.3
38.24147,21.734885,22.851274,Point,120.234375,1.309999942779541,0.07326669991016388,0.8537564873695374,2.0066325664520264,0.38369831442832947,4.925143718719482,30.914392471313477,1560678146990.5396,0.14372730255126953,22.261323928833008,10,2.653381109237671,4,17.42530059814453,-0.0775,0.3775
38.244317,21.727104,4.406511,Point,54.140625,1.0299999713897705,0.10975875705480576,1.4695916175842285,2.658681869506836,0.5060114860534668,17.285932540893555,58.099578857421875,1560698511999.6577,0.22371543943881989,43.70841598510742,5,5.406772613525391,3,38.517581939697266,-0.53,0.165
38.24527,21.742838,88.88297,Point,19.3359375,1.190000057220459,0.034272219985723495,0.18657037615776062,0.35275429487228394,0.19737857580184937,1.6997723579406738,11.429604530334473,1560681046998.41,0.11375761032104492,9.053077697753906,5,0.7077028751373291,4,5.217364311218262,0.3875,0.095
38.241197,21.735682,30.213945,Point,9.140625,1.2699999809265137,0.03251359239220619,0.384962797164917,0.5631269216537476,0.24313516914844513,2.2371768951416016,7.245039939880371,1560679255996.0898,0.06689582765102386,5.714224815368652,10,1.1490331888198853,4,3.9936752319335938,-0.03,0.3975
38.241557,21.737625,39.110246,Point,357.890625,1.1299999952316284,0.025655187666416168,0.3394317328929901,0.792199969291687,0.1204509511590004,2.397954225540161,11.90715217590332,1560682390990.3684,0.04754636436700821,10.82768726348877,5,1.1743921041488647,4,4.696251392364502,0.0825,0.37
38.251024,21.737126,10.586698,Point,329.765625,0.3400000035762787,0.040301501750946045,0.6106009483337402,1.1383017301559448,0.20942558348178864,3.4464645385742188,16.114938735961914,1560675472997.4175,0.08198711276054382,9.648750305175781,5,1.6703094244003296,4,10.300850868225098,0.0525,-0.3325
38.243049,21.728951,11.711809,Point,226.0546875,1.8200000524520874,0.07707497477531433,0.5185456871986389,1.241098403930664,0.25349870324134827,10.964740753173828,61.62297439575195,1560683093990.7559,0.1289948672056198,52.90340042114258,10,3.6405091285705566,4,30.118974685668945,-0.4225,0.26
38.240615,21.735434,27.618608,Point,39.0234375,2.4600000381469727,0.03558224439620972,0.5317140817642212,0.9098250865936279,0.3538402318954468,4.489362716674805,23.483125686645508,1560679203997.61,0.10012532025575638,16.418821334838867,10,2.2430567741394043,4,13.483346939086914,-0.045,0.44
38.250973,21.732462,0.558,Point,91.40625,1.4600000381469727,0.08678632229566574,0.6557839512825012,2.166729211807251,0.3226698338985443,14.537144660949707,50.62509536743164,1560699432997.936,0.1598847508430481,39.47758483886719,5,5.686880588531494,3,29.251815795898438,-0.2175,-0.3275
38.242621,21.729919,16.00197,Point,304.1015625,1.3899999856948853,0.02465965412557125,0.29523521661758423,0.4617757797241211,0.1551930010318756,1.7744667530059814,9.61262321472168,1560683006992.898,0.06816117465496063,6.036778450012207,10,0.8277210593223572,6,4.558087348937988,-0.365,0.2925
38.250525,21.736163,3.556535,Point,14.765625,1.2300000190734863,0.024717308580875397,0.6945526599884033,0.8876062035560608,0.19231455028057098,1.9973136186599731,11.57674789428711,1560699824998.1704,0.060950007289648056,9.09521484375,5,1.1700389385223389,3,5.273288249969482,-0.0025,-0.295
38.244651,21.732373,16.260608,Point,224.296875,1.2400000095367432,0.02135567180812359,0.24528740346431732,0.42101365327835083,0.09993936121463776,2.4461464881896973,13.944687843322754,1560676531993.6978,0.04074094444513321,14.809617042541504,10,0.8133782744407654,6,4.849999904632568,-0.2225,0.14
38.245561,21.734077,16.127743,Point,322.3828125,1.159999966621399,0.026043938472867012,0.7306109070777893,0.885156512260437,0.21266286075115204,3.102769374847412,14.286757469177246,1560676371998.3555,0.0602448433637619,11.451043128967285,10,1.5345087051391602,6,5.463715553283691,-0.125,0.0725
38.245442,21.732006,12.923601,Point,213.3984375,1.4500000476837158,0.021208398044109344,0.28540900349617004,0.46565014123916626,0.10981933027505875,2.7140510082244873,10.214027404785156,1560677253998.6907,0.03944035619497299,8.623095512390137,30,0.9978162050247192,6,5.58793830871582,-0.245,0.0825
38.241664,21.732176,15.36342,Point,235.1953125,0.3400000035762787,0.04025114327669144,0.4180041253566742,0.6747810244560242,0.22461389005184174,3.9300835132598877,24.73024559020996,1560682854996.6406,0.07088186591863632,21.543394088745117,5,1.361835241317749,4,11.91933536529541,-0.235,0.3625
38.249585,21.734127,1.423234,Point,174.7265625,0.9599999785423279,0.10788484662771225,1.3105427026748657,3.7357349395751953,0.48363831639289856,10.71712875366211,50.81365966796875,1560699630990.7007,0.196481391787529,34.67478561401367,5,4.699472904205322,3,29.928205490112305,-0.12,-0.225
38.241326,21.73664,35.370317,Point,105.1171875,0.9900000095367432,0.04758254811167717,0.6151723861694336,0.7845546007156372,0.31673064827919006,4.611827373504639,32.51426315307617,1560679336993.71,0.11222349852323532,25.829513549804688,10,1.9080020189285278,4,15.513293266296387,0.025,0.3875
38.245529,21.734156,16.637859,Point,308.671875,1.3700000047683716,0.028492484241724014,0.569030225276947,0.705080509185791,0.17270943522453308,3.0706496238708496,12.449326515197754,1560676367998.4526,0.05457755923271179,9.298700332641602,10,1.4284076690673828,6,6.452442169189453,-0.12,0.075
38.244487,21.733276,14.578386,Point,165.9375,1.1200000047683716,0.04365658015012741,2.323833703994751,4.19282341003418,0.6050735116004944,7.030513763427734,23.73568344116211,1560677805999.346,0.14788128435611725,21.815811157226562,5,5.60905122756958,4,8.291229248046875,-0.17,0.1525
38.242992,21.741485,59.042375,Point,200.390625,1.4600000381469727,0.014933312311768532,0.09453772753477097,0.1837623119354248,0.054747793823480606,0.5513738393783569,3.485368490219116,1560682031998.992,0.036016885191202164,3.9941983222961426,10,0.3123399615287781,4,1.078006386756897,0.3075,0.2625
38.24475,21.732631,16.054155,Point,45,0.9300000071525574,0.02579672634601593,0.5982955694198608,1.2215842008590698,0.26516878604888916,3.891831636428833,12.951000213623047,1560677379995.0032,0.09606184810400009,8.40245532989502,10,2.67043137550354,6,7.372588157653809,-0.2075,0.1325
38.242276,21.730663,14.670854,Point,307.265625,1.4800000190734863,0.02210972085595131,0.15125207602977753,0.3322281241416931,0.10224838554859161,1.4243699312210083,13.468184471130371,1560682955994.154,0.03806084766983986,10.740456581115723,5,0.696696937084198,4,5.9490580558776855,-0.3225,0.3175
38.249735,21.733853,-0.158002,Point,301.640625,1.2799999713897705,0.11208412051200867,0.7964601516723633,1.8889732360839844,0.3889491856098175,21.125272750854492,66.02843475341797,1560699240989.1758,0.19113384187221527,51.99422073364258,10,6.9359660148620605,3,40.2249641418457,-0.1375,-0.2375
38.250135,21.737279,14.77092,Point,104.4140625,0.8500000238418579,0.03877907246351242,1.0626587867736816,1.523879051208496,0.3952961266040802,5.9875383377075195,20.289846420288086,1560675580993.6428,0.11829984933137894,18.261077880859375,10,2.3290467262268066,6,7.728755950927734,0.0625,-0.265
38.244726,21.732502,16.251768,Point,229.5703125,1.1399999856948853,0.027933867648243904,0.3690878450870514,0.598219096660614,0.11700904369354248,2.0399012565612793,11.140889167785645,1560676520994.0232,0.04844197258353233,9.348209381103516,10,0.8674637675285339,4,4.69242000579834,-0.215,0.135
38.242675,21.733578,20.772722,Point,239.4140625,1.2300000190734863,0.06185706704854965,0.4924701452255249,0.994264543056488,0.27497708797454834,4.418363571166992,28.292787551879883,1560682735999.3682,0.11113100498914719,16.69114875793457,10,2.029555559158325,6,16.080781936645508,-0.1525,0.2875
38.245317,21.734652,17.81164,Point,15.1171875,0.5400000214576721,0.05415165424346924,1.0511170625686646,1.6648551225662231,0.34564903378486633,6.875673294067383,27.014638900756836,1560676336998.7717,0.11417663842439651,19.700584411621094,10,2.5612528324127197,4,15.908845901489258,-0.09,0.09
38.24202,21.73106,16.490007,Point,277.03125,1.2599999904632568,0.02604098990559578,0.1741977035999298,0.35839226841926575,0.14678841829299927,2.8241450786590576,21.729272842407227,1560682928994.8186,0.044232480227947235,18.281831741333008,5,0.6757749915122986,4,10.521746635437012,-0.3,0.335
38.242943,21.728269,8.595293,Point,313.2421875,1.2799999713897705,0.016048194840550423,0.12544496357440948,0.2537129819393158,0.05049553140997887,0.9352640509605408,4.110957622528076,1560683146995.9946,0.026202764362096786,4.03075647354126,5,0.553795576095581,6,1.8039225339889526,-0.4625,0.2675
38.241755,21.736884,36.198198,Point,277.3828125,0.8999999761581421,0.043520133942365646,0.6177796125411987,1.2166004180908203,0.23731206357479095,6.146578788757324,29.87628936767578,1560682439998.7249,0.09128330647945404,23.235157012939453,5,1.9025450944900513,6,17.398357391357422,0.04,0.355
38.242035,21.732776,18.526567,Point,196.875,1.0700000524520874,0.024858858436346054,0.2470220923423767,0.4212978780269623,0.11761467903852463,1.7739579677581787,14.110302925109863,1560682798998.016,0.044680457562208176,12.19292163848877,10,0.7527705430984497,4,5.450320720672607,-0.2,0.335
38.244035,21.726936,2.17072,Point,29.53125,1.1299999952316284,0.03301747143268585,0.2923550009727478,0.7215827703475952,0.13299988210201263,2.484070062637329,13.01290225982666,1560683381997.8252,0.05254865810275078,11.333722114562988,5,1.0410200357437134,4,5.2081780433654785,-0.54,0.185
38.241657,21.732161,15.217119,Point,237.65625,0.7900000214576721,0.03271215036511421,0.4436298906803131,0.6654559373855591,0.14345917105674744,2.7708237171173096,17.291318893432617,1560682855996.6165,0.06020842120051384,13.559317588806152,5,1.096537709236145,4,8.367213249206543,-0.235,0.3625
38.24415,21.739256,42.890092,Point,18.28125,1.2000000476837158,0.023668918758630753,0.08876796811819077,0.16224034130573273,0.07920356839895248,0.5318988561630249,7.3571038246154785,1560680504997.5027,0.043463993817567825,6.992095947265625,5,0.29468104243278503,4,2.067930221557617,0.1775,0.1775
38.244334,21.74275,69.205644,Point,42.1875,1.2300000190734863,0.023664409294724464,0.20763495564460754,0.30721741914749146,0.0983085110783577,1.5689817667007446,15.658122062683105,1560680800988.8118,0.04095630720257759,13.18370246887207,5,0.6200684309005737,4,7.059913158416748,0.3825,0.1625
38.251513,21.73658,6.815274,Point,198.984375,1.0299999713897705,0.049865834414958954,0.6021650433540344,1.4371291399002075,0.20788514614105225,4.032119274139404,30.33887481689453,1560675415999.0962,0.08941742777824402,28.814655303955078,5,1.9200538396835327,3,10.543567657470703,0.0225,-0.3675
38.241662,21.736989,36.869646,Point,351.9140625,1.2699999809265137,0.06562763452529907,0.5219915509223938,1.0479483604431152,0.24196261167526245,4.957761764526367,47.07666778564453,1560682430998.1465,0.11428151279687881,42.15117645263672,10,2.0026557445526123,6,18.901769638061523,0.045,0.3625
38.243114,21.729194,12.279558,Point,307.96875,1.1399999856948853,0.04322206601500511,0.34315696358680725,0.6485754251480103,0.1496204286813736,5.947372913360596,30.794748306274414,1560683074991.2234,0.07236529886722565,24.507204055786133,10,2.0766828060150146,4,17.67462921142578,-0.4075,0.255
38.241581,21.737031,37.672441,Point,292.1484375,0.2800000011920929,0.08655104041099548,0.6325071454048157,1.219446063041687,0.2854514420032501,5.900496482849121,35.1004753112793,1560682425997.5696,0.13780167698860168,29.01905059814453,10,2.1980061531066895,6,15.969751358032227,0.0475,0.3675
38.243704,21.742099,64.192644,Point,209.8828125,1.3300000429153442,0.16289043426513672,1.1317425966262817,2.723919630050659,0.5972649455070496,16.369382858276367,60.3572883605957,1560681951999.946,0.2769337296485901,45.416927337646484,5,7.133254528045654,3,32.51039505004883,0.3425,0.21
38.245055,21.732944,15.776087,Point,231.328125,1.2300000190734863,0.035106267780065536,0.2741793692111969,0.5099676847457886,0.11858756095170975,2.198406219482422,13.764108657836914,1560676474995.3833,0.06071813404560089,11.551156044006348,10,0.892841637134552,4,7.068707466125488,-0.19,0.11
38.244595,21.742934,72.49489,Point,13.7109375,0.9800000190734863,0.06379284709692001,0.4065728783607483,0.8258889317512512,0.2045794278383255,6.8107194900512695,28.626611709594727,1560680832987.8718,0.10653498768806458,22.903955459594727,5,1.8942079544067383,4,18.38631820678711,0.3925,0.145
38.242942,21.738481,39.630876,Point,19.6875,1.3899999856948853,0.055931493639945984,0.4366006851196289,0.8952215909957886,0.20912152528762817,5.897335529327393,29.96065902709961,1560679584998.7651,0.09524521976709366,25.907062530517578,10,1.8591103553771973,4,14.762862205505371,0.1325,0.2675
38.245677,21.729397,2.526933,Point,54.140625,1.340000033378601,0.08041510730981827,1.9281147718429565,3.973714590072632,0.525127649307251,6.790157794952393,32.371089935302734,1560698694994.3232,0.1688082218170166,27.5346622467041,5,3.8863165378570557,4,13.68274211883545,-0.3975,0.065
38.245592,21.733869,15.914107,Point,186.328125,0.9700000286102295,0.04419068992137909,1.2348952293395996,2.2995619773864746,0.309636652469635,6.981139659881592,12.940958023071289,1560676386997.9568,0.09804544597864151,9.490406036376953,5,3.319401741027832,4,8.699858665466309,-0.135,0.07
38.244164,21.742628,68.245805,Point,34.1015625,0.9900000095367432,0.05114862695336342,0.3093715310096741,0.6440896391868591,0.169464573264122,4.130853652954102,24.685771942138672,1560680784989.2817,0.08490608632564545,22.200180053710938,5,1.3735846281051636,4,10.655618667602539,0.375,0.1775
38.245116,21.733157,15.633852,Point,212.34375,1.1399999856948853,0.021808728575706482,0.2752373218536377,0.5430285334587097,0.09983084350824356,1.7126047611236572,8.792394638061523,1560676461995.7666,0.042001038789749146,8.118732452392578,5,0.796859622001648,4,4.065388202667236,-0.1775,0.105
38.242988,21.728942,11.799089,Point,202.5,1.0199999809265137,0.05085224658250809,0.3350777328014374,0.6795756816864014,0.15944060683250427,3.963184118270874,23.01738929748535,1560683098990.632,0.08256544917821884,17.098529815673828,10,1.3908731937408447,4,11.653553009033203,-0.4225,0.265
38.244385,21.726153,1.063191,Point,283.359375,1.1699999570846558,0.05608881637454033,0.28473836183547974,0.5784246325492859,0.16467484831809998,3.9597997665405273,29.709280014038086,1560683470995.601,0.08823425322771072,20.05628776550293,5,1.1635098457336426,4,15.339743614196777,-0.585,0.16
38.2418,21.737717,37.047014,Point,16.875,1.5199999809265137,0.019250934943556786,0.2549397647380829,0.6105557084083557,0.12072581052780151,2.2703776359558105,7.63355827331543,1560679456990.183,0.11418778449296951,7.3748908042907715,10,1.299903154373169,4,3.1885828971862793,0.0875,0.3525
38.241286,21.735743,29.773637,Point,44.296875,0.4699999988079071,0.02700597234070301,0.477043479681015,1.5182934999465942,0.20526443421840668,3.879373550415039,17.585289001464844,1560679267995.7375,0.05312724784016609,10.655409812927246,10,3.3274343013763428,4,9.859990119934082,-0.0275,0.39
38.244747,21.732601,15.97259,Point,217.96875,0.8399999737739563,0.0344494953751564,0.48053044080734253,0.6319382190704346,0.17435094714164734,3.0394670963287354,16.930644989013672,1560676514994.2,0.06548599153757095,12.202988624572754,10,1.278782844543457,6,8.261541366577148,-0.21,0.1325
38.242844,21.729663,13.362077,Point,305.15625,0.9700000286102295,0.013699996285140514,0.11301372945308685,0.300310343503952,0.057132039219141006,0.9267479181289673,4.5012640953063965,1560683038992.1099,0.025978093966841698,3.6962709426879883,5,0.62375807762146,4,1.9546350240707397,-0.38,0.275
38.242675,21.734691,27.740251,Point,299.53125,1.5299999713897705,0.06149011105298996,0.40997231006622314,0.8985608220100403,0.20361557602882385,6.8887619972229,31.18650245666504,1560682630997.9497,0.11929160356521606,30.700822830200195,10,2.2873425483703613,4,17.53354263305664,-0.0875,0.2875
38.247879,21.73671,26.603593,Point,204.9609375,1.2999999523162842,0.04136795923113823,0.8151379227638245,1.2654290199279785,0.2540261149406433,5.587673187255859,12.525108337402344,1560676010996.0908,0.08046694099903107,10.292643547058105,5,3.6144702434539795,4,8.485560417175293,0.03,-0.0975
38.244769,21.727937,1.281938,Point,38.671875,1.4900000095367432,0.04909977689385414,0.4011256694793701,0.7463907599449158,0.18908894062042236,3.782973051071167,23.305906295776367,1560698582997.7537,0.0949743464589119,22.2934627532959,5,1.376470923423767,3,10.13541316986084,-0.4825,0.13
38.250849,21.736402,1.894243,Point,25.3125,1.0099999904632568,0.02275203727185726,0.3571910560131073,0.5719135403633118,0.12893430888652802,2.3816006183624268,13.3060941696167,1560699856998.2854,0.04921777546405792,10.819573402404785,5,1.1332404613494873,3,5.291862964630127,0.0125,-0.32
38.242581,21.733467,20.109636,Point,248.90625,1.8200000524520874,0.04548168182373047,1.0005751848220825,1.9284588098526,0.3421803414821625,7.723232746124268,24.016008377075195,1560682746999.2004,0.10582046210765839,18.18839454650879,30,2.294384717941284,6,11.708600997924805,-0.16,0.295
38.245027,21.732931,15.70284,Point,215.15625,1.3200000524520874,0.01667720265686512,0.17545633018016815,0.32685592770576477,0.06528972834348679,0.9139180779457092,4.490934371948242,1560676476995.3242,0.030123185366392136,4.361417293548584,5,0.4341447651386261,4,1.8707422018051147,-0.19,0.1125
38.244337,21.726545,2.121701,Point,258.046875,1.4700000286102295,0.04033788666129112,0.3264034688472748,0.5184667706489563,0.1820039451122284,3.5158793926239014,23.067974090576172,1560683444996.252,0.07524757832288742,15.488208770751953,10,1.0174729824066162,6,12.324822425842285,-0.5625,0.1625
38.243888,21.74234,66.146257,Point,136.0546875,1.2000000476837158,0.024794884026050568,0.15596981346607208,0.27847903966903687,0.06371157616376877,1.1173063516616821,8.00935173034668,1560680758990.0452,0.040905773639678955,7.546580791473389,10,0.49250900745391846,4,3.0807666778564453,0.3575,0.1975
38.243555,21.734183,21.36049,Point,125.859375,0.6299999952316284,0.021751193329691887,0.2549271881580353,0.50699782371521,0.09183654934167862,1.391829490661621,5.983517169952393,1560677897997.351,0.03407936543226242,5.518702030181885,30,0.6497207880020142,6,2.31258487701416,-0.1175,0.2225
38.244173,21.741691,65.217607,Point,106.875,1.4700000286102295,0.014303441159427166,0.10064700245857239,0.18146410584449768,0.037123166024684906,0.537950873374939,3.4123575687408447,1560680713991.3665,0.02458411082625389,3.034207344055176,10,0.3123951256275177,4,1.6068099737167358,0.32,0.175
38.243292,21.734836,19.180681,Point,152.578125,1.2300000190734863,0.054735153913497925,1.0990129709243774,1.8315527439117432,0.37708765268325806,3.1883115768432617,13.852438926696777,1560677944996.0662,0.13043059408664703,12.551950454711914,10,2.076137065887451,4,5.305060386657715,-0.08,0.24
38.246781,21.731592,0.088884,Point,70.3125,1.4199999570846558,0.07834560424089432,1.5829025506973267,3.342698097229004,0.47586679458618164,13.269366264343262,37.77101135253906,1560698858989.2974,0.16774676740169525,27.926605224609375,10,5.034133434295654,3,24.441743850708008,-0.2675,-0.0175
38.241201,21.734977,25.939409,Point,160.6640625,1.1799999475479126,0.05299609154462814,0.8086324334144592,1.8369735479354858,0.48862844705581665,9.774584770202637,23.643295288085938,1560678166989.9932,0.1711106300354004,19.171627044677734,10,4.1349568367004395,4,23.661184310913086,-0.0725,0.3975
38.245106,21.732457,14.718278,Point,261.5625,1,0.05306047946214676,0.6159760355949402,0.9605135321617126,0.256063848733902,10.099488258361816,20.580495834350586,1560677202001.3374,0.10500997304916382,19.140317916870117,10,2.058872699737549,4,13.506996154785156,-0.2175,0.1075
