SourceFile,FileName,DateTimeOriginal
./IMG_8141.jpg,IMG_8141.jpg,2016:03:23 12:51:34
./IMG_8142.jpg,IMG_8142.jpg,2016:03:23 12:55:11
./IMG_8143.jpg,IMG_8143.jpg,2016:03:23 13:00:20
./IMG_8144.jpg,IMG_8144.jpg,2016:03:23 13:05:09
./IMG_8145.jpg,IMG_8145.jpg,2016:03:23 13:10:23
